SA2_NAME16	Sex	workers
South Launceston	F	1035
South Launceston	M	980
Summerhill - Prospect	F	619
Summerhill - Prospect	M	551
Trevallyn	F	212
Trevallyn	M	201
Waverley - St Leonards	F	369
Waverley - St Leonards	M	608
West Launceston	F	143
West Launceston	M	145
Youngtown - Relbia	F	375
Youngtown - Relbia	M	694
Beauty Point - Beaconsfield	F	380
Beauty Point - Beaconsfield	M	368
Deloraine	F	993
Deloraine	M	1083
Grindelwald - Lanena	F	471
Grindelwald - Lanena	M	437
Hadspen - Carrick	F	125
Hadspen - Carrick	M	192
Westbury	F	427
Westbury	M	696
Dilston - Lilydale	F	195
Dilston - Lilydale	M	323
George Town	F	837
George Town	M	1644
Longford	F	571
Longford	M	850
Northern Midlands	F	553
Northern Midlands	M	763
Perth - Evandale	F	603
Perth - Evandale	M	1394
St Helens - Scamander	F	877
St Helens - Scamander	M	825
Flinders and Cape Barren Islands	F	193
Flinders and Cape Barren Islands	M	222
Scottsdale - Bridport	F	1067
Scottsdale - Bridport	M	1184
Central Highlands	F	240
Central Highlands	M	428
Derwent Valley	F	163
Derwent Valley	M	280
Southern Midlands	F	484
Southern Midlands	M	603
Wilderness - East	F	4
Wilderness - East	M	7
Bruny Island - Kettering	F	268
Bruny Island - Kettering	M	357
Cygnet	F	378
Cygnet	M	401
Geeveston - Dover	F	405
Geeveston - Dover	M	659
Huonville - Franklin	F	1210
Huonville - Franklin	M	1199
Forestier - Tasman	F	365
Forestier - Tasman	M	346
Triabunna - Bicheno	F	712
Triabunna - Bicheno	M	754
Acton - Upper Burnie	F	366
Acton - Upper Burnie	M	226
Burnie - Ulverstone Region	F	320
Burnie - Ulverstone Region	M	529
Burnie - Wivenhoe	F	2933
Burnie - Wivenhoe	M	2805
Parklands - Camdale	F	1731
Parklands - Camdale	M	1210
Penguin - Sulphur Creek	F	393
Penguin - Sulphur Creek	M	419
Romaine - Havenview	F	245
Romaine - Havenview	M	408
Somerset	F	527
Somerset	M	485
Ulverstone	F	1733
Ulverstone	M	1671
West Ulverstone	F	379
West Ulverstone	M	186
Wynyard	F	914
Wynyard	M	974
Devonport	F	4047
Devonport	M	2894
East Devonport	F	704
East Devonport	M	939
Latrobe	F	1239
Latrobe	M	857
Miandetta - Don	F	430
Miandetta - Don	M	619
Port Sorell	F	518
Port Sorell	M	594
Quoiba - Spreyton	F	566
Quoiba - Spreyton	M	1257
Sheffield - Railton	F	616
Sheffield - Railton	M	751
Turners Beach - Forth	F	296
Turners Beach - Forth	M	431
King Island	F	364
King Island	M	401
North West	F	501
North West	M	791
Smithton	F	1114
Smithton	M	1207
Waratah	F	254
Waratah	M	659
West Coast (Tas.)	F	724
West Coast (Tas.)	M	1193
Migratory - Offshore - Shipping (Tas.)	F	4
Migratory - Offshore - Shipping (Tas.)	M	53
No usual address (Tas.)	F	2349
No usual address (Tas.)	M	6784
Darwin Airport	F	546
Darwin Airport	M	883
Darwin City	F	7189
Darwin City	M	5559
East Point	F	10
East Point	M	16
Fannie Bay - The Gardens	F	897
Fannie Bay - The Gardens	M	874
Larrakeyah	F	472
Larrakeyah	M	776
Ludmilla - The Narrows	F	458
Ludmilla - The Narrows	M	897
Parap	F	779
Parap	M	496
Stuart Park	F	540
Stuart Park	M	583
Woolner - Bayview - Winnellie	F	1921
Woolner - Bayview - Winnellie	M	4495
Alawa	F	166
Alawa	M	67
Anula	F	110
Anula	M	58
Berrimah	F	1760
Berrimah	M	3043
Brinkin - Nakara	F	3104
Brinkin - Nakara	M	1761
Buffalo Creek	F	8
Buffalo Creek	M	4
Charles Darwin	F	6
Charles Darwin	M	15
Coconut Grove	F	422
Coconut Grove	M	466
East Arm	F	451
East Arm	M	1533
Jingili	F	127
Jingili	M	83
Karama	F	352
Karama	M	210
Leanyer	F	312
Leanyer	M	263
Lyons (NT)	F	140
Lyons (NT)	M	137
Malak - Marrara	F	532
Malak - Marrara	M	449
Millner	F	316
Millner	M	281
Moil	F	149
Moil	M	98
Nightcliff	F	531
Nightcliff	M	335
Rapid Creek	F	291
Rapid Creek	M	179
Tiwi	F	2785
Tiwi	M	1107
Wagaman	F	158
Wagaman	M	72
Wanguri	F	217
Wanguri	M	112
Wulagi	F	156
Wulagi	M	82
Howard Springs	F	1213
Howard Springs	M	3489
Humpty Doo	F	758
Humpty Doo	M	703
Koolpinyah	F	62
Koolpinyah	M	326
Virginia	F	457
Virginia	M	375
Weddell	F	1062
Weddell	M	6428
Bakewell	F	233
Bakewell	M	101
Driver	F	283
Driver	M	164
Durack - Marlow Lagoon	F	536
Durack - Marlow Lagoon	M	878
Gray	F	191
Gray	M	101
Moulden	F	146
Moulden	M	64
Palmerston - North	F	1736
Palmerston - North	M	1626
Palmerston - South	F	111
Palmerston - South	M	169
Rosebery - Bellamack	F	260
Rosebery - Bellamack	M	163
Woodroffe	F	393
Woodroffe	M	245
Charles	F	3362
Charles	M	3664
East Side	F	495
East Side	M	419
Flynn (NT)	F	404
Flynn (NT)	M	242
Larapinta	F	214
Larapinta	M	140
Mount Johns	F	1414
Mount Johns	M	836
Petermann - Simpson	F	536
Petermann - Simpson	M	651
Ross	F	335
Ross	M	371
Sandover - Plenty	F	605
Sandover - Plenty	M	1023
Tanami	F	381
Tanami	M	762
Yuendumu - Anmatjere	F	222
Yuendumu - Anmatjere	M	219
Barkly	F	236
Barkly	M	344
Tennant Creek	F	647
Tennant Creek	M	697
Alligator	F	781
Alligator	M	1183
Daly	F	247
Daly	M	377
Thamarrurr	F	197
Thamarrurr	M	191
Tiwi Islands	F	287
Tiwi Islands	M	287
West Arnhem	F	417
West Arnhem	M	473
Anindilyakwa	F	412
Anindilyakwa	M	1073
East Arnhem	F	782
East Arnhem	M	1028
Nhulunbuy	F	650
Nhulunbuy	M	517
Elsey	F	272
Elsey	M	327
Gulf	F	470
Gulf	M	715
Katherine	F	2018
Katherine	M	2354
Victoria River	F	280
Victoria River	M	328
Migratory - Offshore - Shipping (NT)	F	8
Migratory - Offshore - Shipping (NT)	M	85
No usual address (NT)	F	849
No usual address (NT)	M	2830
Aranda	F	138
Aranda	M	110
Belconnen	F	6841
Belconnen	M	6611
Bruce	F	3749
Bruce	M	2459
Charnwood	F	347
Charnwood	M	267
Cook	F	111
Cook	M	72
Dunlop	F	93
Dunlop	M	131
Evatt	F	258
Evatt	M	170
Florey	F	328
Florey	M	221
Flynn (ACT)	F	110
Flynn (ACT)	M	85
Fraser	F	91
Fraser	M	67
Giralang	F	116
Giralang	M	92
Gooromon	M	3
Hawker	F	324
Hawker	M	277
Higgins	F	56
Higgins	M	90
Holt	F	685
Holt	M	439
Kaleen	F	484
Kaleen	M	370
Latham	F	86
Latham	M	98
Lawson	F	3
Lawson	M	93
Macgregor (ACT)	F	173
Macgregor (ACT)	M	136
Macquarie	F	525
Macquarie	M	393
McKellar	F	70
McKellar	M	74
Melba	F	197
Melba	M	151
Page	F	251
Page	M	126
Scullin	F	151
Scullin	M	79
Spence	F	124
Spence	M	73
Weetangera	F	108
Weetangera	M	98
Molonglo Corridor	F	23
Molonglo Corridor	M	70
West Belconnen	F	35
West Belconnen	M	57
Hume	F	559
Hume	M	2408
Kowen	F	10
Kowen	M	12
Canberra East	F	1229
Canberra East	M	1933
Canberra Airport	F	2739
Canberra Airport	M	4100
Majura	F	767
Majura	M	1199
Amaroo	F	309
Amaroo	M	190
Bonner	F	165
Bonner	M	156
Casey	F	233
Casey	M	266
Crace	F	191
Crace	M	191
Forde	F	193
Forde	M	156
Franklin	F	198
Franklin	M	160
Gungahlin	F	2091
Gungahlin	M	1753
Hall	F	70
Hall	M	100
Harrison	F	396
Harrison	M	222
Mitchell	F	1323
Mitchell	M	3622
Ngunnawal	F	275
Ngunnawal	M	218
Nicholls	F	658
Nicholls	M	437
Palmerston	F	160
Palmerston	M	122
Jacka	F	4
Jacka	M	11
Kenny	F	23
Kenny	M	68
Moncrieff	F	6
Moncrieff	M	106
Throsby	M	3
Acton	F	3257
Acton	M	3124
Ainslie	F	514
Ainslie	M	365
Braddon	F	2012
Braddon	M	2120
Civic	F	18383
Civic	M	15975
Dickson	F	1669
Dickson	M	1567
Downer	F	111
Downer	M	107
Hackett	F	130
Hackett	M	104
Lyneham	F	1175
Lyneham	M	1010
O'Connor (ACT)	F	406
O'Connor (ACT)	M	291
Turner	F	612
Turner	M	459
Watson	F	637
Watson	M	501
Black Mountain	F	66
Black Mountain	M	57
Campbell	F	823
Campbell	M	894
Duntroon	F	826
Duntroon	M	2051
Parkes (ACT) - North	F	337
Parkes (ACT) - North	M	476
Reid	F	402
Reid	M	303
Russell	F	2355
Russell	M	4212
Deakin	F	3545
Deakin	M	2508
Forrest	F	2030
Forrest	M	1703
Griffith (ACT)	F	1786
Griffith (ACT)	M	1530
Narrabundah	F	692
Narrabundah	M	381
Parkes (ACT) - South	F	2739
Parkes (ACT) - South	M	2508
Red Hill (ACT)	F	535
Red Hill (ACT)	M	386
Yarralumla	F	894
Yarralumla	M	961
Barton	F	6223
Barton	M	5364
Fyshwick	F	3716
Fyshwick	M	8892
Kingston (ACT)	F	1260
Kingston (ACT)	M	1466
Banks	F	64
Banks	M	78
Bonython	F	115
Bonython	M	77
Calwell	F	430
Calwell	M	306
Chisholm	F	266
Chisholm	M	262
Conder	F	477
Conder	M	331
Fadden	F	142
Fadden	M	101
Gilmore	F	64
Gilmore	M	63
Gordon (ACT)	F	219
Gordon (ACT)	M	179
Gowrie (ACT)	F	202
Gowrie (ACT)	M	132
Greenway	F	5100
Greenway	M	5255
Isabella Plains	F	212
Isabella Plains	M	142
Kambah	F	724
Kambah	M	642
Macarthur	F	50
Macarthur	M	41
Monash	F	314
Monash	M	179
Mount Taylor	F	4
Mount Taylor	M	4
Oxley (ACT)	F	38
Oxley (ACT)	M	39
Richardson	F	88
Richardson	M	77
Theodore	F	80
Theodore	M	62
Tuggeranong	F	26
Tuggeranong	M	32
Wanniassa	F	1137
Wanniassa	M	913
Tuggeranong - West	F	4
Tuggeranong - West	M	5
Chapman	F	167
Chapman	M	142
Duffy	F	109
Duffy	M	98
Fisher	F	91
Fisher	M	91
Holder	F	360
Holder	M	183
Rivett	F	104
Rivett	M	77
Stirling	F	328
Stirling	M	148
Waramanga	F	224
Waramanga	M	121
Weston	F	1033
Weston	M	813
Scrivener	F	49
Scrivener	M	68
Chifley	F	127
Chifley	M	102
Curtin	F	661
Curtin	M	323
Farrer	F	192
Farrer	M	151
Garran	F	4597
Garran	M	1772
Hughes	F	308
Hughes	M	168
Isaacs	F	65
Isaacs	M	59
Lyons (ACT)	F	131
Lyons (ACT)	M	105
Mawson	F	443
Mawson	M	345
O'Malley	F	93
O'Malley	M	135
Pearce	F	387
Pearce	M	258
Phillip	F	6967
Phillip	M	5463
Torrens	F	90
Torrens	M	79
Arboretum	F	55
Arboretum	M	41
Coombs	F	42
Coombs	M	95
Molonglo - North	M	5
Wright	F	22
Wright	M	63
ACT - South West	F	161
ACT - South West	M	325
Namadgi	M	3
No usual address (ACT)	F	1683
No usual address (ACT)	M	5137
Christmas Island	F	377
Christmas Island	M	621
Cocos (Keeling) Islands	F	100
Cocos (Keeling) Islands	M	134
Jervis Bay	F	156
Jervis Bay	M	320
Norfolk Island	F	517
Norfolk Island	M	466
No usual address (OT)	F	32
No usual address (OT)	M	83
