SA2_NAME16	EmploymentStatus	workers
Berriedale - Chigwell	Contributing family workers	15
Berriedale - Chigwell	Employee	542
Berriedale - Chigwell	Owner managers of incorporated enterprises	18
Berriedale - Chigwell	Owner managers of unincorporated enterprises	70
Berriedale - Chigwell	Status in employment not stated	8
Claremont (Tas.)	Contributing family workers	19
Claremont (Tas.)	Employee	1439
Claremont (Tas.)	Owner managers of incorporated enterprises	28
Claremont (Tas.)	Owner managers of unincorporated enterprises	129
Claremont (Tas.)	Status in employment not stated	16
Derwent Park - Lutana	Contributing family workers	30
Derwent Park - Lutana	Employee	4663
Derwent Park - Lutana	Owner managers of incorporated enterprises	183
Derwent Park - Lutana	Owner managers of unincorporated enterprises	152
Derwent Park - Lutana	Status in employment not stated	57
Glenorchy	Contributing family workers	32
Glenorchy	Employee	4231
Glenorchy	Owner managers of incorporated enterprises	170
Glenorchy	Owner managers of unincorporated enterprises	256
Glenorchy	Status in employment not stated	48
Montrose - Rosetta	Contributing family workers	9
Montrose - Rosetta	Employee	621
Montrose - Rosetta	Owner managers of incorporated enterprises	53
Montrose - Rosetta	Owner managers of unincorporated enterprises	88
Montrose - Rosetta	Status in employment not stated	10
Moonah	Contributing family workers	36
Moonah	Employee	4478
Moonah	Owner managers of incorporated enterprises	263
Moonah	Owner managers of unincorporated enterprises	355
Moonah	Status in employment not stated	46
New Norfolk	Contributing family workers	29
New Norfolk	Employee	1518
New Norfolk	Owner managers of incorporated enterprises	55
New Norfolk	Owner managers of unincorporated enterprises	150
New Norfolk	Status in employment not stated	40
West Moonah	Contributing family workers	7
West Moonah	Employee	143
West Moonah	Owner managers of incorporated enterprises	13
West Moonah	Owner managers of unincorporated enterprises	46
West Moonah	Status in employment not stated	5
Kingston - Huntingfield	Contributing family workers	54
Kingston - Huntingfield	Employee	3921
Kingston - Huntingfield	Owner managers of incorporated enterprises	200
Kingston - Huntingfield	Owner managers of unincorporated enterprises	391
Kingston - Huntingfield	Status in employment not stated	56
Kingston Beach - Blackmans Bay	Contributing family workers	28
Kingston Beach - Blackmans Bay	Employee	778
Kingston Beach - Blackmans Bay	Owner managers of incorporated enterprises	119
Kingston Beach - Blackmans Bay	Owner managers of unincorporated enterprises	264
Kingston Beach - Blackmans Bay	Status in employment not stated	13
Margate - Snug	Contributing family workers	39
Margate - Snug	Employee	980
Margate - Snug	Owner managers of incorporated enterprises	122
Margate - Snug	Owner managers of unincorporated enterprises	253
Margate - Snug	Status in employment not stated	15
Taroona - Bonnet Hill	Contributing family workers	16
Taroona - Bonnet Hill	Employee	458
Taroona - Bonnet Hill	Owner managers of incorporated enterprises	36
Taroona - Bonnet Hill	Owner managers of unincorporated enterprises	102
Taroona - Bonnet Hill	Status in employment not stated	3
Hobart	Contributing family workers	178
Hobart	Employee	33283
Hobart	Owner managers of incorporated enterprises	1315
Hobart	Owner managers of unincorporated enterprises	1397
Hobart	Status in employment not stated	275
Lenah Valley - Mount Stuart	Contributing family workers	29
Lenah Valley - Mount Stuart	Employee	1441
Lenah Valley - Mount Stuart	Owner managers of incorporated enterprises	72
Lenah Valley - Mount Stuart	Owner managers of unincorporated enterprises	199
Lenah Valley - Mount Stuart	Status in employment not stated	11
Mount Nelson - Dynnyrne	Contributing family workers	15
Mount Nelson - Dynnyrne	Employee	405
Mount Nelson - Dynnyrne	Owner managers of incorporated enterprises	42
Mount Nelson - Dynnyrne	Owner managers of unincorporated enterprises	98
Mount Nelson - Dynnyrne	Status in employment not stated	4
New Town	Contributing family workers	27
New Town	Employee	3367
New Town	Owner managers of incorporated enterprises	98
New Town	Owner managers of unincorporated enterprises	192
New Town	Status in employment not stated	38
Sandy Bay	Contributing family workers	59
Sandy Bay	Employee	4697
Sandy Bay	Owner managers of incorporated enterprises	257
Sandy Bay	Owner managers of unincorporated enterprises	361
Sandy Bay	Status in employment not stated	50
South Hobart - Fern Tree	Contributing family workers	22
South Hobart - Fern Tree	Employee	1187
South Hobart - Fern Tree	Owner managers of incorporated enterprises	89
South Hobart - Fern Tree	Owner managers of unincorporated enterprises	225
South Hobart - Fern Tree	Status in employment not stated	13
West Hobart	Contributing family workers	16
West Hobart	Employee	455
West Hobart	Owner managers of incorporated enterprises	76
West Hobart	Owner managers of unincorporated enterprises	199
West Hobart	Status in employment not stated	8
Dodges Ferry - Lewisham	Contributing family workers	40
Dodges Ferry - Lewisham	Employee	391
Dodges Ferry - Lewisham	Owner managers of incorporated enterprises	58
Dodges Ferry - Lewisham	Owner managers of unincorporated enterprises	242
Dodges Ferry - Lewisham	Status in employment not stated	9
Sorell - Richmond	Contributing family workers	65
Sorell - Richmond	Employee	1834
Sorell - Richmond	Owner managers of incorporated enterprises	129
Sorell - Richmond	Owner managers of unincorporated enterprises	301
Sorell - Richmond	Status in employment not stated	36
Invermay	Contributing family workers	28
Invermay	Employee	2639
Invermay	Owner managers of incorporated enterprises	201
Invermay	Owner managers of unincorporated enterprises	187
Invermay	Status in employment not stated	30
Kings Meadows - Punchbowl	Contributing family workers	11
Kings Meadows - Punchbowl	Employee	2843
Kings Meadows - Punchbowl	Owner managers of incorporated enterprises	110
Kings Meadows - Punchbowl	Owner managers of unincorporated enterprises	127
Kings Meadows - Punchbowl	Status in employment not stated	44
Launceston	Contributing family workers	108
Launceston	Employee	13522
Launceston	Owner managers of incorporated enterprises	657
Launceston	Owner managers of unincorporated enterprises	660
Launceston	Status in employment not stated	113
Legana	Contributing family workers	13
Legana	Employee	618
Legana	Owner managers of incorporated enterprises	57
Legana	Owner managers of unincorporated enterprises	114
Legana	Status in employment not stated	15
Mowbray	Contributing family workers	9
Mowbray	Employee	1434
Mowbray	Owner managers of incorporated enterprises	42
Mowbray	Owner managers of unincorporated enterprises	72
Mowbray	Status in employment not stated	20
Newnham - Mayfield	Contributing family workers	14
Newnham - Mayfield	Employee	2302
Newnham - Mayfield	Owner managers of incorporated enterprises	57
Newnham - Mayfield	Owner managers of unincorporated enterprises	88
Newnham - Mayfield	Status in employment not stated	19
Newstead	Contributing family workers	6
Newstead	Employee	1445
Newstead	Owner managers of incorporated enterprises	77
Newstead	Owner managers of unincorporated enterprises	116
Newstead	Status in employment not stated	21
Norwood (Tas.)	Contributing family workers	7
Norwood (Tas.)	Employee	583
Norwood (Tas.)	Owner managers of incorporated enterprises	29
Norwood (Tas.)	Owner managers of unincorporated enterprises	57
Norwood (Tas.)	Status in employment not stated	3
Prospect Vale - Blackstone	Contributing family workers	25
Prospect Vale - Blackstone	Employee	1753
Prospect Vale - Blackstone	Owner managers of incorporated enterprises	75
Prospect Vale - Blackstone	Owner managers of unincorporated enterprises	135
Prospect Vale - Blackstone	Status in employment not stated	22
Ravenswood	Contributing family workers	5
Ravenswood	Employee	259
Ravenswood	Owner managers of incorporated enterprises	3
Ravenswood	Owner managers of unincorporated enterprises	19
Ravenswood	Status in employment not stated	8
Riverside	Contributing family workers	19
Riverside	Employee	878
Riverside	Owner managers of incorporated enterprises	59
Riverside	Owner managers of unincorporated enterprises	153
Riverside	Status in employment not stated	10
South Launceston	Contributing family workers	16
South Launceston	Employee	1718
South Launceston	Owner managers of incorporated enterprises	103
South Launceston	Owner managers of unincorporated enterprises	159
South Launceston	Status in employment not stated	14
Summerhill - Prospect	Contributing family workers	11
Summerhill - Prospect	Employee	987
Summerhill - Prospect	Owner managers of incorporated enterprises	57
Summerhill - Prospect	Owner managers of unincorporated enterprises	107
Summerhill - Prospect	Status in employment not stated	12
Trevallyn	Contributing family workers	13
Trevallyn	Employee	264
Trevallyn	Owner managers of incorporated enterprises	44
Trevallyn	Owner managers of unincorporated enterprises	85
Trevallyn	Status in employment not stated	4
Waverley - St Leonards	Contributing family workers	12
Waverley - St Leonards	Employee	834
Waverley - St Leonards	Owner managers of incorporated enterprises	48
Waverley - St Leonards	Owner managers of unincorporated enterprises	73
Waverley - St Leonards	Status in employment not stated	18
West Launceston	Contributing family workers	6
West Launceston	Employee	179
West Launceston	Owner managers of incorporated enterprises	33
West Launceston	Owner managers of unincorporated enterprises	73
West Launceston	Status in employment not stated	3
Youngtown - Relbia	Contributing family workers	19
Youngtown - Relbia	Employee	877
Youngtown - Relbia	Owner managers of incorporated enterprises	66
Youngtown - Relbia	Owner managers of unincorporated enterprises	93
Youngtown - Relbia	Status in employment not stated	9
Beauty Point - Beaconsfield	Contributing family workers	47
Beauty Point - Beaconsfield	Employee	539
Beauty Point - Beaconsfield	Owner managers of incorporated enterprises	53
Beauty Point - Beaconsfield	Owner managers of unincorporated enterprises	98
Beauty Point - Beaconsfield	Status in employment not stated	14
Deloraine	Contributing family workers	131
Deloraine	Employee	1439
Deloraine	Owner managers of incorporated enterprises	125
Deloraine	Owner managers of unincorporated enterprises	344
Deloraine	Status in employment not stated	28
Grindelwald - Lanena	Contributing family workers	49
Grindelwald - Lanena	Employee	583
Grindelwald - Lanena	Owner managers of incorporated enterprises	71
Grindelwald - Lanena	Owner managers of unincorporated enterprises	191
Grindelwald - Lanena	Status in employment not stated	13
Hadspen - Carrick	Contributing family workers	27
Hadspen - Carrick	Employee	178
Hadspen - Carrick	Owner managers of incorporated enterprises	41
Hadspen - Carrick	Owner managers of unincorporated enterprises	67
Hadspen - Carrick	Status in employment not stated	4
Westbury	Contributing family workers	61
Westbury	Employee	781
Westbury	Owner managers of incorporated enterprises	92
Westbury	Owner managers of unincorporated enterprises	174
Westbury	Status in employment not stated	16
Dilston - Lilydale	Contributing family workers	74
Dilston - Lilydale	Employee	282
Dilston - Lilydale	Owner managers of incorporated enterprises	50
Dilston - Lilydale	Owner managers of unincorporated enterprises	116
Dilston - Lilydale	Status in employment not stated	8
George Town	Contributing family workers	41
George Town	Employee	2179
George Town	Owner managers of incorporated enterprises	79
George Town	Owner managers of unincorporated enterprises	139
George Town	Status in employment not stated	45
Longford	Contributing family workers	42
Longford	Employee	1159
Longford	Owner managers of incorporated enterprises	80
Longford	Owner managers of unincorporated enterprises	119
Longford	Status in employment not stated	19
Northern Midlands	Contributing family workers	85
Northern Midlands	Employee	947
Northern Midlands	Owner managers of incorporated enterprises	99
Northern Midlands	Owner managers of unincorporated enterprises	161
Northern Midlands	Status in employment not stated	30
Perth - Evandale	Contributing family workers	41
Perth - Evandale	Employee	1699
Perth - Evandale	Owner managers of incorporated enterprises	102
Perth - Evandale	Owner managers of unincorporated enterprises	133
Perth - Evandale	Status in employment not stated	21
St Helens - Scamander	Contributing family workers	83
St Helens - Scamander	Employee	1199
St Helens - Scamander	Owner managers of incorporated enterprises	123
St Helens - Scamander	Owner managers of unincorporated enterprises	273
St Helens - Scamander	Status in employment not stated	20
Flinders and Cape Barren Islands	Contributing family workers	32
Flinders and Cape Barren Islands	Employee	268
Flinders and Cape Barren Islands	Owner managers of incorporated enterprises	24
Flinders and Cape Barren Islands	Owner managers of unincorporated enterprises	76
Flinders and Cape Barren Islands	Status in employment not stated	11
Scottsdale - Bridport	Contributing family workers	134
Scottsdale - Bridport	Employee	1567
Scottsdale - Bridport	Owner managers of incorporated enterprises	206
Scottsdale - Bridport	Owner managers of unincorporated enterprises	310
Scottsdale - Bridport	Status in employment not stated	35
Central Highlands	Contributing family workers	47
Central Highlands	Employee	442
Central Highlands	Owner managers of incorporated enterprises	49
Central Highlands	Owner managers of unincorporated enterprises	105
Central Highlands	Status in employment not stated	21
Derwent Valley	Contributing family workers	21
Derwent Valley	Employee	310
Derwent Valley	Owner managers of incorporated enterprises	25
Derwent Valley	Owner managers of unincorporated enterprises	77
Derwent Valley	Status in employment not stated	12
Southern Midlands	Contributing family workers	115
Southern Midlands	Employee	623
Southern Midlands	Owner managers of incorporated enterprises	65
Southern Midlands	Owner managers of unincorporated enterprises	250
Southern Midlands	Status in employment not stated	37
Wilderness - East	Employee	12
Bruny Island - Kettering	Contributing family workers	46
Bruny Island - Kettering	Employee	332
Bruny Island - Kettering	Owner managers of incorporated enterprises	67
Bruny Island - Kettering	Owner managers of unincorporated enterprises	172
Bruny Island - Kettering	Status in employment not stated	7
Cygnet	Contributing family workers	61
Cygnet	Employee	439
Cygnet	Owner managers of incorporated enterprises	66
Cygnet	Owner managers of unincorporated enterprises	208
Cygnet	Status in employment not stated	13
Geeveston - Dover	Contributing family workers	47
Geeveston - Dover	Employee	811
Geeveston - Dover	Owner managers of incorporated enterprises	47
Geeveston - Dover	Owner managers of unincorporated enterprises	147
Geeveston - Dover	Status in employment not stated	16
Huonville - Franklin	Contributing family workers	79
Huonville - Franklin	Employee	1901
Huonville - Franklin	Owner managers of incorporated enterprises	91
Huonville - Franklin	Owner managers of unincorporated enterprises	294
Huonville - Franklin	Status in employment not stated	39
Forestier - Tasman	Contributing family workers	39
Forestier - Tasman	Employee	504
Forestier - Tasman	Owner managers of incorporated enterprises	22
Forestier - Tasman	Owner managers of unincorporated enterprises	125
Forestier - Tasman	Status in employment not stated	19
Triabunna - Bicheno	Contributing family workers	60
Triabunna - Bicheno	Employee	1028
Triabunna - Bicheno	Owner managers of incorporated enterprises	137
Triabunna - Bicheno	Owner managers of unincorporated enterprises	205
Triabunna - Bicheno	Status in employment not stated	37
Acton - Upper Burnie	Contributing family workers	9
Acton - Upper Burnie	Employee	522
Acton - Upper Burnie	Owner managers of incorporated enterprises	30
Acton - Upper Burnie	Owner managers of unincorporated enterprises	32
Burnie - Ulverstone Region	Contributing family workers	78
Burnie - Ulverstone Region	Employee	467
Burnie - Ulverstone Region	Owner managers of incorporated enterprises	81
Burnie - Ulverstone Region	Owner managers of unincorporated enterprises	191
Burnie - Ulverstone Region	Status in employment not stated	21
Burnie - Wivenhoe	Contributing family workers	52
Burnie - Wivenhoe	Employee	5164
Burnie - Wivenhoe	Owner managers of incorporated enterprises	237
Burnie - Wivenhoe	Owner managers of unincorporated enterprises	216
Burnie - Wivenhoe	Status in employment not stated	60
Parklands - Camdale	Contributing family workers	18
Parklands - Camdale	Employee	2685
Parklands - Camdale	Owner managers of incorporated enterprises	96
Parklands - Camdale	Owner managers of unincorporated enterprises	112
Parklands - Camdale	Status in employment not stated	31
Penguin - Sulphur Creek	Contributing family workers	40
Penguin - Sulphur Creek	Employee	566
Penguin - Sulphur Creek	Owner managers of incorporated enterprises	61
Penguin - Sulphur Creek	Owner managers of unincorporated enterprises	127
Penguin - Sulphur Creek	Status in employment not stated	18
Romaine - Havenview	Contributing family workers	8
Romaine - Havenview	Employee	604
Romaine - Havenview	Owner managers of incorporated enterprises	13
Romaine - Havenview	Owner managers of unincorporated enterprises	26
Romaine - Havenview	Status in employment not stated	12
Somerset	Contributing family workers	13
Somerset	Employee	834
Somerset	Owner managers of incorporated enterprises	60
Somerset	Owner managers of unincorporated enterprises	81
Somerset	Status in employment not stated	16
Ulverstone	Contributing family workers	48
Ulverstone	Employee	2909
Ulverstone	Owner managers of incorporated enterprises	166
Ulverstone	Owner managers of unincorporated enterprises	224
Ulverstone	Status in employment not stated	54
West Ulverstone	Contributing family workers	18
West Ulverstone	Employee	465
West Ulverstone	Owner managers of incorporated enterprises	24
West Ulverstone	Owner managers of unincorporated enterprises	51
West Ulverstone	Status in employment not stated	14
Wynyard	Contributing family workers	46
Wynyard	Employee	1584
Wynyard	Owner managers of incorporated enterprises	93
Wynyard	Owner managers of unincorporated enterprises	139
Wynyard	Status in employment not stated	29
Devonport	Contributing family workers	66
Devonport	Employee	6110
Devonport	Owner managers of incorporated enterprises	294
Devonport	Owner managers of unincorporated enterprises	389
Devonport	Status in employment not stated	84
East Devonport	Contributing family workers	26
East Devonport	Employee	1443
East Devonport	Owner managers of incorporated enterprises	62
East Devonport	Owner managers of unincorporated enterprises	91
East Devonport	Status in employment not stated	25
Latrobe	Contributing family workers	24
Latrobe	Employee	1833
Latrobe	Owner managers of incorporated enterprises	78
Latrobe	Owner managers of unincorporated enterprises	134
Latrobe	Status in employment not stated	19
Miandetta - Don	Contributing family workers	8
Miandetta - Don	Employee	899
Miandetta - Don	Owner managers of incorporated enterprises	57
Miandetta - Don	Owner managers of unincorporated enterprises	66
Miandetta - Don	Status in employment not stated	16
Port Sorell	Contributing family workers	39
Port Sorell	Employee	824
Port Sorell	Owner managers of incorporated enterprises	79
Port Sorell	Owner managers of unincorporated enterprises	151
Port Sorell	Status in employment not stated	21
Quoiba - Spreyton	Contributing family workers	29
Quoiba - Spreyton	Employee	1588
Quoiba - Spreyton	Owner managers of incorporated enterprises	89
Quoiba - Spreyton	Owner managers of unincorporated enterprises	103
Quoiba - Spreyton	Status in employment not stated	17
Sheffield - Railton	Contributing family workers	79
Sheffield - Railton	Employee	948
Sheffield - Railton	Owner managers of incorporated enterprises	91
Sheffield - Railton	Owner managers of unincorporated enterprises	216
Sheffield - Railton	Status in employment not stated	37
Turners Beach - Forth	Contributing family workers	26
Turners Beach - Forth	Employee	550
Turners Beach - Forth	Owner managers of incorporated enterprises	45
Turners Beach - Forth	Owner managers of unincorporated enterprises	97
Turners Beach - Forth	Status in employment not stated	13
King Island	Contributing family workers	46
King Island	Employee	505
King Island	Owner managers of incorporated enterprises	73
King Island	Owner managers of unincorporated enterprises	120
King Island	Status in employment not stated	18
North West	Contributing family workers	115
North West	Employee	809
North West	Owner managers of incorporated enterprises	106
North West	Owner managers of unincorporated enterprises	232
North West	Status in employment not stated	30
Smithton	Contributing family workers	41
Smithton	Employee	1991
Smithton	Owner managers of incorporated enterprises	88
Smithton	Owner managers of unincorporated enterprises	173
Smithton	Status in employment not stated	35
Waratah	Contributing family workers	75
Waratah	Employee	632
Waratah	Owner managers of incorporated enterprises	55
Waratah	Owner managers of unincorporated enterprises	144
Waratah	Status in employment not stated	11
West Coast (Tas.)	Contributing family workers	41
West Coast (Tas.)	Employee	1700
West Coast (Tas.)	Owner managers of incorporated enterprises	56
West Coast (Tas.)	Owner managers of unincorporated enterprises	78
West Coast (Tas.)	Status in employment not stated	37
Migratory - Offshore - Shipping (Tas.)	Employee	50
Migratory - Offshore - Shipping (Tas.)	Owner managers of incorporated enterprises	3
No usual address (Tas.)	Contributing family workers	126
No usual address (Tas.)	Employee	5408
No usual address (Tas.)	Owner managers of incorporated enterprises	613
No usual address (Tas.)	Owner managers of unincorporated enterprises	2817
No usual address (Tas.)	Status in employment not stated	170
Darwin Airport	Employee	1361
Darwin Airport	Owner managers of incorporated enterprises	31
Darwin Airport	Owner managers of unincorporated enterprises	22
Darwin Airport	Status in employment not stated	14
Darwin City	Contributing family workers	63
Darwin City	Employee	11848
Darwin City	Owner managers of incorporated enterprises	397
Darwin City	Owner managers of unincorporated enterprises	336
Darwin City	Status in employment not stated	103
East Point	Employee	17
East Point	Owner managers of incorporated enterprises	3
Fannie Bay - The Gardens	Contributing family workers	13
Fannie Bay - The Gardens	Employee	1572
Fannie Bay - The Gardens	Owner managers of incorporated enterprises	73
Fannie Bay - The Gardens	Owner managers of unincorporated enterprises	97
Fannie Bay - The Gardens	Status in employment not stated	16
Larrakeyah	Contributing family workers	27
Larrakeyah	Employee	1094
Larrakeyah	Owner managers of incorporated enterprises	61
Larrakeyah	Owner managers of unincorporated enterprises	62
Larrakeyah	Status in employment not stated	5
Ludmilla - The Narrows	Contributing family workers	12
Ludmilla - The Narrows	Employee	1265
Ludmilla - The Narrows	Owner managers of incorporated enterprises	26
Ludmilla - The Narrows	Owner managers of unincorporated enterprises	42
Ludmilla - The Narrows	Status in employment not stated	17
Parap	Contributing family workers	15
Parap	Employee	1073
Parap	Owner managers of incorporated enterprises	99
Parap	Owner managers of unincorporated enterprises	75
Parap	Status in employment not stated	17
Stuart Park	Contributing family workers	8
Stuart Park	Employee	936
Stuart Park	Owner managers of incorporated enterprises	99
Stuart Park	Owner managers of unincorporated enterprises	64
Stuart Park	Status in employment not stated	16
Woolner - Bayview - Winnellie	Contributing family workers	45
Woolner - Bayview - Winnellie	Employee	5612
Woolner - Bayview - Winnellie	Owner managers of incorporated enterprises	495
Woolner - Bayview - Winnellie	Owner managers of unincorporated enterprises	208
Woolner - Bayview - Winnellie	Status in employment not stated	59
Alawa	Contributing family workers	5
Alawa	Employee	181
Alawa	Owner managers of incorporated enterprises	17
Alawa	Owner managers of unincorporated enterprises	22
Anula	Contributing family workers	3
Anula	Employee	110
Anula	Owner managers of incorporated enterprises	16
Anula	Owner managers of unincorporated enterprises	43
Anula	Status in employment not stated	7
Berrimah	Contributing family workers	17
Berrimah	Employee	4385
Berrimah	Owner managers of incorporated enterprises	244
Berrimah	Owner managers of unincorporated enterprises	115
Berrimah	Status in employment not stated	41
Brinkin - Nakara	Contributing family workers	12
Brinkin - Nakara	Employee	4592
Brinkin - Nakara	Owner managers of incorporated enterprises	104
Brinkin - Nakara	Owner managers of unincorporated enterprises	110
Brinkin - Nakara	Status in employment not stated	49
Buffalo Creek	Employee	14
Charles Darwin	Employee	23
Coconut Grove	Contributing family workers	16
Coconut Grove	Employee	721
Coconut Grove	Owner managers of incorporated enterprises	82
Coconut Grove	Owner managers of unincorporated enterprises	57
Coconut Grove	Status in employment not stated	10
East Arm	Contributing family workers	7
East Arm	Employee	1870
East Arm	Owner managers of incorporated enterprises	64
East Arm	Owner managers of unincorporated enterprises	20
East Arm	Status in employment not stated	20
Jingili	Contributing family workers	5
Jingili	Employee	142
Jingili	Owner managers of incorporated enterprises	16
Jingili	Owner managers of unincorporated enterprises	44
Jingili	Status in employment not stated	3
Karama	Contributing family workers	13
Karama	Employee	435
Karama	Owner managers of incorporated enterprises	33
Karama	Owner managers of unincorporated enterprises	69
Karama	Status in employment not stated	8
Leanyer	Contributing family workers	11
Leanyer	Employee	436
Leanyer	Owner managers of incorporated enterprises	43
Leanyer	Owner managers of unincorporated enterprises	81
Leanyer	Status in employment not stated	10
Lyons (NT)	Contributing family workers	8
Lyons (NT)	Employee	171
Lyons (NT)	Owner managers of incorporated enterprises	33
Lyons (NT)	Owner managers of unincorporated enterprises	63
Lyons (NT)	Status in employment not stated	7
Malak - Marrara	Contributing family workers	7
Malak - Marrara	Employee	878
Malak - Marrara	Owner managers of incorporated enterprises	32
Malak - Marrara	Owner managers of unincorporated enterprises	56
Malak - Marrara	Status in employment not stated	10
Millner	Contributing family workers	9
Millner	Employee	472
Millner	Owner managers of incorporated enterprises	43
Millner	Owner managers of unincorporated enterprises	65
Millner	Status in employment not stated	11
Moil	Contributing family workers	3
Moil	Employee	192
Moil	Owner managers of incorporated enterprises	11
Moil	Owner managers of unincorporated enterprises	36
Moil	Status in employment not stated	3
Nightcliff	Contributing family workers	17
Nightcliff	Employee	691
Nightcliff	Owner managers of incorporated enterprises	66
Nightcliff	Owner managers of unincorporated enterprises	83
Nightcliff	Status in employment not stated	7
Rapid Creek	Contributing family workers	7
Rapid Creek	Employee	374
Rapid Creek	Owner managers of incorporated enterprises	24
Rapid Creek	Owner managers of unincorporated enterprises	58
Rapid Creek	Status in employment not stated	3
Tiwi	Contributing family workers	11
Tiwi	Employee	3734
Tiwi	Owner managers of incorporated enterprises	40
Tiwi	Owner managers of unincorporated enterprises	62
Tiwi	Status in employment not stated	43
Wagaman	Contributing family workers	4
Wagaman	Employee	179
Wagaman	Owner managers of incorporated enterprises	13
Wagaman	Owner managers of unincorporated enterprises	23
Wagaman	Status in employment not stated	3
Wanguri	Contributing family workers	7
Wanguri	Employee	266
Wanguri	Owner managers of incorporated enterprises	22
Wanguri	Owner managers of unincorporated enterprises	40
Wanguri	Status in employment not stated	3
Wulagi	Contributing family workers	3
Wulagi	Employee	182
Wulagi	Owner managers of incorporated enterprises	16
Wulagi	Owner managers of unincorporated enterprises	32
Wulagi	Status in employment not stated	5
Howard Springs	Contributing family workers	19
Howard Springs	Employee	4424
Howard Springs	Owner managers of incorporated enterprises	117
Howard Springs	Owner managers of unincorporated enterprises	97
Howard Springs	Status in employment not stated	36
Humpty Doo	Contributing family workers	57
Humpty Doo	Employee	995
Humpty Doo	Owner managers of incorporated enterprises	148
Humpty Doo	Owner managers of unincorporated enterprises	236
Humpty Doo	Status in employment not stated	19
Koolpinyah	Employee	375
Koolpinyah	Status in employment not stated	6
Virginia	Contributing family workers	18
Virginia	Employee	652
Virginia	Owner managers of incorporated enterprises	75
Virginia	Owner managers of unincorporated enterprises	74
Virginia	Status in employment not stated	14
Weddell	Contributing family workers	60
Weddell	Employee	7043
Weddell	Owner managers of incorporated enterprises	142
Weddell	Owner managers of unincorporated enterprises	184
Weddell	Status in employment not stated	59
Bakewell	Contributing family workers	5
Bakewell	Employee	280
Bakewell	Owner managers of incorporated enterprises	12
Bakewell	Owner managers of unincorporated enterprises	27
Bakewell	Status in employment not stated	6
Driver	Contributing family workers	8
Driver	Employee	382
Driver	Owner managers of incorporated enterprises	22
Driver	Owner managers of unincorporated enterprises	34
Driver	Status in employment not stated	7
Durack - Marlow Lagoon	Contributing family workers	18
Durack - Marlow Lagoon	Employee	1154
Durack - Marlow Lagoon	Owner managers of incorporated enterprises	138
Durack - Marlow Lagoon	Owner managers of unincorporated enterprises	90
Durack - Marlow Lagoon	Status in employment not stated	13
Gray	Contributing family workers	3
Gray	Employee	243
Gray	Owner managers of incorporated enterprises	21
Gray	Owner managers of unincorporated enterprises	32
Gray	Status in employment not stated	3
Moulden	Employee	170
Moulden	Owner managers of incorporated enterprises	13
Moulden	Owner managers of unincorporated enterprises	33
Palmerston - North	Contributing family workers	25
Palmerston - North	Employee	3011
Palmerston - North	Owner managers of incorporated enterprises	193
Palmerston - North	Owner managers of unincorporated enterprises	107
Palmerston - North	Status in employment not stated	28
Palmerston - South	Contributing family workers	4
Palmerston - South	Employee	231
Palmerston - South	Owner managers of incorporated enterprises	21
Palmerston - South	Owner managers of unincorporated enterprises	26
Palmerston - South	Status in employment not stated	3
Rosebery - Bellamack	Contributing family workers	8
Rosebery - Bellamack	Employee	325
Rosebery - Bellamack	Owner managers of incorporated enterprises	30
Rosebery - Bellamack	Owner managers of unincorporated enterprises	51
Rosebery - Bellamack	Status in employment not stated	4
Woodroffe	Contributing family workers	3
Woodroffe	Employee	563
Woodroffe	Owner managers of incorporated enterprises	27
Woodroffe	Owner managers of unincorporated enterprises	44
Woodroffe	Status in employment not stated	4
Charles	Contributing family workers	39
Charles	Employee	6238
Charles	Owner managers of incorporated enterprises	427
Charles	Owner managers of unincorporated enterprises	257
Charles	Status in employment not stated	62
East Side	Contributing family workers	5
East Side	Employee	787
East Side	Owner managers of incorporated enterprises	28
East Side	Owner managers of unincorporated enterprises	96
Flynn (NT)	Contributing family workers	3
Flynn (NT)	Employee	549
Flynn (NT)	Owner managers of incorporated enterprises	23
Flynn (NT)	Owner managers of unincorporated enterprises	57
Flynn (NT)	Status in employment not stated	7
Larapinta	Contributing family workers	9
Larapinta	Employee	277
Larapinta	Owner managers of incorporated enterprises	26
Larapinta	Owner managers of unincorporated enterprises	35
Larapinta	Status in employment not stated	5
Mount Johns	Contributing family workers	5
Mount Johns	Employee	2153
Mount Johns	Owner managers of incorporated enterprises	25
Mount Johns	Owner managers of unincorporated enterprises	40
Mount Johns	Status in employment not stated	19
Petermann - Simpson	Employee	1126
Petermann - Simpson	Owner managers of incorporated enterprises	19
Petermann - Simpson	Owner managers of unincorporated enterprises	23
Petermann - Simpson	Status in employment not stated	23
Ross	Contributing family workers	3
Ross	Employee	588
Ross	Owner managers of incorporated enterprises	52
Ross	Owner managers of unincorporated enterprises	59
Ross	Status in employment not stated	3
Sandover - Plenty	Contributing family workers	9
Sandover - Plenty	Employee	1562
Sandover - Plenty	Owner managers of incorporated enterprises	20
Sandover - Plenty	Owner managers of unincorporated enterprises	28
Sandover - Plenty	Status in employment not stated	15
Tanami	Employee	1109
Tanami	Owner managers of incorporated enterprises	10
Tanami	Owner managers of unincorporated enterprises	20
Tanami	Status in employment not stated	9
Yuendumu - Anmatjere	Contributing family workers	3
Yuendumu - Anmatjere	Employee	423
Yuendumu - Anmatjere	Owner managers of incorporated enterprises	4
