SA2_NAME16	LabourForceStatus	workers
Berrimah		105
Berrimah	Employed (away from work)	190
Berrimah	Employed (full-time)	3822
Berrimah	Employed (part-time)	685
Brinkin - Nakara		120
Brinkin - Nakara	Employed (away from work)	209
Brinkin - Nakara	Employed (full-time)	2999
Brinkin - Nakara	Employed (part-time)	1538
Buffalo Creek	Employed (full-time)	8
Buffalo Creek	Employed (part-time)	4
Charles Darwin		3
Charles Darwin	Employed (full-time)	14
Charles Darwin	Employed (part-time)	5
Coconut Grove		19
Coconut Grove	Employed (away from work)	24
Coconut Grove	Employed (full-time)	587
Coconut Grove	Employed (part-time)	260
East Arm		40
East Arm	Employed (away from work)	59
East Arm	Employed (full-time)	1705
East Arm	Employed (part-time)	171
Jingili		4
Jingili	Employed (away from work)	9
Jingili	Employed (full-time)	138
Jingili	Employed (part-time)	70
Karama		16
Karama	Employed (away from work)	24
Karama	Employed (full-time)	303
Karama	Employed (part-time)	218
Leanyer		16
Leanyer	Employed (away from work)	15
Leanyer	Employed (full-time)	311
Leanyer	Employed (part-time)	235
Lyons (NT)		8
Lyons (NT)	Employed (away from work)	9
Lyons (NT)	Employed (full-time)	179
Lyons (NT)	Employed (part-time)	78
Malak - Marrara		30
Malak - Marrara	Employed (away from work)	30
Malak - Marrara	Employed (full-time)	594
Malak - Marrara	Employed (part-time)	334
Millner		28
Millner	Employed (away from work)	18
Millner	Employed (full-time)	310
Millner	Employed (part-time)	237
Moil		5
Moil	Employed (away from work)	13
Moil	Employed (full-time)	146
Moil	Employed (part-time)	77
Nightcliff		10
Nightcliff	Employed (away from work)	38
Nightcliff	Employed (full-time)	500
Nightcliff	Employed (part-time)	316
Rapid Creek		11
Rapid Creek	Employed (away from work)	15
Rapid Creek	Employed (full-time)	273
Rapid Creek	Employed (part-time)	169
Tiwi		78
Tiwi	Employed (away from work)	251
Tiwi	Employed (full-time)	2660
Tiwi	Employed (part-time)	908
Wagaman		8
Wagaman	Employed (away from work)	4
Wagaman	Employed (full-time)	144
Wagaman	Employed (part-time)	77
Wanguri		5
Wanguri	Employed (away from work)	17
Wanguri	Employed (full-time)	201
Wanguri	Employed (part-time)	108
Wulagi		5
Wulagi	Employed (away from work)	7
Wulagi	Employed (full-time)	145
Wulagi	Employed (part-time)	73
Howard Springs		114
Howard Springs	Employed (away from work)	315
Howard Springs	Employed (full-time)	3775
Howard Springs	Employed (part-time)	504
Humpty Doo		38
Humpty Doo	Employed (away from work)	76
Humpty Doo	Employed (full-time)	875
Humpty Doo	Employed (part-time)	466
Koolpinyah		9
Koolpinyah	Employed (away from work)	37
Koolpinyah	Employed (full-time)	321
Koolpinyah	Employed (part-time)	19
Virginia		19
Virginia	Employed (away from work)	28
Virginia	Employed (full-time)	477
Virginia	Employed (part-time)	312
Weddell		174
Weddell	Employed (away from work)	376
Weddell	Employed (full-time)	6480
Weddell	Employed (part-time)	462
Bakewell		11
Bakewell	Employed (away from work)	6
Bakewell	Employed (full-time)	183
Bakewell	Employed (part-time)	133
Driver		9
Driver	Employed (away from work)	21
Driver	Employed (full-time)	307
Driver	Employed (part-time)	116
Durack - Marlow Lagoon		23
Durack - Marlow Lagoon	Employed (away from work)	51
Durack - Marlow Lagoon	Employed (full-time)	1009
Durack - Marlow Lagoon	Employed (part-time)	327
Gray		11
Gray	Employed (away from work)	11
Gray	Employed (full-time)	161
Gray	Employed (part-time)	111
Moulden		6
Moulden	Employed (away from work)	15
Moulden	Employed (full-time)	110
Moulden	Employed (part-time)	78
Palmerston - North		74
Palmerston - North	Employed (away from work)	143
Palmerston - North	Employed (full-time)	2286
Palmerston - North	Employed (part-time)	854
Palmerston - South		3
Palmerston - South	Employed (away from work)	3
Palmerston - South	Employed (full-time)	212
Palmerston - South	Employed (part-time)	61
Rosebery - Bellamack		12
Rosebery - Bellamack	Employed (away from work)	9
Rosebery - Bellamack	Employed (full-time)	248
Rosebery - Bellamack	Employed (part-time)	152
Woodroffe		10
Woodroffe	Employed (away from work)	25
Woodroffe	Employed (full-time)	378
Woodroffe	Employed (part-time)	235
Charles		132
Charles	Employed (away from work)	279
Charles	Employed (full-time)	5222
Charles	Employed (part-time)	1384
East Side		12
East Side	Employed (away from work)	40
East Side	Employed (full-time)	642
East Side	Employed (part-time)	219
Flynn (NT)		17
Flynn (NT)	Employed (away from work)	22
Flynn (NT)	Employed (full-time)	416
Flynn (NT)	Employed (part-time)	200
Larapinta		7
Larapinta	Employed (away from work)	13
Larapinta	Employed (full-time)	219
Larapinta	Employed (part-time)	109
Mount Johns		42
Mount Johns	Employed (away from work)	118
Mount Johns	Employed (full-time)	1670
Mount Johns	Employed (part-time)	414
Petermann - Simpson		51
Petermann - Simpson	Employed (away from work)	52
Petermann - Simpson	Employed (full-time)	950
Petermann - Simpson	Employed (part-time)	133
Ross		14
Ross	Employed (away from work)	14
Ross	Employed (full-time)	500
Ross	Employed (part-time)	184
Sandover - Plenty		46
Sandover - Plenty	Employed (away from work)	71
Sandover - Plenty	Employed (full-time)	1239
Sandover - Plenty	Employed (part-time)	274
Tanami		34
Tanami	Employed (away from work)	106
Tanami	Employed (full-time)	814
Tanami	Employed (part-time)	188
Yuendumu - Anmatjere		5
Yuendumu - Anmatjere	Employed (away from work)	9
Yuendumu - Anmatjere	Employed (full-time)	308
Yuendumu - Anmatjere	Employed (part-time)	123
Barkly		18
Barkly	Employed (away from work)	27
Barkly	Employed (full-time)	390
Barkly	Employed (part-time)	143
Tennant Creek		44
Tennant Creek	Employed (away from work)	59
Tennant Creek	Employed (full-time)	1033
Tennant Creek	Employed (part-time)	212
Alligator		65
Alligator	Employed (away from work)	126
Alligator	Employed (full-time)	1393
Alligator	Employed (part-time)	376
Daly		23
Daly	Employed (away from work)	29
Daly	Employed (full-time)	439
Daly	Employed (part-time)	132
Thamarrurr		12
Thamarrurr	Employed (away from work)	11
Thamarrurr	Employed (full-time)	294
Thamarrurr	Employed (part-time)	63
Tiwi Islands		38
Tiwi Islands	Employed (away from work)	17
Tiwi Islands	Employed (full-time)	298
Tiwi Islands	Employed (part-time)	215
West Arnhem		81
West Arnhem	Employed (away from work)	26
West Arnhem	Employed (full-time)	616
West Arnhem	Employed (part-time)	165
Anindilyakwa		42
Anindilyakwa	Employed (away from work)	145
Anindilyakwa	Employed (full-time)	1117
Anindilyakwa	Employed (part-time)	178
East Arnhem		109
East Arnhem	Employed (away from work)	65
East Arnhem	Employed (full-time)	1129
East Arnhem	Employed (part-time)	503
Nhulunbuy		20
Nhulunbuy	Employed (away from work)	82
Nhulunbuy	Employed (full-time)	810
Nhulunbuy	Employed (part-time)	258
Elsey		26
Elsey	Employed (away from work)	7
Elsey	Employed (full-time)	438
Elsey	Employed (part-time)	126
Gulf		120
Gulf	Employed (away from work)	89
Gulf	Employed (full-time)	741
Gulf	Employed (part-time)	224
Katherine		81
Katherine	Employed (away from work)	192
Katherine	Employed (full-time)	3341
Katherine	Employed (part-time)	756
Victoria River		27
Victoria River	Employed (away from work)	31
Victoria River	Employed (full-time)	404
Victoria River	Employed (part-time)	148
Migratory - Offshore - Shipping (NT)		3
Migratory - Offshore - Shipping (NT)	Employed (away from work)	9
Migratory - Offshore - Shipping (NT)	Employed (full-time)	74
Migratory - Offshore - Shipping (NT)	Employed (part-time)	6
No usual address (NT)		108
No usual address (NT)	Employed (away from work)	334
No usual address (NT)	Employed (full-time)	2414
No usual address (NT)	Employed (part-time)	819
Aranda		3
Aranda	Employed (away from work)	14
Aranda	Employed (full-time)	108
Aranda	Employed (part-time)	124
Belconnen		206
Belconnen	Employed (away from work)	577
Belconnen	Employed (full-time)	8887
Belconnen	Employed (part-time)	3789
Bruce		86
Bruce	Employed (away from work)	286
Bruce	Employed (full-time)	3929
Bruce	Employed (part-time)	1913
Charnwood		13
Charnwood	Employed (away from work)	26
Charnwood	Employed (full-time)	271
Charnwood	Employed (part-time)	312
Cook	Employed (away from work)	11
Cook	Employed (full-time)	82
Cook	Employed (part-time)	94
Dunlop		7
Dunlop	Employed (away from work)	8
Dunlop	Employed (full-time)	115
Dunlop	Employed (part-time)	88
Evatt		11
Evatt	Employed (away from work)	12
Evatt	Employed (full-time)	208
Evatt	Employed (part-time)	197
Florey		10
Florey	Employed (away from work)	21
Florey	Employed (full-time)	282
Florey	Employed (part-time)	234
Flynn (ACT)		4
Flynn (ACT)	Employed (away from work)	9
Flynn (ACT)	Employed (full-time)	78
Flynn (ACT)	Employed (part-time)	103
Fraser		3
Fraser	Employed (away from work)	8
Fraser	Employed (full-time)	83
Fraser	Employed (part-time)	72
Giralang	Employed (away from work)	7
Giralang	Employed (full-time)	97
Giralang	Employed (part-time)	97
Gooromon	Employed (full-time)	3
Hawker		4
Hawker	Employed (away from work)	22
Hawker	Employed (full-time)	279
Hawker	Employed (part-time)	298
Higgins	Employed (away from work)	11
Higgins	Employed (full-time)	78
Higgins	Employed (part-time)	53
Holt		12
Holt	Employed (away from work)	49
Holt	Employed (full-time)	516
Holt	Employed (part-time)	547
Kaleen		10
Kaleen	Employed (away from work)	30
Kaleen	Employed (full-time)	386
Kaleen	Employed (part-time)	424
Latham		4
Latham	Employed (away from work)	4
Latham	Employed (full-time)	96
Latham	Employed (part-time)	75
Lawson		3
Lawson	Employed (full-time)	77
Lawson	Employed (part-time)	16
Macgregor (ACT)		3
Macgregor (ACT)	Employed (away from work)	13
Macgregor (ACT)	Employed (full-time)	128
Macgregor (ACT)	Employed (part-time)	158
Macquarie		16
Macquarie	Employed (away from work)	27
Macquarie	Employed (full-time)	466
Macquarie	Employed (part-time)	414
McKellar		7
McKellar	Employed (away from work)	6
McKellar	Employed (full-time)	60
McKellar	Employed (part-time)	69
Melba		9
Melba	Employed (away from work)	10
Melba	Employed (full-time)	180
Melba	Employed (part-time)	151
Page		13
Page	Employed (away from work)	17
Page	Employed (full-time)	168
Page	Employed (part-time)	175
Scullin		10
Scullin	Employed (away from work)	13
Scullin	Employed (full-time)	119
Scullin	Employed (part-time)	87
Spence	Employed (away from work)	4
Spence	Employed (full-time)	89
Spence	Employed (part-time)	104
Weetangera		6
Weetangera	Employed (away from work)	12
Weetangera	Employed (full-time)	107
Weetangera	Employed (part-time)	87
Molonglo Corridor	Employed (away from work)	5
Molonglo Corridor	Employed (full-time)	74
Molonglo Corridor	Employed (part-time)	13
West Belconnen	Employed (away from work)	3
West Belconnen	Employed (full-time)	52
West Belconnen	Employed (part-time)	30
Hume		43
Hume	Employed (away from work)	89
Hume	Employed (full-time)	2433
Hume	Employed (part-time)	399
Kowen	Employed (full-time)	15
Kowen	Employed (part-time)	5
Canberra East		49
Canberra East	Employed (away from work)	130
Canberra East	Employed (full-time)	2532
Canberra East	Employed (part-time)	456
Canberra Airport		105
Canberra Airport	Employed (away from work)	259
Canberra Airport	Employed (full-time)	5317
Canberra Airport	Employed (part-time)	1162
Majura		33
Majura	Employed (away from work)	107
Majura	Employed (full-time)	1420
Majura	Employed (part-time)	411
Amaroo		5
Amaroo	Employed (away from work)	20
Amaroo	Employed (full-time)	303
Amaroo	Employed (part-time)	168
Bonner		4
Bonner	Employed (away from work)	12
Bonner	Employed (full-time)	197
Bonner	Employed (part-time)	111
Casey		10
Casey	Employed (away from work)	14
Casey	Employed (full-time)	234
Casey	Employed (part-time)	243
Crace		8
Crace	Employed (away from work)	9
Crace	Employed (full-time)	211
Crace	Employed (part-time)	164
Forde		7
Forde	Employed (away from work)	14
Forde	Employed (full-time)	192
Forde	Employed (part-time)	135
Franklin		4
Franklin	Employed (away from work)	7
Franklin	Employed (full-time)	196
Franklin	Employed (part-time)	154
Gungahlin		47
Gungahlin	Employed (away from work)	141
Gungahlin	Employed (full-time)	2032
Gungahlin	Employed (part-time)	1630
Hall		9
Hall	Employed (away from work)	4
Hall	Employed (full-time)	96
Hall	Employed (part-time)	56
Harrison		12
Harrison	Employed (away from work)	21
Harrison	Employed (full-time)	336
Harrison	Employed (part-time)	248
Mitchell		80
Mitchell	Employed (away from work)	144
Mitchell	Employed (full-time)	3848
Mitchell	Employed (part-time)	878
Ngunnawal		10
Ngunnawal	Employed (away from work)	16
Ngunnawal	Employed (full-time)	245
Ngunnawal	Employed (part-time)	230
Nicholls		17
Nicholls	Employed (away from work)	35
Nicholls	Employed (full-time)	532
Nicholls	Employed (part-time)	519
Palmerston		9
Palmerston	Employed (away from work)	7
Palmerston	Employed (full-time)	114
Palmerston	Employed (part-time)	148
Jacka	Employed (full-time)	6
Jacka	Employed (part-time)	3
Kenny	Employed (away from work)	7
Kenny	Employed (full-time)	67
Kenny	Employed (part-time)	17
Moncrieff	Employed (full-time)	85
Moncrieff	Employed (part-time)	26
Throsby	Employed (full-time)	3
Acton		128
Acton	Employed (away from work)	264
Acton	Employed (full-time)	4175
Acton	Employed (part-time)	1828
Ainslie		18
Ainslie	Employed (away from work)	28
Ainslie	Employed (full-time)	383
Ainslie	Employed (part-time)	458
Braddon		89
Braddon	Employed (away from work)	162
Braddon	Employed (full-time)	2674
Braddon	Employed (part-time)	1211
Civic		524
Civic	Employed (away from work)	1629
Civic	Employed (full-time)	24822
Civic	Employed (part-time)	7383
Dickson		41
Dickson	Employed (away from work)	110
Dickson	Employed (full-time)	1971
Dickson	Employed (part-time)	1114
Downer		5
Downer	Employed (away from work)	7
Downer	Employed (full-time)	115
Downer	Employed (part-time)	94
Hackett		3
Hackett	Employed (away from work)	4
Hackett	Employed (full-time)	101
Hackett	Employed (part-time)	120
Lyneham		36
Lyneham	Employed (away from work)	95
Lyneham	Employed (full-time)	1320
Lyneham	Employed (part-time)	736
O'Connor (ACT)		17
O'Connor (ACT)	Employed (away from work)	28
O'Connor (ACT)	Employed (full-time)	332
O'Connor (ACT)	Employed (part-time)	325
Turner		21
Turner	Employed (away from work)	35
Turner	Employed (full-time)	683
Turner	Employed (part-time)	340
Watson		13
Watson	Employed (away from work)	34
Watson	Employed (full-time)	702
Watson	Employed (part-time)	384
Black Mountain	Employed (away from work)	6
Black Mountain	Employed (full-time)	69
Black Mountain	Employed (part-time)	51
Campbell		18
Campbell	Employed (away from work)	70
Campbell	Employed (full-time)	1190
Campbell	Employed (part-time)	441
Duntroon		55
Duntroon	Employed (away from work)	77
Duntroon	Employed (full-time)	2430
Duntroon	Employed (part-time)	320
Parkes (ACT) - North		15
Parkes (ACT) - North	Employed (away from work)	47
Parkes (ACT) - North	Employed (full-time)	636
Parkes (ACT) - North	Employed (part-time)	121
Reid		3
Reid	Employed (away from work)	25
Reid	Employed (full-time)	469
Reid	Employed (part-time)	205
Russell		93
Russell	Employed (away from work)	294
Russell	Employed (full-time)	5567
Russell	Employed (part-time)	618
Deakin		72
Deakin	Employed (away from work)	257
Deakin	Employed (full-time)	3987
Deakin	Employed (part-time)	1735
Forrest		43
Forrest	Employed (away from work)	199
Forrest	Employed (full-time)	2858
Forrest	Employed (part-time)	633
Griffith (ACT)		61
Griffith (ACT)	Employed (away from work)	103
Griffith (ACT)	Employed (full-time)	1862
Griffith (ACT)	Employed (part-time)	1293
Narrabundah		23
Narrabundah	Employed (away from work)	34
Narrabundah	Employed (full-time)	539
Narrabundah	Employed (part-time)	466
Parkes (ACT) - South		78
Parkes (ACT) - South	Employed (away from work)	350
Parkes (ACT) - South	Employed (full-time)	3761
Parkes (ACT) - South	Employed (part-time)	1062
Red Hill (ACT)		14
Red Hill (ACT)	Employed (away from work)	39
Red Hill (ACT)	Employed (full-time)	532
Red Hill (ACT)	Employed (part-time)	343
Yarralumla		31
Yarralumla	Employed (away from work)	60
Yarralumla	Employed (full-time)	1214
Yarralumla	Employed (part-time)	549
Barton		140
Barton	Employed (away from work)	695
