LGA_NAME16	Occupation	OccupationSubtype	workers
Willoughby (C)	Professionals	Education professionals	1736
Willoughby (C)	Professionals	Health professionals	5013
Willoughby (C)	Professionals	Information and Communication Technology ICT professionals	2521
Willoughby (C)	Professionals	Legal social and welfare professionals	872
Willoughby (C)	Professionals	Professionals nfd	272
Willoughby (C)	Sales workers	Sales assistants and salespersons	4053
Willoughby (C)	Sales workers	Sales representatives and agents	1327
Willoughby (C)	Sales workers	Sales support workers	685
Willoughby (C)	Sales workers	Sales workers nfd	27
Willoughby (C)	Technicians and trades workers	Automotive and engineering trades workers	857
Willoughby (C)	Technicians and trades workers	Construction trades workers	719
Willoughby (C)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	631
Willoughby (C)	Technicians and trades workers	Engineering ICT and science technicians	1420
Willoughby (C)	Technicians and trades workers	Food trades workers	731
Willoughby (C)	Technicians and trades workers	Other technicians and trades workers	989
Willoughby (C)	Technicians and trades workers	Skilled animal and horticultural workers	284
Willoughby (C)	Technicians and trades workers	Technicians and trades workers nfd	73
Wingecarribee (A)			277
Wingecarribee (A)	Clerical and administrative workers	Clerical and office support workers	110
Wingecarribee (A)	Clerical and administrative workers	General clerical workers	370
Wingecarribee (A)	Clerical and administrative workers	Inquiry clerks and receptionists	371
Wingecarribee (A)	Clerical and administrative workers	Numerical clerks	492
Wingecarribee (A)	Clerical and administrative workers	Office managers and program administrators	357
Wingecarribee (A)	Clerical and administrative workers	Other clerical and administrative workers	192
Wingecarribee (A)	Clerical and administrative workers	Personal assistants and secretaries	202
Wingecarribee (A)	Community and personal service workers	Carers and aides	878
Wingecarribee (A)	Community and personal service workers	Community and personal service workers nfd	3
Wingecarribee (A)	Community and personal service workers	Health and welfare support workers	265
Wingecarribee (A)	Community and personal service workers	Hospitality workers	648
Wingecarribee (A)	Community and personal service workers	Protective service workers	79
Wingecarribee (A)	Community and personal service workers	Sports and personal service workers	298
Wingecarribee (A)	Labourers	Cleaners and laundry workers	475
Wingecarribee (A)	Labourers	Construction and mining labourers	214
Wingecarribee (A)	Labourers	Factory process workers	299
Wingecarribee (A)	Labourers	Farm forestry and garden workers	229
Wingecarribee (A)	Labourers	Food preparation assistants	402
Wingecarribee (A)	Labourers	Labourers nfd	43
Wingecarribee (A)	Labourers	Other labourers	290
Wingecarribee (A)	Machinery operators and drivers	Machine and stationary plant operators	231
Wingecarribee (A)	Machinery operators and drivers	Machinery operators and drivers nfd	24
Wingecarribee (A)	Machinery operators and drivers	Mobile plant operators	139
Wingecarribee (A)	Machinery operators and drivers	Road and rail drivers	518
Wingecarribee (A)	Machinery operators and drivers	Storepersons	105
Wingecarribee (A)	Managers	Chief executives general managers and legislators	193
Wingecarribee (A)	Managers	Farmers and farm managers	372
Wingecarribee (A)	Managers	Hospitality retail and service managers	998
Wingecarribee (A)	Managers	Managers nfd	52
Wingecarribee (A)	Managers	Specialist managers	848
Wingecarribee (A)	Professionals	Arts and media professionals	179
Wingecarribee (A)	Professionals	Business human resource and marketing professionals	545
Wingecarribee (A)	Professionals	Design engineering science and transport professionals	421
Wingecarribee (A)	Professionals	Education professionals	857
Wingecarribee (A)	Professionals	Health professionals	868
Wingecarribee (A)	Professionals	Information and Communication Technology ICT professionals	100
Wingecarribee (A)	Professionals	Legal social and welfare professionals	264
Wingecarribee (A)	Professionals	Professionals nfd	20
Wingecarribee (A)	Sales workers	Sales assistants and salespersons	1420
Wingecarribee (A)	Sales workers	Sales representatives and agents	330
Wingecarribee (A)	Sales workers	Sales support workers	221
Wingecarribee (A)	Sales workers	Sales workers nfd	3
Wingecarribee (A)	Technicians and trades workers	Automotive and engineering trades workers	535
Wingecarribee (A)	Technicians and trades workers	Construction trades workers	499
Wingecarribee (A)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	233
Wingecarribee (A)	Technicians and trades workers	Engineering ICT and science technicians	276
Wingecarribee (A)	Technicians and trades workers	Food trades workers	425
Wingecarribee (A)	Technicians and trades workers	Other technicians and trades workers	296
Wingecarribee (A)	Technicians and trades workers	Skilled animal and horticultural workers	453
Wingecarribee (A)	Technicians and trades workers	Technicians and trades workers nfd	20
Wollondilly (A)			194
Wollondilly (A)	Clerical and administrative workers	Clerical and administrative workers nfd	3
Wollondilly (A)	Clerical and administrative workers	Clerical and office support workers	34
Wollondilly (A)	Clerical and administrative workers	General clerical workers	276
Wollondilly (A)	Clerical and administrative workers	Inquiry clerks and receptionists	121
Wollondilly (A)	Clerical and administrative workers	Numerical clerks	281
Wollondilly (A)	Clerical and administrative workers	Office managers and program administrators	260
Wollondilly (A)	Clerical and administrative workers	Other clerical and administrative workers	89
Wollondilly (A)	Clerical and administrative workers	Personal assistants and secretaries	143
Wollondilly (A)	Community and personal service workers	Carers and aides	458
Wollondilly (A)	Community and personal service workers	Health and welfare support workers	80
Wollondilly (A)	Community and personal service workers	Hospitality workers	210
Wollondilly (A)	Community and personal service workers	Protective service workers	43
Wollondilly (A)	Community and personal service workers	Sports and personal service workers	172
Wollondilly (A)	Labourers	Cleaners and laundry workers	185
Wollondilly (A)	Labourers	Construction and mining labourers	238
Wollondilly (A)	Labourers	Factory process workers	268
Wollondilly (A)	Labourers	Farm forestry and garden workers	350
Wollondilly (A)	Labourers	Food preparation assistants	164
Wollondilly (A)	Labourers	Labourers nfd	28
Wollondilly (A)	Labourers	Other labourers	181
Wollondilly (A)	Machinery operators and drivers	Machine and stationary plant operators	873
Wollondilly (A)	Machinery operators and drivers	Machinery operators and drivers nfd	31
Wollondilly (A)	Machinery operators and drivers	Mobile plant operators	164
Wollondilly (A)	Machinery operators and drivers	Road and rail drivers	509
Wollondilly (A)	Machinery operators and drivers	Storepersons	52
Wollondilly (A)	Managers	Chief executives general managers and legislators	85
Wollondilly (A)	Managers	Farmers and farm managers	348
Wollondilly (A)	Managers	Hospitality retail and service managers	358
Wollondilly (A)	Managers	Managers nfd	34
Wollondilly (A)	Managers	Specialist managers	513
Wollondilly (A)	Professionals	Arts and media professionals	52
Wollondilly (A)	Professionals	Business human resource and marketing professionals	201
Wollondilly (A)	Professionals	Design engineering science and transport professionals	291
Wollondilly (A)	Professionals	Education professionals	536
Wollondilly (A)	Professionals	Health professionals	187
Wollondilly (A)	Professionals	Information and Communication Technology ICT professionals	32
Wollondilly (A)	Professionals	Legal social and welfare professionals	58
Wollondilly (A)	Professionals	Professionals nfd	16
Wollondilly (A)	Sales workers	Sales assistants and salespersons	508
Wollondilly (A)	Sales workers	Sales representatives and agents	124
Wollondilly (A)	Sales workers	Sales support workers	142
Wollondilly (A)	Technicians and trades workers	Automotive and engineering trades workers	556
Wollondilly (A)	Technicians and trades workers	Construction trades workers	440
Wollondilly (A)	Technicians and trades workers	Electrotechnology and telecommunications trades workers	362
Wollondilly (A)	Technicians and trades workers	Engineering ICT and science technicians	353
Wollondilly (A)	Technicians and trades workers	Food trades workers	157
Wollondilly (A)	Technicians and trades workers	Other technicians and trades workers	161
Wollondilly (A)	Technicians and trades workers	Skilled animal and horticultural workers	178
Wollondilly (A)	Technicians and trades workers	Technicians and trades workers nfd	21
Wollongong (C)			1277
Wollongong (C)	Clerical and administrative workers	Clerical and administrative workers nfd	34
Wollongong (C)	Clerical and administrative workers	Clerical and office support workers	593
Wollongong (C)	Clerical and administrative workers	General clerical workers	2492
Wollongong (C)	Clerical and administrative workers	Inquiry clerks and receptionists	2475
Wollongong (C)	Clerical and administrative workers	Numerical clerks	2363
Wollongong (C)	Clerical and administrative workers	Office managers and program administrators	1666
Wollongong (C)	Clerical and administrative workers	Other clerical and administrative workers	1557
Wollongong (C)	Clerical and administrative workers	Personal assistants and secretaries	747
Wollongong (C)	Community and personal service workers	Carers and aides	3927
Wollongong (C)	Community and personal service workers	Community and personal service workers nfd	4
Wollongong (C)	Community and personal service workers	Health and welfare support workers	1286
Wollongong (C)	Community and personal service workers	Hospitality workers	2416
Wollongong (C)	Community and personal service workers	Protective service workers	711
