LGA_NAME16	YearOfArrival.max	workers_born_overseas
Claremont (T)	1991	757
Claremont (T)	1995	132
Claremont (T)	2000	225
Claremont (T)	2005	274
Claremont (T)	2010	474
Claremont (T)	2015	619
Claremont (T)	2016	39
Claremont (T)		46
Cockburn (C)	1991	4865
Cockburn (C)	1995	919
Cockburn (C)	2000	1300
Cockburn (C)	2005	1766
Cockburn (C)	2010	4260
Cockburn (C)	2015	4034
Cockburn (C)	2016	164
Cockburn (C)		280
Collie (S)	1991	327
Collie (S)	1995	37
Collie (S)	2000	44
Collie (S)	2005	66
Collie (S)	2010	143
Collie (S)	2015	75
Collie (S)	2016	8
Collie (S)		25
Coolgardie (S)	1991	170
Coolgardie (S)	1995	22
Coolgardie (S)	2000	54
Coolgardie (S)	2005	54
Coolgardie (S)	2010	163
Coolgardie (S)	2015	142
Coolgardie (S)	2016	8
Coolgardie (S)		19
Coorow (S)	1991	19
Coorow (S)	1995	3
Coorow (S)	2000	5
Coorow (S)	2005	3
Coorow (S)	2010	6
Coorow (S)	2015	12
Coorow (S)		6
Corrigin (S)	1991	29
Corrigin (S)	1995	3
Corrigin (S)	2000	9
Corrigin (S)	2005	4
Corrigin (S)	2010	16
Corrigin (S)	2015	8
Cottesloe (T)	1991	275
Cottesloe (T)	1995	46
Cottesloe (T)	2000	83
Cottesloe (T)	2005	111
Cottesloe (T)	2010	196
Cottesloe (T)	2015	305
Cottesloe (T)	2016	20
Cottesloe (T)		26
Cranbrook (S)	1991	38
Cranbrook (S)	2000	3
Cranbrook (S)	2005	13
Cranbrook (S)	2010	20
Cranbrook (S)	2015	23
Cranbrook (S)	2016	5
Cranbrook (S)		4
Cuballing (S)	1991	17
Cuballing (S)	2010	7
Cuballing (S)	2015	15
Cue (S)	1991	14
Cue (S)	1995	9
Cue (S)	2000	3
Cue (S)	2005	3
Cue (S)	2010	3
Cue (S)	2015	4
Cunderdin (S)	1991	39
Cunderdin (S)	1995	6
Cunderdin (S)	2000	6
Cunderdin (S)	2005	6
Cunderdin (S)	2010	8
Cunderdin (S)	2015	51
Cunderdin (S)		4
Dalwallinu (S)	1991	46
Dalwallinu (S)	2000	9
Dalwallinu (S)	2005	17
Dalwallinu (S)	2010	17
Dalwallinu (S)	2015	85
Dalwallinu (S)		4
Dandaragan (S)	1991	108
Dandaragan (S)	1995	6
Dandaragan (S)	2000	16
Dandaragan (S)	2005	18
Dandaragan (S)	2010	39
Dandaragan (S)	2015	47
Dandaragan (S)	2016	12
Dandaragan (S)		31
Dardanup (S)	1991	262
Dardanup (S)	1995	33
Dardanup (S)	2000	52
Dardanup (S)	2005	55
Dardanup (S)	2010	164
Dardanup (S)	2015	155
Dardanup (S)	2016	11
Dardanup (S)		21
Denmark (S)	1991	314
Denmark (S)	1995	23
Denmark (S)	2000	36
Denmark (S)	2005	30
Denmark (S)	2010	43
Denmark (S)	2015	31
Denmark (S)	2016	4
Denmark (S)		18
Derby-West Kimberley (S)	1991	146
Derby-West Kimberley (S)	1995	22
Derby-West Kimberley (S)	2000	35
Derby-West Kimberley (S)	2005	38
Derby-West Kimberley (S)	2010	110
Derby-West Kimberley (S)	2015	119
Derby-West Kimberley (S)	2016	21
Derby-West Kimberley (S)		29
Donnybrook-Balingup (S)	1991	190
Donnybrook-Balingup (S)	1995	17
Donnybrook-Balingup (S)	2000	30
Donnybrook-Balingup (S)	2005	23
Donnybrook-Balingup (S)	2010	33
Donnybrook-Balingup (S)	2015	43
Donnybrook-Balingup (S)	2016	5
Donnybrook-Balingup (S)		13
Dowerin (S)	1991	14
Dowerin (S)	2005	6
Dowerin (S)	2015	3
Dowerin (S)		3
Dumbleyung (S)	1991	16
Dumbleyung (S)	2005	3
Dumbleyung (S)	2010	3
Dumbleyung (S)	2015	6
Dumbleyung (S)		3
Dundas (S)	1991	48
Dundas (S)	1995	12
Dundas (S)	2000	4
Dundas (S)	2005	18
Dundas (S)	2010	26
Dundas (S)	2015	33
Dundas (S)	2016	5
Dundas (S)		12
East Fremantle (T)	1991	234
East Fremantle (T)	1995	33
East Fremantle (T)	2000	54
East Fremantle (T)	2005	60
East Fremantle (T)	2010	107
East Fremantle (T)	2015	98
East Fremantle (T)	2016	9
East Fremantle (T)		11
East Pilbara (S)	1991	1217
East Pilbara (S)	1995	251
East Pilbara (S)	2000	365
East Pilbara (S)	2005	447
East Pilbara (S)	2010	1114
East Pilbara (S)	2015	758
East Pilbara (S)	2016	15
East Pilbara (S)		89
Esperance (S)	1991	430
Esperance (S)	1995	39
Esperance (S)	2000	84
Esperance (S)	2005	103
Esperance (S)	2010	182
Esperance (S)	2015	147
Esperance (S)	2016	18
Esperance (S)		38
Exmouth (S)	1991	102
Exmouth (S)	1995	15
Exmouth (S)	2000	12
Exmouth (S)	2005	29
Exmouth (S)	2010	67
Exmouth (S)	2015	59
Exmouth (S)	2016	17
Exmouth (S)		15
Fremantle (C)	1991	3214
Fremantle (C)	1995	561
Fremantle (C)	2000	702
Fremantle (C)	2005	914
Fremantle (C)	2010	1980
Fremantle (C)	2015	2156
Fremantle (C)	2016	119
Fremantle (C)		211
Gingin (S)	1991	188
Gingin (S)	1995	18
Gingin (S)	2000	35
Gingin (S)	2005	51
Gingin (S)	2010	86
Gingin (S)	2015	164
Gingin (S)	2016	70
Gingin (S)		89
Gnowangerup (S)	1991	26
Gnowangerup (S)	1995	6
Gnowangerup (S)	2000	4
Gnowangerup (S)	2005	4
Gnowangerup (S)	2010	10
Gnowangerup (S)	2015	48
Goomalling (S)	1991	21
Goomalling (S)	2000	4
Goomalling (S)	2005	4
Goomalling (S)	2010	4
Goomalling (S)	2015	11
Goomalling (S)		3
Gosnells (C)	1991	3410
Gosnells (C)	1995	591
Gosnells (C)	2000	770
Gosnells (C)	2005	1056
Gosnells (C)	2010	2427
Gosnells (C)	2015	1892
Gosnells (C)	2016	92
Gosnells (C)		188
Greater Geraldton (C)	1991	1085
Greater Geraldton (C)	1995	107
Greater Geraldton (C)	2000	211
Greater Geraldton (C)	2005	282
Greater Geraldton (C)	2010	682
Greater Geraldton (C)	2015	723
Greater Geraldton (C)	2016	17
Greater Geraldton (C)		72
Halls Creek (S)	1991	49
Halls Creek (S)	1995	6
Halls Creek (S)	2000	10
Halls Creek (S)	2005	14
Halls Creek (S)	2010	39
Halls Creek (S)	2015	70
Halls Creek (S)	2016	5
Halls Creek (S)		6
Harvey (S)	1991	537
Harvey (S)	1995	67
Harvey (S)	2000	97
Harvey (S)	2005	118
Harvey (S)	2010	357
Harvey (S)	2015	406
Harvey (S)	2016	30
Harvey (S)		67
Irwin (S)	1991	90
Irwin (S)	1995	9
Irwin (S)	2000	12
Irwin (S)	2005	15
Irwin (S)	2010	29
Irwin (S)	2015	11
Irwin (S)		9
Jerramungup (S)	1991	26
Jerramungup (S)	1995	3
Jerramungup (S)	2000	3
Jerramungup (S)	2005	15
Jerramungup (S)	2010	21
Jerramungup (S)	2015	19
Jerramungup (S)	2016	3
Joondalup (C)	1991	6122
Joondalup (C)	1995	1321
Joondalup (C)	2000	1855
Joondalup (C)	2005	2810
Joondalup (C)	2010	4642
Joondalup (C)	2015	3718
Joondalup (C)	2016	171
Joondalup (C)		338
Kalamunda (S)	1991	1932
Kalamunda (S)	1995	289
Kalamunda (S)	2000	366
Kalamunda (S)	2005	506
Kalamunda (S)	2010	1091
Kalamunda (S)	2015	852
Kalamunda (S)	2016	35
Kalamunda (S)		86
Kalgoorlie/Boulder (C)	1991	997
Kalgoorlie/Boulder (C)	1995	236
Kalgoorlie/Boulder (C)	2000	280
Kalgoorlie/Boulder (C)	2005	475
Kalgoorlie/Boulder (C)	2010	1274
Kalgoorlie/Boulder (C)	2015	1224
Kalgoorlie/Boulder (C)	2016	48
Kalgoorlie/Boulder (C)		104
Karratha (C)	1991	1037
Karratha (C)	1995	167
Karratha (C)	2000	234
Karratha (C)	2005	368
Karratha (C)	2010	1042
Karratha (C)	2015	973
Karratha (C)	2016	54
Karratha (C)		138
Katanning (S)	1991	122
Katanning (S)	1995	13
Katanning (S)	2000	25
Katanning (S)	2005	34
Katanning (S)	2010	165
Katanning (S)	2015	117
Katanning (S)	2016	6
Katanning (S)		19
Kellerberrin (S)	1991	25
Kellerberrin (S)	2000	4
Kellerberrin (S)	2010	13
Kellerberrin (S)	2015	14
Kellerberrin (S)		9
Kent (S)	1991	12
Kent (S)	2010	4
Kent (S)	2015	11
Kent (S)		3
Kojonup (S)	1991	60
Kojonup (S)	1995	10
Kojonup (S)	2000	8
Kojonup (S)	2005	6
Kojonup (S)	2010	18
Kojonup (S)	2015	28
Kojonup (S)	2016	7
Kojonup (S)		4
Kondinin (S)	1991	51
Kondinin (S)	1995	10
Kondinin (S)	2000	6
Kondinin (S)	2005	24
Kondinin (S)	2010	26
Kondinin (S)	2015	25
Kondinin (S)		4
Koorda (S)	1991	15
Koorda (S)	2005	3
Koorda (S)	2010	5
Kulin (S)	1991	17
Kulin (S)	2015	8
Kulin (S)		3
Kwinana (C)	1991	1808
Kwinana (C)	1995	284
Kwinana (C)	2000	323
Kwinana (C)	2005	420
Kwinana (C)	2010	1166
Kwinana (C)	2015	837
Kwinana (C)	2016	24
Kwinana (C)		92
Lake Grace (S)	1991	42
Lake Grace (S)	1995	3
Lake Grace (S)	2000	3
Lake Grace (S)	2005	12
Lake Grace (S)	2010	26
Lake Grace (S)	2015	32
Laverton (S)	1991	238
Laverton (S)	1995	57
Laverton (S)	2000	53
Laverton (S)	2005	91
Laverton (S)	2010	187
Laverton (S)	2015	118
Laverton (S)	2016	9
Laverton (S)		18
Leonora (S)	1991	208
Leonora (S)	1995	35
Leonora (S)	2000	62
Leonora (S)	2005	80
Leonora (S)	2010	171
Leonora (S)	2015	129
Leonora (S)	2016	11
Leonora (S)		15
Mandurah (C)	1991	2186
Mandurah (C)	1995	319
Mandurah (C)	2000	448
Mandurah (C)	2005	728
Mandurah (C)	2010	1858
Mandurah (C)	2015	1688
Mandurah (C)	2016	67
Mandurah (C)		127
Manjimup (S)	1991	436
Manjimup (S)	1995	31
Manjimup (S)	2000	35
Manjimup (S)	2005	58
Manjimup (S)	2010	72
Manjimup (S)	2015	99
Manjimup (S)	2016	3
Manjimup (S)		29
Meekatharra (S)	1991	123
Meekatharra (S)	1995	21
Meekatharra (S)	2000	21
Meekatharra (S)	2005	24
Meekatharra (S)	2010	107
Meekatharra (S)	2015	55
Meekatharra (S)	2016	3
Meekatharra (S)		4
Melville (C)	1991	5315
Melville (C)	1995	1086
Melville (C)	2000	1374
Melville (C)	2005	1913
Melville (C)	2010	3559
Melville (C)	2015	3298
Melville (C)	2016	171
Melville (C)		249
Menzies (S)	1991	50
Menzies (S)	1995	7
Menzies (S)	2000	20
Menzies (S)	2005	25
Menzies (S)	2010	48
Menzies (S)	2015	51
Menzies (S)		4
Merredin (S)	1991	78
Merredin (S)	1995	13
Merredin (S)	2000	24
Merredin (S)	2005	28
Merredin (S)	2010	34
Merredin (S)	2015	56
Merredin (S)	2016	4
Merredin (S)		5
Mingenew (S)	1991	13
Mingenew (S)	2005	9
Mingenew (S)	2015	12
Moora (S)	1991	53
Moora (S)	1995	13
Moora (S)	2000	20
Moora (S)	2005	22
Moora (S)	2010	21
Moora (S)	2015	27
Moora (S)		5
Morawa (S)	1991	17
Morawa (S)	1995	3
Morawa (S)	2000	3
Morawa (S)	2005	3
Morawa (S)	2010	8
Morawa (S)	2015	10
Mosman Park (T)	1991	295
Mosman Park (T)	1995	53
Mosman Park (T)	2000	83
Mosman Park (T)	2005	105
Mosman Park (T)	2010	190
Mosman Park (T)	2015	235
Mosman Park (T)	2016	11
Mosman Park (T)		16
Mount Magnet (S)	1991	34
Mount Magnet (S)	2000	5
Mount Magnet (S)	2005	7
Mount Magnet (S)	2010	15
Mount Magnet (S)	2015	15
Mount Magnet (S)		3
Mount Marshall (S)	1991	24
Mount Marshall (S)	2010	3
Mount Marshall (S)	2015	8
Mukinbudin (S)	1991	17
Mukinbudin (S)	2010	6
Mukinbudin (S)	2015	3
Mundaring (S)	1991	1275
Mundaring (S)	1995	144
Mundaring (S)	2000	182
Mundaring (S)	2005	263
Mundaring (S)	2010	522
Mundaring (S)	2015	441
Mundaring (S)	2016	26
Mundaring (S)		66
Murchison (S)	1991	3
Murchison (S)	2010	3
Murray (S)	1991	650
Murray (S)	1995	64
Murray (S)	2000	70
Murray (S)	2005	108
Murray (S)	2010	231
Murray (S)	2015	166
Murray (S)	2016	7
Murray (S)		31
Nannup (S)	1991	59
Nannup (S)	1995	9
Nannup (S)	2000	8
Nannup (S)	2005	4
Nannup (S)	2010	13
Nannup (S)	2015	3
Nannup (S)		12
Narembeen (S)	1991	26
Narembeen (S)	1995	3
Narembeen (S)	2000	4
Narembeen (S)	2010	8
Narembeen (S)	2015	28
Narrogin (S)	1991	187
Narrogin (S)	1995	20
Narrogin (S)	2000	22
Narrogin (S)	2005	20
Narrogin (S)	2010	83
Narrogin (S)	2015	74
Narrogin (S)	2016	3
Narrogin (S)		15
Nedlands (C)	1991	2943
Nedlands (C)	1995	619
Nedlands (C)	2000	787
Nedlands (C)	2005	1044
Nedlands (C)	2010	1820
Nedlands (C)	2015	1598
Nedlands (C)	2016	80
Nedlands (C)		147
Ngaanyatjarraku (S)	1991	23
Ngaanyatjarraku (S)	1995	7
Ngaanyatjarraku (S)	2000	10
Ngaanyatjarraku (S)	2005	7
Ngaanyatjarraku (S)	2010	14
Ngaanyatjarraku (S)	2015	11
Ngaanyatjarraku (S)		8
Northam (S)	1991	398
Northam (S)	1995	53
Northam (S)	2000	61
Northam (S)	2005	70
Northam (S)	2010	186
Northam (S)	2015	160
Northam (S)	2016	5
Northam (S)		29
Northampton (S)	1991	94
Northampton (S)	2000	3
Northampton (S)	2005	10
Northampton (S)	2010	21
Northampton (S)	2015	15
Northampton (S)	2016	4
Northampton (S)		8
Nungarin (S)	1991	4
Nungarin (S)	2010	3
Peppermint Grove (S)	1991	113
Peppermint Grove (S)	1995	25
Peppermint Grove (S)	2000	32
Peppermint Grove (S)	2005	51
Peppermint Grove (S)	2010	72
Peppermint Grove (S)	2015	87
Peppermint Grove (S)	2016	7
Peppermint Grove (S)		11
Perenjori (S)	1991	58
Perenjori (S)	1995	11
Perenjori (S)	2000	14
Perenjori (S)	2005	17
Perenjori (S)	2010	41
Perenjori (S)	2015	46
Perenjori (S)		6
Perth (C)	1991	16673
Perth (C)	1995	3788
Perth (C)	2000	4997
Perth (C)	2005	7062
Perth (C)	2010	12698
Perth (C)	2015	12472
Perth (C)	2016	773
Perth (C)		964
Pingelly (S)	1991	35
Pingelly (S)	1995	8
Pingelly (S)	2000	3
Pingelly (S)	2005	4
Pingelly (S)	2010	6
Pingelly (S)	2015	6
Plantagenet (S)	1991	215
Plantagenet (S)	1995	23
Plantagenet (S)	2000	40
Plantagenet (S)	2005	57
Plantagenet (S)	2010	115
Plantagenet (S)	2015	66
Plantagenet (S)	2016	3
Plantagenet (S)		15
Port Hedland (T)	1991	672
Port Hedland (T)	1995	121
Port Hedland (T)	2000	183
Port Hedland (T)	2005	267
Port Hedland (T)	2010	763
Port Hedland (T)	2015	751
Port Hedland (T)	2016	28
Port Hedland (T)		100
Quairading (S)	1991	14
Quairading (S)	1995	3
Quairading (S)	2000	3
Quairading (S)	2005	6
Quairading (S)	2010	6
Quairading (S)	2015	14
Ravensthorpe (S)	1991	82
Ravensthorpe (S)	1995	10
Ravensthorpe (S)	2000	13
Ravensthorpe (S)	2005	24
Ravensthorpe (S)	2010	40
Ravensthorpe (S)	2015	66
Ravensthorpe (S)	2016	4
Ravensthorpe (S)		7
Rockingham (C)	1991	3494
Rockingham (C)	1995	553
Rockingham (C)	2000	711
Rockingham (C)	2005	1182
Rockingham (C)	2010	2697
Rockingham (C)	2015	2105
Rockingham (C)	2016	60
Rockingham (C)		193
Sandstone (S)	1991	6
Serpentine-Jarrahdale (S)	1991	544
Serpentine-Jarrahdale (S)	1995	70
Serpentine-Jarrahdale (S)	2000	91
Serpentine-Jarrahdale (S)	2005	120
Serpentine-Jarrahdale (S)	2010	244
Serpentine-Jarrahdale (S)	2015	238
Serpentine-Jarrahdale (S)	2016	18
Serpentine-Jarrahdale (S)		34
Shark Bay (S)	1991	45
Shark Bay (S)	1995	4
Shark Bay (S)	2005	5
Shark Bay (S)	2010	7
Shark Bay (S)	2015	29
Shark Bay (S)		3
South Perth (C)	1991	1633
South Perth (C)	1995	289
South Perth (C)	2000	407
South Perth (C)	2005	578
South Perth (C)	2010	1131
South Perth (C)	2015	1098
South Perth (C)	2016	70
South Perth (C)		94
Stirling (C)	1991	10127
Stirling (C)	1995	2100
Stirling (C)	2000	2680
Stirling (C)	2005	3461
Stirling (C)	2010	6656
Stirling (C)	2015	6590
Stirling (C)	2016	345
Stirling (C)		567
Subiaco (C)	1991	3266
Subiaco (C)	1995	704
Subiaco (C)	2000	932
Subiaco (C)	2005	1304
Subiaco (C)	2010	2198
Subiaco (C)	2015	2505
Subiaco (C)	2016	151
Subiaco (C)		199
Swan (C)	1991	6923
Swan (C)	1995	1390
Swan (C)	2000	1741
Swan (C)	2005	2233
Swan (C)	2010	4960
Swan (C)	2015	4080
Swan (C)	2016	242
Swan (C)		461
Tammin (S)	1991	6
Tammin (S)	2005	3
Tammin (S)	2010	8
Tammin (S)	2015	6
Three Springs (S)	1991	12
Three Springs (S)	1995	3
Three Springs (S)	2005	3
Three Springs (S)	2010	18
Three Springs (S)	2015	12
Three Springs (S)	2016	3
Toodyay (S)	1991	99
Toodyay (S)	1995	10
Toodyay (S)	2000	17
Toodyay (S)	2005	7
Toodyay (S)	2010	12
Toodyay (S)	2015	12
Toodyay (S)		10
Trayning (S)	1991	19
Upper Gascoyne (S)	1991	3
Upper Gascoyne (S)	2000	3
Upper Gascoyne (S)	2015	7
Victoria Park (T)	1991	3731
Victoria Park (T)	1995	896
Victoria Park (T)	2000	1066
Victoria Park (T)	2005	1535
Victoria Park (T)	2010	3238
Victoria Park (T)	2015	3002
Victoria Park (T)	2016	172
Victoria Park (T)		238
Victoria Plains (S)	1991	28
Victoria Plains (S)	1995	3
Victoria Plains (S)	2000	4
Victoria Plains (S)	2005	17
Victoria Plains (S)	2010	20
Victoria Plains (S)	2015	19
Victoria Plains (S)	2016	3
Victoria Plains (S)		3
Vincent (C)	1991	2699
Vincent (C)	1995	535
Vincent (C)	2000	736
Vincent (C)	2005	918
Vincent (C)	2010	1885
Vincent (C)	2015	2111
Vincent (C)	2016	130
Vincent (C)		175
Wagin (S)	1991	56
Wagin (S)	2000	12
Wagin (S)	2005	12
Wagin (S)	2010	13
Wagin (S)	2015	13
Wagin (S)		4
Wandering (S)	1991	12
Wandering (S)	2000	3
Wandering (S)	2010	8
Wandering (S)	2015	3
Wanneroo (C)	1991	5714
Wanneroo (C)	1995	1284
Wanneroo (C)	2000	1641
Wanneroo (C)	2005	2636
Wanneroo (C)	2010	5223
Wanneroo (C)	2015	3870
Wanneroo (C)	2016	223
Wanneroo (C)		424
Waroona (S)	1991	186
Waroona (S)	1995	9
Waroona (S)	2000	20
Waroona (S)	2005	31
Waroona (S)	2010	80
Waroona (S)	2015	36
Waroona (S)	2016	3
Waroona (S)		12
West Arthur (S)	1991	27
West Arthur (S)	2005	3
West Arthur (S)	2010	3
West Arthur (S)	2015	12
Westonia (S)	1991	28
Westonia (S)	1995	4
Westonia (S)	2000	4
Westonia (S)	2005	13
Westonia (S)	2010	12
Westonia (S)	2015	10
Westonia (S)		3
Wickepin (S)	1991	15
Wickepin (S)	2005	3
Wickepin (S)	2010	4
Wickepin (S)	2015	3
Williams (S)	1991	18
Williams (S)	2000	3
Williams (S)	2005	3
Williams (S)	2010	13
Williams (S)	2015	18
Williams (S)	2016	7
Williams (S)		3
Wiluna (S)	1991	114
Wiluna (S)	1995	26
Wiluna (S)	2000	41
Wiluna (S)	2005	54
Wiluna (S)	2010	95
Wiluna (S)	2015	78
Wiluna (S)		8
Wongan-Ballidu (S)	1991	34
Wongan-Ballidu (S)	1995	3
Wongan-Ballidu (S)	2000	10
Wongan-Ballidu (S)	2005	11
Wongan-Ballidu (S)	2010	20
Wongan-Ballidu (S)	2015	27
Woodanilling (S)	1991	9
Woodanilling (S)	2010	3
Woodanilling (S)	2015	7
Wyalkatchem (S)	1991	10
Wyalkatchem (S)	2010	3
Wyalkatchem (S)	2015	7
Wyndham-East Kimberley (S)	1991	268
Wyndham-East Kimberley (S)	1995	41
Wyndham-East Kimberley (S)	2000	49
Wyndham-East Kimberley (S)	2005	58
Wyndham-East Kimberley (S)	2010	143
Wyndham-East Kimberley (S)	2015	223
Wyndham-East Kimberley (S)	2016	29
Wyndham-East Kimberley (S)		30
Yalgoo (S)	1991	56
Yalgoo (S)	1995	14
Yalgoo (S)	2000	18
Yalgoo (S)	2005	20
Yalgoo (S)	2010	46
Yalgoo (S)	2015	33
Yilgarn (S)	1991	119
Yilgarn (S)	1995	15
Yilgarn (S)	2000	25
Yilgarn (S)	2005	43
Yilgarn (S)	2010	90
Yilgarn (S)	2015	74
Yilgarn (S)	2016	3
Yilgarn (S)		17
York (S)	1991	105
York (S)	1995	3
York (S)	2000	15
York (S)	2005	18
York (S)	2010	17
York (S)	2015	28
York (S)		7
No usual address (WA)	1991	6633
No usual address (WA)	1995	1136
No usual address (WA)	2000	1605
No usual address (WA)	2005	1898
No usual address (WA)	2010	3897
No usual address (WA)	2015	3419
No usual address (WA)	2016	228
No usual address (WA)		575
Migratory - Offshore - Shipping (WA)	1991	200
Migratory - Offshore - Shipping (WA)	1995	43
Migratory - Offshore - Shipping (WA)	2000	48
Migratory - Offshore - Shipping (WA)	2005	52
Migratory - Offshore - Shipping (WA)	2010	89
Migratory - Offshore - Shipping (WA)	2015	68
Migratory - Offshore - Shipping (WA)	2016	3
Migratory - Offshore - Shipping (WA)		14
Break O'Day (M)	1991	107
Break O'Day (M)	1995	11
Break O'Day (M)	2000	15
Break O'Day (M)	2005	16
Break O'Day (M)	2010	16
Break O'Day (M)	2015	15
Break O'Day (M)		9
Brighton (M)	1991	91
Brighton (M)	1995	3
Brighton (M)	2000	12
Brighton (M)	2005	11
Brighton (M)	2010	22
Brighton (M)	2015	35
Brighton (M)		9
Burnie (C)	1991	444
Burnie (C)	1995	44
Burnie (C)	2000	54
Burnie (C)	2005	76
Burnie (C)	2010	129
Burnie (C)	2015	93
Burnie (C)	2016	10
Burnie (C)		28
Central Coast (M) (Tas.)	1991	253
Central Coast (M) (Tas.)	1995	29
Central Coast (M) (Tas.)	2000	35
Central Coast (M) (Tas.)	2005	38
Central Coast (M) (Tas.)	2010	53
Central Coast (M) (Tas.)	2015	51
Central Coast (M) (Tas.)	2016	3
Central Coast (M) (Tas.)		17
Central Highlands (M) (Tas.)	1991	21
Central Highlands (M) (Tas.)	2000	4
Central Highlands (M) (Tas.)	2005	13
Central Highlands (M) (Tas.)	2010	6
Central Highlands (M) (Tas.)	2015	13
Circular Head (M)	1991	101
Circular Head (M)	1995	17
Circular Head (M)	2000	67
Circular Head (M)	2005	44
Circular Head (M)	2010	61
Circular Head (M)	2015	46
Circular Head (M)	2016	8
Circular Head (M)		14
Clarence (C)	1991	799
Clarence (C)	1995	107
Clarence (C)	2000	120
Clarence (C)	2005	183
Clarence (C)	2010	259
Clarence (C)	2015	220
Clarence (C)	2016	17
Clarence (C)		51
Derwent Valley (M)	1991	100
Derwent Valley (M)	1995	12
Derwent Valley (M)	2000	11
Derwent Valley (M)	2005	21
Derwent Valley (M)	2010	22
Derwent Valley (M)	2015	30
Derwent Valley (M)		3
Devonport (C)	1991	432
Devonport (C)	1995	65
Devonport (C)	2000	49
Devonport (C)	2005	77
Devonport (C)	2010	113
Devonport (C)	2015	99
Devonport (C)	2016	5
Devonport (C)		21
Dorset (M)	1991	87
Dorset (M)	1995	7
Dorset (M)	2000	20
Dorset (M)	2005	17
Dorset (M)	2010	10
Dorset (M)	2015	23
Dorset (M)	2016	3
Flinders (M) (Tas.)	1991	30
Flinders (M) (Tas.)	2000	4
Flinders (M) (Tas.)	2010	7
George Town (M)	1991	139
George Town (M)	1995	8
George Town (M)	2000	8
George Town (M)	2005	22
George Town (M)	2010	28
George Town (M)	2015	37
George Town (M)	2016	7
George Town (M)		8
Glamorgan/Spring Bay (M)	1991	72
Glamorgan/Spring Bay (M)	1995	16
Glamorgan/Spring Bay (M)	2000	14
Glamorgan/Spring Bay (M)	2005	13
Glamorgan/Spring Bay (M)	2010	17
Glamorgan/Spring Bay (M)	2015	30
Glamorgan/Spring Bay (M)	2016	3
Glamorgan/Spring Bay (M)		8
Glenorchy (C)	1991	892
Glenorchy (C)	1995	120
Glenorchy (C)	2000	143
Glenorchy (C)	2005	191
Glenorchy (C)	2010	344
Glenorchy (C)	2015	282
Glenorchy (C)	2016	17
Glenorchy (C)		54
Hobart (C)	1991	3424
Hobart (C)	1995	475
Hobart (C)	2000	637
Hobart (C)	2005	832
Hobart (C)	2010	1343
Hobart (C)	2015	1394
Hobart (C)	2016	116
Hobart (C)		169
Huon Valley (M)	1991	330
Huon Valley (M)	1995	39
Huon Valley (M)	2000	45
Huon Valley (M)	2005	38
Huon Valley (M)	2010	71
Huon Valley (M)	2015	92
Huon Valley (M)	2016	7
Huon Valley (M)		30
Kentish (M)	1991	79
Kentish (M)	1995	3
Kentish (M)	2000	13
Kentish (M)	2005	9
Kentish (M)	2010	15
Kentish (M)	2015	30
Kentish (M)	2016	7
Kentish (M)		9
King Island (M)	1991	50
King Island (M)	2000	6
King Island (M)	2005	15
King Island (M)	2010	12
King Island (M)	2015	20
King Island (M)	2016	3
King Island (M)		4
Kingborough (M)	1991	589
Kingborough (M)	1995	76
Kingborough (M)	2000	94
Kingborough (M)	2005	128
Kingborough (M)	2010	191
Kingborough (M)	2015	175
Kingborough (M)	2016	9
Kingborough (M)		30
Latrobe (M) (Tas.)	1991	181
Latrobe (M) (Tas.)	1995	10
Latrobe (M) (Tas.)	2000	14
Latrobe (M) (Tas.)	2005	22
Latrobe (M) (Tas.)	2010	38
Latrobe (M) (Tas.)	2015	51
Latrobe (M) (Tas.)	2016	3
Latrobe (M) (Tas.)		21
Launceston (C)	1991	1727
Launceston (C)	1995	182
Launceston (C)	2000	286
Launceston (C)	2005	386
Launceston (C)	2010	620
Launceston (C)	2015	535
Launceston (C)	2016	49
Launceston (C)		79
Meander Valley (M)	1991	285
Meander Valley (M)	1995	35
Meander Valley (M)	2000	39
Meander Valley (M)	2005	51
Meander Valley (M)	2010	50
Meander Valley (M)	2015	75
Meander Valley (M)	2016	3
Meander Valley (M)		19
Northern Midlands (M)	1991	188
Northern Midlands (M)	1995	13
Northern Midlands (M)	2000	29
Northern Midlands (M)	2005	26
Northern Midlands (M)	2010	55
Northern Midlands (M)	2015	78
Northern Midlands (M)	2016	4
Northern Midlands (M)		16
Sorell (M)	1991	132
Sorell (M)	1995	10
Sorell (M)	2000	10
Sorell (M)	2005	23
Sorell (M)	2010	29
Sorell (M)	2015	22
Sorell (M)		8
Southern Midlands (M)	1991	45
Southern Midlands (M)	1995	3
Southern Midlands (M)	2000	5
Southern Midlands (M)	2005	6
Southern Midlands (M)	2010	5
Southern Midlands (M)	2015	4
Southern Midlands (M)		3
Tasman (M)	1991	43
Tasman (M)	1995	3
Tasman (M)	2000	6
Tasman (M)	2005	10
Tasman (M)	2010	6
Tasman (M)	2015	11
Waratah/Wynyard (M)	1991	172
Waratah/Wynyard (M)	1995	20
Waratah/Wynyard (M)	2000	24
Waratah/Wynyard (M)	2005	17
Waratah/Wynyard (M)	2010	39
Waratah/Wynyard (M)	2015	31
Waratah/Wynyard (M)	2016	5
Waratah/Wynyard (M)		6
West Coast (M)	1991	94
West Coast (M)	1995	4
West Coast (M)	2000	6
