LGA_NAME16	LabourForceStatus	Sex	workers
Orroroo/Carrieton (DC)		M	3
Orroroo/Carrieton (DC)	Employed (away from work)	F	6
Orroroo/Carrieton (DC)	Employed (away from work)	M	5
Orroroo/Carrieton (DC)	Employed (full-time)	F	73
Orroroo/Carrieton (DC)	Employed (full-time)	M	148
Orroroo/Carrieton (DC)	Employed (part-time)	F	96
Orroroo/Carrieton (DC)	Employed (part-time)	M	44
Peterborough (DC)		F	6
Peterborough (DC)		M	14
Peterborough (DC)	Employed (away from work)	F	11
Peterborough (DC)	Employed (away from work)	M	5
Peterborough (DC)	Employed (full-time)	F	97
Peterborough (DC)	Employed (full-time)	M	137
Peterborough (DC)	Employed (part-time)	F	153
Peterborough (DC)	Employed (part-time)	M	56
Playford (C)		F	208
Playford (C)		M	261
Playford (C)	Employed (away from work)	F	677
Playford (C)	Employed (away from work)	M	274
Playford (C)	Employed (full-time)	F	5509
Playford (C)	Employed (full-time)	M	7806
Playford (C)	Employed (part-time)	F	6844
Playford (C)	Employed (part-time)	M	2668
Port Adelaide Enfield (C)		F	386
Port Adelaide Enfield (C)		M	664
Port Adelaide Enfield (C)	Employed (away from work)	F	905
Port Adelaide Enfield (C)	Employed (away from work)	M	1020
Port Adelaide Enfield (C)	Employed (full-time)	F	10713
Port Adelaide Enfield (C)	Employed (full-time)	M	32075
Port Adelaide Enfield (C)	Employed (part-time)	F	10438
Port Adelaide Enfield (C)	Employed (part-time)	M	6950
Port Augusta (C)		F	61
Port Augusta (C)		M	55
Port Augusta (C)	Employed (away from work)	F	152
Port Augusta (C)	Employed (away from work)	M	89
Port Augusta (C)	Employed (full-time)	F	1387
Port Augusta (C)	Employed (full-time)	M	1845
Port Augusta (C)	Employed (part-time)	F	1297
Port Augusta (C)	Employed (part-time)	M	500
Port Lincoln (C)		F	54
Port Lincoln (C)		M	68
Port Lincoln (C)	Employed (away from work)	F	150
Port Lincoln (C)	Employed (away from work)	M	85
Port Lincoln (C)	Employed (full-time)	F	1381
Port Lincoln (C)	Employed (full-time)	M	2164
Port Lincoln (C)	Employed (part-time)	F	1982
Port Lincoln (C)	Employed (part-time)	M	742
Port Pirie City and Dists (M)		F	67
Port Pirie City and Dists (M)		M	69
Port Pirie City and Dists (M)	Employed (away from work)	F	174
Port Pirie City and Dists (M)	Employed (away from work)	M	87
Port Pirie City and Dists (M)	Employed (full-time)	F	1232
Port Pirie City and Dists (M)	Employed (full-time)	M	2553
Port Pirie City and Dists (M)	Employed (part-time)	F	1803
Port Pirie City and Dists (M)	Employed (part-time)	M	670
Prospect (C)		F	56
Prospect (C)		M	35
Prospect (C)	Employed (away from work)	F	98
Prospect (C)	Employed (away from work)	M	66
Prospect (C)	Employed (full-time)	F	1227
Prospect (C)	Employed (full-time)	M	1860
Prospect (C)	Employed (part-time)	F	1590
Prospect (C)	Employed (part-time)	M	799
Renmark Paringa (DC)		F	30
Renmark Paringa (DC)		M	50
Renmark Paringa (DC)	Employed (away from work)	F	65
Renmark Paringa (DC)	Employed (away from work)	M	75
Renmark Paringa (DC)	Employed (full-time)	F	742
Renmark Paringa (DC)	Employed (full-time)	M	1497
Renmark Paringa (DC)	Employed (part-time)	F	885
Renmark Paringa (DC)	Employed (part-time)	M	485
Robe (DC)		F	12
Robe (DC)		M	9
Robe (DC)	Employed (away from work)	F	30
Robe (DC)	Employed (away from work)	M	22
Robe (DC)	Employed (full-time)	F	107
Robe (DC)	Employed (full-time)	M	217
Robe (DC)	Employed (part-time)	F	148
Robe (DC)	Employed (part-time)	M	83
Roxby Downs (M)		F	15
Roxby Downs (M)		M	25
Roxby Downs (M)	Employed (away from work)	F	40
Roxby Downs (M)	Employed (away from work)	M	76
Roxby Downs (M)	Employed (full-time)	F	392
Roxby Downs (M)	Employed (full-time)	M	1261
Roxby Downs (M)	Employed (part-time)	F	295
Roxby Downs (M)	Employed (part-time)	M	129
Salisbury (C)		F	295
Salisbury (C)		M	484
Salisbury (C)	Employed (away from work)	F	724
Salisbury (C)	Employed (away from work)	M	738
Salisbury (C)	Employed (full-time)	F	8160
Salisbury (C)	Employed (full-time)	M	21333
Salisbury (C)	Employed (part-time)	F	8503
Salisbury (C)	Employed (part-time)	M	5083
Southern Mallee (DC)		F	10
Southern Mallee (DC)		M	18
Southern Mallee (DC)	Employed (away from work)	F	21
Southern Mallee (DC)	Employed (away from work)	M	16
Southern Mallee (DC)	Employed (full-time)	F	186
Southern Mallee (DC)	Employed (full-time)	M	434
Southern Mallee (DC)	Employed (part-time)	F	224
Southern Mallee (DC)	Employed (part-time)	M	82
Streaky Bay (DC)		F	12
Streaky Bay (DC)		M	12
Streaky Bay (DC)	Employed (away from work)	F	22
Streaky Bay (DC)	Employed (away from work)	M	21
Streaky Bay (DC)	Employed (full-time)	F	145
Streaky Bay (DC)	Employed (full-time)	M	326
Streaky Bay (DC)	Employed (part-time)	F	201
Streaky Bay (DC)	Employed (part-time)	M	110
Tatiara (DC)		F	31
Tatiara (DC)		M	38
Tatiara (DC)	Employed (away from work)	F	76
Tatiara (DC)	Employed (away from work)	M	82
Tatiara (DC)	Employed (full-time)	F	574
Tatiara (DC)	Employed (full-time)	M	1590
Tatiara (DC)	Employed (part-time)	F	779
Tatiara (DC)	Employed (part-time)	M	250
Tea Tree Gully (C)		F	185
Tea Tree Gully (C)		M	152
Tea Tree Gully (C)	Employed (away from work)	F	440
Tea Tree Gully (C)	Employed (away from work)	M	247
Tea Tree Gully (C)	Employed (full-time)	F	4152
Tea Tree Gully (C)	Employed (full-time)	M	5884
Tea Tree Gully (C)	Employed (part-time)	F	7275
Tea Tree Gully (C)	Employed (part-time)	M	2944
The Coorong (DC)		F	18
The Coorong (DC)		M	26
The Coorong (DC)	Employed (away from work)	F	35
The Coorong (DC)	Employed (away from work)	M	37
The Coorong (DC)	Employed (full-time)	F	333
The Coorong (DC)	Employed (full-time)	M	880
The Coorong (DC)	Employed (part-time)	F	518
The Coorong (DC)	Employed (part-time)	M	187
Tumby Bay (DC)		F	11
Tumby Bay (DC)		M	8
Tumby Bay (DC)	Employed (away from work)	F	18
Tumby Bay (DC)	Employed (away from work)	M	18
Tumby Bay (DC)	Employed (full-time)	F	124
Tumby Bay (DC)	Employed (full-time)	M	377
Tumby Bay (DC)	Employed (part-time)	F	223
Tumby Bay (DC)	Employed (part-time)	M	91
Unley (C)		F	131
Unley (C)		M	133
Unley (C)	Employed (away from work)	F	469
Unley (C)	Employed (away from work)	M	188
Unley (C)	Employed (full-time)	F	4842
Unley (C)	Employed (full-time)	M	5862
Unley (C)	Employed (part-time)	F	5570
Unley (C)	Employed (part-time)	M	2197
Victor Harbor (C)		F	48
Victor Harbor (C)		M	33
Victor Harbor (C)	Employed (away from work)	F	141
Victor Harbor (C)	Employed (away from work)	M	66
Victor Harbor (C)	Employed (full-time)	F	784
Victor Harbor (C)	Employed (full-time)	M	1047
Victor Harbor (C)	Employed (part-time)	F	1544
Victor Harbor (C)	Employed (part-time)	M	740
Wakefield (DC)		F	14
Wakefield (DC)		M	43
Wakefield (DC)	Employed (away from work)	F	46
Wakefield (DC)	Employed (away from work)	M	60
Wakefield (DC)	Employed (full-time)	F	426
Wakefield (DC)	Employed (full-time)	M	1213
Wakefield (DC)	Employed (part-time)	F	608
Wakefield (DC)	Employed (part-time)	M	285
Walkerville (M)		F	28
Walkerville (M)		M	26
Walkerville (M)	Employed (away from work)	F	57
Walkerville (M)	Employed (away from work)	M	27
Walkerville (M)	Employed (full-time)	F	553
Walkerville (M)	Employed (full-time)	M	563
Walkerville (M)	Employed (part-time)	F	806
Walkerville (M)	Employed (part-time)	M	292
Wattle Range (DC)		F	41
Wattle Range (DC)		M	35
Wattle Range (DC)	Employed (away from work)	F	139
Wattle Range (DC)	Employed (away from work)	M	139
Wattle Range (DC)	Employed (full-time)	F	739
Wattle Range (DC)	Employed (full-time)	M	1931
Wattle Range (DC)	Employed (part-time)	F	1143
Wattle Range (DC)	Employed (part-time)	M	419
West Torrens (C)		F	255
West Torrens (C)		M	350
West Torrens (C)	Employed (away from work)	F	754
West Torrens (C)	Employed (away from work)	M	685
West Torrens (C)	Employed (full-time)	F	8673
West Torrens (C)	Employed (full-time)	M	18999
West Torrens (C)	Employed (part-time)	F	8298
West Torrens (C)	Employed (part-time)	M	4899
Whyalla (C)		F	60
Whyalla (C)		M	80
Whyalla (C)	Employed (away from work)	F	180
Whyalla (C)	Employed (away from work)	M	133
Whyalla (C)	Employed (full-time)	F	1503
Whyalla (C)	Employed (full-time)	M	2501
Whyalla (C)	Employed (part-time)	F	1943
Whyalla (C)	Employed (part-time)	M	735
Wudinna (DC)		F	3
Wudinna (DC)		M	5
Wudinna (DC)	Employed (away from work)	F	16
Wudinna (DC)	Employed (away from work)	M	13
Wudinna (DC)	Employed (full-time)	F	105
Wudinna (DC)	Employed (full-time)	M	287
Wudinna (DC)	Employed (part-time)	F	157
Wudinna (DC)	Employed (part-time)	M	36
Yankalilla (DC)		F	9
Yankalilla (DC)		M	12
Yankalilla (DC)	Employed (away from work)	F	38
Yankalilla (DC)	Employed (away from work)	M	40
Yankalilla (DC)	Employed (full-time)	F	203
Yankalilla (DC)	Employed (full-time)	M	454
Yankalilla (DC)	Employed (part-time)	F	441
Yankalilla (DC)	Employed (part-time)	M	219
Yorke Peninsula (DC)		F	42
Yorke Peninsula (DC)		M	42
Yorke Peninsula (DC)	Employed (away from work)	F	92
Yorke Peninsula (DC)	Employed (away from work)	M	82
Yorke Peninsula (DC)	Employed (full-time)	F	606
Yorke Peninsula (DC)	Employed (full-time)	M	1397
Yorke Peninsula (DC)	Employed (part-time)	F	1010
Yorke Peninsula (DC)	Employed (part-time)	M	437
Unincorporated SA		F	29
Unincorporated SA		M	89
Unincorporated SA	Employed (away from work)	F	46
Unincorporated SA	Employed (away from work)	M	327
Unincorporated SA	Employed (full-time)	F	673
Unincorporated SA	Employed (full-time)	M	4033
Unincorporated SA	Employed (part-time)	F	252
Unincorporated SA	Employed (part-time)	M	382
No usual address (SA)		F	206
No usual address (SA)		M	498
No usual address (SA)	Employed (away from work)	F	691
No usual address (SA)	Employed (away from work)	M	1123
No usual address (SA)	Employed (full-time)	F	2131
No usual address (SA)	Employed (full-time)	M	15840
No usual address (SA)	Employed (part-time)	F	6144
No usual address (SA)	Employed (part-time)	M	7690
Migratory - Offshore - Shipping (SA)	Employed (away from work)	M	14
Migratory - Offshore - Shipping (SA)	Employed (full-time)	F	3
Migratory - Offshore - Shipping (SA)	Employed (full-time)	M	39
Migratory - Offshore - Shipping (SA)	Employed (part-time)	M	11
Albany (C)		F	111
Albany (C)		M	127
Albany (C)	Employed (away from work)	F	376
Albany (C)	Employed (away from work)	M	269
Albany (C)	Employed (full-time)	F	3123
Albany (C)	Employed (full-time)	M	5004
Albany (C)	Employed (part-time)	F	4082
Albany (C)	Employed (part-time)	M	1713
Armadale (C)		F	152
Armadale (C)		M	172
Armadale (C)	Employed (away from work)	F	422
Armadale (C)	Employed (away from work)	M	204
Armadale (C)	Employed (full-time)	F	3913
Armadale (C)	Employed (full-time)	M	5175
Armadale (C)	Employed (part-time)	F	5446
Armadale (C)	Employed (part-time)	M	2124
Ashburton (S)		F	97
Ashburton (S)		M	376
Ashburton (S)	Employed (away from work)	F	370
Ashburton (S)	Employed (away from work)	M	1797
Ashburton (S)	Employed (full-time)	F	2614
Ashburton (S)	Employed (full-time)	M	16685
Ashburton (S)	Employed (part-time)	F	516
Ashburton (S)	Employed (part-time)	M	987
Augusta-Margaret River (S)		F	50
Augusta-Margaret River (S)		M	62
Augusta-Margaret River (S)	Employed (away from work)	F	161
Augusta-Margaret River (S)	Employed (away from work)	M	123
Augusta-Margaret River (S)	Employed (full-time)	F	1083
Augusta-Margaret River (S)	Employed (full-time)	M	1814
Augusta-Margaret River (S)	Employed (part-time)	F	1731
Augusta-Margaret River (S)	Employed (part-time)	M	826
Bassendean (T)		F	45
Bassendean (T)		M	70
Bassendean (T)	Employed (away from work)	F	68
Bassendean (T)	Employed (away from work)	M	78
Bassendean (T)	Employed (full-time)	F	1061
Bassendean (T)	Employed (full-time)	M	2932
Bassendean (T)	Employed (part-time)	F	1061
Bassendean (T)	Employed (part-time)	M	638
Bayswater (C)		F	169
Bayswater (C)		M	199
Bayswater (C)	Employed (away from work)	F	350
Bayswater (C)	Employed (away from work)	M	225
Bayswater (C)	Employed (full-time)	F	3986
Bayswater (C)	Employed (full-time)	M	6956
Bayswater (C)	Employed (part-time)	F	5645
Bayswater (C)	Employed (part-time)	M	2679
Belmont (C)		F	241
Belmont (C)		M	388
Belmont (C)	Employed (away from work)	F	591
Belmont (C)	Employed (away from work)	M	790
Belmont (C)	Employed (full-time)	F	7565
Belmont (C)	Employed (full-time)	M	19549
Belmont (C)	Employed (part-time)	F	5498
Belmont (C)	Employed (part-time)	M	3786
Beverley (S)		F	3
Beverley (S)		M	3
Beverley (S)	Employed (away from work)	F	9
Beverley (S)	Employed (away from work)	M	9
Beverley (S)	Employed (full-time)	F	90
Beverley (S)	Employed (full-time)	M	194
Beverley (S)	Employed (part-time)	F	126
Beverley (S)	Employed (part-time)	M	66
Boddington (S)		F	17
Boddington (S)		M	39
Boddington (S)	Employed (away from work)	F	54
Boddington (S)	Employed (away from work)	M	133
Boddington (S)	Employed (full-time)	F	276
Boddington (S)	Employed (full-time)	M	1339
Boddington (S)	Employed (part-time)	F	159
Boddington (S)	Employed (part-time)	M	113
Boyup Brook (S)		F	7
Boyup Brook (S)		M	6
Boyup Brook (S)	Employed (away from work)	F	22
Boyup Brook (S)	Employed (away from work)	M	25
Boyup Brook (S)	Employed (full-time)	F	121
Boyup Brook (S)	Employed (full-time)	M	250
Boyup Brook (S)	Employed (part-time)	F	158
Boyup Brook (S)	Employed (part-time)	M	74
Bridgetown-Greenbushes (S)		F	19
Bridgetown-Greenbushes (S)		M	28
Bridgetown-Greenbushes (S)	Employed (away from work)	F	42
Bridgetown-Greenbushes (S)	Employed (away from work)	M	31
Bridgetown-Greenbushes (S)	Employed (full-time)	F	278
Bridgetown-Greenbushes (S)	Employed (full-time)	M	603
Bridgetown-Greenbushes (S)	Employed (part-time)	F	489
Bridgetown-Greenbushes (S)	Employed (part-time)	M	192
Brookton (S)		F	6
Brookton (S)		M	3
Brookton (S)	Employed (away from work)	F	15
Brookton (S)	Employed (away from work)	M	7
Brookton (S)	Employed (full-time)	F	86
Brookton (S)	Employed (full-time)	M	161
Brookton (S)	Employed (part-time)	F	95
Brookton (S)	Employed (part-time)	M	45
Broome (S)		F	83
Broome (S)		M	94
Broome (S)	Employed (away from work)	F	178
Broome (S)	Employed (away from work)	M	143
Broome (S)	Employed (full-time)	F	2221
Broome (S)	Employed (full-time)	M	2742
Broome (S)	Employed (part-time)	F	1270
Broome (S)	Employed (part-time)	M	668
Broomehill-Tambellup (S)		F	5
Broomehill-Tambellup (S)		M	8
Broomehill-Tambellup (S)	Employed (away from work)	F	11
Broomehill-Tambellup (S)	Employed (away from work)	M	12
Broomehill-Tambellup (S)	Employed (full-time)	F	69
Broomehill-Tambellup (S)	Employed (full-time)	M	171
Broomehill-Tambellup (S)	Employed (part-time)	F	51
Broomehill-Tambellup (S)	Employed (part-time)	M	28
Bruce Rock (S)		F	4
Bruce Rock (S)		M	8
Bruce Rock (S)	Employed (away from work)	F	3
Bruce Rock (S)	Employed (away from work)	M	7
Bruce Rock (S)	Employed (full-time)	F	91
Bruce Rock (S)	Employed (full-time)	M	180
Bruce Rock (S)	Employed (part-time)	F	82
Bruce Rock (S)	Employed (part-time)	M	33
Bunbury (C)		F	156
Bunbury (C)		M	211
Bunbury (C)	Employed (away from work)	F	502
Bunbury (C)	Employed (away from work)	M	376
Bunbury (C)	Employed (full-time)	F	5058
Bunbury (C)	Employed (full-time)	M	8027
Bunbury (C)	Employed (part-time)	F	5949
Bunbury (C)	Employed (part-time)	M	1805
Busselton (C)		F	124
Busselton (C)		M	119
Busselton (C)	Employed (away from work)	F	331
Busselton (C)	Employed (away from work)	M	230
Busselton (C)	Employed (full-time)	F	2665
Busselton (C)	Employed (full-time)	M	4272
Busselton (C)	Employed (part-time)	F	4271
Busselton (C)	Employed (part-time)	M	1639
Cambridge (T)		F	97
Cambridge (T)		M	82
Cambridge (T)	Employed (away from work)	F	341
Cambridge (T)	Employed (away from work)	M	101
Cambridge (T)	Employed (full-time)	F	3471
Cambridge (T)	Employed (full-time)	M	3324
Cambridge (T)	Employed (part-time)	F	4331
Cambridge (T)	Employed (part-time)	M	1373
Canning (C)		F	343
Canning (C)		M	604
Canning (C)	Employed (away from work)	F	796
Canning (C)	Employed (away from work)	M	826
Canning (C)	Employed (full-time)	F	10190
Canning (C)	Employed (full-time)	M	26589
Canning (C)	Employed (part-time)	F	9797
Canning (C)	Employed (part-time)	M	5734
Capel (S)		F	25
Capel (S)		M	30
Capel (S)	Employed (away from work)	F	107
Capel (S)	Employed (away from work)	M	71
Capel (S)	Employed (full-time)	F	754
Capel (S)	Employed (full-time)	M	1092
Capel (S)	Employed (part-time)	F	1096
Capel (S)	Employed (part-time)	M	397
Carnamah (S)	Employed (away from work)	F	5
Carnamah (S)	Employed (away from work)	M	5
Carnamah (S)	Employed (full-time)	F	64
Carnamah (S)	Employed (full-time)	M	172
Carnamah (S)	Employed (part-time)	F	43
Carnamah (S)	Employed (part-time)	M	13
Carnarvon (S)		F	26
Carnarvon (S)		M	38
Carnarvon (S)	Employed (away from work)	F	72
Carnarvon (S)	Employed (away from work)	M	88
Carnarvon (S)	Employed (full-time)	F	765
Carnarvon (S)	Employed (full-time)	M	1161
Carnarvon (S)	Employed (part-time)	F	377
Carnarvon (S)	Employed (part-time)	M	216
Chapman Valley (S)		F	4
Chapman Valley (S)		M	7
Chapman Valley (S)	Employed (away from work)	F	9
Chapman Valley (S)	Employed (away from work)	M	10
Chapman Valley (S)	Employed (full-time)	F	46
Chapman Valley (S)	Employed (full-time)	M	154
Chapman Valley (S)	Employed (part-time)	F	70
Chapman Valley (S)	Employed (part-time)	M	33
Chittering (S)		F	10
Chittering (S)		M	16
Chittering (S)	Employed (away from work)	F	29
Chittering (S)	Employed (away from work)	M	27
Chittering (S)	Employed (full-time)	F	259
Chittering (S)	Employed (full-time)	M	564
Chittering (S)	Employed (part-time)	F	293
Chittering (S)	Employed (part-time)	M	161
Claremont (T)		F	58
Claremont (T)		M	48
Claremont (T)	Employed (away from work)	F	143
Claremont (T)	Employed (away from work)	M	49
Claremont (T)	Employed (full-time)	F	1733
Claremont (T)	Employed (full-time)	M	1498
Claremont (T)	Employed (part-time)	F	2205
Claremont (T)	Employed (part-time)	M	956
Cockburn (C)		F	267
Cockburn (C)		M	461
Cockburn (C)	Employed (away from work)	F	567
Cockburn (C)	Employed (away from work)	M	648
Cockburn (C)	Employed (full-time)	F	7232
Cockburn (C)	Employed (full-time)	M	20412
Cockburn (C)	Employed (part-time)	F	7900
Cockburn (C)	Employed (part-time)	M	4194
Collie (S)		F	40
Collie (S)		M	71
Collie (S)	Employed (away from work)	F	91
Collie (S)	Employed (away from work)	M	127
Collie (S)	Employed (full-time)	F	616
Collie (S)	Employed (full-time)	M	2420
Collie (S)	Employed (part-time)	F	863
Collie (S)	Employed (part-time)	M	274
Coolgardie (S)		F	16
Coolgardie (S)		M	37
Coolgardie (S)	Employed (away from work)	F	35
Coolgardie (S)	Employed (away from work)	M	78
Coolgardie (S)	Employed (full-time)	F	324
Coolgardie (S)	Employed (full-time)	M	1270
Coolgardie (S)	Employed (part-time)	F	182
Coolgardie (S)	Employed (part-time)	M	97
Coorow (S)		F	3
Coorow (S)		M	4
Coorow (S)	Employed (away from work)	F	4
Coorow (S)	Employed (away from work)	M	5
Coorow (S)	Employed (full-time)	F	67
Coorow (S)	Employed (full-time)	M	177
Coorow (S)	Employed (part-time)	F	63
Coorow (S)	Employed (part-time)	M	41
Corrigin (S)		F	5
Corrigin (S)		M	8
Corrigin (S)	Employed (away from work)	F	17
Corrigin (S)	Employed (away from work)	M	10
Corrigin (S)	Employed (full-time)	F	113
Corrigin (S)	Employed (full-time)	M	241
Corrigin (S)	Employed (part-time)	F	115
Corrigin (S)	Employed (part-time)	M	27
Cottesloe (T)		F	32
Cottesloe (T)		M	13
Cottesloe (T)	Employed (away from work)	F	40
Cottesloe (T)	Employed (away from work)	M	30
Cottesloe (T)	Employed (full-time)	F	607
Cottesloe (T)	Employed (full-time)	M	672
Cottesloe (T)	Employed (part-time)	F	873
Cottesloe (T)	Employed (part-time)	M	418
Cranbrook (S)		F	7
Cranbrook (S)		M	7
Cranbrook (S)	Employed (away from work)	F	10
Cranbrook (S)	Employed (away from work)	M	9
Cranbrook (S)	Employed (full-time)	F	106
Cranbrook (S)	Employed (full-time)	M	238
Cranbrook (S)	Employed (part-time)	F	91
Cranbrook (S)	Employed (part-time)	M	35
Cuballing (S)		F	5
Cuballing (S)	Employed (away from work)	F	7
Cuballing (S)	Employed (away from work)	M	3
Cuballing (S)	Employed (full-time)	F	26
Cuballing (S)	Employed (full-time)	M	117
Cuballing (S)	Employed (part-time)	F	23
Cuballing (S)	Employed (part-time)	M	18
Cue (S)		M	3
Cue (S)	Employed (away from work)	M	4
Cue (S)	Employed (full-time)	F	26
Cue (S)	Employed (full-time)	M	64
Cue (S)	Employed (part-time)	F	16
Cue (S)	Employed (part-time)	M	7
Cunderdin (S)		F	5
Cunderdin (S)		M	3
Cunderdin (S)	Employed (away from work)	F	11
Cunderdin (S)	Employed (away from work)	M	10
Cunderdin (S)	Employed (full-time)	F	100
Cunderdin (S)	Employed (full-time)	M	301
Cunderdin (S)	Employed (part-time)	F	138
Cunderdin (S)	Employed (part-time)	M	44
Dalwallinu (S)		F	5
Dalwallinu (S)		M	12
Dalwallinu (S)	Employed (away from work)	F	10
Dalwallinu (S)	Employed (away from work)	M	22
Dalwallinu (S)	Employed (full-time)	F	162
Dalwallinu (S)	Employed (full-time)	M	396
Dalwallinu (S)	Employed (part-time)	F	136
Dalwallinu (S)	Employed (part-time)	M	47
Dandaragan (S)		F	12
Dandaragan (S)		M	14
Dandaragan (S)	Employed (away from work)	F	23
Dandaragan (S)	Employed (away from work)	M	38
Dandaragan (S)	Employed (full-time)	F	284
Dandaragan (S)	Employed (full-time)	M	609
Dandaragan (S)	Employed (part-time)	F	296
Dandaragan (S)	Employed (part-time)	M	154
Dardanup (S)		F	34
Dardanup (S)		M	28
Dardanup (S)	Employed (away from work)	F	74
Dardanup (S)	Employed (away from work)	M	86
Dardanup (S)	Employed (full-time)	F	527
Dardanup (S)	Employed (full-time)	M	1203
Dardanup (S)	Employed (part-time)	F	1095
Dardanup (S)	Employed (part-time)	M	363
Denmark (S)		F	19
Denmark (S)		M	16
Denmark (S)	Employed (away from work)	F	52
Denmark (S)	Employed (away from work)	M	48
Denmark (S)	Employed (full-time)	F	293
Denmark (S)	Employed (full-time)	M	530
Denmark (S)	Employed (part-time)	F	606
Denmark (S)	Employed (part-time)	M	337
Derby-West Kimberley (S)		F	41
Derby-West Kimberley (S)		M	57
Derby-West Kimberley (S)	Employed (away from work)	F	64
Derby-West Kimberley (S)	Employed (away from work)	M	59
Derby-West Kimberley (S)	Employed (full-time)	F	863
Derby-West Kimberley (S)	Employed (full-time)	M	1036
Derby-West Kimberley (S)	Employed (part-time)	F	260
Derby-West Kimberley (S)	Employed (part-time)	M	217
Donnybrook-Balingup (S)		F	12
Donnybrook-Balingup (S)		M	19
Donnybrook-Balingup (S)	Employed (away from work)	F	36
Donnybrook-Balingup (S)	Employed (away from work)	M	44
Donnybrook-Balingup (S)	Employed (full-time)	F	295
Donnybrook-Balingup (S)	Employed (full-time)	M	525
Donnybrook-Balingup (S)	Employed (part-time)	F	490
Donnybrook-Balingup (S)	Employed (part-time)	M	212
Dowerin (S)		F	6
Dowerin (S)		M	3
Dowerin (S)	Employed (away from work)	F	3
Dowerin (S)	Employed (away from work)	M	4
Dowerin (S)	Employed (full-time)	F	51
Dowerin (S)	Employed (full-time)	M	138
Dowerin (S)	Employed (part-time)	F	56
Dowerin (S)	Employed (part-time)	M	21
Dumbleyung (S)		F	4
Dumbleyung (S)		M	3
Dumbleyung (S)	Employed (away from work)	F	3
Dumbleyung (S)	Employed (away from work)	M	11
Dumbleyung (S)	Employed (full-time)	F	57
Dumbleyung (S)	Employed (full-time)	M	162
Dumbleyung (S)	Employed (part-time)	F	57
Dumbleyung (S)	Employed (part-time)	M	14
Dundas (S)		F	6
Dundas (S)		M	16
Dundas (S)	Employed (away from work)	F	7
Dundas (S)	Employed (away from work)	M	18
Dundas (S)	Employed (full-time)	F	101
Dundas (S)	Employed (full-time)	M	321
Dundas (S)	Employed (part-time)	F	45
Dundas (S)	Employed (part-time)	M	23
East Fremantle (T)		F	9
East Fremantle (T)		M	8
East Fremantle (T)	Employed (away from work)	F	33
East Fremantle (T)	Employed (away from work)	M	19
East Fremantle (T)	Employed (full-time)	F	397
East Fremantle (T)	Employed (full-time)	M	522
East Fremantle (T)	Employed (part-time)	F	555
East Fremantle (T)	Employed (part-time)	M	249
East Pilbara (S)		F	72
East Pilbara (S)		M	242
East Pilbara (S)	Employed (away from work)	F	222
East Pilbara (S)	Employed (away from work)	M	984
East Pilbara (S)	Employed (full-time)	F	1979
East Pilbara (S)	Employed (full-time)	M	9484
East Pilbara (S)	Employed (part-time)	F	433
East Pilbara (S)	Employed (part-time)	M	602
Esperance (S)		F	38
Esperance (S)		M	68
Esperance (S)	Employed (away from work)	F	168
Esperance (S)	Employed (away from work)	M	143
Esperance (S)	Employed (full-time)	F	1170
Esperance (S)	Employed (full-time)	M	2391
Esperance (S)	Employed (part-time)	F	1455
Esperance (S)	Employed (part-time)	M	499
Exmouth (S)		F	8
Exmouth (S)		M	20
Exmouth (S)	Employed (away from work)	F	43
Exmouth (S)	Employed (away from work)	M	55
Exmouth (S)	Employed (full-time)	F	305
Exmouth (S)	Employed (full-time)	M	535
Exmouth (S)	Employed (part-time)	F	287
Exmouth (S)	Employed (part-time)	M	131
Fremantle (C)		F	163
Fremantle (C)		M	248
Fremantle (C)	Employed (away from work)	F	509
Fremantle (C)	Employed (away from work)	M	452
Fremantle (C)	Employed (full-time)	F	5371
Fremantle (C)	Employed (full-time)	M	9177
Fremantle (C)	Employed (part-time)	F	5877
Fremantle (C)	Employed (part-time)	M	3075
Gingin (S)		F	17
Gingin (S)		M	21
Gingin (S)	Employed (away from work)	F	30
Gingin (S)	Employed (away from work)	M	39
Gingin (S)	Employed (full-time)	F	408
Gingin (S)	Employed (full-time)	M	747
Gingin (S)	Employed (part-time)	F	410
Gingin (S)	Employed (part-time)	M	231
Gnowangerup (S)		M	5
Gnowangerup (S)	Employed (away from work)	F	7
Gnowangerup (S)	Employed (away from work)	M	14
Gnowangerup (S)	Employed (full-time)	F	122
Gnowangerup (S)	Employed (full-time)	M	311
Gnowangerup (S)	Employed (part-time)	F	128
Gnowangerup (S)	Employed (part-time)	M	41
Goomalling (S)		M	3
Goomalling (S)	Employed (away from work)	F	12
Goomalling (S)	Employed (away from work)	M	4
Goomalling (S)	Employed (full-time)	F	59
Goomalling (S)	Employed (full-time)	M	144
Goomalling (S)	Employed (part-time)	F	99
Goomalling (S)	Employed (part-time)	M	30
Gosnells (C)		F	179
Gosnells (C)		M	245
Gosnells (C)	Employed (away from work)	F	430
Gosnells (C)	Employed (away from work)	M	355
Gosnells (C)	Employed (full-time)	F	4863
Gosnells (C)	Employed (full-time)	M	8914
Gosnells (C)	Employed (part-time)	F	6166
Gosnells (C)	Employed (part-time)	M	3148
Greater Geraldton (C)		F	132
Greater Geraldton (C)		M	140
Greater Geraldton (C)	Employed (away from work)	F	401
Greater Geraldton (C)	Employed (away from work)	M	321
Greater Geraldton (C)	Employed (full-time)	F	3777
