LGA_NAME16	Age	workers
Goomalling (S)	15-19	9
Goomalling (S)	20-24	13
Goomalling (S)	25-29	32
Goomalling (S)	30-34	37
Goomalling (S)	35-39	27
Goomalling (S)	40-44	34
Goomalling (S)	45-49	32
Goomalling (S)	50-54	40
Goomalling (S)	55-59	42
Goomalling (S)	60-64	40
Goomalling (S)	65-69	22
Goomalling (S)	70-74	9
Goomalling (S)	75+	17
Gosnells (C)	15-19	1587
Gosnells (C)	20-24	2383
Gosnells (C)	25-29	2575
Gosnells (C)	30-34	2677
Gosnells (C)	35-39	2488
Gosnells (C)	40-44	2636
Gosnells (C)	45-49	2709
Gosnells (C)	50-54	2389
Gosnells (C)	55-59	2099
Gosnells (C)	60-64	1651
Gosnells (C)	65-69	758
Gosnells (C)	70-74	254
Gosnells (C)	75+	101
Greater Geraldton (C)	15-19	1124
Greater Geraldton (C)	20-24	1307
Greater Geraldton (C)	25-29	1369
Greater Geraldton (C)	30-34	1493
Greater Geraldton (C)	35-39	1489
Greater Geraldton (C)	40-44	1739
Greater Geraldton (C)	45-49	1977
Greater Geraldton (C)	50-54	1836
Greater Geraldton (C)	55-59	1565
Greater Geraldton (C)	60-64	1112
Greater Geraldton (C)	65-69	457
Greater Geraldton (C)	70-74	151
Greater Geraldton (C)	75+	88
Halls Creek (S)	15-19	23
Halls Creek (S)	20-24	95
Halls Creek (S)	25-29	120
Halls Creek (S)	30-34	108
Halls Creek (S)	35-39	95
Halls Creek (S)	40-44	91
Halls Creek (S)	45-49	83
Halls Creek (S)	50-54	102
Halls Creek (S)	55-59	82
Halls Creek (S)	60-64	68
Halls Creek (S)	65-69	19
Halls Creek (S)	70-74	11
Harvey (S)	15-19	443
Harvey (S)	20-24	453
Harvey (S)	25-29	609
Harvey (S)	30-34	624
Harvey (S)	35-39	687
Harvey (S)	40-44	749
Harvey (S)	45-49	818
Harvey (S)	50-54	803
Harvey (S)	55-59	675
Harvey (S)	60-64	448
Harvey (S)	65-69	200
Harvey (S)	70-74	85
Harvey (S)	75+	48
Irwin (S)	15-19	55
Irwin (S)	20-24	50
Irwin (S)	25-29	59
Irwin (S)	30-34	85
Irwin (S)	35-39	96
Irwin (S)	40-44	115
Irwin (S)	45-49	125
Irwin (S)	50-54	137
Irwin (S)	55-59	116
Irwin (S)	60-64	106
Irwin (S)	65-69	55
Irwin (S)	70-74	22
Irwin (S)	75+	17
Jerramungup (S)	15-19	9
Jerramungup (S)	20-24	33
Jerramungup (S)	25-29	45
Jerramungup (S)	30-34	70
Jerramungup (S)	35-39	42
Jerramungup (S)	40-44	51
Jerramungup (S)	45-49	67
Jerramungup (S)	50-54	75
Jerramungup (S)	55-59	86
Jerramungup (S)	60-64	50
Jerramungup (S)	65-69	31
Jerramungup (S)	70-74	13
Jerramungup (S)	75+	15
Joondalup (C)	15-19	4587
Joondalup (C)	20-24	5367
Joondalup (C)	25-29	4427
Joondalup (C)	30-34	4274
Joondalup (C)	35-39	3959
Joondalup (C)	40-44	4700
Joondalup (C)	45-49	5117
Joondalup (C)	50-54	4749
Joondalup (C)	55-59	4193
Joondalup (C)	60-64	2844
Joondalup (C)	65-69	1276
Joondalup (C)	70-74	394
Joondalup (C)	75+	152
Kalamunda (S)	15-19	1044
Kalamunda (S)	20-24	1274
Kalamunda (S)	25-29	1340
Kalamunda (S)	30-34	1432
Kalamunda (S)	35-39	1454
Kalamunda (S)	40-44	1545
Kalamunda (S)	45-49	1671
Kalamunda (S)	50-54	1518
Kalamunda (S)	55-59	1394
Kalamunda (S)	60-64	1018
Kalamunda (S)	65-69	500
Kalamunda (S)	70-74	186
Kalamunda (S)	75+	103
Kalgoorlie/Boulder (C)	15-19	857
Kalgoorlie/Boulder (C)	20-24	1358
Kalgoorlie/Boulder (C)	25-29	1797
Kalgoorlie/Boulder (C)	30-34	1894
Kalgoorlie/Boulder (C)	35-39	1588
Kalgoorlie/Boulder (C)	40-44	1704
Kalgoorlie/Boulder (C)	45-49	1622
Kalgoorlie/Boulder (C)	50-54	1537
Kalgoorlie/Boulder (C)	55-59	1291
Kalgoorlie/Boulder (C)	60-64	748
Kalgoorlie/Boulder (C)	65-69	295
Kalgoorlie/Boulder (C)	70-74	88
Kalgoorlie/Boulder (C)	75+	39
Karratha (C)	15-19	424
Karratha (C)	20-24	881
Karratha (C)	25-29	1644
Karratha (C)	30-34	2033
Karratha (C)	35-39	1761
Karratha (C)	40-44	1774
Karratha (C)	45-49	1569
Karratha (C)	50-54	1302
Karratha (C)	55-59	984
Karratha (C)	60-64	510
Karratha (C)	65-69	161
Karratha (C)	70-74	30
Karratha (C)	75+	23
Katanning (S)	15-19	97
Katanning (S)	20-24	178
Katanning (S)	25-29	187
Katanning (S)	30-34	172
Katanning (S)	35-39	179
Katanning (S)	40-44	156
Katanning (S)	45-49	166
Katanning (S)	50-54	241
Katanning (S)	55-59	192
Katanning (S)	60-64	145
Katanning (S)	65-69	54
Katanning (S)	70-74	39
Katanning (S)	75+	14
Kellerberrin (S)	15-19	15
Kellerberrin (S)	20-24	25
Kellerberrin (S)	25-29	35
Kellerberrin (S)	30-34	34
Kellerberrin (S)	35-39	44
Kellerberrin (S)	40-44	35
Kellerberrin (S)	45-49	60
Kellerberrin (S)	50-54	52
Kellerberrin (S)	55-59	51
Kellerberrin (S)	60-64	35
Kellerberrin (S)	65-69	22
Kellerberrin (S)	70-74	17
Kellerberrin (S)	75+	6
Kent (S)	15-19	4
Kent (S)	20-24	10
Kent (S)	25-29	16
Kent (S)	30-34	26
Kent (S)	35-39	48
Kent (S)	40-44	27
Kent (S)	45-49	32
Kent (S)	50-54	34
Kent (S)	55-59	22
Kent (S)	60-64	27
Kent (S)	65-69	17
Kent (S)	70-74	10
Kent (S)	75+	10
Kojonup (S)	15-19	30
Kojonup (S)	20-24	56
Kojonup (S)	25-29	59
Kojonup (S)	30-34	85
Kojonup (S)	35-39	82
Kojonup (S)	40-44	74
Kojonup (S)	45-49	111
Kojonup (S)	50-54	136
Kojonup (S)	55-59	107
Kojonup (S)	60-64	97
Kojonup (S)	65-69	54
Kojonup (S)	70-74	29
Kojonup (S)	75+	28
Kondinin (S)	15-19	8
Kondinin (S)	20-24	38
Kondinin (S)	25-29	70
Kondinin (S)	30-34	85
Kondinin (S)	35-39	77
Kondinin (S)	40-44	95
Kondinin (S)	45-49	75
Kondinin (S)	50-54	64
Kondinin (S)	55-59	76
Kondinin (S)	60-64	52
Kondinin (S)	65-69	27
Kondinin (S)	70-74	17
Kondinin (S)	75+	23
Koorda (S)	15-19	4
Koorda (S)	20-24	8
Koorda (S)	25-29	12
Koorda (S)	30-34	9
Koorda (S)	35-39	16
Koorda (S)	40-44	25
Koorda (S)	45-49	8
Koorda (S)	50-54	18
Koorda (S)	55-59	30
Koorda (S)	60-64	19
Koorda (S)	65-69	7
Koorda (S)	70-74	3
Koorda (S)	75+	7
Kulin (S)	15-19	8
Kulin (S)	20-24	12
Kulin (S)	25-29	17
Kulin (S)	30-34	31
Kulin (S)	35-39	43
Kulin (S)	40-44	38
Kulin (S)	45-49	37
Kulin (S)	50-54	58
Kulin (S)	55-59	42
Kulin (S)	60-64	41
Kulin (S)	65-69	27
Kulin (S)	70-74	15
Kulin (S)	75+	6
Kwinana (C)	15-19	510
Kwinana (C)	20-24	882
Kwinana (C)	25-29	1258
Kwinana (C)	30-34	1459
Kwinana (C)	35-39	1486
Kwinana (C)	40-44	1596
Kwinana (C)	45-49	1608
Kwinana (C)	50-54	1488
Kwinana (C)	55-59	1219
Kwinana (C)	60-64	777
Kwinana (C)	65-69	259
Kwinana (C)	70-74	83
Kwinana (C)	75+	30
Lake Grace (S)	15-19	21
Lake Grace (S)	20-24	43
Lake Grace (S)	25-29	63
Lake Grace (S)	30-34	63
Lake Grace (S)	35-39	65
Lake Grace (S)	40-44	79
Lake Grace (S)	45-49	88
Lake Grace (S)	50-54	92
Lake Grace (S)	55-59	93
Lake Grace (S)	60-64	70
Lake Grace (S)	65-69	38
Lake Grace (S)	70-74	16
Lake Grace (S)	75+	17
Laverton (S)	15-19	15
Laverton (S)	20-24	122
Laverton (S)	25-29	334
Laverton (S)	30-34	337
Laverton (S)	35-39	300
Laverton (S)	40-44	314
Laverton (S)	45-49	290
Laverton (S)	50-54	285
Laverton (S)	55-59	206
Laverton (S)	60-64	124
Laverton (S)	65-69	35
Laverton (S)	70-74	3
Laverton (S)	75+	4
Leonora (S)	15-19	23
Leonora (S)	20-24	118
Leonora (S)	25-29	313
Leonora (S)	30-34	384
Leonora (S)	35-39	302
Leonora (S)	40-44	277
Leonora (S)	45-49	287
Leonora (S)	50-54	240
Leonora (S)	55-59	191
Leonora (S)	60-64	108
Leonora (S)	65-69	33
Leonora (S)	70-74	11
Mandurah (C)	15-19	1905
Mandurah (C)	20-24	2140
Mandurah (C)	25-29	1905
Mandurah (C)	30-34	1964
Mandurah (C)	35-39	1929
Mandurah (C)	40-44	2345
Mandurah (C)	45-49	2385
Mandurah (C)	50-54	2437
Mandurah (C)	55-59	1945
Mandurah (C)	60-64	1415
Mandurah (C)	65-69	618
Mandurah (C)	70-74	198
Mandurah (C)	75+	121
Manjimup (S)	15-19	249
Manjimup (S)	20-24	262
Manjimup (S)	25-29	296
Manjimup (S)	30-34	283
Manjimup (S)	35-39	319
Manjimup (S)	40-44	418
Manjimup (S)	45-49	486
Manjimup (S)	50-54	549
Manjimup (S)	55-59	511
Manjimup (S)	60-64	376
Manjimup (S)	65-69	202
Manjimup (S)	70-74	102
Manjimup (S)	75+	75
Meekatharra (S)	15-19	9
Meekatharra (S)	20-24	73
Meekatharra (S)	25-29	172
Meekatharra (S)	30-34	198
Meekatharra (S)	35-39	151
Meekatharra (S)	40-44	137
Meekatharra (S)	45-49	134
Meekatharra (S)	50-54	152
Meekatharra (S)	55-59	107
Meekatharra (S)	60-64	64
Meekatharra (S)	65-69	27
Meekatharra (S)	70-74	11
Melville (C)	15-19	2490
Melville (C)	20-24	4315
Melville (C)	25-29	4481
Melville (C)	30-34	4340
Melville (C)	35-39	4048
Melville (C)	40-44	4075
Melville (C)	45-49	4291
Melville (C)	50-54	4128
Melville (C)	55-59	3667
Melville (C)	60-64	2506
Melville (C)	65-69	1157
Melville (C)	70-74	391
Melville (C)	75+	192
Menzies (S)	15-19	8
Menzies (S)	20-24	51
Menzies (S)	25-29	101
Menzies (S)	30-34	122
Menzies (S)	35-39	80
Menzies (S)	40-44	88
Menzies (S)	45-49	69
Menzies (S)	50-54	70
Menzies (S)	55-59	57
Menzies (S)	60-64	37
Menzies (S)	65-69	10
Menzies (S)	75+	4
Merredin (S)	15-19	95
Merredin (S)	20-24	140
Merredin (S)	25-29	132
Merredin (S)	30-34	150
Merredin (S)	35-39	117
Merredin (S)	40-44	146
Merredin (S)	45-49	160
Merredin (S)	50-54	170
Merredin (S)	55-59	175
Merredin (S)	60-64	101
Merredin (S)	65-69	57
Merredin (S)	70-74	33
Merredin (S)	75+	23
Mingenew (S)	15-19	5
Mingenew (S)	20-24	16
Mingenew (S)	25-29	26
Mingenew (S)	30-34	22
Mingenew (S)	35-39	23
Mingenew (S)	40-44	30
Mingenew (S)	45-49	18
Mingenew (S)	50-54	31
Mingenew (S)	55-59	31
Mingenew (S)	60-64	27
Mingenew (S)	65-69	5
Mingenew (S)	70-74	10
Moora (S)	15-19	48
Moora (S)	20-24	76
Moora (S)	25-29	82
Moora (S)	30-34	98
Moora (S)	35-39	112
Moora (S)	40-44	136
Moora (S)	45-49	113
Moora (S)	50-54	145
Moora (S)	55-59	137
Moora (S)	60-64	104
Moora (S)	65-69	63
Moora (S)	70-74	38
Moora (S)	75+	25
Morawa (S)	15-19	11
Morawa (S)	20-24	23
Morawa (S)	25-29	20
Morawa (S)	30-34	31
Morawa (S)	35-39	22
Morawa (S)	40-44	38
Morawa (S)	45-49	40
Morawa (S)	50-54	36
Morawa (S)	55-59	40
Morawa (S)	60-64	40
Morawa (S)	65-69	10
Morawa (S)	70-74	11
Morawa (S)	75+	4
Mosman Park (T)	15-19	153
Mosman Park (T)	20-24	216
Mosman Park (T)	25-29	282
Mosman Park (T)	30-34	282
Mosman Park (T)	35-39	189
Mosman Park (T)	40-44	221
Mosman Park (T)	45-49	288
Mosman Park (T)	50-54	259
Mosman Park (T)	55-59	223
Mosman Park (T)	60-64	151
Mosman Park (T)	65-69	88
Mosman Park (T)	70-74	42
Mosman Park (T)	75+	23
Mount Magnet (S)	15-19	7
Mount Magnet (S)	20-24	19
Mount Magnet (S)	25-29	39
Mount Magnet (S)	30-34	44
Mount Magnet (S)	35-39	31
Mount Magnet (S)	40-44	30
Mount Magnet (S)	45-49	36
Mount Magnet (S)	50-54	49
Mount Magnet (S)	55-59	41
Mount Magnet (S)	60-64	11
Mount Magnet (S)	65-69	16
Mount Magnet (S)	70-74	4
Mount Marshall (S)	15-19	6
Mount Marshall (S)	20-24	10
Mount Marshall (S)	25-29	16
Mount Marshall (S)	30-34	23
Mount Marshall (S)	35-39	23
Mount Marshall (S)	40-44	37
Mount Marshall (S)	45-49	32
Mount Marshall (S)	50-54	39
Mount Marshall (S)	55-59	26
Mount Marshall (S)	60-64	25
Mount Marshall (S)	65-69	14
Mount Marshall (S)	70-74	7
Mount Marshall (S)	75+	11
Mukinbudin (S)	15-19	4
Mukinbudin (S)	20-24	18
Mukinbudin (S)	25-29	30
Mukinbudin (S)	30-34	21
Mukinbudin (S)	35-39	20
Mukinbudin (S)	40-44	28
Mukinbudin (S)	45-49	23
Mukinbudin (S)	50-54	24
Mukinbudin (S)	55-59	30
Mukinbudin (S)	60-64	20
Mukinbudin (S)	65-69	11
Mukinbudin (S)	70-74	13
Mukinbudin (S)	75+	8
Mundaring (S)	15-19	564
Mundaring (S)	20-24	728
Mundaring (S)	25-29	713
Mundaring (S)	30-34	744
Mundaring (S)	35-39	759
Mundaring (S)	40-44	935
Mundaring (S)	45-49	1052
Mundaring (S)	50-54	1043
Mundaring (S)	55-59	917
Mundaring (S)	60-64	716
Mundaring (S)	65-69	364
Mundaring (S)	70-74	129
Mundaring (S)	75+	61
Murchison (S)	20-24	3
Murchison (S)	25-29	9
Murchison (S)	35-39	4
Murchison (S)	40-44	7
Murchison (S)	45-49	11
Murchison (S)	50-54	12
Murchison (S)	55-59	13
Murchison (S)	60-64	9
Murchison (S)	65-69	4
Murray (S)	15-19	295
Murray (S)	20-24	366
Murray (S)	25-29	389
Murray (S)	30-34	463
Murray (S)	35-39	506
Murray (S)	40-44	641
Murray (S)	45-49	748
Murray (S)	50-54	681
Murray (S)	55-59	623
Murray (S)	60-64	412
Murray (S)	65-69	175
Murray (S)	70-74	57
Murray (S)	75+	48
Nannup (S)	15-19	14
Nannup (S)	20-24	24
Nannup (S)	25-29	12
Nannup (S)	30-34	32
Nannup (S)	35-39	36
Nannup (S)	40-44	43
Nannup (S)	45-49	58
Nannup (S)	50-54	58
Nannup (S)	55-59	61
Nannup (S)	60-64	69
Nannup (S)	65-69	44
Nannup (S)	70-74	15
Nannup (S)	75+	10
Narembeen (S)	15-19	7
Narembeen (S)	20-24	23
Narembeen (S)	25-29	43
Narembeen (S)	30-34	47
Narembeen (S)	35-39	21
Narembeen (S)	40-44	25
Narembeen (S)	45-49	38
Narembeen (S)	50-54	41
Narembeen (S)	55-59	57
Narembeen (S)	60-64	41
Narembeen (S)	65-69	14
Narembeen (S)	70-74	12
Narembeen (S)	75+	11
Narrogin (S)	15-19	85
Narrogin (S)	20-24	197
Narrogin (S)	25-29	196
Narrogin (S)	30-34	190
Narrogin (S)	35-39	198
Narrogin (S)	40-44	227
Narrogin (S)	45-49	277
Narrogin (S)	50-54	278
Narrogin (S)	55-59	287
Narrogin (S)	60-64	221
Narrogin (S)	65-69	102
Narrogin (S)	70-74	49
Narrogin (S)	75+	25
Nedlands (C)	15-19	474
Nedlands (C)	20-24	1690
Nedlands (C)	25-29	2589
Nedlands (C)	30-34	2605
Nedlands (C)	35-39	2173
Nedlands (C)	40-44	2110
Nedlands (C)	45-49	2181
Nedlands (C)	50-54	2119
Nedlands (C)	55-59	1910
Nedlands (C)	60-64	1420
Nedlands (C)	65-69	697
Nedlands (C)	70-74	236
Nedlands (C)	75+	120
Ngaanyatjarraku (S)	15-19	8
Ngaanyatjarraku (S)	20-24	22
Ngaanyatjarraku (S)	25-29	37
Ngaanyatjarraku (S)	30-34	55
Ngaanyatjarraku (S)	35-39	39
Ngaanyatjarraku (S)	40-44	35
Ngaanyatjarraku (S)	45-49	35
Ngaanyatjarraku (S)	50-54	28
Ngaanyatjarraku (S)	55-59	37
Ngaanyatjarraku (S)	60-64	24
Ngaanyatjarraku (S)	65-69	15
Ngaanyatjarraku (S)	70-74	6
Northam (S)	15-19	212
Northam (S)	20-24	311
Northam (S)	25-29	342
Northam (S)	30-34	375
Northam (S)	35-39	370
Northam (S)	40-44	426
Northam (S)	45-49	512
Northam (S)	50-54	516
Northam (S)	55-59	568
Northam (S)	60-64	430
Northam (S)	65-69	183
Northam (S)	70-74	71
Northam (S)	75+	40
Northampton (S)	15-19	40
Northampton (S)	20-24	66
Northampton (S)	25-29	66
Northampton (S)	30-34	72
Northampton (S)	35-39	88
Northampton (S)	40-44	118
Northampton (S)	45-49	144
Northampton (S)	50-54	161
Northampton (S)	55-59	153
Northampton (S)	60-64	138
Northampton (S)	65-69	68
Northampton (S)	70-74	40
Northampton (S)	75+	12
Nungarin (S)	15-19	4
Nungarin (S)	20-24	4
Nungarin (S)	30-34	4
Nungarin (S)	35-39	7
Nungarin (S)	40-44	6
Nungarin (S)	45-49	6
Nungarin (S)	50-54	9
Nungarin (S)	55-59	12
Nungarin (S)	60-64	12
Nungarin (S)	65-69	4
Nungarin (S)	70-74	3
Peppermint Grove (S)	15-19	88
Peppermint Grove (S)	20-24	152
Peppermint Grove (S)	25-29	124
Peppermint Grove (S)	30-34	120
Peppermint Grove (S)	35-39	90
Peppermint Grove (S)	40-44	90
Peppermint Grove (S)	45-49	100
Peppermint Grove (S)	50-54	114
Peppermint Grove (S)	55-59	91
Peppermint Grove (S)	60-64	66
Peppermint Grove (S)	65-69	37
Peppermint Grove (S)	70-74	11
Peppermint Grove (S)	75+	10
Perenjori (S)	15-19	5
Perenjori (S)	20-24	25
Perenjori (S)	25-29	110
Perenjori (S)	30-34	100
Perenjori (S)	35-39	74
Perenjori (S)	40-44	84
Perenjori (S)	45-49	97
Perenjori (S)	50-54	95
Perenjori (S)	55-59	81
Perenjori (S)	60-64	64
Perenjori (S)	65-69	18
Perenjori (S)	70-74	10
Perenjori (S)	75+	4
Perth (C)	15-19	2140
Perth (C)	20-24	9907
Perth (C)	25-29	17183
Perth (C)	30-34	20192
Perth (C)	35-39	17506
Perth (C)	40-44	15485
Perth (C)	45-49	14662
Perth (C)	50-54	12093
Perth (C)	55-59	9667
Perth (C)	60-64	6220
Perth (C)	65-69	2495
Perth (C)	70-74	668
Perth (C)	75+	281
Pingelly (S)	15-19	9
Pingelly (S)	20-24	10
Pingelly (S)	25-29	23
Pingelly (S)	30-34	25
Pingelly (S)	35-39	19
Pingelly (S)	40-44	32
Pingelly (S)	45-49	48
Pingelly (S)	50-54	39
Pingelly (S)	55-59	37
Pingelly (S)	60-64	44
Pingelly (S)	65-69	21
Pingelly (S)	70-74	17
Pingelly (S)	75+	3
Plantagenet (S)	15-19	120
Plantagenet (S)	20-24	158
Plantagenet (S)	25-29	140
Plantagenet (S)	30-34	124
Plantagenet (S)	35-39	178
Plantagenet (S)	40-44	206
Plantagenet (S)	45-49	244
Plantagenet (S)	50-54	238
Plantagenet (S)	55-59	225
Plantagenet (S)	60-64	195
Plantagenet (S)	65-69	107
Plantagenet (S)	70-74	51
Plantagenet (S)	75+	41
Port Hedland (T)	15-19	266
Port Hedland (T)	20-24	662
Port Hedland (T)	25-29	1358
Port Hedland (T)	30-34	1482
Port Hedland (T)	35-39	1203
Port Hedland (T)	40-44	1076
Port Hedland (T)	45-49	1109
Port Hedland (T)	50-54	983
Port Hedland (T)	55-59	750
Port Hedland (T)	60-64	404
Port Hedland (T)	65-69	133
Port Hedland (T)	70-74	30
Port Hedland (T)	75+	15
Quairading (S)	15-19	9
Quairading (S)	20-24	14
Quairading (S)	25-29	25
Quairading (S)	30-34	30
Quairading (S)	35-39	22
Quairading (S)	40-44	24
Quairading (S)	45-49	35
Quairading (S)	50-54	48
Quairading (S)	55-59	58
Quairading (S)	60-64	49
Quairading (S)	65-69	14
Quairading (S)	70-74	9
Quairading (S)	75+	8
Ravensthorpe (S)	15-19	18
Ravensthorpe (S)	20-24	55
Ravensthorpe (S)	25-29	99
Ravensthorpe (S)	30-34	105
Ravensthorpe (S)	35-39	94
Ravensthorpe (S)	40-44	112
Ravensthorpe (S)	45-49	110
Ravensthorpe (S)	50-54	127
Ravensthorpe (S)	55-59	121
Ravensthorpe (S)	60-64	79
Ravensthorpe (S)	65-69	43
Ravensthorpe (S)	70-74	36
Ravensthorpe (S)	75+	10
Rockingham (C)	15-19	2792
Rockingham (C)	20-24	3565
Rockingham (C)	25-29	3212
Rockingham (C)	30-34	3238
Rockingham (C)	35-39	3008
Rockingham (C)	40-44	3179
Rockingham (C)	45-49	3336
Rockingham (C)	50-54	3096
Rockingham (C)	55-59	2308
Rockingham (C)	60-64	1461
Rockingham (C)	65-69	572
Rockingham (C)	70-74	183
Rockingham (C)	75+	97
Sandstone (S)	20-24	3
Sandstone (S)	45-49	9
Sandstone (S)	50-54	9
Sandstone (S)	55-59	13
Sandstone (S)	60-64	9
Sandstone (S)	70-74	5
Serpentine-Jarrahdale (S)	15-19	292
Serpentine-Jarrahdale (S)	20-24	424
Serpentine-Jarrahdale (S)	25-29	477
Serpentine-Jarrahdale (S)	30-34	454
Serpentine-Jarrahdale (S)	35-39	444
Serpentine-Jarrahdale (S)	40-44	482
Serpentine-Jarrahdale (S)	45-49	511
Serpentine-Jarrahdale (S)	50-54	529
Serpentine-Jarrahdale (S)	55-59	423
Serpentine-Jarrahdale (S)	60-64	317
Serpentine-Jarrahdale (S)	65-69	133
Serpentine-Jarrahdale (S)	70-74	65
Serpentine-Jarrahdale (S)	75+	32
Shark Bay (S)	15-19	11
Shark Bay (S)	20-24	30
Shark Bay (S)	25-29	42
Shark Bay (S)	30-34	42
Shark Bay (S)	35-39	42
Shark Bay (S)	40-44	42
Shark Bay (S)	45-49	41
Shark Bay (S)	50-54	52
Shark Bay (S)	55-59	47
Shark Bay (S)	60-64	36
Shark Bay (S)	65-69	20
Shark Bay (S)	70-74	7
South Perth (C)	15-19	640
South Perth (C)	20-24	1245
South Perth (C)	25-29	1369
South Perth (C)	30-34	1540
South Perth (C)	35-39	1269
South Perth (C)	40-44	1330
South Perth (C)	45-49	1340
South Perth (C)	50-54	1298
South Perth (C)	55-59	1231
South Perth (C)	60-64	880
South Perth (C)	65-69	481
South Perth (C)	70-74	167
South Perth (C)	75+	62
Stirling (C)	15-19	3748
Stirling (C)	20-24	7454
Stirling (C)	25-29	8826
Stirling (C)	30-34	9099
Stirling (C)	35-39	7962
Stirling (C)	40-44	8125
Stirling (C)	45-49	8125
Stirling (C)	50-54	7568
Stirling (C)	55-59	6447
Stirling (C)	60-64	4659
Stirling (C)	65-69	2275
Stirling (C)	70-74	801
Stirling (C)	75+	391
Subiaco (C)	15-19	949
Subiaco (C)	20-24	2633
Subiaco (C)	25-29	3481
Subiaco (C)	30-34	3664
Subiaco (C)	35-39	3066
Subiaco (C)	40-44	2852
Subiaco (C)	45-49	2663
Subiaco (C)	50-54	2362
Subiaco (C)	55-59	2026
Subiaco (C)	60-64	1412
Subiaco (C)	65-69	713
Subiaco (C)	70-74	244
Subiaco (C)	75+	122
Swan (C)	15-19	3378
Swan (C)	20-24	5505
Swan (C)	25-29	6143
Swan (C)	30-34	6273
Swan (C)	35-39	5626
Swan (C)	40-44	6091
Swan (C)	45-49	6327
Swan (C)	50-54	5980
Swan (C)	55-59	4808
Swan (C)	60-64	3231
Swan (C)	65-69	1349
Swan (C)	70-74	508
Swan (C)	75+	189
Tammin (S)	15-19	10
Tammin (S)	20-24	19
Tammin (S)	25-29	23
Tammin (S)	30-34	11
Tammin (S)	35-39	19
Tammin (S)	40-44	9
Tammin (S)	45-49	23
Tammin (S)	50-54	26
Tammin (S)	55-59	16
Tammin (S)	60-64	8
Tammin (S)	65-69	8
Tammin (S)	75+	5
Three Springs (S)	15-19	8
Three Springs (S)	20-24	14
Three Springs (S)	25-29	22
Three Springs (S)	30-34	38
Three Springs (S)	35-39	28
Three Springs (S)	40-44	33
Three Springs (S)	45-49	30
Three Springs (S)	50-54	37
Three Springs (S)	55-59	25
Three Springs (S)	60-64	27
Three Springs (S)	65-69	22
Three Springs (S)	70-74	4
Three Springs (S)	75+	5
Toodyay (S)	15-19	57
Toodyay (S)	20-24	57
Toodyay (S)	25-29	46
Toodyay (S)	30-34	61
Toodyay (S)	35-39	42
Toodyay (S)	40-44	62
Toodyay (S)	45-49	108
Toodyay (S)	50-54	101
Toodyay (S)	55-59	122
Toodyay (S)	60-64	93
Toodyay (S)	65-69	68
Toodyay (S)	70-74	30
Toodyay (S)	75+	18
Trayning (S)	15-19	5
Trayning (S)	20-24	7
Trayning (S)	25-29	10
Trayning (S)	30-34	4
Trayning (S)	35-39	11
Trayning (S)	40-44	11
Trayning (S)	45-49	20
Trayning (S)	50-54	24
Trayning (S)	55-59	17
Trayning (S)	60-64	15
Trayning (S)	65-69	14
Trayning (S)	70-74	12
Trayning (S)	75+	3
Upper Gascoyne (S)	20-24	3
Upper Gascoyne (S)	25-29	14
Upper Gascoyne (S)	30-34	13
Upper Gascoyne (S)	35-39	6
Upper Gascoyne (S)	40-44	5
Upper Gascoyne (S)	45-49	5
Upper Gascoyne (S)	50-54	6
Upper Gascoyne (S)	55-59	9
Upper Gascoyne (S)	60-64	6
Upper Gascoyne (S)	65-69	3
Victoria Park (T)	15-19	823
Victoria Park (T)	20-24	2858
Victoria Park (T)	25-29	3702
Victoria Park (T)	30-34	4067
Victoria Park (T)	35-39	3207
Victoria Park (T)	40-44	3067
Victoria Park (T)	45-49	2812
Victoria Park (T)	50-54	2632
Victoria Park (T)	55-59	2250
Victoria Park (T)	60-64	1543
Victoria Park (T)	65-69	724
Victoria Park (T)	70-74	220
Victoria Park (T)	75+	90
Victoria Plains (S)	15-19	9
Victoria Plains (S)	20-24	19
Victoria Plains (S)	25-29	26
Victoria Plains (S)	30-34	46
Victoria Plains (S)	35-39	33
Victoria Plains (S)	40-44	42
Victoria Plains (S)	45-49	67
Victoria Plains (S)	50-54	77
Victoria Plains (S)	55-59	64
Victoria Plains (S)	60-64	25
Victoria Plains (S)	65-69	34
Victoria Plains (S)	70-74	19
Victoria Plains (S)	75+	12
Vincent (C)	15-19	768
Vincent (C)	20-24	2144
Vincent (C)	25-29	2827
Vincent (C)	30-34	2722
Vincent (C)	35-39	2377
Vincent (C)	40-44	2113
Vincent (C)	45-49	2107
Vincent (C)	50-54	1919
Vincent (C)	55-59	1639
Vincent (C)	60-64	1166
Vincent (C)	65-69	589
Vincent (C)	70-74	192
Vincent (C)	75+	95
Wagin (S)	15-19	29
Wagin (S)	20-24	34
Wagin (S)	25-29	38
Wagin (S)	30-34	56
Wagin (S)	35-39	68
Wagin (S)	40-44	78
Wagin (S)	45-49	69
Wagin (S)	50-54	86
Wagin (S)	55-59	69
Wagin (S)	60-64	76
Wagin (S)	65-69	41
Wagin (S)	70-74	20
Wagin (S)	75+	13
Wandering (S)	15-19	5
Wandering (S)	20-24	7
Wandering (S)	30-34	9
Wandering (S)	35-39	17
Wandering (S)	40-44	21
Wandering (S)	45-49	23
Wandering (S)	50-54	20
Wandering (S)	55-59	16
Wandering (S)	60-64	11
Wandering (S)	65-69	10
Wandering (S)	70-74	4
