LGA_NAME16	IncomeTotPersonal.max	PublicSector	LevelOfGovt	workers
Meander Valley (M)	15750	1	National	3
Meander Valley (M)	15750	1	State territory	8
Meander Valley (M)	21000			3
Meander Valley (M)	21000	0		338
Meander Valley (M)	21000	1	National	3
Meander Valley (M)	21000	1	State territory	17
Meander Valley (M)	26250			3
Meander Valley (M)	26250	0		363
Meander Valley (M)	26250	1	Local	3
Meander Valley (M)	26250	1	National	6
Meander Valley (M)	26250	1	State territory	22
Meander Valley (M)	34125			10
Meander Valley (M)	34125	0		613
Meander Valley (M)	34125	1	Local	4
Meander Valley (M)	34125	1	National	3
Meander Valley (M)	34125	1	State territory	38
Meander Valley (M)	42000			3
Meander Valley (M)	42000	0		652
Meander Valley (M)	42000	1	Local	9
Meander Valley (M)	42000	1	State territory	55
Meander Valley (M)	52500			4
Meander Valley (M)	52500	0		639
Meander Valley (M)	52500	1	Local	11
Meander Valley (M)	52500	1	National	3
Meander Valley (M)	52500	1	State territory	62
Meander Valley (M)	65625			3
Meander Valley (M)	65625	0		580
Meander Valley (M)	65625	1	Local	26
Meander Valley (M)	65625	1	State territory	96
Meander Valley (M)	78750			5
Meander Valley (M)	78750	0		327
Meander Valley (M)	78750	1	Local	12
Meander Valley (M)	78750	1	National	3
Meander Valley (M)	78750	1	State territory	68
Meander Valley (M)	91875	0		273
Meander Valley (M)	91875	1	Local	3
Meander Valley (M)	91875	1	State territory	68
Meander Valley (M)	105000	0		170
Meander Valley (M)	105000	1	Local	3
Meander Valley (M)	105000	1	State territory	52
Meander Valley (M)	157500	0		157
Meander Valley (M)	157500	1	Local	9
Meander Valley (M)	157500	1	National	6
Meander Valley (M)	157500	1	State territory	34
Meander Valley (M)	Inf	0		67
Meander Valley (M)	Inf	1	Local	3
Meander Valley (M)	Inf	1	State territory	9
Northern Midlands (M)				10
Northern Midlands (M)		0		83
Northern Midlands (M)		1	State territory	3
Northern Midlands (M)	0			3
Northern Midlands (M)	0	0		45
Northern Midlands (M)	7875			4
Northern Midlands (M)	7875	0		138
Northern Midlands (M)	7875	1	State territory	3
Northern Midlands (M)	15750			3
Northern Midlands (M)	15750	0		162
Northern Midlands (M)	15750	1	State territory	3
Northern Midlands (M)	21000			6
Northern Midlands (M)	21000	0		207
Northern Midlands (M)	21000	1	Local	6
Northern Midlands (M)	21000	1	National	3
Northern Midlands (M)	21000	1	State territory	9
Northern Midlands (M)	26250			3
Northern Midlands (M)	26250	0		250
Northern Midlands (M)	26250	1	Local	4
Northern Midlands (M)	26250	1	State territory	7
Northern Midlands (M)	34125			6
Northern Midlands (M)	34125	0		494
Northern Midlands (M)	34125	1	State territory	25
Northern Midlands (M)	42000			5
Northern Midlands (M)	42000	0		724
Northern Midlands (M)	42000	1	Local	8
Northern Midlands (M)	42000	1	National	3
Northern Midlands (M)	42000	1	State territory	33
Northern Midlands (M)	52500			3
Northern Midlands (M)	52500	0		742
Northern Midlands (M)	52500	1	Local	10
Northern Midlands (M)	52500	1	National	5
Northern Midlands (M)	52500	1	State territory	34
Northern Midlands (M)	65625			3
Northern Midlands (M)	65625	0		590
Northern Midlands (M)	65625	1	Local	22
Northern Midlands (M)	65625	1	National	5
Northern Midlands (M)	65625	1	State territory	28
Northern Midlands (M)	78750	0		354
Northern Midlands (M)	78750	1	Local	10
Northern Midlands (M)	78750	1	National	3
Northern Midlands (M)	78750	1	State territory	32
Northern Midlands (M)	91875	0		211
Northern Midlands (M)	91875	1	Local	8
Northern Midlands (M)	91875	1	National	3
Northern Midlands (M)	91875	1	State territory	39
Northern Midlands (M)	105000	0		104
Northern Midlands (M)	105000	1	Local	3
Northern Midlands (M)	105000	1	National	7
Northern Midlands (M)	105000	1	State territory	37
Northern Midlands (M)	157500	0		137
Northern Midlands (M)	157500	1	Local	3
Northern Midlands (M)	157500	1	National	6
Northern Midlands (M)	157500	1	State territory	17
Northern Midlands (M)	Inf	0		90
Northern Midlands (M)	Inf	1	National	3
Sorell (M)				4
Sorell (M)		0		32
Sorell (M)	0	0		22
Sorell (M)	7875			5
Sorell (M)	7875	0		124
Sorell (M)	15750	0		186
Sorell (M)	15750	1	State territory	4
Sorell (M)	21000	0		154
Sorell (M)	21000	1	Local	3
Sorell (M)	21000	1	State territory	3
Sorell (M)	26250			3
Sorell (M)	26250	0		208
Sorell (M)	26250	1	Local	3
Sorell (M)	26250	1	State territory	8
Sorell (M)	34125	0		312
Sorell (M)	34125	1	Local	5
Sorell (M)	34125	1	State territory	15
Sorell (M)	42000	0		357
Sorell (M)	42000	1	Local	10
Sorell (M)	42000	1	National	3
Sorell (M)	42000	1	State territory	17
Sorell (M)	52500	0		306
Sorell (M)	52500	1	Local	15
Sorell (M)	52500	1	National	3
Sorell (M)	52500	1	State territory	21
Sorell (M)	65625			3
Sorell (M)	65625	0		231
Sorell (M)	65625	1	Local	10
Sorell (M)	65625	1	State territory	21
Sorell (M)	78750	0		123
Sorell (M)	78750	1	Local	12
Sorell (M)	78750	1	State territory	10
Sorell (M)	91875	0		86
Sorell (M)	91875	1	Local	3
Sorell (M)	91875	1	State territory	28
Sorell (M)	105000	0		47
Sorell (M)	105000	1	Local	4
Sorell (M)	105000	1	State territory	21
Sorell (M)	157500	0		51
Sorell (M)	157500	1	Local	4
Sorell (M)	157500	1	State territory	17
Sorell (M)	Inf	0		29
Southern Midlands (M)		0		10
Southern Midlands (M)	0	0		30
Southern Midlands (M)	7875	0		48
Southern Midlands (M)	15750			3
Southern Midlands (M)	15750	0		54
Southern Midlands (M)	15750	1	Local	4
Southern Midlands (M)	15750	1	National	4
Southern Midlands (M)	15750	1	State territory	7
Southern Midlands (M)	21000			3
Southern Midlands (M)	21000	0		65
Southern Midlands (M)	21000	1	National	3
Southern Midlands (M)	21000	1	State territory	13
Southern Midlands (M)	26250	0		72
Southern Midlands (M)	26250	1	National	3
Southern Midlands (M)	26250	1	State territory	7
Southern Midlands (M)	34125	0		107
Southern Midlands (M)	34125	1	Local	3
Southern Midlands (M)	34125	1	National	9
Southern Midlands (M)	34125	1	State territory	23
Southern Midlands (M)	42000	0		120
Southern Midlands (M)	42000	1	Local	8
Southern Midlands (M)	42000	1	State territory	10
Southern Midlands (M)	52500			6
Southern Midlands (M)	52500	0		112
Southern Midlands (M)	52500	1	Local	13
Southern Midlands (M)	52500	1	State territory	19
Southern Midlands (M)	65625	0		94
Southern Midlands (M)	65625	1	Local	9
Southern Midlands (M)	65625	1	State territory	16
Southern Midlands (M)	78750	0		59
Southern Midlands (M)	78750	1	State territory	9
Southern Midlands (M)	91875			3
Southern Midlands (M)	91875	0		47
Southern Midlands (M)	91875	1	Local	3
Southern Midlands (M)	91875	1	State territory	14
Southern Midlands (M)	105000	0		26
Southern Midlands (M)	105000	1	State territory	7
Southern Midlands (M)	157500	0		23
Southern Midlands (M)	157500	1	State territory	8
Southern Midlands (M)	Inf	0		25
Tasman (M)		0		13
Tasman (M)	0	0		11
Tasman (M)	7875	0		22
Tasman (M)	15750	0		49
Tasman (M)	15750	1	National	4
Tasman (M)	21000	0		51
Tasman (M)	21000	1	State territory	6
Tasman (M)	26250	0		56
Tasman (M)	26250	1	Local	3
Tasman (M)	26250	1	State territory	6
Tasman (M)	34125			3
Tasman (M)	34125	0		71
Tasman (M)	34125	1	National	3
Tasman (M)	34125	1	State territory	19
Tasman (M)	42000	0		79
Tasman (M)	42000	1	Local	4
Tasman (M)	42000	1	State territory	16
Tasman (M)	52500	0		56
Tasman (M)	52500	1	Local	8
Tasman (M)	52500	1	State territory	15
Tasman (M)	65625	0		54
Tasman (M)	65625	1	State territory	18
Tasman (M)	78750	0		24
Tasman (M)	78750	1	Local	3
Tasman (M)	78750	1	State territory	15
Tasman (M)	91875	0		24
Tasman (M)	91875	1	State territory	10
Tasman (M)	105000	0		5
Tasman (M)	105000	1	State territory	8
Tasman (M)	157500	0		13
Tasman (M)	157500	1	State territory	9
Tasman (M)	Inf	0		15
Tasman (M)	Inf	1	State territory	3
Waratah/Wynyard (M)				13
Waratah/Wynyard (M)		0		60
Waratah/Wynyard (M)	0	0		46
Waratah/Wynyard (M)	7875			5
Waratah/Wynyard (M)	7875	0		174
Waratah/Wynyard (M)	15750			7
Waratah/Wynyard (M)	15750	0		165
Waratah/Wynyard (M)	15750	1	Local	4
Waratah/Wynyard (M)	15750	1	National	3
Waratah/Wynyard (M)	15750	1	State territory	7
Waratah/Wynyard (M)	21000			3
Waratah/Wynyard (M)	21000	0		222
Waratah/Wynyard (M)	21000	1	Local	6
Waratah/Wynyard (M)	21000	1	State territory	3
Waratah/Wynyard (M)	26250			5
Waratah/Wynyard (M)	26250	0		244
Waratah/Wynyard (M)	26250	1	Local	4
Waratah/Wynyard (M)	26250	1	State territory	18
Waratah/Wynyard (M)	34125			4
Waratah/Wynyard (M)	34125	0		380
Waratah/Wynyard (M)	34125	1	Local	7
Waratah/Wynyard (M)	34125	1	State territory	21
Waratah/Wynyard (M)	42000			5
Waratah/Wynyard (M)	42000	0		460
Waratah/Wynyard (M)	42000	1	Local	7
Waratah/Wynyard (M)	42000	1	State territory	18
Waratah/Wynyard (M)	52500			3
Waratah/Wynyard (M)	52500	0		430
Waratah/Wynyard (M)	52500	1	Local	17
Waratah/Wynyard (M)	52500	1	National	3
Waratah/Wynyard (M)	52500	1	State territory	33
Waratah/Wynyard (M)	65625			3
Waratah/Wynyard (M)	65625	0		365
Waratah/Wynyard (M)	65625	1	Local	21
Waratah/Wynyard (M)	65625	1	State territory	30
Waratah/Wynyard (M)	78750	0		280
Waratah/Wynyard (M)	78750	1	Local	13
Waratah/Wynyard (M)	78750	1	State territory	21
Waratah/Wynyard (M)	91875	0		271
Waratah/Wynyard (M)	91875	1	Local	8
Waratah/Wynyard (M)	91875	1	National	3
Waratah/Wynyard (M)	91875	1	State territory	33
Waratah/Wynyard (M)	105000	0		168
Waratah/Wynyard (M)	105000	1	State territory	18
Waratah/Wynyard (M)	157500	0		129
Waratah/Wynyard (M)	157500	1	Local	3
Waratah/Wynyard (M)	157500	1	State territory	14
Waratah/Wynyard (M)	Inf	0		64
Waratah/Wynyard (M)	Inf	1	Local	3
West Coast (M)				5
West Coast (M)		0		28
West Coast (M)	0	0		13
West Coast (M)	7875	0		54
West Coast (M)	15750	0		73
West Coast (M)	15750	1	National	7
West Coast (M)	21000	0		77
West Coast (M)	21000	1	Local	5
West Coast (M)	21000	1	State territory	6
West Coast (M)	26250	0		99
West Coast (M)	26250	1	State territory	3
West Coast (M)	34125			3
West Coast (M)	34125	0		103
West Coast (M)	34125	1	Local	3
West Coast (M)	34125	1	State territory	14
West Coast (M)	42000			3
West Coast (M)	42000	0		107
West Coast (M)	42000	1	Local	4
West Coast (M)	42000	1	National	3
West Coast (M)	42000	1	State territory	18
West Coast (M)	52500	0		146
West Coast (M)	52500	1	Local	13
West Coast (M)	52500	1	National	3
West Coast (M)	52500	1	State territory	21
West Coast (M)	65625	0		158
West Coast (M)	65625	1	Local	16
West Coast (M)	65625	1	State territory	24
West Coast (M)	78750	0		159
West Coast (M)	78750	1	Local	8
West Coast (M)	78750	1	State territory	16
West Coast (M)	91875	0		157
West Coast (M)	91875	1	State territory	15
West Coast (M)	105000	0		137
West Coast (M)	105000	1	State territory	15
West Coast (M)	157500	0		283
West Coast (M)	157500	1	State territory	15
West Coast (M)	Inf	0		74
West Tamar (M)				6
West Tamar (M)		0		58
West Tamar (M)		1	State territory	3
West Tamar (M)	0			3
West Tamar (M)	0	0		39
West Tamar (M)	7875	0		186
West Tamar (M)	7875	1	National	4
West Tamar (M)	7875	1	State territory	5
West Tamar (M)	15750			9
West Tamar (M)	15750	0		250
West Tamar (M)	15750	1	State territory	3
West Tamar (M)	21000	0		264
West Tamar (M)	21000	1	National	4
West Tamar (M)	21000	1	State territory	11
West Tamar (M)	26250			3
West Tamar (M)	26250	0		329
West Tamar (M)	26250	1	National	4
West Tamar (M)	26250	1	State territory	14
West Tamar (M)	34125			3
West Tamar (M)	34125	0		407
West Tamar (M)	34125	1	Local	3
West Tamar (M)	34125	1	National	3
West Tamar (M)	34125	1	State territory	35
West Tamar (M)	42000			6
West Tamar (M)	42000	0		434
West Tamar (M)	42000	1	Local	18
West Tamar (M)	42000	1	State territory	24
West Tamar (M)	52500	0		433
West Tamar (M)	52500	1	Local	25
West Tamar (M)	52500	1	State territory	39
West Tamar (M)	65625			3
West Tamar (M)	65625	0		319
West Tamar (M)	65625	1	Local	18
West Tamar (M)	65625	1	National	4
West Tamar (M)	65625	1	State territory	48
West Tamar (M)	78750	0		183
West Tamar (M)	78750	1	Local	16
West Tamar (M)	78750	1	State territory	37
West Tamar (M)	91875	0		122
West Tamar (M)	91875	1	Local	10
West Tamar (M)	91875	1	State territory	51
West Tamar (M)	105000	0		71
West Tamar (M)	105000	1	Local	3
West Tamar (M)	105000	1	State territory	55
West Tamar (M)	157500	0		102
West Tamar (M)	157500	1	Local	6
West Tamar (M)	157500	1	State territory	32
West Tamar (M)	Inf	0		60
West Tamar (M)	Inf	1	State territory	5
No usual address (Tas.)				26
No usual address (Tas.)		0		151
No usual address (Tas.)		1	National	3
No usual address (Tas.)	0	0		70
No usual address (Tas.)	0	1	National	9
No usual address (Tas.)	7875			8
No usual address (Tas.)	7875	0		195
No usual address (Tas.)	7875	1	Local	3
No usual address (Tas.)	7875	1	National	6
No usual address (Tas.)	7875	1	State territory	8
No usual address (Tas.)	15750			21
No usual address (Tas.)	15750	0		494
No usual address (Tas.)	15750	1	National	24
No usual address (Tas.)	15750	1	State territory	14
No usual address (Tas.)	21000			12
No usual address (Tas.)	21000	0		579
No usual address (Tas.)	21000	1	Local	3
No usual address (Tas.)	21000	1	National	8
No usual address (Tas.)	21000	1	State territory	7
No usual address (Tas.)	26250			25
No usual address (Tas.)	26250	0		724
No usual address (Tas.)	26250	1	Local	3
No usual address (Tas.)	26250	1	National	10
No usual address (Tas.)	26250	1	State territory	16
No usual address (Tas.)	34125			18
No usual address (Tas.)	34125	0		1041
No usual address (Tas.)	34125	1	Local	4
No usual address (Tas.)	34125	1	National	9
No usual address (Tas.)	34125	1	State territory	29
No usual address (Tas.)	42000			11
No usual address (Tas.)	42000	0		1084
No usual address (Tas.)	42000	1	Local	3
No usual address (Tas.)	42000	1	National	4
No usual address (Tas.)	42000	1	State territory	19
No usual address (Tas.)	52500			20
No usual address (Tas.)	52500	0		1212
No usual address (Tas.)	52500	1	Local	3
No usual address (Tas.)	52500	1	National	3
No usual address (Tas.)	52500	1	State territory	35
No usual address (Tas.)	65625			8
No usual address (Tas.)	65625	0		1199
No usual address (Tas.)	65625	1	Local	4
No usual address (Tas.)	65625	1	National	8
No usual address (Tas.)	65625	1	State territory	28
No usual address (Tas.)	78750			11
No usual address (Tas.)	78750	0		734
No usual address (Tas.)	78750	1	Local	3
No usual address (Tas.)	78750	1	National	4
No usual address (Tas.)	78750	1	State territory	24
No usual address (Tas.)	91875			4
No usual address (Tas.)	91875	0		491
No usual address (Tas.)	91875	1	National	6
No usual address (Tas.)	91875	1	State territory	30
No usual address (Tas.)	105000	0		229
No usual address (Tas.)	105000	1	National	8
No usual address (Tas.)	105000	1	State territory	12
No usual address (Tas.)	157500	0		266
No usual address (Tas.)	157500	1	National	7
No usual address (Tas.)	157500	1	State territory	8
No usual address (Tas.)	Inf			9
No usual address (Tas.)	Inf	0		148
No usual address (Tas.)	Inf	1	National	4
No usual address (Tas.)	Inf	1	State territory	3
Migratory - Offshore - Shipping (Tas.)	42000	0		6
Migratory - Offshore - Shipping (Tas.)	52500	0		3
Migratory - Offshore - Shipping (Tas.)	65625	0		6
Migratory - Offshore - Shipping (Tas.)	78750	0		3
Migratory - Offshore - Shipping (Tas.)	105000	0		5
Migratory - Offshore - Shipping (Tas.)	157500	0		13
Migratory - Offshore - Shipping (Tas.)	157500	1	State territory	4
Migratory - Offshore - Shipping (Tas.)	Inf	0		9
Alice Springs (T)				32
Alice Springs (T)		0		134
Alice Springs (T)		1	Local	4
Alice Springs (T)		1	National	4
Alice Springs (T)		1	State territory	22
Alice Springs (T)	0			3
Alice Springs (T)	0	0		61
Alice Springs (T)	0	1	National	3
Alice Springs (T)	0	1	State territory	9
Alice Springs (T)	7875			4
Alice Springs (T)	7875	0		270
Alice Springs (T)	7875	1	National	3
Alice Springs (T)	7875	1	State territory	7
Alice Springs (T)	15750	0		213
Alice Springs (T)	15750	1	Local	3
Alice Springs (T)	15750	1	National	6
Alice Springs (T)	15750	1	State territory	9
Alice Springs (T)	21000			8
Alice Springs (T)	21000	0		209
Alice Springs (T)	21000	1	National	3
Alice Springs (T)	21000	1	State territory	26
Alice Springs (T)	26250	0		279
Alice Springs (T)	26250	1	National	6
Alice Springs (T)	26250	1	State territory	30
Alice Springs (T)	34125			4
Alice Springs (T)	34125	0		548
Alice Springs (T)	34125	1	Local	3
Alice Springs (T)	34125	1	National	11
Alice Springs (T)	34125	1	State territory	62
Alice Springs (T)	42000			11
Alice Springs (T)	42000	0		914
Alice Springs (T)	42000	1	Local	5
Alice Springs (T)	42000	1	National	21
Alice Springs (T)	42000	1	State territory	68
Alice Springs (T)	52500			16
Alice Springs (T)	52500	0		1235
Alice Springs (T)	52500	1	Local	29
Alice Springs (T)	52500	1	National	40
Alice Springs (T)	52500	1	State territory	208
Alice Springs (T)	65625			17
Alice Springs (T)	65625	0		1431
Alice Springs (T)	65625	1	Local	87
Alice Springs (T)	65625	1	National	100
Alice Springs (T)	65625	1	State territory	428
Alice Springs (T)	78750			3
Alice Springs (T)	78750	0		994
Alice Springs (T)	78750	1	Local	44
Alice Springs (T)	78750	1	National	90
Alice Springs (T)	78750	1	State territory	373
Alice Springs (T)	91875			3
Alice Springs (T)	91875	0		739
Alice Springs (T)	91875	1	Local	32
Alice Springs (T)	91875	1	National	88
Alice Springs (T)	91875	1	State territory	456
Alice Springs (T)	105000			4
Alice Springs (T)	105000	0		520
Alice Springs (T)	105000	1	Local	27
Alice Springs (T)	105000	1	National	66
Alice Springs (T)	105000	1	State territory	354
Alice Springs (T)	157500			4
Alice Springs (T)	157500	0		574
Alice Springs (T)	157500	1	Local	28
Alice Springs (T)	157500	1	National	75
Alice Springs (T)	157500	1	State territory	457
Alice Springs (T)	Inf			5
Alice Springs (T)	Inf	0		223
Alice Springs (T)	Inf	1	Local	5
Alice Springs (T)	Inf	1	National	15
Alice Springs (T)	Inf	1	State territory	122
Barkly (R)				10
Barkly (R)		0		53
Barkly (R)		1	Local	3
Barkly (R)		1	State territory	7
Barkly (R)	0			5
Barkly (R)	0	0		15
Barkly (R)	7875	0		32
Barkly (R)	7875	1	State territory	6
Barkly (R)	15750			12
Barkly (R)	15750	0		80
Barkly (R)	15750	1	Local	19
Barkly (R)	15750	1	National	3
Barkly (R)	15750	1	State territory	9
Barkly (R)	21000	0		50
Barkly (R)	21000	1	Local	12
Barkly (R)	21000	1	National	7
Barkly (R)	21000	1	State territory	9
Barkly (R)	26250			3
Barkly (R)	26250	0		62
Barkly (R)	26250	1	Local	5
Barkly (R)	26250	1	State territory	19
Barkly (R)	34125	0		143
Barkly (R)	34125	1	Local	11
Barkly (R)	34125	1	National	3
Barkly (R)	34125	1	State territory	26
Barkly (R)	42000			3
Barkly (R)	42000	0		203
Barkly (R)	42000	1	Local	12
Barkly (R)	42000	1	National	4
Barkly (R)	42000	1	State territory	15
Barkly (R)	52500			4
Barkly (R)	52500	0		200
Barkly (R)	52500	1	Local	22
Barkly (R)	52500	1	National	9
Barkly (R)	52500	1	State territory	29
Barkly (R)	65625			5
Barkly (R)	65625	0		189
Barkly (R)	65625	1	Local	16
Barkly (R)	65625	1	National	12
Barkly (R)	65625	1	State territory	42
Barkly (R)	78750			3
Barkly (R)	78750	0		134
Barkly (R)	78750	1	Local	11
Barkly (R)	78750	1	National	7
Barkly (R)	78750	1	State territory	40
Barkly (R)	91875	0		100
Barkly (R)	91875	1	Local	4
Barkly (R)	91875	1	National	11
Barkly (R)	91875	1	State territory	62
Barkly (R)	105000	0		65
Barkly (R)	105000	1	Local	3
Barkly (R)	105000	1	National	7
Barkly (R)	105000	1	State territory	54
Barkly (R)	157500	0		95
Barkly (R)	157500	1	Local	4
Barkly (R)	157500	1	National	4
Barkly (R)	157500	1	State territory	52
Barkly (R)	Inf	0		36
Barkly (R)	Inf	1	Local	3
Barkly (R)	Inf	1	State territory	19
Belyuen (S)	15750	0		4
Belyuen (S)	34125	1	Local	3
Belyuen (S)	78750	0		3
Central Desert (R)		0		28
Central Desert (R)		1	Local	6
Central Desert (R)		1	State territory	7
Central Desert (R)	0	0		4
Central Desert (R)	7875			3
Central Desert (R)	7875	0		5
Central Desert (R)	15750			3
Central Desert (R)	15750	0		59
Central Desert (R)	15750	1	Local	10
Central Desert (R)	15750	1	State territory	18
Central Desert (R)	21000	0		30
Central Desert (R)	21000	1	Local	13
Central Desert (R)	21000	1	National	4
Central Desert (R)	21000	1	State territory	10
Central Desert (R)	26250	0		40
Central Desert (R)	26250	1	Local	19
Central Desert (R)	26250	1	National	6
Central Desert (R)	26250	1	State territory	6
Central Desert (R)	34125	0		54
Central Desert (R)	34125	1	Local	16
Central Desert (R)	34125	1	State territory	8
Central Desert (R)	42000	0		51
Central Desert (R)	42000	1	Local	12
Central Desert (R)	42000	1	State territory	10
Central Desert (R)	52500	0		62
Central Desert (R)	52500	1	Local	15
Central Desert (R)	52500	1	National	3
Central Desert (R)	52500	1	State territory	8
Central Desert (R)	65625	0		74
Central Desert (R)	65625	1	Local	12
Central Desert (R)	65625	1	National	9
Central Desert (R)	65625	1	State territory	3
Central Desert (R)	78750	0		85
Central Desert (R)	78750	1	Local	10
Central Desert (R)	78750	1	National	3
Central Desert (R)	78750	1	State territory	8
Central Desert (R)	91875			3
Central Desert (R)	91875	0		73
Central Desert (R)	91875	1	Local	8
Central Desert (R)	91875	1	State territory	12
Central Desert (R)	105000	0		86
Central Desert (R)	105000	1	Local	7
Central Desert (R)	105000	1	State territory	13
Central Desert (R)	157500	0		283
Central Desert (R)	157500	1	Local	3
Central Desert (R)	157500	1	National	3
Central Desert (R)	157500	1	State territory	23
Central Desert (R)	Inf	0		118
Coomalie (S)		0		7
Coomalie (S)	0	0		8
Coomalie (S)	7875			3
Coomalie (S)	7875	0		13
Coomalie (S)	7875	1	State territory	3
Coomalie (S)	15750	0		12
Coomalie (S)	15750	1	State territory	4
Coomalie (S)	21000	0		15
Coomalie (S)	26250	0		25
Coomalie (S)	34125	0		31
Coomalie (S)	34125	1	National	4
Coomalie (S)	34125	1	State territory	4
Coomalie (S)	42000	0		47
Coomalie (S)	42000	1	National	25
Coomalie (S)	42000	1	State territory	5
Coomalie (S)	52500	0		46
Coomalie (S)	52500	1	Local	3
Coomalie (S)	52500	1	National	4
Coomalie (S)	52500	1	State territory	19
Coomalie (S)	65625	0		34
Coomalie (S)	65625	1	National	3
Coomalie (S)	65625	1	State territory	20
Coomalie (S)	78750	0		37
Coomalie (S)	78750	1	National	4
Coomalie (S)	78750	1	State territory	19
Coomalie (S)	91875	0		25
Coomalie (S)	91875	1	Local	3
Coomalie (S)	91875	1	State territory	23
Coomalie (S)	105000	0		14
Coomalie (S)	105000	1	National	3
Coomalie (S)	105000	1	State territory	32
Coomalie (S)	157500	0		26
Coomalie (S)	157500	1	National	3
Coomalie (S)	157500	1	State territory	34
Coomalie (S)	Inf	0		11
Coomalie (S)	Inf	1	State territory	3
Darwin (C)				167
Darwin (C)		0		465
Darwin (C)		1	National	41
Darwin (C)		1	State territory	66
Darwin (C)	0			28
Darwin (C)	0	0		220
Darwin (C)	0	1	National	6
Darwin (C)	0	1	State territory	23
Darwin (C)	7875			13
Darwin (C)	7875	0		849
Darwin (C)	7875	1	Local	3
Darwin (C)	7875	1	National	21
Darwin (C)	7875	1	State territory	30
Darwin (C)	15750			12
Darwin (C)	15750	0		818
Darwin (C)	15750	1	National	20
Darwin (C)	15750	1	State territory	45
Darwin (C)	21000			22
Darwin (C)	21000	0		955
Darwin (C)	21000	1	Local	3
Darwin (C)	21000	1	National	30
Darwin (C)	21000	1	State territory	55
Darwin (C)	26250			36
Darwin (C)	26250	0		1318
Darwin (C)	26250	1	Local	4
Darwin (C)	26250	1	National	37
Darwin (C)	26250	1	State territory	91
Darwin (C)	34125			36
Darwin (C)	34125	0		2165
Darwin (C)	34125	1	Local	5
Darwin (C)	34125	1	National	81
Darwin (C)	34125	1	State territory	151
Darwin (C)	42000			34
Darwin (C)	42000	0		3073
Darwin (C)	42000	1	Local	14
Darwin (C)	42000	1	National	109
Darwin (C)	42000	1	State territory	246
Darwin (C)	52500			53
Darwin (C)	52500	0		4368
Darwin (C)	52500	1	Local	39
Darwin (C)	52500	1	National	221
Darwin (C)	52500	1	State territory	584
Darwin (C)	65625			51
Darwin (C)	65625	0		4958
Darwin (C)	65625	1	Local	80
Darwin (C)	65625	1	National	600
Darwin (C)	65625	1	State territory	1205
Darwin (C)	78750			36
Darwin (C)	78750	0		3481
Darwin (C)	78750	1	Local	58
Darwin (C)	78750	1	National	744
Darwin (C)	78750	1	State territory	1171
Darwin (C)	91875			33
Darwin (C)	91875	0		2796
Darwin (C)	91875	1	Local	63
Darwin (C)	91875	1	National	684
Darwin (C)	91875	1	State territory	1402
Darwin (C)	105000			12
Darwin (C)	105000	0		1927
Darwin (C)	105000	1	Local	31
Darwin (C)	105000	1	National	503
Darwin (C)	105000	1	State territory	1384
Darwin (C)	157500			30
Darwin (C)	157500	0		2821
Darwin (C)	157500	1	Local	45
Darwin (C)	157500	1	National	783
Darwin (C)	157500	1	State territory	1899
Darwin (C)	Inf			17
Darwin (C)	Inf	0		1660
Darwin (C)	Inf	1	Local	8
Darwin (C)	Inf	1	National	162
Darwin (C)	Inf	1	State territory	749
East Arnhem (R)				51
East Arnhem (R)		0		128
East Arnhem (R)		1	Local	30
East Arnhem (R)		1	National	5
East Arnhem (R)		1	State territory	20
East Arnhem (R)	0			3
East Arnhem (R)	0	0		9
East Arnhem (R)	7875			5
East Arnhem (R)	7875	0		22
East Arnhem (R)	7875	1	State territory	3
East Arnhem (R)	15750			19
East Arnhem (R)	15750	0		153
East Arnhem (R)	15750	1	Local	19
East Arnhem (R)	15750	1	National	10
East Arnhem (R)	15750	1	State territory	22
East Arnhem (R)	21000	0		130
East Arnhem (R)	21000	1	Local	13
East Arnhem (R)	21000	1	State territory	23
East Arnhem (R)	26250			7
East Arnhem (R)	26250	0		76
East Arnhem (R)	26250	1	Local	15
East Arnhem (R)	26250	1	National	3
East Arnhem (R)	26250	1	State territory	12
East Arnhem (R)	34125			7
East Arnhem (R)	34125	0		169
East Arnhem (R)	34125	1	Local	16
East Arnhem (R)	34125	1	National	3
East Arnhem (R)	34125	1	State territory	23
East Arnhem (R)	42000	0		104
East Arnhem (R)	42000	1	Local	10
East Arnhem (R)	42000	1	State territory	15
East Arnhem (R)	52500	0		112
East Arnhem (R)	52500	1	Local	6
East Arnhem (R)	52500	1	National	4
East Arnhem (R)	52500	1	State territory	11
East Arnhem (R)	65625	0		151
East Arnhem (R)	65625	1	National	5
East Arnhem (R)	65625	1	State territory	12
East Arnhem (R)	78750			3
East Arnhem (R)	78750	0		127
East Arnhem (R)	78750	1	Local	10
East Arnhem (R)	78750	1	National	4
East Arnhem (R)	78750	1	State territory	7
East Arnhem (R)	91875	0		156
East Arnhem (R)	91875	1	Local	10
East Arnhem (R)	91875	1	National	7
East Arnhem (R)	91875	1	State territory	11
East Arnhem (R)	105000			3
East Arnhem (R)	105000	0		176
East Arnhem (R)	105000	1	Local	4
East Arnhem (R)	105000	1	National	5
East Arnhem (R)	105000	1	State territory	19
East Arnhem (R)	157500	0		421
East Arnhem (R)	157500	1	Local	3
East Arnhem (R)	157500	1	National	4
East Arnhem (R)	157500	1	State territory	23
