STE_NAME16	HoursWorked.min	IndustryOfEmployment	Sex	workers
Tasmania	41	Other services	M	486
Tasmania	41	Professional scientific and technical services	F	273
Tasmania	41	Professional scientific and technical services	M	675
Tasmania	41	Public administration and safety	F	594
Tasmania	41	Public administration and safety	M	955
Tasmania	41	Rental hiring and real estate services	F	104
Tasmania	41	Rental hiring and real estate services	M	152
Tasmania	41	Retail trade	F	568
Tasmania	41	Retail trade	M	1012
Tasmania	41	Transport postal and warehousing	F	146
Tasmania	41	Transport postal and warehousing	M	907
Tasmania	41	Wholesale trade	F	84
Tasmania	41	Wholesale trade	M	486
Tasmania	49		F	124
Tasmania	49		M	583
Tasmania	49	Accommodation and food services	F	659
Tasmania	49	Accommodation and food services	M	1002
Tasmania	49	Administrative and support services	F	179
Tasmania	49	Administrative and support services	M	323
Tasmania	49	Agriculture forestry and fishing	F	461
Tasmania	49	Agriculture forestry and fishing	M	2704
Tasmania	49	Arts and recreation services	F	111
Tasmania	49	Arts and recreation services	M	254
Tasmania	49	Construction	F	79
Tasmania	49	Construction	M	2503
Tasmania	49	Education and training	F	1527
Tasmania	49	Education and training	M	946
Tasmania	49	Electricity gas water and waste services	F	58
Tasmania	49	Electricity gas water and waste services	M	446
Tasmania	49	Financial and insurance services	F	132
Tasmania	49	Financial and insurance services	M	291
Tasmania	49	Health care and social assistance	F	1443
Tasmania	49	Health care and social assistance	M	895
Tasmania	49	Information media and telecommunications	F	55
Tasmania	49	Information media and telecommunications	M	224
Tasmania	49	Manufacturing	F	229
Tasmania	49	Manufacturing	M	1739
Tasmania	49	Mining	F	33
Tasmania	49	Mining	M	641
Tasmania	49	Other services	F	210
Tasmania	49	Other services	M	716
Tasmania	49	Professional scientific and technical services	F	322
Tasmania	49	Professional scientific and technical services	M	1077
Tasmania	49	Public administration and safety	F	574
Tasmania	49	Public administration and safety	M	906
Tasmania	49	Rental hiring and real estate services	F	139
Tasmania	49	Rental hiring and real estate services	M	319
Tasmania	49	Retail trade	F	565
Tasmania	49	Retail trade	M	1390
Tasmania	49	Transport postal and warehousing	F	171
Tasmania	49	Transport postal and warehousing	M	1806
Tasmania	49	Wholesale trade	F	69
Tasmania	49	Wholesale trade	M	642
Northern Territory			F	546
Northern Territory			M	746
Northern Territory		Accommodation and food services	F	53
Northern Territory		Accommodation and food services	M	65
Northern Territory		Administrative and support services	F	26
Northern Territory		Administrative and support services	M	27
Northern Territory		Agriculture forestry and fishing	F	16
Northern Territory		Agriculture forestry and fishing	M	39
Northern Territory		Arts and recreation services	F	19
Northern Territory		Arts and recreation services	M	17
Northern Territory		Construction	F	14
Northern Territory		Construction	M	162
Northern Territory		Education and training	F	86
Northern Territory		Education and training	M	29
Northern Territory		Electricity gas water and waste services	F	5
Northern Territory		Electricity gas water and waste services	M	17
Northern Territory		Financial and insurance services	F	5
Northern Territory		Health care and social assistance	F	126
Northern Territory		Health care and social assistance	M	46
Northern Territory		Information media and telecommunications	F	6
Northern Territory		Information media and telecommunications	M	8
Northern Territory		Manufacturing	F	7
Northern Territory		Manufacturing	M	20
Northern Territory		Mining	F	6
Northern Territory		Mining	M	39
Northern Territory		Other services	F	42
Northern Territory		Other services	M	67
Northern Territory		Professional scientific and technical services	F	17
Northern Territory		Professional scientific and technical services	M	38
Northern Territory		Public administration and safety	F	95
Northern Territory		Public administration and safety	M	151
Northern Territory		Rental hiring and real estate services	F	13
Northern Territory		Rental hiring and real estate services	M	3
Northern Territory		Retail trade	F	74
Northern Territory		Retail trade	M	48
Northern Territory		Transport postal and warehousing	F	8
Northern Territory		Transport postal and warehousing	M	55
Northern Territory		Wholesale trade	F	4
Northern Territory		Wholesale trade	M	12
Northern Territory	0		F	100
Northern Territory	0		M	144
Northern Territory	0	Accommodation and food services	F	106
Northern Territory	0	Accommodation and food services	M	73
Northern Territory	0	Administrative and support services	F	67
Northern Territory	0	Administrative and support services	M	47
Northern Territory	0	Agriculture forestry and fishing	F	24
Northern Territory	0	Agriculture forestry and fishing	M	52
Northern Territory	0	Arts and recreation services	F	47
Northern Territory	0	Arts and recreation services	M	37
Northern Territory	0	Construction	F	68
Northern Territory	0	Construction	M	445
Northern Territory	0	Education and training	F	329
Northern Territory	0	Education and training	M	100
Northern Territory	0	Electricity gas water and waste services	F	37
Northern Territory	0	Electricity gas water and waste services	M	47
Northern Territory	0	Financial and insurance services	F	57
Northern Territory	0	Financial and insurance services	M	14
Northern Territory	0	Health care and social assistance	F	478
Northern Territory	0	Health care and social assistance	M	115
Northern Territory	0	Information media and telecommunications	F	27
Northern Territory	0	Information media and telecommunications	M	24
Northern Territory	0	Manufacturing	F	21
Northern Territory	0	Manufacturing	M	64
Northern Territory	0	Mining	F	38
Northern Territory	0	Mining	M	361
Northern Territory	0	Other services	F	64
Northern Territory	0	Other services	M	59
Northern Territory	0	Professional scientific and technical services	F	111
Northern Territory	0	Professional scientific and technical services	M	147
Northern Territory	0	Public administration and safety	F	623
Northern Territory	0	Public administration and safety	M	595
Northern Territory	0	Rental hiring and real estate services	F	32
Northern Territory	0	Rental hiring and real estate services	M	22
Northern Territory	0	Retail trade	F	167
Northern Territory	0	Retail trade	M	102
Northern Territory	0	Transport postal and warehousing	F	61
Northern Territory	0	Transport postal and warehousing	M	158
Northern Territory	0	Wholesale trade	F	13
Northern Territory	0	Wholesale trade	M	26
Northern Territory	1		F	146
Northern Territory	1		M	152
Northern Territory	1	Accommodation and food services	F	629
Northern Territory	1	Accommodation and food services	M	440
Northern Territory	1	Administrative and support services	F	226
Northern Territory	1	Administrative and support services	M	114
Northern Territory	1	Agriculture forestry and fishing	F	47
Northern Territory	1	Agriculture forestry and fishing	M	61
Northern Territory	1	Arts and recreation services	F	194
Northern Territory	1	Arts and recreation services	M	119
Northern Territory	1	Construction	F	116
Northern Territory	1	Construction	M	241
Northern Territory	1	Education and training	F	559
Northern Territory	1	Education and training	M	182
Northern Territory	1	Electricity gas water and waste services	F	4
Northern Territory	1	Electricity gas water and waste services	M	15
Northern Territory	1	Financial and insurance services	F	36
Northern Territory	1	Financial and insurance services	M	16
Northern Territory	1	Health care and social assistance	F	527
Northern Territory	1	Health care and social assistance	M	132
Northern Territory	1	Information media and telecommunications	F	51
Northern Territory	1	Information media and telecommunications	M	37
Northern Territory	1	Manufacturing	F	78
Northern Territory	1	Manufacturing	M	57
Northern Territory	1	Mining	F	17
Northern Territory	1	Mining	M	47
Northern Territory	1	Other services	F	226
Northern Territory	1	Other services	M	158
Northern Territory	1	Professional scientific and technical services	F	208
Northern Territory	1	Professional scientific and technical services	M	119
Northern Territory	1	Public administration and safety	F	238
Northern Territory	1	Public administration and safety	M	196
Northern Territory	1	Rental hiring and real estate services	F	57
Northern Territory	1	Rental hiring and real estate services	M	40
Northern Territory	1	Retail trade	F	722
Northern Territory	1	Retail trade	M	460
Northern Territory	1	Transport postal and warehousing	F	66
Northern Territory	1	Transport postal and warehousing	M	140
Northern Territory	1	Wholesale trade	F	32
Northern Territory	1	Wholesale trade	M	26
Northern Territory	16		F	112
Northern Territory	16		M	100
Northern Territory	16	Accommodation and food services	F	524
Northern Territory	16	Accommodation and food services	M	378
Northern Territory	16	Administrative and support services	F	200
Northern Territory	16	Administrative and support services	M	115
Northern Territory	16	Agriculture forestry and fishing	F	40
Northern Territory	16	Agriculture forestry and fishing	M	56
Northern Territory	16	Arts and recreation services	F	133
Northern Territory	16	Arts and recreation services	M	71
Northern Territory	16	Construction	F	101
Northern Territory	16	Construction	M	230
Northern Territory	16	Education and training	F	639
Northern Territory	16	Education and training	M	148
Northern Territory	16	Electricity gas water and waste services	F	13
Northern Territory	16	Electricity gas water and waste services	M	14
Northern Territory	16	Financial and insurance services	F	36
Northern Territory	16	Financial and insurance services	M	6
Northern Territory	16	Health care and social assistance	F	804
Northern Territory	16	Health care and social assistance	M	180
Northern Territory	16	Information media and telecommunications	F	30
Northern Territory	16	Information media and telecommunications	M	37
Northern Territory	16	Manufacturing	F	52
Northern Territory	16	Manufacturing	M	52
Northern Territory	16	Mining	F	17
Northern Territory	16	Mining	M	59
Northern Territory	16	Other services	F	204
Northern Territory	16	Other services	M	121
Northern Territory	16	Professional scientific and technical services	F	171
Northern Territory	16	Professional scientific and technical services	M	108
Northern Territory	16	Public administration and safety	F	350
Northern Territory	16	Public administration and safety	M	223
Northern Territory	16	Rental hiring and real estate services	F	47
Northern Territory	16	Rental hiring and real estate services	M	24
Northern Territory	16	Retail trade	F	514
Northern Territory	16	Retail trade	M	300
Northern Territory	16	Transport postal and warehousing	F	93
Northern Territory	16	Transport postal and warehousing	M	175
Northern Territory	16	Wholesale trade	F	29
Northern Territory	16	Wholesale trade	M	33
Northern Territory	25		F	139
Northern Territory	25		M	145
Northern Territory	25	Accommodation and food services	F	549
Northern Territory	25	Accommodation and food services	M	275
Northern Territory	25	Administrative and support services	F	241
Northern Territory	25	Administrative and support services	M	150
Northern Territory	25	Agriculture forestry and fishing	F	50
Northern Territory	25	Agriculture forestry and fishing	M	60
Northern Territory	25	Arts and recreation services	F	147
Northern Territory	25	Arts and recreation services	M	98
Northern Territory	25	Construction	F	148
Northern Territory	25	Construction	M	398
Northern Territory	25	Education and training	F	791
Northern Territory	25	Education and training	M	218
Northern Territory	25	Electricity gas water and waste services	F	31
Northern Territory	25	Electricity gas water and waste services	M	40
Northern Territory	25	Financial and insurance services	F	97
Northern Territory	25	Financial and insurance services	M	11
Northern Territory	25	Health care and social assistance	F	1185
Northern Territory	25	Health care and social assistance	M	262
Northern Territory	25	Information media and telecommunications	F	40
Northern Territory	25	Information media and telecommunications	M	25
Northern Territory	25	Manufacturing	F	63
Northern Territory	25	Manufacturing	M	65
Northern Territory	25	Mining	F	22
Northern Territory	25	Mining	M	40
Northern Territory	25	Other services	F	218
Northern Territory	25	Other services	M	185
Northern Territory	25	Professional scientific and technical services	F	261
Northern Territory	25	Professional scientific and technical services	M	142
Northern Territory	25	Public administration and safety	F	630
Northern Territory	25	Public administration and safety	M	361
Northern Territory	25	Rental hiring and real estate services	F	74
Northern Territory	25	Rental hiring and real estate services	M	31
Northern Territory	25	Retail trade	F	675
Northern Territory	25	Retail trade	M	280
Northern Territory	25	Transport postal and warehousing	F	156
Northern Territory	25	Transport postal and warehousing	M	268
Northern Territory	25	Wholesale trade	F	49
Northern Territory	25	Wholesale trade	M	46
Northern Territory	35		F	270
Northern Territory	35		M	461
Northern Territory	35	Accommodation and food services	F	642
Northern Territory	35	Accommodation and food services	M	568
Northern Territory	35	Administrative and support services	F	383
Northern Territory	35	Administrative and support services	M	247
Northern Territory	35	Agriculture forestry and fishing	F	79
Northern Territory	35	Agriculture forestry and fishing	M	118
Northern Territory	35	Arts and recreation services	F	227
Northern Territory	35	Arts and recreation services	M	252
Northern Territory	35	Construction	F	283
Northern Territory	35	Construction	M	974
Northern Territory	35	Education and training	F	1615
Northern Territory	35	Education and training	M	655
Northern Territory	35	Electricity gas water and waste services	F	157
Northern Territory	35	Electricity gas water and waste services	M	301
Northern Territory	35	Financial and insurance services	F	216
Northern Territory	35	Financial and insurance services	M	70
Northern Territory	35	Health care and social assistance	F	2596
Northern Territory	35	Health care and social assistance	M	959
Northern Territory	35	Information media and telecommunications	F	127
Northern Territory	35	Information media and telecommunications	M	155
Northern Territory	35	Manufacturing	F	104
Northern Territory	35	Manufacturing	M	396
Northern Territory	35	Mining	F	33
Northern Territory	35	Mining	M	100
Northern Territory	35	Other services	F	466
Northern Territory	35	Other services	M	524
Northern Territory	35	Professional scientific and technical services	F	517
Northern Territory	35	Professional scientific and technical services	M	430
Northern Territory	35	Public administration and safety	F	2970
Northern Territory	35	Public administration and safety	M	2388
Northern Territory	35	Rental hiring and real estate services	F	238
Northern Territory	35	Rental hiring and real estate services	M	117
Northern Territory	35	Retail trade	F	942
Northern Territory	35	Retail trade	M	743
Northern Territory	35	Transport postal and warehousing	F	246
Northern Territory	35	Transport postal and warehousing	M	682
Northern Territory	35	Wholesale trade	F	132
Northern Territory	35	Wholesale trade	M	313
Northern Territory	40		F	235
Northern Territory	40		M	522
Northern Territory	40	Accommodation and food services	F	486
Northern Territory	40	Accommodation and food services	M	548
Northern Territory	40	Administrative and support services	F	276
Northern Territory	40	Administrative and support services	M	249
Northern Territory	40	Agriculture forestry and fishing	F	144
Northern Territory	40	Agriculture forestry and fishing	M	266
Northern Territory	40	Arts and recreation services	F	203
Northern Territory	40	Arts and recreation services	M	248
Northern Territory	40	Construction	F	311
Northern Territory	40	Construction	M	1666
Northern Territory	40	Education and training	F	1187
Northern Territory	40	Education and training	M	587
Northern Territory	40	Electricity gas water and waste services	F	94
Northern Territory	40	Electricity gas water and waste services	M	287
Northern Territory	40	Financial and insurance services	F	186
Northern Territory	40	Financial and insurance services	M	102
Northern Territory	40	Health care and social assistance	F	1628
Northern Territory	40	Health care and social assistance	M	645
Northern Territory	40	Information media and telecommunications	F	68
Northern Territory	40	Information media and telecommunications	M	145
Northern Territory	40	Manufacturing	F	136
Northern Territory	40	Manufacturing	M	463
Northern Territory	40	Mining	F	69
Northern Territory	40	Mining	M	234
Northern Territory	40	Other services	F	260
Northern Territory	40	Other services	M	615
Northern Territory	40	Professional scientific and technical services	F	481
Northern Territory	40	Professional scientific and technical services	M	669
Northern Territory	40	Public administration and safety	F	1747
Northern Territory	40	Public administration and safety	M	2718
Northern Territory	40	Rental hiring and real estate services	F	163
Northern Territory	40	Rental hiring and real estate services	M	117
Northern Territory	40	Retail trade	F	463
Northern Territory	40	Retail trade	M	478
Northern Territory	40	Transport postal and warehousing	F	214
Northern Territory	40	Transport postal and warehousing	M	653
Northern Territory	40	Wholesale trade	F	131
Northern Territory	40	Wholesale trade	M	281
Northern Territory	41		F	72
Northern Territory	41		M	237
Northern Territory	41	Accommodation and food services	F	335
Northern Territory	41	Accommodation and food services	M	292
Northern Territory	41	Administrative and support services	F	147
Northern Territory	41	Administrative and support services	M	147
Northern Territory	41	Agriculture forestry and fishing	F	62
Northern Territory	41	Agriculture forestry and fishing	M	81
Northern Territory	41	Arts and recreation services	F	66
Northern Territory	41	Arts and recreation services	M	99
Northern Territory	41	Construction	F	121
Northern Territory	41	Construction	M	1052
Northern Territory	41	Education and training	F	704
Northern Territory	41	Education and training	M	232
Northern Territory	41	Electricity gas water and waste services	F	41
Northern Territory	41	Electricity gas water and waste services	M	189
Northern Territory	41	Financial and insurance services	F	59
Northern Territory	41	Financial and insurance services	M	40
Northern Territory	41	Health care and social assistance	F	552
Northern Territory	41	Health care and social assistance	M	278
Northern Territory	41	Information media and telecommunications	F	32
Northern Territory	41	Information media and telecommunications	M	82
Northern Territory	41	Manufacturing	F	55
Northern Territory	41	Manufacturing	M	300
Northern Territory	41	Mining	F	47
Northern Territory	41	Mining	M	329
Northern Territory	41	Other services	F	112
Northern Territory	41	Other services	M	271
Northern Territory	41	Professional scientific and technical services	F	216
Northern Territory	41	Professional scientific and technical services	M	342
Northern Territory	41	Public administration and safety	F	851
Northern Territory	41	Public administration and safety	M	1615
Northern Territory	41	Rental hiring and real estate services	F	97
Northern Territory	41	Rental hiring and real estate services	M	92
Northern Territory	41	Retail trade	F	284
Northern Territory	41	Retail trade	M	347
Northern Territory	41	Transport postal and warehousing	F	124
Northern Territory	41	Transport postal and warehousing	M	461
Northern Territory	41	Wholesale trade	F	70
Northern Territory	41	Wholesale trade	M	173
Northern Territory	49		F	169
Northern Territory	49		M	797
Northern Territory	49	Accommodation and food services	F	561
Northern Territory	49	Accommodation and food services	M	710
Northern Territory	49	Administrative and support services	F	215
Northern Territory	49	Administrative and support services	M	385
Northern Territory	49	Agriculture forestry and fishing	F	309
Northern Territory	49	Agriculture forestry and fishing	M	816
Northern Territory	49	Arts and recreation services	F	121
Northern Territory	49	Arts and recreation services	M	165
Northern Territory	49	Construction	F	463
Northern Territory	49	Construction	M	5620
Northern Territory	49	Education and training	F	1160
Northern Territory	49	Education and training	M	489
Northern Territory	49	Electricity gas water and waste services	F	57
Northern Territory	49	Electricity gas water and waste services	M	369
Northern Territory	49	Financial and insurance services	F	78
Northern Territory	49	Financial and insurance services	M	126
Northern Territory	49	Health care and social assistance	F	788
Northern Territory	49	Health care and social assistance	M	455
Northern Territory	49	Information media and telecommunications	F	51
Northern Territory	49	Information media and telecommunications	M	97
Northern Territory	49	Manufacturing	F	89
Northern Territory	49	Manufacturing	M	559
Northern Territory	49	Mining	F	233
Northern Territory	49	Mining	M	2110
Northern Territory	49	Other services	F	176
Northern Territory	49	Other services	M	516
Northern Territory	49	Professional scientific and technical services	F	467
Northern Territory	49	Professional scientific and technical services	M	2139
Northern Territory	49	Public administration and safety	F	975
Northern Territory	49	Public administration and safety	M	2242
Northern Territory	49	Rental hiring and real estate services	F	143
Northern Territory	49	Rental hiring and real estate services	M	215
Northern Territory	49	Retail trade	F	351
Northern Territory	49	Retail trade	M	637
Northern Territory	49	Transport postal and warehousing	F	167
Northern Territory	49	Transport postal and warehousing	M	981
Northern Territory	49	Wholesale trade	F	70
Northern Territory	49	Wholesale trade	M	351
Australian Capital Territory			F	568
Australian Capital Territory			M	824
Australian Capital Territory		Accommodation and food services	F	157
Australian Capital Territory		Accommodation and food services	M	122
Australian Capital Territory		Administrative and support services	F	32
Australian Capital Territory		Administrative and support services	M	36
Australian Capital Territory		Agriculture forestry and fishing	F	3
Australian Capital Territory		Agriculture forestry and fishing	M	8
Australian Capital Territory		Arts and recreation services	F	23
Australian Capital Territory		Arts and recreation services	M	27
Australian Capital Territory		Construction	F	19
Australian Capital Territory		Construction	M	163
Australian Capital Territory		Education and training	F	105
Australian Capital Territory		Education and training	M	86
Australian Capital Territory		Electricity gas water and waste services	M	12
Australian Capital Territory		Financial and insurance services	F	13
Australian Capital Territory		Financial and insurance services	M	13
Australian Capital Territory		Health care and social assistance	F	135
Australian Capital Territory		Health care and social assistance	M	56
Australian Capital Territory		Information media and telecommunications	F	22
Australian Capital Territory		Information media and telecommunications	M	12
Australian Capital Territory		Manufacturing	F	8
Australian Capital Territory		Manufacturing	M	17
Australian Capital Territory		Other services	F	45
Australian Capital Territory		Other services	M	35
Australian Capital Territory		Professional scientific and technical services	F	52
Australian Capital Territory		Professional scientific and technical services	M	88
Australian Capital Territory		Public administration and safety	F	221
Australian Capital Territory		Public administration and safety	M	246
Australian Capital Territory		Rental hiring and real estate services	F	11
Australian Capital Territory		Rental hiring and real estate services	M	9
Australian Capital Territory		Retail trade	F	117
Australian Capital Territory		Retail trade	M	93
Australian Capital Territory		Transport postal and warehousing	F	10
Australian Capital Territory		Transport postal and warehousing	M	47
Australian Capital Territory		Wholesale trade	M	9
Australian Capital Territory	0		F	111
Australian Capital Territory	0		M	93
Australian Capital Territory	0	Accommodation and food services	F	241
Australian Capital Territory	0	Accommodation and food services	M	208
Australian Capital Territory	0	Administrative and support services	F	109
Australian Capital Territory	0	Administrative and support services	M	92
Australian Capital Territory	0	Agriculture forestry and fishing	F	8
Australian Capital Territory	0	Agriculture forestry and fishing	M	19
Australian Capital Territory	0	Arts and recreation services	F	97
Australian Capital Territory	0	Arts and recreation services	M	52
Australian Capital Territory	0	Construction	F	50
Australian Capital Territory	0	Construction	M	232
Australian Capital Territory	0	Education and training	F	719
Australian Capital Territory	0	Education and training	M	195
Australian Capital Territory	0	Electricity gas water and waste services	F	36
Australian Capital Territory	0	Electricity gas water and waste services	M	37
Australian Capital Territory	0	Financial and insurance services	F	106
Australian Capital Territory	0	Financial and insurance services	M	44
Australian Capital Territory	0	Health care and social assistance	F	963
Australian Capital Territory	0	Health care and social assistance	M	185
Australian Capital Territory	0	Information media and telecommunications	F	98
Australian Capital Territory	0	Information media and telecommunications	M	66
Australian Capital Territory	0	Manufacturing	F	33
Australian Capital Territory	0	Manufacturing	M	58
Australian Capital Territory	0	Mining	F	3
Australian Capital Territory	0	Mining	M	4
Australian Capital Territory	0	Other services	F	113
Australian Capital Territory	0	Other services	M	56
Australian Capital Territory	0	Professional scientific and technical services	F	383
Australian Capital Territory	0	Professional scientific and technical services	M	249
Australian Capital Territory	0	Public administration and safety	F	2707
Australian Capital Territory	0	Public administration and safety	M	1427
Australian Capital Territory	0	Rental hiring and real estate services	F	58
Australian Capital Territory	0	Rental hiring and real estate services	M	25
Australian Capital Territory	0	Retail trade	F	348
Australian Capital Territory	0	Retail trade	M	193
Australian Capital Territory	0	Transport postal and warehousing	F	89
Australian Capital Territory	0	Transport postal and warehousing	M	154
Australian Capital Territory	0	Wholesale trade	F	22
Australian Capital Territory	0	Wholesale trade	M	36
Australian Capital Territory	1		F	340
Australian Capital Territory	1		M	278
Australian Capital Territory	1	Accommodation and food services	F	2338
Australian Capital Territory	1	Accommodation and food services	M	1985
Australian Capital Territory	1	Administrative and support services	F	496
Australian Capital Territory	1	Administrative and support services	M	361
Australian Capital Territory	1	Agriculture forestry and fishing	F	27
Australian Capital Territory	1	Agriculture forestry and fishing	M	37
Australian Capital Territory	1	Arts and recreation services	F	549
Australian Capital Territory	1	Arts and recreation services	M	426
Australian Capital Territory	1	Construction	F	205
Australian Capital Territory	1	Construction	M	337
Australian Capital Territory	1	Education and training	F	2047
Australian Capital Territory	1	Education and training	M	1038
Australian Capital Territory	1	Electricity gas water and waste services	F	10
Australian Capital Territory	1	Electricity gas water and waste services	M	21
Australian Capital Territory	1	Financial and insurance services	F	115
Australian Capital Territory	1	Financial and insurance services	M	76
Australian Capital Territory	1	Health care and social assistance	F	1836
Australian Capital Territory	1	Health care and social assistance	M	464
Australian Capital Territory	1	Information media and telecommunications	F	167
Australian Capital Territory	1	Information media and telecommunications	M	128
Australian Capital Territory	1	Manufacturing	F	235
Australian Capital Territory	1	Manufacturing	M	126
Australian Capital Territory	1	Mining	M	4
Australian Capital Territory	1	Other services	F	604
Australian Capital Territory	1	Other services	M	256
Australian Capital Territory	1	Professional scientific and technical services	F	726
Australian Capital Territory	1	Professional scientific and technical services	M	519
Australian Capital Territory	1	Public administration and safety	F	828
Australian Capital Territory	1	Public administration and safety	M	656
Australian Capital Territory	1	Rental hiring and real estate services	F	121
Australian Capital Territory	1	Rental hiring and real estate services	M	73
Australian Capital Territory	1	Retail trade	F	2411
Australian Capital Territory	1	Retail trade	M	1495
Australian Capital Territory	1	Transport postal and warehousing	F	98
Australian Capital Territory	1	Transport postal and warehousing	M	223
Australian Capital Territory	1	Wholesale trade	F	77
Australian Capital Territory	1	Wholesale trade	M	78
Australian Capital Territory	16		F	219
Australian Capital Territory	16		M	174
Australian Capital Territory	16	Accommodation and food services	F	1135
Australian Capital Territory	16	Accommodation and food services	M	1064
Australian Capital Territory	16	Administrative and support services	F	455
Australian Capital Territory	16	Administrative and support services	M	359
Australian Capital Territory	16	Agriculture forestry and fishing	F	31
Australian Capital Territory	16	Agriculture forestry and fishing	M	14
Australian Capital Territory	16	Arts and recreation services	F	278
Australian Capital Territory	16	Arts and recreation services	M	152
Australian Capital Territory	16	Construction	F	170
Australian Capital Territory	16	Construction	M	385
Australian Capital Territory	16	Education and training	F	1524
Australian Capital Territory	16	Education and training	M	439
Australian Capital Territory	16	Electricity gas water and waste services	F	21
Australian Capital Territory	16	Electricity gas water and waste services	M	23
Australian Capital Territory	16	Financial and insurance services	F	155
Australian Capital Territory	16	Financial and insurance services	M	46
Australian Capital Territory	16	Health care and social assistance	F	2537
Australian Capital Territory	16	Health care and social assistance	M	507
Australian Capital Territory	16	Information media and telecommunications	F	157
Australian Capital Territory	16	Information media and telecommunications	M	105
Australian Capital Territory	16	Manufacturing	F	110
Australian Capital Territory	16	Manufacturing	M	98
Australian Capital Territory	16	Mining	M	3
Australian Capital Territory	16	Other services	F	471
Australian Capital Territory	16	Other services	M	182
Australian Capital Territory	16	Professional scientific and technical services	F	810
Australian Capital Territory	16	Professional scientific and technical services	M	446
Australian Capital Territory	16	Public administration and safety	F	2134
Australian Capital Territory	16	Public administration and safety	M	762
Australian Capital Territory	16	Rental hiring and real estate services	F	99
Australian Capital Territory	16	Rental hiring and real estate services	M	54
Australian Capital Territory	16	Retail trade	F	1381
Australian Capital Territory	16	Retail trade	M	834
Australian Capital Territory	16	Transport postal and warehousing	F	126
Australian Capital Territory	16	Transport postal and warehousing	M	195
Australian Capital Territory	16	Wholesale trade	F	60
Australian Capital Territory	16	Wholesale trade	M	57
Australian Capital Territory	25		F	210
Australian Capital Territory	25		M	197
Australian Capital Territory	25	Accommodation and food services	F	883
Australian Capital Territory	25	Accommodation and food services	M	784
Australian Capital Territory	25	Administrative and support services	F	373
Australian Capital Territory	25	Administrative and support services	M	302
Australian Capital Territory	25	Agriculture forestry and fishing	F	29
Australian Capital Territory	25	Agriculture forestry and fishing	M	30
Australian Capital Territory	25	Arts and recreation services	F	264
Australian Capital Territory	25	Arts and recreation services	M	176
Australian Capital Territory	25	Construction	F	180
Australian Capital Territory	25	Construction	M	660
Australian Capital Territory	25	Education and training	F	1881
Australian Capital Territory	25	Education and training	M	473
Australian Capital Territory	25	Electricity gas water and waste services	F	36
Australian Capital Territory	25	Electricity gas water and waste services	M	32
Australian Capital Territory	25	Financial and insurance services	F	219
Australian Capital Territory	25	Financial and insurance services	M	77
Australian Capital Territory	25	Health care and social assistance	F	3242
Australian Capital Territory	25	Health care and social assistance	M	629
Australian Capital Territory	25	Information media and telecommunications	F	177
Australian Capital Territory	25	Information media and telecommunications	M	131
Australian Capital Territory	25	Manufacturing	F	125
Australian Capital Territory	25	Manufacturing	M	92
Australian Capital Territory	25	Mining	M	3
Australian Capital Territory	25	Other services	F	519
Australian Capital Territory	25	Other services	M	231
Australian Capital Territory	25	Professional scientific and technical services	F	1141
Australian Capital Territory	25	Professional scientific and technical services	M	617
Australian Capital Territory	25	Public administration and safety	F	3814
Australian Capital Territory	25	Public administration and safety	M	1378
Australian Capital Territory	25	Rental hiring and real estate services	F	126
Australian Capital Territory	25	Rental hiring and real estate services	M	65
Australian Capital Territory	25	Retail trade	F	1299
Australian Capital Territory	25	Retail trade	M	818
Australian Capital Territory	25	Transport postal and warehousing	F	171
Australian Capital Territory	25	Transport postal and warehousing	M	345
Australian Capital Territory	25	Wholesale trade	F	61
Australian Capital Territory	25	Wholesale trade	M	84
Australian Capital Territory	35		F	366
Australian Capital Territory	35		M	539
Australian Capital Territory	35	Accommodation and food services	F	707
Australian Capital Territory	35	Accommodation and food services	M	1028
Australian Capital Territory	35	Administrative and support services	F	554
Australian Capital Territory	35	Administrative and support services	M	551
Australian Capital Territory	35	Agriculture forestry and fishing	F	57
Australian Capital Territory	35	Agriculture forestry and fishing	M	59
Australian Capital Territory	35	Arts and recreation services	F	334
Australian Capital Territory	35	Arts and recreation services	M	393
Australian Capital Territory	35	Construction	F	224
Australian Capital Territory	35	Construction	M	1491
Australian Capital Territory	35	Education and training	F	2810
Australian Capital Territory	35	Education and training	M	1774
Australian Capital Territory	35	Electricity gas water and waste services	F	139
Australian Capital Territory	35	Electricity gas water and waste services	M	342
Australian Capital Territory	35	Financial and insurance services	F	551
Australian Capital Territory	35	Financial and insurance services	M	390
Australian Capital Territory	35	Health care and social assistance	F	4328
Australian Capital Territory	35	Health care and social assistance	M	1462
Australian Capital Territory	35	Information media and telecommunications	F	442
Australian Capital Territory	35	Information media and telecommunications	M	639
Australian Capital Territory	35	Manufacturing	F	184
Australian Capital Territory	35	Manufacturing	M	528
Australian Capital Territory	35	Mining	F	3
Australian Capital Territory	35	Mining	M	9
Australian Capital Territory	35	Other services	F	787
Australian Capital Territory	35	Other services	M	638
Australian Capital Territory	35	Professional scientific and technical services	F	1997
Australian Capital Territory	35	Professional scientific and technical services	M	2560
Australian Capital Territory	35	Public administration and safety	F	10806
Australian Capital Territory	35	Public administration and safety	M	10317
Australian Capital Territory	35	Rental hiring and real estate services	F	426
Australian Capital Territory	35	Rental hiring and real estate services	M	247
