STE_NAME16	HoursWorked.min	IncomeTotPersonal.max	Occupation	workers
Australian Capital Territory	0	65625		36
Australian Capital Territory	0	65625	Clerical and administrative workers	290
Australian Capital Territory	0	65625	Community and personal service workers	97
Australian Capital Territory	0	65625	Labourers	26
Australian Capital Territory	0	65625	Machinery operators and drivers	29
Australian Capital Territory	0	65625	Managers	93
Australian Capital Territory	0	65625	Professionals	288
Australian Capital Territory	0	65625	Sales workers	26
Australian Capital Territory	0	65625	Technicians and trades workers	83
Australian Capital Territory	0	78750		38
Australian Capital Territory	0	78750	Clerical and administrative workers	433
Australian Capital Territory	0	78750	Community and personal service workers	63
Australian Capital Territory	0	78750	Labourers	18
Australian Capital Territory	0	78750	Machinery operators and drivers	34
Australian Capital Territory	0	78750	Managers	98
Australian Capital Territory	0	78750	Professionals	458
Australian Capital Territory	0	78750	Sales workers	21
Australian Capital Territory	0	78750	Technicians and trades workers	81
Australian Capital Territory	0	91875		41
Australian Capital Territory	0	91875	Clerical and administrative workers	366
Australian Capital Territory	0	91875	Community and personal service workers	68
Australian Capital Territory	0	91875	Labourers	12
Australian Capital Territory	0	91875	Machinery operators and drivers	25
Australian Capital Territory	0	91875	Managers	154
Australian Capital Territory	0	91875	Professionals	613
Australian Capital Territory	0	91875	Sales workers	16
Australian Capital Territory	0	91875	Technicians and trades workers	60
Australian Capital Territory	0	105000		21
Australian Capital Territory	0	105000	Clerical and administrative workers	145
Australian Capital Territory	0	105000	Community and personal service workers	45
Australian Capital Territory	0	105000	Labourers	3
Australian Capital Territory	0	105000	Machinery operators and drivers	13
Australian Capital Territory	0	105000	Managers	155
Australian Capital Territory	0	105000	Professionals	395
Australian Capital Territory	0	105000	Sales workers	3
Australian Capital Territory	0	105000	Technicians and trades workers	32
Australian Capital Territory	0	157500		53
Australian Capital Territory	0	157500	Clerical and administrative workers	206
Australian Capital Territory	0	157500	Community and personal service workers	100
Australian Capital Territory	0	157500	Labourers	7
Australian Capital Territory	0	157500	Machinery operators and drivers	10
Australian Capital Territory	0	157500	Managers	638
Australian Capital Territory	0	157500	Professionals	654
Australian Capital Territory	0	157500	Sales workers	10
Australian Capital Territory	0	157500	Technicians and trades workers	39
Australian Capital Territory	0	Inf		16
Australian Capital Territory	0	Inf	Clerical and administrative workers	53
Australian Capital Territory	0	Inf	Community and personal service workers	15
Australian Capital Territory	0	Inf	Managers	171
Australian Capital Territory	0	Inf	Professionals	197
Australian Capital Territory	0	Inf	Sales workers	3
Australian Capital Territory	0	Inf	Technicians and trades workers	10
Australian Capital Territory	1			9
Australian Capital Territory	1		Clerical and administrative workers	26
Australian Capital Territory	1		Community and personal service workers	37
Australian Capital Territory	1		Labourers	34
Australian Capital Territory	1		Machinery operators and drivers	7
Australian Capital Territory	1		Managers	16
Australian Capital Territory	1		Professionals	26
Australian Capital Territory	1		Sales workers	40
Australian Capital Territory	1		Technicians and trades workers	14
Australian Capital Territory	1	0		11
Australian Capital Territory	1	0	Clerical and administrative workers	36
Australian Capital Territory	1	0	Community and personal service workers	66
Australian Capital Territory	1	0	Labourers	52
Australian Capital Territory	1	0	Machinery operators and drivers	9
Australian Capital Territory	1	0	Managers	19
Australian Capital Territory	1	0	Professionals	45
Australian Capital Territory	1	0	Sales workers	53
Australian Capital Territory	1	0	Technicians and trades workers	11
Australian Capital Territory	1	7875		49
Australian Capital Territory	1	7875	Clerical and administrative workers	245
Australian Capital Territory	1	7875	Community and personal service workers	1567
Australian Capital Territory	1	7875	Labourers	921
Australian Capital Territory	1	7875	Machinery operators and drivers	92
Australian Capital Territory	1	7875	Managers	67
Australian Capital Territory	1	7875	Professionals	467
Australian Capital Territory	1	7875	Sales workers	2215
Australian Capital Territory	1	7875	Technicians and trades workers	166
Australian Capital Territory	1	15750		27
Australian Capital Territory	1	15750	Clerical and administrative workers	423
Australian Capital Territory	1	15750	Community and personal service workers	1234
Australian Capital Territory	1	15750	Labourers	579
Australian Capital Territory	1	15750	Machinery operators and drivers	115
Australian Capital Territory	1	15750	Managers	83
Australian Capital Territory	1	15750	Professionals	419
Australian Capital Territory	1	15750	Sales workers	1142
Australian Capital Territory	1	15750	Technicians and trades workers	176
Australian Capital Territory	1	21000		16
Australian Capital Territory	1	21000	Clerical and administrative workers	347
Australian Capital Territory	1	21000	Community and personal service workers	745
Australian Capital Territory	1	21000	Labourers	321
Australian Capital Territory	1	21000	Machinery operators and drivers	53
Australian Capital Territory	1	21000	Managers	64
Australian Capital Territory	1	21000	Professionals	365
Australian Capital Territory	1	21000	Sales workers	567
Australian Capital Territory	1	21000	Technicians and trades workers	131
Australian Capital Territory	1	26250		25
Australian Capital Territory	1	26250	Clerical and administrative workers	291
Australian Capital Territory	1	26250	Community and personal service workers	427
Australian Capital Territory	1	26250	Labourers	219
Australian Capital Territory	1	26250	Machinery operators and drivers	43
Australian Capital Territory	1	26250	Managers	45
Australian Capital Territory	1	26250	Professionals	332
Australian Capital Territory	1	26250	Sales workers	290
Australian Capital Territory	1	26250	Technicians and trades workers	128
Australian Capital Territory	1	34125		17
Australian Capital Territory	1	34125	Clerical and administrative workers	304
Australian Capital Territory	1	34125	Community and personal service workers	341
Australian Capital Territory	1	34125	Labourers	187
Australian Capital Territory	1	34125	Machinery operators and drivers	42
Australian Capital Territory	1	34125	Managers	59
Australian Capital Territory	1	34125	Professionals	442
Australian Capital Territory	1	34125	Sales workers	218
Australian Capital Territory	1	34125	Technicians and trades workers	129
Australian Capital Territory	1	42000		15
Australian Capital Territory	1	42000	Clerical and administrative workers	214
Australian Capital Territory	1	42000	Community and personal service workers	195
Australian Capital Territory	1	42000	Labourers	98
Australian Capital Territory	1	42000	Machinery operators and drivers	34
Australian Capital Territory	1	42000	Managers	65
Australian Capital Territory	1	42000	Professionals	338
Australian Capital Territory	1	42000	Sales workers	99
Australian Capital Territory	1	42000	Technicians and trades workers	92
Australian Capital Territory	1	52500		18
Australian Capital Territory	1	52500	Clerical and administrative workers	164
Australian Capital Territory	1	52500	Community and personal service workers	141
Australian Capital Territory	1	52500	Labourers	69
Australian Capital Territory	1	52500	Machinery operators and drivers	35
Australian Capital Territory	1	52500	Managers	77
Australian Capital Territory	1	52500	Professionals	275
Australian Capital Territory	1	52500	Sales workers	50
Australian Capital Territory	1	52500	Technicians and trades workers	80
Australian Capital Territory	1	65625		17
Australian Capital Territory	1	65625	Clerical and administrative workers	180
Australian Capital Territory	1	65625	Community and personal service workers	81
Australian Capital Territory	1	65625	Labourers	61
Australian Capital Territory	1	65625	Machinery operators and drivers	30
Australian Capital Territory	1	65625	Managers	60
Australian Capital Territory	1	65625	Professionals	296
Australian Capital Territory	1	65625	Sales workers	49
Australian Capital Territory	1	65625	Technicians and trades workers	69
Australian Capital Territory	1	78750		16
Australian Capital Territory	1	78750	Clerical and administrative workers	147
Australian Capital Territory	1	78750	Community and personal service workers	48
Australian Capital Territory	1	78750	Labourers	23
Australian Capital Territory	1	78750	Machinery operators and drivers	27
Australian Capital Territory	1	78750	Managers	53
Australian Capital Territory	1	78750	Professionals	227
Australian Capital Territory	1	78750	Sales workers	24
Australian Capital Territory	1	78750	Technicians and trades workers	54
Australian Capital Territory	1	91875		10
Australian Capital Territory	1	91875	Clerical and administrative workers	112
Australian Capital Territory	1	91875	Community and personal service workers	23
Australian Capital Territory	1	91875	Labourers	7
Australian Capital Territory	1	91875	Machinery operators and drivers	9
Australian Capital Territory	1	91875	Managers	65
Australian Capital Territory	1	91875	Professionals	243
Australian Capital Territory	1	91875	Sales workers	16
Australian Capital Territory	1	91875	Technicians and trades workers	24
Australian Capital Territory	1	105000		10
Australian Capital Territory	1	105000	Clerical and administrative workers	61
Australian Capital Territory	1	105000	Community and personal service workers	12
Australian Capital Territory	1	105000	Labourers	6
Australian Capital Territory	1	105000	Machinery operators and drivers	8
Australian Capital Territory	1	105000	Managers	45
Australian Capital Territory	1	105000	Professionals	164
Australian Capital Territory	1	105000	Sales workers	7
Australian Capital Territory	1	105000	Technicians and trades workers	9
Australian Capital Territory	1	157500		19
Australian Capital Territory	1	157500	Clerical and administrative workers	72
Australian Capital Territory	1	157500	Community and personal service workers	28
Australian Capital Territory	1	157500	Labourers	17
Australian Capital Territory	1	157500	Machinery operators and drivers	5
Australian Capital Territory	1	157500	Managers	113
Australian Capital Territory	1	157500	Professionals	251
Australian Capital Territory	1	157500	Sales workers	12
Australian Capital Territory	1	157500	Technicians and trades workers	21
Australian Capital Territory	1	Inf		22
Australian Capital Territory	1	Inf	Clerical and administrative workers	35
Australian Capital Territory	1	Inf	Community and personal service workers	12
Australian Capital Territory	1	Inf	Labourers	5
Australian Capital Territory	1	Inf	Managers	72
Australian Capital Territory	1	Inf	Professionals	139
Australian Capital Territory	1	Inf	Sales workers	15
Australian Capital Territory	1	Inf	Technicians and trades workers	6
Australian Capital Territory	16			8
Australian Capital Territory	16		Clerical and administrative workers	32
Australian Capital Territory	16		Community and personal service workers	29
Australian Capital Territory	16		Labourers	30
Australian Capital Territory	16		Machinery operators and drivers	4
Australian Capital Territory	16		Managers	3
Australian Capital Territory	16		Professionals	26
Australian Capital Territory	16		Sales workers	22
Australian Capital Territory	16		Technicians and trades workers	4
Australian Capital Territory	16	0	Clerical and administrative workers	15
Australian Capital Territory	16	0	Community and personal service workers	17
Australian Capital Territory	16	0	Labourers	21
Australian Capital Territory	16	0	Managers	4
Australian Capital Territory	16	0	Professionals	13
Australian Capital Territory	16	0	Sales workers	15
Australian Capital Territory	16	0	Technicians and trades workers	14
Australian Capital Territory	16	7875		5
Australian Capital Territory	16	7875	Clerical and administrative workers	36
Australian Capital Territory	16	7875	Community and personal service workers	116
Australian Capital Territory	16	7875	Labourers	61
Australian Capital Territory	16	7875	Machinery operators and drivers	18
Australian Capital Territory	16	7875	Managers	18
Australian Capital Territory	16	7875	Professionals	35
Australian Capital Territory	16	7875	Sales workers	134
Australian Capital Territory	16	7875	Technicians and trades workers	25
Australian Capital Territory	16	15750		9
Australian Capital Territory	16	15750	Clerical and administrative workers	112
Australian Capital Territory	16	15750	Community and personal service workers	388
Australian Capital Territory	16	15750	Labourers	173
Australian Capital Territory	16	15750	Machinery operators and drivers	40
Australian Capital Territory	16	15750	Managers	29
Australian Capital Territory	16	15750	Professionals	65
Australian Capital Territory	16	15750	Sales workers	374
Australian Capital Territory	16	15750	Technicians and trades workers	70
Australian Capital Territory	16	21000		24
Australian Capital Territory	16	21000	Clerical and administrative workers	227
Australian Capital Territory	16	21000	Community and personal service workers	541
Australian Capital Territory	16	21000	Labourers	263
Australian Capital Territory	16	21000	Machinery operators and drivers	56
Australian Capital Territory	16	21000	Managers	53
Australian Capital Territory	16	21000	Professionals	109
Australian Capital Territory	16	21000	Sales workers	454
Australian Capital Territory	16	21000	Technicians and trades workers	121
Australian Capital Territory	16	26250		25
Australian Capital Territory	16	26250	Clerical and administrative workers	350
Australian Capital Territory	16	26250	Community and personal service workers	696
Australian Capital Territory	16	26250	Labourers	470
Australian Capital Territory	16	26250	Machinery operators and drivers	62
Australian Capital Territory	16	26250	Managers	79
Australian Capital Territory	16	26250	Professionals	173
Australian Capital Territory	16	26250	Sales workers	528
Australian Capital Territory	16	26250	Technicians and trades workers	202
Australian Capital Territory	16	34125		26
Australian Capital Territory	16	34125	Clerical and administrative workers	540
Australian Capital Territory	16	34125	Community and personal service workers	651
Australian Capital Territory	16	34125	Labourers	367
Australian Capital Territory	16	34125	Machinery operators and drivers	58
Australian Capital Territory	16	34125	Managers	121
Australian Capital Territory	16	34125	Professionals	354
Australian Capital Territory	16	34125	Sales workers	379
Australian Capital Territory	16	34125	Technicians and trades workers	212
Australian Capital Territory	16	42000		34
Australian Capital Territory	16	42000	Clerical and administrative workers	517
Australian Capital Territory	16	42000	Community and personal service workers	393
Australian Capital Territory	16	42000	Labourers	152
Australian Capital Territory	16	42000	Machinery operators and drivers	45
Australian Capital Territory	16	42000	Managers	109
Australian Capital Territory	16	42000	Professionals	512
Australian Capital Territory	16	42000	Sales workers	155
Australian Capital Territory	16	42000	Technicians and trades workers	161
Australian Capital Territory	16	52500		28
Australian Capital Territory	16	52500	Clerical and administrative workers	398
Australian Capital Territory	16	52500	Community and personal service workers	233
Australian Capital Territory	16	52500	Labourers	103
Australian Capital Territory	16	52500	Machinery operators and drivers	25
Australian Capital Territory	16	52500	Managers	127
Australian Capital Territory	16	52500	Professionals	648
Australian Capital Territory	16	52500	Sales workers	83
Australian Capital Territory	16	52500	Technicians and trades workers	117
Australian Capital Territory	16	65625		31
Australian Capital Territory	16	65625	Clerical and administrative workers	339
Australian Capital Territory	16	65625	Community and personal service workers	141
Australian Capital Territory	16	65625	Labourers	57
Australian Capital Territory	16	65625	Machinery operators and drivers	20
Australian Capital Territory	16	65625	Managers	187
Australian Capital Territory	16	65625	Professionals	719
Australian Capital Territory	16	65625	Sales workers	44
Australian Capital Territory	16	65625	Technicians and trades workers	97
Australian Capital Territory	16	78750		19
Australian Capital Territory	16	78750	Clerical and administrative workers	203
Australian Capital Territory	16	78750	Community and personal service workers	81
Australian Capital Territory	16	78750	Labourers	17
Australian Capital Territory	16	78750	Machinery operators and drivers	16
Australian Capital Territory	16	78750	Managers	136
Australian Capital Territory	16	78750	Professionals	481
Australian Capital Territory	16	78750	Sales workers	16
Australian Capital Territory	16	78750	Technicians and trades workers	59
Australian Capital Territory	16	91875		13
Australian Capital Territory	16	91875	Clerical and administrative workers	156
Australian Capital Territory	16	91875	Community and personal service workers	40
Australian Capital Territory	16	91875	Labourers	13
Australian Capital Territory	16	91875	Machinery operators and drivers	5
Australian Capital Territory	16	91875	Managers	99
Australian Capital Territory	16	91875	Professionals	400
Australian Capital Territory	16	91875	Sales workers	8
Australian Capital Territory	16	91875	Technicians and trades workers	28
Australian Capital Territory	16	105000		10
Australian Capital Territory	16	105000	Clerical and administrative workers	79
Australian Capital Territory	16	105000	Community and personal service workers	28
Australian Capital Territory	16	105000	Labourers	5
Australian Capital Territory	16	105000	Machinery operators and drivers	9
Australian Capital Territory	16	105000	Managers	70
Australian Capital Territory	16	105000	Professionals	238
Australian Capital Territory	16	105000	Sales workers	8
Australian Capital Territory	16	105000	Technicians and trades workers	20
Australian Capital Territory	16	157500		10
Australian Capital Territory	16	157500	Clerical and administrative workers	104
Australian Capital Territory	16	157500	Community and personal service workers	19
Australian Capital Territory	16	157500	Labourers	10
Australian Capital Territory	16	157500	Machinery operators and drivers	3
Australian Capital Territory	16	157500	Managers	172
Australian Capital Territory	16	157500	Professionals	324
Australian Capital Territory	16	157500	Sales workers	11
Australian Capital Territory	16	157500	Technicians and trades workers	16
Australian Capital Territory	16	Inf		15
Australian Capital Territory	16	Inf	Clerical and administrative workers	31
Australian Capital Territory	16	Inf	Community and personal service workers	7
Australian Capital Territory	16	Inf	Labourers	3
Australian Capital Territory	16	Inf	Managers	75
Australian Capital Territory	16	Inf	Professionals	165
Australian Capital Territory	16	Inf	Sales workers	10
Australian Capital Territory	16	Inf	Technicians and trades workers	5
Australian Capital Territory	25			15
Australian Capital Territory	25		Clerical and administrative workers	23
Australian Capital Territory	25		Community and personal service workers	32
Australian Capital Territory	25		Labourers	16
Australian Capital Territory	25		Machinery operators and drivers	5
Australian Capital Territory	25		Managers	11
Australian Capital Territory	25		Professionals	39
Australian Capital Territory	25		Sales workers	11
Australian Capital Territory	25		Technicians and trades workers	21
Australian Capital Territory	25	0		3
Australian Capital Territory	25	0	Clerical and administrative workers	5
Australian Capital Territory	25	0	Community and personal service workers	7
Australian Capital Territory	25	0	Labourers	7
Australian Capital Territory	25	0	Machinery operators and drivers	4
Australian Capital Territory	25	0	Managers	13
Australian Capital Territory	25	0	Professionals	9
Australian Capital Territory	25	0	Sales workers	12
Australian Capital Territory	25	0	Technicians and trades workers	5
Australian Capital Territory	25	7875	Clerical and administrative workers	19
Australian Capital Territory	25	7875	Community and personal service workers	33
Australian Capital Territory	25	7875	Labourers	15
Australian Capital Territory	25	7875	Managers	6
Australian Capital Territory	25	7875	Professionals	25
Australian Capital Territory	25	7875	Sales workers	26
Australian Capital Territory	25	7875	Technicians and trades workers	3
Australian Capital Territory	25	15750		7
Australian Capital Territory	25	15750	Clerical and administrative workers	46
Australian Capital Territory	25	15750	Community and personal service workers	114
Australian Capital Territory	25	15750	Labourers	52
Australian Capital Territory	25	15750	Machinery operators and drivers	8
Australian Capital Territory	25	15750	Managers	13
Australian Capital Territory	25	15750	Professionals	44
Australian Capital Territory	25	15750	Sales workers	91
Australian Capital Territory	25	15750	Technicians and trades workers	27
Australian Capital Territory	25	21000		5
Australian Capital Territory	25	21000	Clerical and administrative workers	74
Australian Capital Territory	25	21000	Community and personal service workers	175
Australian Capital Territory	25	21000	Labourers	99
Australian Capital Territory	25	21000	Machinery operators and drivers	38
Australian Capital Territory	25	21000	Managers	31
Australian Capital Territory	25	21000	Professionals	53
Australian Capital Territory	25	21000	Sales workers	146
Australian Capital Territory	25	21000	Technicians and trades workers	57
Australian Capital Territory	25	26250		4
Australian Capital Territory	25	26250	Clerical and administrative workers	132
Australian Capital Territory	25	26250	Community and personal service workers	315
Australian Capital Territory	25	26250	Labourers	178
Australian Capital Territory	25	26250	Machinery operators and drivers	37
Australian Capital Territory	25	26250	Managers	50
Australian Capital Territory	25	26250	Professionals	102
Australian Capital Territory	25	26250	Sales workers	279
Australian Capital Territory	25	26250	Technicians and trades workers	114
Australian Capital Territory	25	34125		39
Australian Capital Territory	25	34125	Clerical and administrative workers	371
Australian Capital Territory	25	34125	Community and personal service workers	704
Australian Capital Territory	25	34125	Labourers	417
Australian Capital Territory	25	34125	Machinery operators and drivers	66
Australian Capital Territory	25	34125	Managers	112
Australian Capital Territory	25	34125	Professionals	205
Australian Capital Territory	25	34125	Sales workers	592
Australian Capital Territory	25	34125	Technicians and trades workers	261
Australian Capital Territory	25	42000		39
Australian Capital Territory	25	42000	Clerical and administrative workers	612
Australian Capital Territory	25	42000	Community and personal service workers	740
Australian Capital Territory	25	42000	Labourers	295
Australian Capital Territory	25	42000	Machinery operators and drivers	94
Australian Capital Territory	25	42000	Managers	176
Australian Capital Territory	25	42000	Professionals	326
Australian Capital Territory	25	42000	Sales workers	422
Australian Capital Territory	25	42000	Technicians and trades workers	304
Australian Capital Territory	25	52500		39
Australian Capital Territory	25	52500	Clerical and administrative workers	742
Australian Capital Territory	25	52500	Community and personal service workers	585
Australian Capital Territory	25	52500	Labourers	183
Australian Capital Territory	25	52500	Machinery operators and drivers	78
Australian Capital Territory	25	52500	Managers	185
Australian Capital Territory	25	52500	Professionals	568
Australian Capital Territory	25	52500	Sales workers	193
Australian Capital Territory	25	52500	Technicians and trades workers	274
Australian Capital Territory	25	65625		44
Australian Capital Territory	25	65625	Clerical and administrative workers	753
Australian Capital Territory	25	65625	Community and personal service workers	355
Australian Capital Territory	25	65625	Labourers	75
Australian Capital Territory	25	65625	Machinery operators and drivers	71
Australian Capital Territory	25	65625	Managers	206
Australian Capital Territory	25	65625	Professionals	967
Australian Capital Territory	25	65625	Sales workers	75
Australian Capital Territory	25	65625	Technicians and trades workers	190
Australian Capital Territory	25	78750		48
Australian Capital Territory	25	78750	Clerical and administrative workers	602
Australian Capital Territory	25	78750	Community and personal service workers	113
Australian Capital Territory	25	78750	Labourers	28
Australian Capital Territory	25	78750	Machinery operators and drivers	33
Australian Capital Territory	25	78750	Managers	232
Australian Capital Territory	25	78750	Professionals	1087
Australian Capital Territory	25	78750	Sales workers	30
Australian Capital Territory	25	78750	Technicians and trades workers	110
Australian Capital Territory	25	91875		43
Australian Capital Territory	25	91875	Clerical and administrative workers	433
Australian Capital Territory	25	91875	Community and personal service workers	87
Australian Capital Territory	25	91875	Labourers	22
Australian Capital Territory	25	91875	Machinery operators and drivers	13
Australian Capital Territory	25	91875	Managers	363
Australian Capital Territory	25	91875	Professionals	1030
Australian Capital Territory	25	91875	Sales workers	23
Australian Capital Territory	25	91875	Technicians and trades workers	81
Australian Capital Territory	25	105000		26
Australian Capital Territory	25	105000	Clerical and administrative workers	194
Australian Capital Territory	25	105000	Community and personal service workers	41
Australian Capital Territory	25	105000	Labourers	11
Australian Capital Territory	25	105000	Machinery operators and drivers	7
Australian Capital Territory	25	105000	Managers	289
Australian Capital Territory	25	105000	Professionals	621
Australian Capital Territory	25	105000	Sales workers	6
Australian Capital Territory	25	105000	Technicians and trades workers	30
Australian Capital Territory	25	157500		44
Australian Capital Territory	25	157500	Clerical and administrative workers	174
Australian Capital Territory	25	157500	Community and personal service workers	34
Australian Capital Territory	25	157500	Labourers	4
Australian Capital Territory	25	157500	Machinery operators and drivers	5
Australian Capital Territory	25	157500	Managers	477
Australian Capital Territory	25	157500	Professionals	798
Australian Capital Territory	25	157500	Sales workers	17
Australian Capital Territory	25	157500	Technicians and trades workers	35
Australian Capital Territory	25	Inf		15
Australian Capital Territory	25	Inf	Clerical and administrative workers	46
Australian Capital Territory	25	Inf	Community and personal service workers	17
Australian Capital Territory	25	Inf	Labourers	6
Australian Capital Territory	25	Inf	Machinery operators and drivers	3
Australian Capital Territory	25	Inf	Managers	133
Australian Capital Territory	25	Inf	Professionals	420
Australian Capital Territory	25	Inf	Sales workers	9
Australian Capital Territory	25	Inf	Technicians and trades workers	8
Australian Capital Territory	35			32
Australian Capital Territory	35		Clerical and administrative workers	94
Australian Capital Territory	35		Community and personal service workers	41
Australian Capital Territory	35		Labourers	17
Australian Capital Territory	35		Machinery operators and drivers	6
Australian Capital Territory	35		Managers	47
Australian Capital Territory	35		Professionals	106
Australian Capital Territory	35		Sales workers	19
Australian Capital Territory	35		Technicians and trades workers	63
Australian Capital Territory	35	0		6
Australian Capital Territory	35	0	Clerical and administrative workers	10
Australian Capital Territory	35	0	Community and personal service workers	5
Australian Capital Territory	35	0	Machinery operators and drivers	3
Australian Capital Territory	35	0	Managers	7
Australian Capital Territory	35	0	Professionals	23
Australian Capital Territory	35	0	Sales workers	4
Australian Capital Territory	35	0	Technicians and trades workers	13
Australian Capital Territory	35	7875		4
Australian Capital Territory	35	7875	Clerical and administrative workers	14
Australian Capital Territory	35	7875	Community and personal service workers	10
Australian Capital Territory	35	7875	Labourers	8
Australian Capital Territory	35	7875	Professionals	17
Australian Capital Territory	35	7875	Sales workers	12
Australian Capital Territory	35	7875	Technicians and trades workers	4
Australian Capital Territory	35	15750	Clerical and administrative workers	20
Australian Capital Territory	35	15750	Community and personal service workers	21
Australian Capital Territory	35	15750	Labourers	13
Australian Capital Territory	35	15750	Machinery operators and drivers	4
Australian Capital Territory	35	15750	Managers	11
Australian Capital Territory	35	15750	Professionals	17
Australian Capital Territory	35	15750	Sales workers	17
Australian Capital Territory	35	15750	Technicians and trades workers	17
Australian Capital Territory	35	21000		5
Australian Capital Territory	35	21000	Clerical and administrative workers	27
Australian Capital Territory	35	21000	Community and personal service workers	46
Australian Capital Territory	35	21000	Labourers	22
Australian Capital Territory	35	21000	Machinery operators and drivers	5
Australian Capital Territory	35	21000	Managers	10
Australian Capital Territory	35	21000	Professionals	21
Australian Capital Territory	35	21000	Sales workers	34
Australian Capital Territory	35	21000	Technicians and trades workers	72
Australian Capital Territory	35	26250		11
Australian Capital Territory	35	26250	Clerical and administrative workers	67
Australian Capital Territory	35	26250	Community and personal service workers	101
Australian Capital Territory	35	26250	Labourers	50
Australian Capital Territory	35	26250	Machinery operators and drivers	20
Australian Capital Territory	35	26250	Managers	17
Australian Capital Territory	35	26250	Professionals	38
Australian Capital Territory	35	26250	Sales workers	46
Australian Capital Territory	35	26250	Technicians and trades workers	153
Australian Capital Territory	35	34125		24
Australian Capital Territory	35	34125	Clerical and administrative workers	192
Australian Capital Territory	35	34125	Community and personal service workers	307
Australian Capital Territory	35	34125	Labourers	207
Australian Capital Territory	35	34125	Machinery operators and drivers	66
Australian Capital Territory	35	34125	Managers	76
Australian Capital Territory	35	34125	Professionals	102
Australian Capital Territory	35	34125	Sales workers	235
Australian Capital Territory	35	34125	Technicians and trades workers	322
Australian Capital Territory	35	42000		50
Australian Capital Territory	35	42000	Clerical and administrative workers	658
Australian Capital Territory	35	42000	Community and personal service workers	794
Australian Capital Territory	35	42000	Labourers	472
Australian Capital Territory	35	42000	Machinery operators and drivers	177
Australian Capital Territory	35	42000	Managers	228
Australian Capital Territory	35	42000	Professionals	237
Australian Capital Territory	35	42000	Sales workers	591
Australian Capital Territory	35	42000	Technicians and trades workers	593
Australian Capital Territory	35	52500		115
Australian Capital Territory	35	52500	Clerical and administrative workers	1513
Australian Capital Territory	35	52500	Community and personal service workers	1035
Australian Capital Territory	35	52500	Labourers	500
Australian Capital Territory	35	52500	Machinery operators and drivers	241
Australian Capital Territory	35	52500	Managers	514
Australian Capital Territory	35	52500	Professionals	704
Australian Capital Territory	35	52500	Sales workers	631
Australian Capital Territory	35	52500	Technicians and trades workers	915
Australian Capital Territory	35	65625		212
Australian Capital Territory	35	65625	Clerical and administrative workers	3002
Australian Capital Territory	35	65625	Community and personal service workers	807
Australian Capital Territory	35	65625	Labourers	275
Australian Capital Territory	35	65625	Machinery operators and drivers	195
Australian Capital Territory	35	65625	Managers	625
Australian Capital Territory	35	65625	Professionals	2040
Australian Capital Territory	35	65625	Sales workers	321
Australian Capital Territory	35	65625	Technicians and trades workers	1099
Australian Capital Territory	35	78750		265
Australian Capital Territory	35	78750	Clerical and administrative workers	3163
Australian Capital Territory	35	78750	Community and personal service workers	396
Australian Capital Territory	35	78750	Labourers	115
Australian Capital Territory	35	78750	Machinery operators and drivers	100
Australian Capital Territory	35	78750	Managers	635
Australian Capital Territory	35	78750	Professionals	3208
Australian Capital Territory	35	78750	Sales workers	186
Australian Capital Territory	35	78750	Technicians and trades workers	708
Australian Capital Territory	35	91875		256
Australian Capital Territory	35	91875	Clerical and administrative workers	2377
Australian Capital Territory	35	91875	Community and personal service workers	237
Australian Capital Territory	35	91875	Labourers	47
Australian Capital Territory	35	91875	Machinery operators and drivers	38
Australian Capital Territory	35	91875	Managers	844
Australian Capital Territory	35	91875	Professionals	3892
Australian Capital Territory	35	91875	Sales workers	70
Australian Capital Territory	35	91875	Technicians and trades workers	596
Australian Capital Territory	35	105000		155
Australian Capital Territory	35	105000	Clerical and administrative workers	896
Australian Capital Territory	35	105000	Community and personal service workers	119
Australian Capital Territory	35	105000	Labourers	20
Australian Capital Territory	35	105000	Machinery operators and drivers	11
Australian Capital Territory	35	105000	Managers	853
Australian Capital Territory	35	105000	Professionals	2286
Australian Capital Territory	35	105000	Sales workers	43
Australian Capital Territory	35	105000	Technicians and trades workers	291
Australian Capital Territory	35	157500		208
Australian Capital Territory	35	157500	Clerical and administrative workers	1076
Australian Capital Territory	35	157500	Community and personal service workers	120
Australian Capital Territory	35	157500	Labourers	22
Australian Capital Territory	35	157500	Machinery operators and drivers	12
Australian Capital Territory	35	157500	Managers	2422
Australian Capital Territory	35	157500	Professionals	3523
Australian Capital Territory	35	157500	Sales workers	50
Australian Capital Territory	35	157500	Technicians and trades workers	293
Australian Capital Territory	35	Inf		29
Australian Capital Territory	35	Inf	Clerical and administrative workers	102
Australian Capital Territory	35	Inf	Community and personal service workers	14
Australian Capital Territory	35	Inf	Labourers	4
Australian Capital Territory	35	Inf	Machinery operators and drivers	3
Australian Capital Territory	35	Inf	Managers	327
Australian Capital Territory	35	Inf	Professionals	697
Australian Capital Territory	35	Inf	Sales workers	22
Australian Capital Territory	35	Inf	Technicians and trades workers	38
Australian Capital Territory	40			37
Australian Capital Territory	40		Clerical and administrative workers	65
Australian Capital Territory	40		Community and personal service workers	28
Australian Capital Territory	40		Labourers	13
Australian Capital Territory	40		Machinery operators and drivers	11
Australian Capital Territory	40		Managers	59
Australian Capital Territory	40		Professionals	96
Australian Capital Territory	40		Sales workers	12
Australian Capital Territory	40		Technicians and trades workers	72
Australian Capital Territory	40	0		9
