STE_NAME16	ModeTravelToWork	NumberModes	Occupation	workers
Australian Capital Territory	Did not go to work		Managers	2614
Australian Capital Territory	Did not go to work		Professionals	6112
Australian Capital Territory	Did not go to work		Sales workers	2803
Australian Capital Territory	Did not go to work		Technicians and trades workers	1290
Australian Capital Territory	Ferry	1		6
Australian Capital Territory	Ferry	1	Clerical and administrative workers	4
Australian Capital Territory	Ferry	1	Community and personal service workers	3
Australian Capital Territory	Ferry	1	Managers	13
Australian Capital Territory	Ferry	1	Professionals	7
Australian Capital Territory	Ferry	1	Technicians and trades workers	4
Australian Capital Territory	Method of travel not stated			451
Australian Capital Territory	Method of travel not stated		Clerical and administrative workers	131
Australian Capital Territory	Method of travel not stated		Community and personal service workers	136
Australian Capital Territory	Method of travel not stated		Labourers	85
Australian Capital Territory	Method of travel not stated		Machinery operators and drivers	55
Australian Capital Territory	Method of travel not stated		Managers	121
Australian Capital Territory	Method of travel not stated		Professionals	221
Australian Capital Territory	Method of travel not stated		Sales workers	83
Australian Capital Territory	Method of travel not stated		Technicians and trades workers	131
Australian Capital Territory	Motorbike scooter	1		83
Australian Capital Territory	Motorbike scooter	1	Clerical and administrative workers	387
Australian Capital Territory	Motorbike scooter	1	Community and personal service workers	184
Australian Capital Territory	Motorbike scooter	1	Labourers	47
Australian Capital Territory	Motorbike scooter	1	Machinery operators and drivers	56
Australian Capital Territory	Motorbike scooter	1	Managers	425
Australian Capital Territory	Motorbike scooter	1	Professionals	775
Australian Capital Territory	Motorbike scooter	1	Sales workers	71
Australian Capital Territory	Motorbike scooter	1	Technicians and trades workers	181
Australian Capital Territory	(Other)	1		64
Australian Capital Territory	(Other)	1	Clerical and administrative workers	144
Australian Capital Territory	(Other)	1	Community and personal service workers	148
Australian Capital Territory	(Other)	1	Labourers	51
Australian Capital Territory	(Other)	1	Machinery operators and drivers	72
Australian Capital Territory	(Other)	1	Managers	243
Australian Capital Territory	(Other)	1	Professionals	261
Australian Capital Territory	(Other)	1	Sales workers	30
Australian Capital Territory	(Other)	1	Technicians and trades workers	136
Australian Capital Territory	Other three methods	3	Clerical and administrative workers	11
Australian Capital Territory	Other three methods	3	Community and personal service workers	9
Australian Capital Territory	Other three methods	3	Labourers	6
Australian Capital Territory	Other three methods	3	Managers	29
Australian Capital Territory	Other three methods	3	Professionals	28
Australian Capital Territory	Other three methods	3	Sales workers	3
Australian Capital Territory	Other three methods	3	Technicians and trades workers	10
Australian Capital Territory	Other two methods	2		49
Australian Capital Territory	Other two methods	2	Clerical and administrative workers	290
Australian Capital Territory	Other two methods	2	Community and personal service workers	163
Australian Capital Territory	Other two methods	2	Labourers	83
Australian Capital Territory	Other two methods	2	Machinery operators and drivers	36
Australian Capital Territory	Other two methods	2	Managers	330
Australian Capital Territory	Other two methods	2	Professionals	604
Australian Capital Territory	Other two methods	2	Sales workers	80
Australian Capital Territory	Other two methods	2	Technicians and trades workers	173
Australian Capital Territory	Taxi	1		11
Australian Capital Territory	Taxi	1	Clerical and administrative workers	49
Australian Capital Territory	Taxi	1	Community and personal service workers	32
Australian Capital Territory	Taxi	1	Labourers	10
Australian Capital Territory	Taxi	1	Machinery operators and drivers	51
Australian Capital Territory	Taxi	1	Managers	59
Australian Capital Territory	Taxi	1	Professionals	136
Australian Capital Territory	Taxi	1	Sales workers	13
Australian Capital Territory	Taxi	1	Technicians and trades workers	16
Australian Capital Territory	Train	1		17
Australian Capital Territory	Train	1	Clerical and administrative workers	17
Australian Capital Territory	Train	1	Community and personal service workers	6
Australian Capital Territory	Train	1	Labourers	8
Australian Capital Territory	Train	1	Managers	27
Australian Capital Territory	Train	1	Professionals	47
Australian Capital Territory	Train	1	Sales workers	3
Australian Capital Territory	Train	1	Technicians and trades workers	8
Australian Capital Territory	Train and bus	2	Managers	3
Australian Capital Territory	Train and bus	2	Professionals	12
Australian Capital Territory	Train and bus	2	Technicians and trades workers	4
Australian Capital Territory	Train and car as driver	2	Clerical and administrative workers	16
Australian Capital Territory	Train and car as driver	2	Community and personal service workers	4
Australian Capital Territory	Train and car as driver	2	Labourers	3
Australian Capital Territory	Train and car as driver	2	Machinery operators and drivers	7
Australian Capital Territory	Train and car as driver	2	Managers	12
Australian Capital Territory	Train and car as driver	2	Professionals	31
Australian Capital Territory	Train and car as driver	2	Technicians and trades workers	7
Australian Capital Territory	Train and car as passenger	2	Clerical and administrative workers	3
Australian Capital Territory	Train and other	2	Labourers	3
Australian Capital Territory	Train and other	2	Managers	6
Australian Capital Territory	Train and other	2	Professionals	3
Australian Capital Territory	Train and two other methods	3	Clerical and administrative workers	3
Australian Capital Territory	Train and two other methods	3	Community and personal service workers	3
Australian Capital Territory	Train and two other methods	3	Managers	13
Australian Capital Territory	Train and two other methods	3	Professionals	19
Australian Capital Territory	Train and two other methods	3	Technicians and trades workers	3
Australian Capital Territory	Tram includes light rail	1	Clerical and administrative workers	3
Australian Capital Territory	Tram includes light rail	1	Community and personal service workers	3
Australian Capital Territory	Tram includes light rail	1	Managers	17
Australian Capital Territory	Tram includes light rail	1	Professionals	16
Australian Capital Territory	Tram includes light rail	1	Technicians and trades workers	4
Australian Capital Territory	Truck	1		27
Australian Capital Territory	Truck	1	Clerical and administrative workers	29
Australian Capital Territory	Truck	1	Labourers	182
Australian Capital Territory	Truck	1	Machinery operators and drivers	201
Australian Capital Territory	Truck	1	Managers	122
Australian Capital Territory	Truck	1	Professionals	17
Australian Capital Territory	Truck	1	Sales workers	15
Australian Capital Territory	Truck	1	Technicians and trades workers	442
Australian Capital Territory	Walked only	1		183
Australian Capital Territory	Walked only	1	Clerical and administrative workers	1232
Australian Capital Territory	Walked only	1	Community and personal service workers	1023
Australian Capital Territory	Walked only	1	Labourers	378
Australian Capital Territory	Walked only	1	Machinery operators and drivers	86
Australian Capital Territory	Walked only	1	Managers	1980
Australian Capital Territory	Walked only	1	Professionals	3609
Australian Capital Territory	Walked only	1	Sales workers	659
Australian Capital Territory	Walked only	1	Technicians and trades workers	419
Australian Capital Territory	Worked at home			151
Australian Capital Territory	Worked at home		Clerical and administrative workers	1206
Australian Capital Territory	Worked at home		Community and personal service workers	516
Australian Capital Territory	Worked at home		Labourers	71
Australian Capital Territory	Worked at home		Machinery operators and drivers	34
Australian Capital Territory	Worked at home		Managers	1152
Australian Capital Territory	Worked at home		Professionals	2833
Australian Capital Territory	Worked at home		Sales workers	185
Australian Capital Territory	Worked at home		Technicians and trades workers	391
Other Territories	Bicycle	1	Clerical and administrative workers	3
Other Territories	Bicycle	1	Community and personal service workers	7
Other Territories	Bicycle	1	Labourers	3
Other Territories	Bicycle	1	Managers	4
Other Territories	Bicycle	1	Professionals	5
Other Territories	Bicycle	1	Technicians and trades workers	6
Other Territories	Bus	1	Clerical and administrative workers	3
Other Territories	Bus	1	Community and personal service workers	37
Other Territories	Bus	1	Labourers	16
Other Territories	Bus	1	Machinery operators and drivers	3
Other Territories	Bus	1	Managers	4
Other Territories	Bus	1	Professionals	7
Other Territories	Bus	1	Technicians and trades workers	3
Other Territories	Bus and ferry	2		4
Other Territories	Bus and ferry	2	Clerical and administrative workers	5
Other Territories	Bus and ferry	2	Community and personal service workers	6
Other Territories	Bus and ferry	2	Labourers	3
Other Territories	Bus and ferry	2	Professionals	5
Other Territories	Bus and two other methods excludes train	3	Community and personal service workers	3
Other Territories	Bus and two other methods excludes train	3	Technicians and trades workers	3
Other Territories	Car as driver	1		34
Other Territories	Car as driver	1	Clerical and administrative workers	189
Other Territories	Car as driver	1	Community and personal service workers	232
Other Territories	Car as driver	1	Labourers	179
Other Territories	Car as driver	1	Machinery operators and drivers	112
Other Territories	Car as driver	1	Managers	239
Other Territories	Car as driver	1	Professionals	200
Other Territories	Car as driver	1	Sales workers	101
Other Territories	Car as driver	1	Technicians and trades workers	275
Other Territories	Car as passenger	1		3
Other Territories	Car as passenger	1	Clerical and administrative workers	15
Other Territories	Car as passenger	1	Community and personal service workers	30
Other Territories	Car as passenger	1	Labourers	25
Other Territories	Car as passenger	1	Machinery operators and drivers	14
Other Territories	Car as passenger	1	Managers	15
Other Territories	Car as passenger	1	Professionals	17
Other Territories	Car as passenger	1	Sales workers	4
Other Territories	Car as passenger	1	Technicians and trades workers	20
Other Territories	Did not go to work			3
Other Territories	Did not go to work		Clerical and administrative workers	32
Other Territories	Did not go to work		Community and personal service workers	48
Other Territories	Did not go to work		Labourers	26
Other Territories	Did not go to work		Machinery operators and drivers	14
Other Territories	Did not go to work		Managers	55
Other Territories	Did not go to work		Professionals	75
Other Territories	Did not go to work		Sales workers	13
Other Territories	Did not go to work		Technicians and trades workers	40
Other Territories	Ferry	1	Clerical and administrative workers	3
Other Territories	Ferry	1	Community and personal service workers	3
Other Territories	Ferry	1	Labourers	13
Other Territories	Ferry	1	Machinery operators and drivers	3
Other Territories	Ferry	1	Professionals	3
Other Territories	Ferry	1	Technicians and trades workers	12
Other Territories	Method of travel not stated			9
Other Territories	Method of travel not stated		Community and personal service workers	4
Other Territories	Method of travel not stated		Labourers	12
Other Territories	Method of travel not stated		Machinery operators and drivers	3
Other Territories	Method of travel not stated		Managers	7
Other Territories	Method of travel not stated		Sales workers	3
Other Territories	Method of travel not stated		Technicians and trades workers	7
Other Territories	Motorbike scooter	1		3
Other Territories	Motorbike scooter	1	Clerical and administrative workers	4
Other Territories	Motorbike scooter	1	Community and personal service workers	10
Other Territories	Motorbike scooter	1	Labourers	7
Other Territories	Motorbike scooter	1	Machinery operators and drivers	11
Other Territories	Motorbike scooter	1	Professionals	4
Other Territories	Motorbike scooter	1	Sales workers	5
Other Territories	Motorbike scooter	1	Technicians and trades workers	9
Other Territories	(Other)	1		4
Other Territories	(Other)	1	Clerical and administrative workers	14
Other Territories	(Other)	1	Community and personal service workers	10
Other Territories	(Other)	1	Labourers	7
Other Territories	(Other)	1	Managers	16
Other Territories	(Other)	1	Professionals	19
Other Territories	(Other)	1	Technicians and trades workers	7
Other Territories	Other three methods	3	Labourers	4
Other Territories	Other three methods	3	Technicians and trades workers	3
Other Territories	Other two methods	2		3
Other Territories	Other two methods	2	Labourers	5
Other Territories	Other two methods	2	Managers	5
Other Territories	Other two methods	2	Professionals	10
Other Territories	Other two methods	2	Technicians and trades workers	6
Other Territories	Train	1		3
Other Territories	Train	1	Professionals	3
Other Territories	Truck	1		3
Other Territories	Truck	1	Labourers	11
Other Territories	Truck	1	Machinery operators and drivers	8
Other Territories	Truck	1	Managers	12
Other Territories	Truck	1	Professionals	3
Other Territories	Truck	1	Sales workers	3
Other Territories	Truck	1	Technicians and trades workers	40
Other Territories	Walked only	1		9
Other Territories	Walked only	1	Clerical and administrative workers	20
Other Territories	Walked only	1	Community and personal service workers	26
Other Territories	Walked only	1	Labourers	17
Other Territories	Walked only	1	Machinery operators and drivers	4
Other Territories	Walked only	1	Managers	88
Other Territories	Walked only	1	Professionals	45
Other Territories	Walked only	1	Sales workers	8
Other Territories	Walked only	1	Technicians and trades workers	13
Other Territories	Worked at home		Clerical and administrative workers	11
Other Territories	Worked at home		Labourers	7
Other Territories	Worked at home		Managers	51
Other Territories	Worked at home		Professionals	23
Other Territories	Worked at home		Technicians and trades workers	10
