STE_NAME16	IncomeTotPersonal.max	Occupation	PublicSector	LevelOfGovt	workers
Northern Territory		Professionals			22
Northern Territory		Professionals	0		190
Northern Territory		Professionals	1	Local	10
Northern Territory		Professionals	1	National	23
Northern Territory		Professionals	1	State territory	69
Northern Territory		Sales workers			9
Northern Territory		Sales workers	0		104
Northern Territory		Sales workers	1	National	3
Northern Territory		Technicians and trades workers			33
Northern Territory		Technicians and trades workers	0		279
Northern Territory		Technicians and trades workers	1	Local	4
Northern Territory		Technicians and trades workers	1	National	10
Northern Territory		Technicians and trades workers	1	State territory	4
Northern Territory	0				47
Northern Territory	0		0		30
Northern Territory	0	Clerical and administrative workers	0		66
Northern Territory	0	Clerical and administrative workers	1	National	12
Northern Territory	0	Clerical and administrative workers	1	State territory	11
Northern Territory	0	Community and personal service workers	0		67
Northern Territory	0	Community and personal service workers	1	State territory	3
Northern Territory	0	Labourers			6
Northern Territory	0	Labourers	0		106
Northern Territory	0	Labourers	1	State territory	3
Northern Territory	0	Machinery operators and drivers	0		27
Northern Territory	0	Managers	0		100
Northern Territory	0	Managers	1	National	3
Northern Territory	0	Professionals			3
Northern Territory	0	Professionals	0		54
Northern Territory	0	Professionals	1	National	3
Northern Territory	0	Professionals	1	State territory	14
Northern Territory	0	Sales workers	0		76
Northern Territory	0	Technicians and trades workers			4
Northern Territory	0	Technicians and trades workers	0		54
Northern Territory	0	Technicians and trades workers	1	National	5
Northern Territory	7875				65
Northern Territory	7875		0		36
Northern Territory	7875		1	National	4
Northern Territory	7875	Clerical and administrative workers	0		84
Northern Territory	7875	Clerical and administrative workers	1	Local	3
Northern Territory	7875	Clerical and administrative workers	1	National	15
Northern Territory	7875	Clerical and administrative workers	1	State territory	6
Northern Territory	7875	Community and personal service workers			4
Northern Territory	7875	Community and personal service workers	0		338
Northern Territory	7875	Community and personal service workers	1	Local	20
Northern Territory	7875	Community and personal service workers	1	National	8
Northern Territory	7875	Community and personal service workers	1	State territory	34
Northern Territory	7875	Labourers			10
Northern Territory	7875	Labourers	0		412
Northern Territory	7875	Labourers	1	Local	8
Northern Territory	7875	Labourers	1	State territory	5
Northern Territory	7875	Machinery operators and drivers	0		39
Northern Territory	7875	Machinery operators and drivers	1	National	3
Northern Territory	7875	Managers	0		44
Northern Territory	7875	Professionals			3
Northern Territory	7875	Professionals	0		138
Northern Territory	7875	Professionals	1	Local	4
Northern Territory	7875	Professionals	1	National	9
Northern Territory	7875	Professionals	1	State territory	27
Northern Territory	7875	Sales workers			3
Northern Territory	7875	Sales workers	0		809
Northern Territory	7875	Sales workers	1	State territory	3
Northern Territory	7875	Technicians and trades workers			3
Northern Territory	7875	Technicians and trades workers	0		113
Northern Territory	7875	Technicians and trades workers	1	Local	3
Northern Territory	7875	Technicians and trades workers	1	State territory	3
Northern Territory	15750				126
Northern Territory	15750		0		62
Northern Territory	15750		1	Local	6
Northern Territory	15750		1	National	3
Northern Territory	15750		1	State territory	7
Northern Territory	15750	Clerical and administrative workers	0		182
Northern Territory	15750	Clerical and administrative workers	1	Local	7
Northern Territory	15750	Clerical and administrative workers	1	National	46
Northern Territory	15750	Clerical and administrative workers	1	State territory	14
Northern Territory	15750	Community and personal service workers			5
Northern Territory	15750	Community and personal service workers	0		474
Northern Territory	15750	Community and personal service workers	1	Local	33
Northern Territory	15750	Community and personal service workers	1	National	9
Northern Territory	15750	Community and personal service workers	1	State territory	104
Northern Territory	15750	Labourers			8
Northern Territory	15750	Labourers	0		462
Northern Territory	15750	Labourers	1	Local	36
Northern Territory	15750	Labourers	1	National	6
Northern Territory	15750	Labourers	1	State territory	20
Northern Territory	15750	Machinery operators and drivers	0		102
Northern Territory	15750	Machinery operators and drivers	1	Local	3
Northern Territory	15750	Machinery operators and drivers	1	State territory	3
Northern Territory	15750	Managers	0		112
Northern Territory	15750	Managers	1	Local	6
Northern Territory	15750	Managers	1	National	3
Northern Territory	15750	Managers	1	State territory	4
Northern Territory	15750	Professionals	0		233
Northern Territory	15750	Professionals	1	Local	18
Northern Territory	15750	Professionals	1	National	9
Northern Territory	15750	Professionals	1	State territory	55
Northern Territory	15750	Sales workers			4
Northern Territory	15750	Sales workers	0		575
Northern Territory	15750	Sales workers	1	Local	3
Northern Territory	15750	Sales workers	1	National	7
Northern Territory	15750	Technicians and trades workers			3
Northern Territory	15750	Technicians and trades workers	0		192
Northern Territory	15750	Technicians and trades workers	1	Local	3
Northern Territory	15750	Technicians and trades workers	1	State territory	13
Northern Territory	21000				36
Northern Territory	21000		0		35
Northern Territory	21000		1	Local	5
Northern Territory	21000		1	National	4
Northern Territory	21000		1	State territory	5
Northern Territory	21000	Clerical and administrative workers	0		205
Northern Territory	21000	Clerical and administrative workers	1	Local	14
Northern Territory	21000	Clerical and administrative workers	1	National	24
Northern Territory	21000	Clerical and administrative workers	1	State territory	21
Northern Territory	21000	Community and personal service workers			9
Northern Territory	21000	Community and personal service workers	0		460
Northern Territory	21000	Community and personal service workers	1	Local	33
Northern Territory	21000	Community and personal service workers	1	National	7
Northern Territory	21000	Community and personal service workers	1	State territory	81
Northern Territory	21000	Labourers			8
Northern Territory	21000	Labourers	0		488
Northern Territory	21000	Labourers	1	Local	21
Northern Territory	21000	Labourers	1	National	8
Northern Territory	21000	Labourers	1	State territory	16
Northern Territory	21000	Machinery operators and drivers	0		120
Northern Territory	21000	Managers			3
Northern Territory	21000	Managers	0		105
Northern Territory	21000	Managers	1	Local	12
Northern Territory	21000	Managers	1	National	5
Northern Territory	21000	Managers	1	State territory	3
Northern Territory	21000	Professionals			3
Northern Territory	21000	Professionals	0		213
Northern Territory	21000	Professionals	1	Local	12
Northern Territory	21000	Professionals	1	National	12
Northern Territory	21000	Professionals	1	State territory	54
Northern Territory	21000	Sales workers			4
Northern Territory	21000	Sales workers	0		472
Northern Territory	21000	Sales workers	1	National	9
Northern Territory	21000	Sales workers	1	State territory	3
Northern Territory	21000	Technicians and trades workers			5
Northern Territory	21000	Technicians and trades workers	0		252
Northern Territory	21000	Technicians and trades workers	1	Local	4
Northern Territory	21000	Technicians and trades workers	1	State territory	10
Northern Territory	26250				42
Northern Territory	26250		0		34
Northern Territory	26250		1	Local	3
Northern Territory	26250		1	State territory	3
Northern Territory	26250	Clerical and administrative workers			3
Northern Territory	26250	Clerical and administrative workers	0		293
Northern Territory	26250	Clerical and administrative workers	1	Local	24
Northern Territory	26250	Clerical and administrative workers	1	National	19
Northern Territory	26250	Clerical and administrative workers	1	State territory	27
Northern Territory	26250	Community and personal service workers			13
Northern Territory	26250	Community and personal service workers	0		602
Northern Territory	26250	Community and personal service workers	1	Local	31
Northern Territory	26250	Community and personal service workers	1	National	3
Northern Territory	26250	Community and personal service workers	1	State territory	122
Northern Territory	26250	Labourers			11
Northern Territory	26250	Labourers	0		599
Northern Territory	26250	Labourers	1	Local	24
Northern Territory	26250	Labourers	1	National	3
Northern Territory	26250	Labourers	1	State territory	32
Northern Territory	26250	Machinery operators and drivers	0		161
Northern Territory	26250	Machinery operators and drivers	1	National	3
Northern Territory	26250	Machinery operators and drivers	1	State territory	3
Northern Territory	26250	Managers	0		154
Northern Territory	26250	Managers	1	State territory	8
Northern Territory	26250	Professionals			5
Northern Territory	26250	Professionals	0		228
Northern Territory	26250	Professionals	1	Local	12
Northern Territory	26250	Professionals	1	National	28
Northern Territory	26250	Professionals	1	State territory	64
Northern Territory	26250	Sales workers	0		510
Northern Territory	26250	Sales workers	1	National	3
Northern Territory	26250	Technicians and trades workers			7
Northern Territory	26250	Technicians and trades workers	0		388
Northern Territory	26250	Technicians and trades workers	1	Local	10
Northern Territory	26250	Technicians and trades workers	1	National	5
Northern Territory	26250	Technicians and trades workers	1	State territory	10
Northern Territory	34125				51
Northern Territory	34125		0		75
Northern Territory	34125		1	Local	11
Northern Territory	34125		1	National	3
Northern Territory	34125		1	State territory	5
Northern Territory	34125	Clerical and administrative workers	0		597
Northern Territory	34125	Clerical and administrative workers	1	Local	29
Northern Territory	34125	Clerical and administrative workers	1	National	61
Northern Territory	34125	Clerical and administrative workers	1	State territory	63
Northern Territory	34125	Community and personal service workers			13
Northern Territory	34125	Community and personal service workers	0		1006
Northern Territory	34125	Community and personal service workers	1	Local	64
Northern Territory	34125	Community and personal service workers	1	National	22
Northern Territory	34125	Community and personal service workers	1	State territory	161
Northern Territory	34125	Labourers			11
Northern Territory	34125	Labourers	0		1027
Northern Territory	34125	Labourers	1	Local	50
Northern Territory	34125	Labourers	1	National	17
Northern Territory	34125	Labourers	1	State territory	40
Northern Territory	34125	Machinery operators and drivers			4
Northern Territory	34125	Machinery operators and drivers	0		320
Northern Territory	34125	Machinery operators and drivers	1	Local	6
Northern Territory	34125	Machinery operators and drivers	1	National	8
Northern Territory	34125	Machinery operators and drivers	1	State territory	6
Northern Territory	34125	Managers	0		274
Northern Territory	34125	Managers	1	Local	8
Northern Territory	34125	Managers	1	National	3
Northern Territory	34125	Managers	1	State territory	9
Northern Territory	34125	Professionals			7
Northern Territory	34125	Professionals	0		449
Northern Territory	34125	Professionals	1	Local	22
Northern Territory	34125	Professionals	1	National	35
Northern Territory	34125	Professionals	1	State territory	127
Northern Territory	34125	Sales workers			7
Northern Territory	34125	Sales workers	0		738
Northern Territory	34125	Sales workers	1	National	4
Northern Territory	34125	Sales workers	1	State territory	3
Northern Territory	34125	Technicians and trades workers			10
Northern Territory	34125	Technicians and trades workers	0		676
Northern Territory	34125	Technicians and trades workers	1	Local	15
Northern Territory	34125	Technicians and trades workers	1	National	12
Northern Territory	34125	Technicians and trades workers	1	State territory	23
Northern Territory	42000				42
Northern Territory	42000		0		98
Northern Territory	42000		1	Local	3
Northern Territory	42000		1	National	10
Northern Territory	42000		1	State territory	11
Northern Territory	42000	Clerical and administrative workers			4
Northern Territory	42000	Clerical and administrative workers	0		929
Northern Territory	42000	Clerical and administrative workers	1	Local	28
Northern Territory	42000	Clerical and administrative workers	1	National	91
Northern Territory	42000	Clerical and administrative workers	1	State territory	140
Northern Territory	42000	Community and personal service workers			7
Northern Territory	42000	Community and personal service workers	0		1330
Northern Territory	42000	Community and personal service workers	1	Local	45
Northern Territory	42000	Community and personal service workers	1	National	56
Northern Territory	42000	Community and personal service workers	1	State territory	158
Northern Territory	42000	Labourers			15
Northern Territory	42000	Labourers	0		1285
Northern Territory	42000	Labourers	1	Local	30
Northern Territory	42000	Labourers	1	National	18
Northern Territory	42000	Labourers	1	State territory	59
Northern Territory	42000	Machinery operators and drivers			10
Northern Territory	42000	Machinery operators and drivers	0		440
Northern Territory	42000	Machinery operators and drivers	1	Local	9
Northern Territory	42000	Machinery operators and drivers	1	National	7
Northern Territory	42000	Machinery operators and drivers	1	State territory	9
Northern Territory	42000	Managers	0		483
Northern Territory	42000	Managers	1	National	8
Northern Territory	42000	Managers	1	State territory	17
Northern Territory	42000	Professionals			11
Northern Territory	42000	Professionals	0		521
Northern Territory	42000	Professionals	1	Local	13
Northern Territory	42000	Professionals	1	National	45
Northern Territory	42000	Professionals	1	State territory	133
Northern Territory	42000	Sales workers			4
Northern Territory	42000	Sales workers	0		975
Northern Territory	42000	Sales workers	1	National	6
Northern Territory	42000	Sales workers	1	State territory	3
Northern Territory	42000	Technicians and trades workers			6
Northern Territory	42000	Technicians and trades workers	0		1047
Northern Territory	42000	Technicians and trades workers	1	Local	7
Northern Territory	42000	Technicians and trades workers	1	National	24
Northern Territory	42000	Technicians and trades workers	1	State territory	30
Northern Territory	52500				56
Northern Territory	52500		0		145
Northern Territory	52500		1	Local	5
Northern Territory	52500		1	National	19
Northern Territory	52500		1	State territory	14
Northern Territory	52500	Clerical and administrative workers			15
Northern Territory	52500	Clerical and administrative workers	0		1467
Northern Territory	52500	Clerical and administrative workers	1	Local	39
Northern Territory	52500	Clerical and administrative workers	1	National	172
Northern Territory	52500	Clerical and administrative workers	1	State territory	388
Northern Territory	52500	Community and personal service workers			18
Northern Territory	52500	Community and personal service workers	0		1536
Northern Territory	52500	Community and personal service workers	1	Local	30
Northern Territory	52500	Community and personal service workers	1	National	222
Northern Territory	52500	Community and personal service workers	1	State territory	290
Northern Territory	52500	Labourers			13
Northern Territory	52500	Labourers	0		1269
Northern Territory	52500	Labourers	1	Local	39
Northern Territory	52500	Labourers	1	National	12
Northern Territory	52500	Labourers	1	State territory	150
Northern Territory	52500	Machinery operators and drivers			8
Northern Territory	52500	Machinery operators and drivers	0		783
Northern Territory	52500	Machinery operators and drivers	1	Local	11
Northern Territory	52500	Machinery operators and drivers	1	National	43
Northern Territory	52500	Machinery operators and drivers	1	State territory	12
Northern Territory	52500	Managers			5
Northern Territory	52500	Managers	0		843
Northern Territory	52500	Managers	1	Local	14
Northern Territory	52500	Managers	1	National	36
Northern Territory	52500	Managers	1	State territory	30
Northern Territory	52500	Professionals	0		829
Northern Territory	52500	Professionals	1	Local	26
Northern Territory	52500	Professionals	1	National	74
Northern Territory	52500	Professionals	1	State territory	232
Northern Territory	52500	Sales workers	0		986
Northern Territory	52500	Sales workers	1	National	9
Northern Territory	52500	Sales workers	1	State territory	6
Northern Territory	52500	Technicians and trades workers			20
Northern Territory	52500	Technicians and trades workers	0		1500
Northern Territory	52500	Technicians and trades workers	1	Local	19
Northern Territory	52500	Technicians and trades workers	1	National	71
Northern Territory	52500	Technicians and trades workers	1	State territory	65
Northern Territory	65625				54
Northern Territory	65625		0		162
Northern Territory	65625		1	Local	5
Northern Territory	65625		1	National	19
Northern Territory	65625		1	State territory	30
Northern Territory	65625	Clerical and administrative workers			16
Northern Territory	65625	Clerical and administrative workers	0		1868
Northern Territory	65625	Clerical and administrative workers	1	Local	110
Northern Territory	65625	Clerical and administrative workers	1	National	448
Northern Territory	65625	Clerical and administrative workers	1	State territory	882
Northern Territory	65625	Community and personal service workers			7
Northern Territory	65625	Community and personal service workers	0		1264
Northern Territory	65625	Community and personal service workers	1	Local	23
Northern Territory	65625	Community and personal service workers	1	National	418
Northern Territory	65625	Community and personal service workers	1	State territory	419
Northern Territory	65625	Labourers			8
Northern Territory	65625	Labourers	0		999
Northern Territory	65625	Labourers	1	Local	41
Northern Territory	65625	Labourers	1	National	21
Northern Territory	65625	Labourers	1	State territory	57
Northern Territory	65625	Machinery operators and drivers			4
Northern Territory	65625	Machinery operators and drivers	0		878
Northern Territory	65625	Machinery operators and drivers	1	Local	17
Northern Territory	65625	Machinery operators and drivers	1	National	108
Northern Territory	65625	Machinery operators and drivers	1	State territory	22
Northern Territory	65625	Managers			3
Northern Territory	65625	Managers	0		1317
Northern Territory	65625	Managers	1	Local	28
Northern Territory	65625	Managers	1	National	80
Northern Territory	65625	Managers	1	State territory	58
Northern Territory	65625	Professionals	0		1424
Northern Territory	65625	Professionals	1	Local	27
Northern Territory	65625	Professionals	1	National	185
Northern Territory	65625	Professionals	1	State territory	706
Northern Territory	65625	Sales workers			3
Northern Territory	65625	Sales workers	0		644
Northern Territory	65625	Sales workers	1	National	13
Northern Territory	65625	Sales workers	1	State territory	21
Northern Territory	65625	Technicians and trades workers			21
Northern Territory	65625	Technicians and trades workers	0		2199
Northern Territory	65625	Technicians and trades workers	1	Local	40
Northern Territory	65625	Technicians and trades workers	1	National	209
Northern Territory	65625	Technicians and trades workers	1	State territory	115
Northern Territory	78750				38
Northern Territory	78750		0		111
Northern Territory	78750		1	Local	5
Northern Territory	78750		1	National	41
Northern Territory	78750		1	State territory	15
Northern Territory	78750	Clerical and administrative workers			7
Northern Territory	78750	Clerical and administrative workers	0		1116
Northern Territory	78750	Clerical and administrative workers	1	Local	83
Northern Territory	78750	Clerical and administrative workers	1	National	432
Northern Territory	78750	Clerical and administrative workers	1	State territory	603
Northern Territory	78750	Community and personal service workers	0		713
Northern Territory	78750	Community and personal service workers	1	Local	31
Northern Territory	78750	Community and personal service workers	1	National	415
Northern Territory	78750	Community and personal service workers	1	State territory	364
Northern Territory	78750	Labourers			3
Northern Territory	78750	Labourers	0		550
Northern Territory	78750	Labourers	1	Local	18
Northern Territory	78750	Labourers	1	National	4
Northern Territory	78750	Labourers	1	State territory	35
Northern Territory	78750	Machinery operators and drivers			6
Northern Territory	78750	Machinery operators and drivers	0		658
Northern Territory	78750	Machinery operators and drivers	1	Local	5
Northern Territory	78750	Machinery operators and drivers	1	National	114
Northern Territory	78750	Machinery operators and drivers	1	State territory	12
Northern Territory	78750	Managers			3
Northern Territory	78750	Managers	0		1176
Northern Territory	78750	Managers	1	Local	25
Northern Territory	78750	Managers	1	National	149
Northern Territory	78750	Managers	1	State territory	106
Northern Territory	78750	Professionals			10
Northern Territory	78750	Professionals	0		1531
Northern Territory	78750	Professionals	1	Local	47
Northern Territory	78750	Professionals	1	National	275
Northern Territory	78750	Professionals	1	State territory	999
Northern Territory	78750	Sales workers			3
Northern Territory	78750	Sales workers	0		409
Northern Territory	78750	Sales workers	1	Local	3
Northern Territory	78750	Sales workers	1	National	8
Northern Territory	78750	Sales workers	1	State territory	16
Northern Territory	78750	Technicians and trades workers			10
Northern Territory	78750	Technicians and trades workers	0		1753
Northern Territory	78750	Technicians and trades workers	1	Local	28
Northern Territory	78750	Technicians and trades workers	1	National	348
Northern Territory	78750	Technicians and trades workers	1	State territory	99
Northern Territory	91875				30
Northern Territory	91875		0		103
Northern Territory	91875		1	Local	10
Northern Territory	91875		1	National	41
Northern Territory	91875		1	State territory	16
Northern Territory	91875	Clerical and administrative workers	0		775
Northern Territory	91875	Clerical and administrative workers	1	Local	40
Northern Territory	91875	Clerical and administrative workers	1	National	266
Northern Territory	91875	Clerical and administrative workers	1	State territory	453
Northern Territory	91875	Community and personal service workers			11
Northern Territory	91875	Community and personal service workers	0		349
Northern Territory	91875	Community and personal service workers	1	Local	25
Northern Territory	91875	Community and personal service workers	1	National	279
Northern Territory	91875	Community and personal service workers	1	State territory	388
Northern Territory	91875	Labourers			4
Northern Territory	91875	Labourers	0		356
Northern Territory	91875	Labourers	1	Local	9
Northern Territory	91875	Labourers	1	State territory	13
Northern Territory	91875	Machinery operators and drivers			3
Northern Territory	91875	Machinery operators and drivers	0		563
Northern Territory	91875	Machinery operators and drivers	1	Local	3
Northern Territory	91875	Machinery operators and drivers	1	National	48
Northern Territory	91875	Machinery operators and drivers	1	State territory	15
Northern Territory	91875	Managers	0		1104
Northern Territory	91875	Managers	1	Local	41
Northern Territory	91875	Managers	1	National	224
Northern Territory	91875	Managers	1	State territory	190
Northern Territory	91875	Professionals			10
Northern Territory	91875	Professionals	0		1563
Northern Territory	91875	Professionals	1	Local	48
Northern Territory	91875	Professionals	1	National	397
Northern Territory	91875	Professionals	1	State territory	1460
Northern Territory	91875	Sales workers	0		235
Northern Territory	91875	Sales workers	1	State territory	15
Northern Territory	91875	Technicians and trades workers			10
Northern Territory	91875	Technicians and trades workers	0		1566
Northern Territory	91875	Technicians and trades workers	1	Local	19
Northern Territory	91875	Technicians and trades workers	1	National	325
Northern Territory	91875	Technicians and trades workers	1	State territory	114
Northern Territory	105000				14
Northern Territory	105000		0		92
Northern Territory	105000		1	National	16
Northern Territory	105000		1	State territory	12
Northern Territory	105000	Clerical and administrative workers	0		396
Northern Territory	105000	Clerical and administrative workers	1	Local	11
Northern Territory	105000	Clerical and administrative workers	1	National	138
Northern Territory	105000	Clerical and administrative workers	1	State territory	269
Northern Territory	105000	Community and personal service workers	0		197
Northern Territory	105000	Community and personal service workers	1	Local	10
Northern Territory	105000	Community and personal service workers	1	National	145
Northern Territory	105000	Community and personal service workers	1	State territory	354
Northern Territory	105000	Labourers			3
Northern Territory	105000	Labourers	0		316
Northern Territory	105000	Labourers	1	Local	3
Northern Territory	105000	Labourers	1	State territory	4
Northern Territory	105000	Machinery operators and drivers			5
Northern Territory	105000	Machinery operators and drivers	0		494
Northern Territory	105000	Machinery operators and drivers	1	National	7
Northern Territory	105000	Machinery operators and drivers	1	State territory	3
Northern Territory	105000	Managers			7
Northern Territory	105000	Managers	0		842
Northern Territory	105000	Managers	1	Local	44
Northern Territory	105000	Managers	1	National	205
Northern Territory	105000	Managers	1	State territory	253
Northern Territory	105000	Professionals			7
Northern Territory	105000	Professionals	0		1388
Northern Territory	105000	Professionals	1	Local	21
Northern Territory	105000	Professionals	1	National	344
Northern Territory	105000	Professionals	1	State territory	1518
Northern Territory	105000	Sales workers	0		138
Northern Territory	105000	Sales workers	1	State territory	6
Northern Territory	105000	Technicians and trades workers	0		1200
Northern Territory	105000	Technicians and trades workers	1	Local	4
Northern Territory	105000	Technicians and trades workers	1	National	185
Northern Territory	105000	Technicians and trades workers	1	State territory	59
Northern Territory	157500				28
Northern Territory	157500		0		112
Northern Territory	157500		1	National	19
Northern Territory	157500		1	State territory	23
Northern Territory	157500	Clerical and administrative workers			3
Northern Territory	157500	Clerical and administrative workers	0		480
Northern Territory	157500	Clerical and administrative workers	1	Local	11
Northern Territory	157500	Clerical and administrative workers	1	National	137
Northern Territory	157500	Clerical and administrative workers	1	State territory	297
Northern Territory	157500	Community and personal service workers	0		206
Northern Territory	157500	Community and personal service workers	1	Local	11
Northern Territory	157500	Community and personal service workers	1	National	141
Northern Territory	157500	Community and personal service workers	1	State territory	689
Northern Territory	157500	Labourers			3
Northern Territory	157500	Labourers	0		870
Northern Territory	157500	Labourers	1	Local	3
Northern Territory	157500	Labourers	1	National	3
Northern Territory	157500	Labourers	1	State territory	7
Northern Territory	157500	Machinery operators and drivers	0		1007
Northern Territory	157500	Machinery operators and drivers	1	National	4
Northern Territory	157500	Machinery operators and drivers	1	State territory	16
Northern Territory	157500	Managers			3
Northern Territory	157500	Managers	0		1648
Northern Territory	157500	Managers	1	Local	82
Northern Territory	157500	Managers	1	National	415
Northern Territory	157500	Managers	1	State territory	804
Northern Territory	157500	Professionals			12
Northern Territory	157500	Professionals	0		2064
Northern Territory	157500	Professionals	1	Local	22
Northern Territory	157500	Professionals	1	National	546
Northern Territory	157500	Professionals	1	State territory	1430
Northern Territory	157500	Sales workers	0		149
Northern Territory	157500	Sales workers	1	National	3
Northern Territory	157500	Sales workers	1	State territory	9
Northern Territory	157500	Technicians and trades workers			8
Northern Territory	157500	Technicians and trades workers	0		2804
Northern Territory	157500	Technicians and trades workers	1	Local	3
Northern Territory	157500	Technicians and trades workers	1	National	122
Northern Territory	157500	Technicians and trades workers	1	State territory	103
Northern Territory	Inf				16
Northern Territory	Inf		0		106
Northern Territory	Inf		1	National	14
Northern Territory	Inf		1	State territory	9
Northern Territory	Inf	Clerical and administrative workers			3
Northern Territory	Inf	Clerical and administrative workers	0		263
Northern Territory	Inf	Clerical and administrative workers	1	Local	3
Northern Territory	Inf	Clerical and administrative workers	1	National	19
Northern Territory	Inf	Clerical and administrative workers	1	State territory	54
Northern Territory	Inf	Community and personal service workers	0		69
Northern Territory	Inf	Community and personal service workers	1	National	15
Northern Territory	Inf	Community and personal service workers	1	State territory	186
Northern Territory	Inf	Labourers			3
Northern Territory	Inf	Labourers	0		498
Northern Territory	Inf	Labourers	1	Local	4
Northern Territory	Inf	Machinery operators and drivers	0		398
Northern Territory	Inf	Managers			6
Northern Territory	Inf	Managers	0		1298
Northern Territory	Inf	Managers	1	Local	34
Northern Territory	Inf	Managers	1	National	92
Northern Territory	Inf	Managers	1	State territory	408
Northern Territory	Inf	Professionals			4
Northern Territory	Inf	Professionals	0		1352
Northern Territory	Inf	Professionals	1	National	145
Northern Territory	Inf	Professionals	1	State territory	400
Northern Territory	Inf	Sales workers	0		99
Northern Territory	Inf	Sales workers	1	State territory	3
Northern Territory	Inf	Technicians and trades workers			3
Northern Territory	Inf	Technicians and trades workers	0		2457
Northern Territory	Inf	Technicians and trades workers	1	National	12
Northern Territory	Inf	Technicians and trades workers	1	State territory	24
Australian Capital Territory					258
Australian Capital Territory			0		79
Australian Capital Territory			1	National	33
Australian Capital Territory			1	State territory	8
Australian Capital Territory		Clerical and administrative workers			16
Australian Capital Territory		Clerical and administrative workers	0		163
Australian Capital Territory		Clerical and administrative workers	1	National	135
Australian Capital Territory		Clerical and administrative workers	1	State territory	27
Australian Capital Territory		Community and personal service workers			13
Australian Capital Territory		Community and personal service workers	0		183
Australian Capital Territory		Community and personal service workers	1	National	24
Australian Capital Territory		Community and personal service workers	1	State territory	19
Australian Capital Territory		Labourers			20
Australian Capital Territory		Labourers	0		139
Australian Capital Territory		Labourers	1	National	3
Australian Capital Territory		Machinery operators and drivers			6
Australian Capital Territory		Machinery operators and drivers	0		48
Australian Capital Territory		Machinery operators and drivers	1	National	3
Australian Capital Territory		Machinery operators and drivers	1	State territory	3
Australian Capital Territory		Managers			14
Australian Capital Territory		Managers	0		169
Australian Capital Territory		Managers	1	National	85
Australian Capital Territory		Managers	1	State territory	14
Australian Capital Territory		Professionals			20
Australian Capital Territory		Professionals	0		229
Australian Capital Territory		Professionals	1	National	159
Australian Capital Territory		Professionals	1	State territory	78
Australian Capital Territory		Sales workers			9
Australian Capital Territory		Sales workers	0		143
Australian Capital Territory		Technicians and trades workers			30
Australian Capital Territory		Technicians and trades workers	0		219
Australian Capital Territory		Technicians and trades workers	1	National	17
Australian Capital Territory		Technicians and trades workers	1	State territory	7
Australian Capital Territory	0				40
Australian Capital Territory	0		0		41
Australian Capital Territory	0		1	National	5
Australian Capital Territory	0		1	State territory	3
Australian Capital Territory	0	Clerical and administrative workers			3
Australian Capital Territory	0	Clerical and administrative workers	0		77
Australian Capital Territory	0	Clerical and administrative workers	1	National	28
Australian Capital Territory	0	Clerical and administrative workers	1	State territory	3
Australian Capital Territory	0	Community and personal service workers	0		124
Australian Capital Territory	0	Community and personal service workers	1	State territory	8
Australian Capital Territory	0	Labourers			4
Australian Capital Territory	0	Labourers	0		105
Australian Capital Territory	0	Machinery operators and drivers	0		25
Australian Capital Territory	0	Managers			3
Australian Capital Territory	0	Managers	0		108
Australian Capital Territory	0	Managers	1	National	10
Australian Capital Territory	0	Managers	1	State territory	5
Australian Capital Territory	0	Professionals			3
Australian Capital Territory	0	Professionals	0		125
Australian Capital Territory	0	Professionals	1	National	28
Australian Capital Territory	0	Professionals	1	State territory	19
Australian Capital Territory	0	Sales workers	0		120
Australian Capital Territory	0	Technicians and trades workers	0		76
Australian Capital Territory	0	Technicians and trades workers	1	National	3
Australian Capital Territory	7875				44
Australian Capital Territory	7875		0		55
Australian Capital Territory	7875		1	National	7
Australian Capital Territory	7875		1	State territory	3
Australian Capital Territory	7875	Clerical and administrative workers			4
Australian Capital Territory	7875	Clerical and administrative workers	0		284
Australian Capital Territory	7875	Clerical and administrative workers	1	National	72
Australian Capital Territory	7875	Clerical and administrative workers	1	State territory	9
Australian Capital Territory	7875	Community and personal service workers			13
Australian Capital Territory	7875	Community and personal service workers	0		1817
Australian Capital Territory	7875	Community and personal service workers	1	National	34
Australian Capital Territory	7875	Community and personal service workers	1	State territory	50
Australian Capital Territory	7875	Labourers			4
Australian Capital Territory	7875	Labourers	0		1101
Australian Capital Territory	7875	Labourers	1	National	4
Australian Capital Territory	7875	Labourers	1	State territory	3
Australian Capital Territory	7875	Machinery operators and drivers			3
Australian Capital Territory	7875	Machinery operators and drivers	0		121
Australian Capital Territory	7875	Managers	0		112
Australian Capital Territory	7875	Managers	1	National	9
Australian Capital Territory	7875	Professionals			4
Australian Capital Territory	7875	Professionals	0		535
Australian Capital Territory	7875	Professionals	1	National	83
Australian Capital Territory	7875	Professionals	1	State territory	21
Australian Capital Territory	7875	Sales workers			3
Australian Capital Territory	7875	Sales workers	0		2558
Australian Capital Territory	7875	Sales workers	1	National	6
Australian Capital Territory	7875	Sales workers	1	State territory	3
Australian Capital Territory	7875	Technicians and trades workers			4
Australian Capital Territory	7875	Technicians and trades workers	0		231
Australian Capital Territory	7875	Technicians and trades workers	1	National	8
Australian Capital Territory	7875	Technicians and trades workers	1	State territory	6
Australian Capital Territory	15750				46
Australian Capital Territory	15750		0		38
