STE_NAME16	EnglishProficiency	IndustryOfEmployment	SpeaksEnglishOnly	YearOfArrival.max	workers_born_overseas
South Australia		Rental hiring and real estate services	1		26
South Australia		Retail trade	1	1991	4129
South Australia		Retail trade	1	1995	345
South Australia		Retail trade	1	2000	466
South Australia		Retail trade	1	2005	639
South Australia		Retail trade	1	2010	934
South Australia		Retail trade	1	2015	458
South Australia		Retail trade	1	2016	34
South Australia		Retail trade	1		155
South Australia		Transport postal and warehousing	1	1991	2412
South Australia		Transport postal and warehousing	1	1995	150
South Australia		Transport postal and warehousing	1	2000	133
South Australia		Transport postal and warehousing	1	2005	179
South Australia		Transport postal and warehousing	1	2010	317
South Australia		Transport postal and warehousing	1	2015	186
South Australia		Transport postal and warehousing	1	2016	8
South Australia		Transport postal and warehousing	1		97
South Australia		Wholesale trade	1	1991	1404
South Australia		Wholesale trade	1	1995	87
South Australia		Wholesale trade	1	2000	111
South Australia		Wholesale trade	1	2005	158
South Australia		Wholesale trade	1	2010	231
South Australia		Wholesale trade	1	2015	155
South Australia		Wholesale trade	1	2016	14
South Australia		Wholesale trade	1		49
South Australia	Speaks English not well or not at all		0	1991	112
South Australia	Speaks English not well or not at all		0	1995	40
South Australia	Speaks English not well or not at all		0	2000	30
South Australia	Speaks English not well or not at all		0	2005	59
South Australia	Speaks English not well or not at all		0	2010	147
South Australia	Speaks English not well or not at all		0	2015	218
South Australia	Speaks English not well or not at all		0	2016	13
South Australia	Speaks English not well or not at all		0		43
South Australia	Speaks English not well or not at all	Accommodation and food services	0	1991	202
South Australia	Speaks English not well or not at all	Accommodation and food services	0	1995	92
South Australia	Speaks English not well or not at all	Accommodation and food services	0	2000	72
South Australia	Speaks English not well or not at all	Accommodation and food services	0	2005	119
South Australia	Speaks English not well or not at all	Accommodation and food services	0	2010	329
South Australia	Speaks English not well or not at all	Accommodation and food services	0	2015	394
South Australia	Speaks English not well or not at all	Accommodation and food services	0	2016	30
South Australia	Speaks English not well or not at all	Accommodation and food services	0		39
South Australia	Speaks English not well or not at all	Administrative and support services	0	1991	53
South Australia	Speaks English not well or not at all	Administrative and support services	0	1995	26
South Australia	Speaks English not well or not at all	Administrative and support services	0	2000	37
South Australia	Speaks English not well or not at all	Administrative and support services	0	2005	42
South Australia	Speaks English not well or not at all	Administrative and support services	0	2010	163
South Australia	Speaks English not well or not at all	Administrative and support services	0	2015	228
South Australia	Speaks English not well or not at all	Administrative and support services	0	2016	14
South Australia	Speaks English not well or not at all	Administrative and support services	0		28
South Australia	Speaks English not well or not at all	Agriculture forestry and fishing	0	1991	279
South Australia	Speaks English not well or not at all	Agriculture forestry and fishing	0	1995	99
South Australia	Speaks English not well or not at all	Agriculture forestry and fishing	0	2000	63
South Australia	Speaks English not well or not at all	Agriculture forestry and fishing	0	2005	62
South Australia	Speaks English not well or not at all	Agriculture forestry and fishing	0	2010	187
South Australia	Speaks English not well or not at all	Agriculture forestry and fishing	0	2015	343
South Australia	Speaks English not well or not at all	Agriculture forestry and fishing	0	2016	47
South Australia	Speaks English not well or not at all	Agriculture forestry and fishing	0		54
South Australia	Speaks English not well or not at all	Arts and recreation services	0	1991	3
South Australia	Speaks English not well or not at all	Arts and recreation services	0	2015	5
South Australia	Speaks English not well or not at all	Construction	0	1991	35
South Australia	Speaks English not well or not at all	Construction	0	1995	21
South Australia	Speaks English not well or not at all	Construction	0	2000	26
South Australia	Speaks English not well or not at all	Construction	0	2005	39
South Australia	Speaks English not well or not at all	Construction	0	2010	117
South Australia	Speaks English not well or not at all	Construction	0	2015	167
South Australia	Speaks English not well or not at all	Construction	0	2016	11
South Australia	Speaks English not well or not at all	Construction	0		13
South Australia	Speaks English not well or not at all	Education and training	0	1991	13
South Australia	Speaks English not well or not at all	Education and training	0	1995	3
South Australia	Speaks English not well or not at all	Education and training	0	2000	10
South Australia	Speaks English not well or not at all	Education and training	0	2005	3
South Australia	Speaks English not well or not at all	Education and training	0	2010	18
South Australia	Speaks English not well or not at all	Education and training	0	2015	21
South Australia	Speaks English not well or not at all	Education and training	0	2016	3
South Australia	Speaks English not well or not at all	Education and training	0		7
South Australia	Speaks English not well or not at all	Electricity gas water and waste services	0	1991	10
South Australia	Speaks English not well or not at all	Electricity gas water and waste services	0	2010	13
South Australia	Speaks English not well or not at all	Electricity gas water and waste services	0	2015	12
South Australia	Speaks English not well or not at all	Financial and insurance services	0	1991	3
South Australia	Speaks English not well or not at all	Financial and insurance services	0	1995	4
South Australia	Speaks English not well or not at all	Financial and insurance services	0	2010	8
South Australia	Speaks English not well or not at all	Financial and insurance services	0	2015	4
South Australia	Speaks English not well or not at all	Financial and insurance services	0		3
South Australia	Speaks English not well or not at all	Health care and social assistance	0	1991	43
South Australia	Speaks English not well or not at all	Health care and social assistance	0	1995	37
South Australia	Speaks English not well or not at all	Health care and social assistance	0	2000	23
South Australia	Speaks English not well or not at all	Health care and social assistance	0	2005	40
South Australia	Speaks English not well or not at all	Health care and social assistance	0	2010	98
South Australia	Speaks English not well or not at all	Health care and social assistance	0	2015	121
South Australia	Speaks English not well or not at all	Health care and social assistance	0	2016	6
South Australia	Speaks English not well or not at all	Health care and social assistance	0		11
South Australia	Speaks English not well or not at all	Information media and telecommunications	0	1991	3
South Australia	Speaks English not well or not at all	Information media and telecommunications	0	1995	3
South Australia	Speaks English not well or not at all	Information media and telecommunications	0	2015	3
South Australia	Speaks English not well or not at all	Manufacturing	0	1991	286
South Australia	Speaks English not well or not at all	Manufacturing	0	1995	99
