SA2_MAINCODE_2016,Tot_1750_1999_A_55_64,Tot_1750_1999_A_65_74,Tot_1750_1999_A_75ov,Tot_1750_1999_Tot,Tot_2000_2999_A_15_19,Tot_2000_2999_A_20_24,Tot_2000_2999_A_25_34,Tot_2000_2999_A_35_44,Tot_2000_2999_A_45_54,Tot_2000_2999_A_55_64,Tot_2000_2999_A_65_74,Tot_2000_2999_A_75ov,Tot_2000_2999_Tot,Tot_3000mo_A_15_19,Tot_3000mo_A_20_24,Tot_3000mo_A_25_34,Tot_3000mo_A_35_44,Tot_3000mo_A_45_54,Tot_3000mo_A_55_64,Tot_3000mo_A_65_74,Tot_3000mo_A_75ov,Tot_3000mo_Tot,Tot_PINS_A_15_19,Tot_PINS_A_20_24,Tot_PINS_A_25_34,Tot_PINS_A_35_44,Tot_PINS_A_45_54,Tot_PINS_A_55_64,Tot_PINS_A_65_74,Tot_PINS_A_75ov,Tot_PINS_Tot,Tot_Tot_A_15_19,Tot_Tot_A_20_24,Tot_Tot_A_25_34,Tot_Tot_A_35_44,Tot_Tot_A_45_54,Tot_Tot_A_55_64,Tot_Tot_A_65_74,Tot_Tot_A_75ov,Tot_Tot_Tot
306031160,22,4,0,74,0,0,6,11,27,24,4,3,75,0,0,3,5,12,14,8,0,48,0,4,12,8,19,19,5,3,67,92,185,456,414,520,520,175,54,2411
306031161,24,7,0,122,0,0,12,47,46,35,8,3,149,0,0,0,14,19,17,4,0,59,8,4,14,17,16,17,4,0,89,282,412,831,805,1051,949,244,49,4614
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306031163,6,0,0,23,0,0,3,5,10,7,0,0,30,0,0,0,5,3,3,0,0,11,0,5,0,0,0,0,0,0,6,6,48,105,99,117,64,4,0,446
306041164,23,0,0,89,0,0,12,20,25,19,0,0,80,0,0,3,0,14,7,0,0,30,3,4,7,11,14,16,4,0,62,116,132,336,468,605,455,136,37,2289
306041165,17,0,0,75,0,0,10,25,25,20,7,0,79,0,0,4,15,23,20,8,0,67,3,3,7,4,14,7,5,0,53,144,255,765,646,714,580,166,29,3296
306051166,39,3,0,171,0,0,30,41,45,35,5,0,161,0,0,10,19,19,25,10,5,87,10,8,12,12,15,21,12,0,93,423,414,880,922,1117,996,256,36,5035
306051167,13,4,0,61,0,0,3,10,11,14,3,0,50,0,0,0,3,8,9,3,0,21,0,0,0,6,11,6,3,4,32,53,67,181,227,354,360,116,29,1381
306051168,4,6,0,33,0,0,0,11,6,8,0,0,33,0,0,3,3,0,0,0,0,8,3,3,5,4,3,0,0,0,18,54,47,132,209,272,242,85,20,1068
306051169,21,9,0,62,0,0,8,12,17,11,4,0,54,0,0,0,4,21,6,3,3,43,0,3,4,8,19,14,9,7,66,139,98,240,380,543,475,227,55,2154
306051170,28,6,0,135,0,0,29,36,67,46,0,0,175,3,0,15,20,19,15,7,0,76,9,6,13,21,26,27,5,0,99,314,393,788,930,1120,855,224,39,4661
307011171,26,0,6,94,0,0,15,21,19,22,7,0,91,0,0,9,13,16,11,11,0,62,3,5,5,5,11,13,5,3,55,110,152,385,406,478,394,144,42,2109
307011172,38,10,0,238,0,10,149,132,111,58,7,0,472,0,3,43,84,73,25,6,3,242,7,0,16,13,17,14,7,0,74,243,314,845,843,816,562,190,37,3853
307011173,13,12,0,112,0,0,16,43,37,30,3,3,137,0,0,12,21,23,22,0,0,80,3,3,5,13,10,10,7,0,58,201,269,612,618,654,506,135,34,3033
307011174,13,0,0,49,0,0,8,16,25,3,3,0,50,0,0,3,12,9,11,7,5,48,5,0,3,8,7,12,9,0,39,60,105,300,292,412,384,138,46,1722
307011175,48,3,0,294,0,24,178,166,141,75,10,0,593,0,0,91,108,109,53,7,4,363,0,4,11,20,10,13,6,3,72,102,220,815,767,814,517,146,46,3426
307011176,43,5,0,277,0,9,139,111,108,65,13,3,449,0,0,28,38,42,25,5,3,142,9,3,16,13,24,12,8,5,84,261,385,1085,890,872,582,123,22,4228
307011177,24,8,5,142,0,3,72,80,81,50,8,10,300,0,0,36,37,68,25,22,3,192,3,5,7,10,23,11,18,6,92,73,169,509,529,674,514,240,101,2818
307011178,10,0,3,55,0,0,18,19,11,12,3,0,61,0,0,3,13,11,13,4,0,45,0,0,4,3,3,12,10,0,36,49,92,207,233,275,262,112,48,1279
307021179,22,8,4,119,0,3,31,61,75,27,4,3,209,0,0,8,10,28,10,8,0,57,3,0,3,11,13,9,10,3,43,119,154,360,417,635,585,270,61,2597
307021180,49,14,0,285,0,6,52,112,116,61,9,3,356,3,0,7,41,39,23,7,0,120,6,8,16,7,32,22,9,7,112,228,439,944,990,1108,787,211,63,4781
307021181,17,3,0,68,0,0,19,20,35,27,0,3,105,0,0,9,11,17,16,11,0,68,0,0,3,6,11,10,4,3,30,76,108,252,294,367,309,100,29,1537
307021182,18,3,0,77,0,0,15,13,33,8,0,0,73,0,0,3,0,8,14,13,0,41,0,0,0,5,7,9,4,0,27,168,184,343,352,499,373,163,47,2124
307021183,57,13,0,339,0,12,119,124,148,70,27,0,490,0,3,21,67,60,39,17,0,215,8,9,22,13,30,20,14,0,126,546,696,1434,1613,1637,1253,427,88,7694
307031184,9,6,0,46,0,0,5,11,13,13,5,0,54,0,0,0,3,5,3,8,0,26,0,3,6,9,6,0,5,3,34,68,88,183,241,309,292,188,50,1417
307031185,3,3,0,23,0,0,0,3,8,3,3,3,21,0,0,0,3,0,3,0,0,8,5,3,0,3,4,3,3,3,29,56,54,127,197,239,245,117,58,1086
307031186,3,5,0,29,0,0,6,10,6,3,3,3,32,0,0,0,0,7,10,3,0,29,4,0,0,4,7,8,4,3,35,68,74,140,206,262,249,148,32,1172
307031187,15,3,0,64,0,0,10,15,24,10,4,0,70,0,3,7,8,10,13,6,0,41,9,0,5,9,5,7,6,0,41,209,174,353,472,598,522,136,20,2482
307031188,9,3,0,32,0,0,0,10,14,11,3,0,35,0,0,0,0,5,4,0,3,17,3,3,4,7,7,10,3,0,41,63,102,265,323,340,360,154,31,1629
307031189,37,8,0,212,0,3,23,59,62,50,4,0,207,0,0,17,27,33,21,6,3,107,9,11,15,16,26,29,7,6,125,603,662,1152,1297,1652,1253,295,53,6961
308011190,79,20,0,632,3,35,353,408,343,182,13,4,1345,0,3,100,158,144,79,19,0,511,3,8,29,32,26,19,5,0,117,170,422,1343,1403,1290,770,140,24,5571
308011191,52,4,0,429,0,28,274,308,241,146,17,3,1007,0,3,174,272,202,118,24,0,795,6,13,19,26,42,34,14,4,145,158,348,1207,1320,1230,817,197,43,5316
308011192,36,8,0,274,0,8,100,123,118,47,9,0,412,0,4,34,45,37,17,3,3,143,16,10,16,23,16,17,5,0,104,450,585,1317,1156,1127,663,150,20,5478
308031205,18,3,0,79,0,3,20,28,34,26,7,0,122,0,0,12,10,25,6,4,0,61,6,0,9,4,4,12,0,3,45,382,395,630,612,725,498,98,20,3364
308031206,6,0,0,18,0,0,8,7,5,0,5,3,28,0,0,0,0,0,4,3,3,10,0,0,0,0,0,0,3,0,6,17,41,69,80,97,81,32,14,435
308031207,3,0,0,15,0,0,4,9,7,7,6,0,32,0,0,3,9,7,0,6,0,24,0,3,0,3,0,0,3,0,16,56,72,147,138,197,128,40,10,782
308031208,11,0,0,42,0,0,9,8,20,11,3,0,44,0,0,3,3,3,0,0,0,10,0,0,3,3,8,0,3,0,20,58,101,205,211,256,170,40,9,1048
308031209,11,0,0,49,0,0,10,24,18,18,0,0,62,0,0,0,3,3,5,3,0,17,0,0,5,0,4,3,0,0,17,43,57,150,201,199,160,41,3,844
308031210,24,0,0,106,0,0,38,40,41,29,3,0,157,0,0,9,16,19,11,3,0,56,7,3,3,0,6,5,4,0,35,181,196,446,407,437,312,52,9,2037
308031211,9,3,0,46,0,0,14,6,6,13,0,0,44,0,0,0,4,5,5,0,0,12,0,0,0,5,4,0,0,0,18,44,88,299,365,243,128,22,3,1193
308031212,6,0,0,18,0,0,0,0,5,4,0,0,18,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,7,32,33,61,79,97,111,29,0,443
308031213,18,3,0,90,0,0,28,40,40,33,0,0,147,0,0,3,4,12,18,0,0,33,5,0,6,4,8,7,0,0,31,231,242,387,375,433,325,50,5,2044
308031214,31,5,0,177,0,0,52,79,78,49,4,0,259,0,0,6,13,24,15,3,0,70,7,4,8,5,8,9,0,0,36,323,377,745,662,621,426,69,8,3226
308031215,65,7,0,338,0,3,68,96,142,75,5,0,390,0,0,7,13,43,29,3,0,97,10,3,15,13,17,7,9,0,76,426,615,1195,1170,1264,888,158,16,5731
308031216,7,0,0,52,0,0,8,15,21,13,0,0,61,0,0,0,5,7,5,0,0,18,0,0,3,0,4,3,0,3,17,80,110,248,226,238,214,57,9,1178
308031217,137,17,0,630,0,10,145,222,270,168,17,0,819,0,3,26,77,98,73,12,3,295,7,18,32,23,25,22,7,0,142,659,1067,2241,2019,2275,1648,287,38,10233
308031218,6,0,0,29,0,0,3,3,7,4,0,0,22,0,0,0,0,4,3,0,0,14,0,0,0,3,9,3,0,0,17,33,84,207,174,182,117,26,13,838
308031219,5,0,0,40,0,0,6,12,13,16,3,0,47,0,0,0,9,10,8,7,3,41,0,0,0,6,6,5,4,4,26,31,63,149,202,260,260,97,23,1085
308031220,14,0,0,62,0,3,31,47,53,30,6,3,174,0,0,6,21,22,23,8,0,82,0,0,5,10,3,5,4,3,30,19,55,163,195,205,191,84,26,942
308031221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,14
308031222,55,3,0,262,0,0,74,99,72,51,5,0,310,0,0,8,50,72,47,20,0,191,3,4,13,7,15,11,4,3,62,228,371,1028,952,1096,845,163,22,4703
308031223,26,11,0,203,0,3,31,41,63,39,6,0,192,0,0,9,34,40,20,6,5,113,15,4,16,13,15,22,4,3,85,563,500,902,1013,1212,910,187,25,5319
308041528,72,18,4,421,0,28,227,275,277,145,31,3,990,0,5,67,100,106,98,22,7,400,7,5,20,20,30,31,17,6,135,163,334,1029,1102,1220,949,329,109,5233
308041529,18,0,0,126,0,10,42,66,65,46,7,0,234,0,0,20,14,34,17,3,0,88,6,3,14,14,23,7,0,0,73,252,267,609,640,629,407,92,17,2916
308051530,14,3,0,43,0,0,4,16,12,9,5,0,47,0,0,3,3,8,10,0,3,27,0,0,5,3,9,4,3,0,31,94,69,173,300,398,319,111,24,1484
308051531,65,10,3,305,0,3,77,145,157,93,11,0,486,0,0,6,30,24,16,3,0,79,5,6,4,6,12,11,0,0,50,203,199,525,747,678,389,68,6,2821
308051532,63,3,0,389,0,16,196,247,228,126,11,0,813,0,8,67,133,145,71,11,0,432,3,4,12,10,17,7,0,0,58,121,278,731,820,840,465,69,3,3337
308051533,46,0,0,217,0,9,107,154,210,92,8,0,577,0,0,11,30,27,27,0,0,105,3,3,8,12,10,3,4,0,41,221,288,671,654,727,444,60,0,3071
308051534,67,8,0,349,0,9,113,180,187,92,7,0,587,0,0,34,90,94,56,7,0,287,13,10,17,22,21,14,5,3,93,358,675,1418,1405,1449,915,160,16,6396
308051535,41,5,0,307,0,26,256,302,263,120,9,3,966,0,18,206,273,249,144,9,3,899,3,8,7,6,23,9,7,4,64,132,253,1000,1124,1086,657,118,22,4396
308051536,0,0,0,14,0,0,3,12,8,3,0,0,22,0,0,0,3,13,3,0,0,18,3,5,3,3,3,0,0,0,15,113,105,183,148,132,76,13,3,773
308051537,8,0,0,61,0,0,20,25,28,22,0,0,99,0,0,5,11,7,7,0,0,28,0,0,3,0,3,0,0,0,6,7,36,101,97,109,61,8,0,418
308051538,7,3,0,55,0,0,24,30,26,3,0,0,90,0,0,4,3,10,8,0,0,29,0,0,3,3,0,3,0,0,14,57,82,209,223,202,110,19,3,907
308051539,20,0,0,136,0,6,57,56,80,34,0,0,231,0,3,41,80,83,38,3,0,257,9,3,4,5,10,3,4,0,42,344,282,627,621,699,366,53,6,2995
309011224,7,6,0,71,0,0,24,30,39,23,0,3,117,0,0,17,39,24,16,7,0,109,18,8,17,5,8,16,3,0,78,669,832,1091,671,673,446,138,24,4546
309011225,52,17,0,417,0,7,79,180,148,75,27,3,517,0,3,34,71,90,52,9,0,260,21,22,47,41,41,24,8,3,197,585,1004,2321,2406,2337,1608,428,54,10743
309011226,30,6,0,150,0,0,33,74,60,25,13,0,202,0,3,12,40,34,16,6,0,107,12,12,16,13,10,4,9,0,66,435,451,805,880,730,583,154,23,4063
309011227,57,8,0,328,0,6,83,152,115,51,19,5,421,4,4,45,96,112,55,18,3,336,9,20,28,40,20,24,19,0,159,596,1186,2419,1910,1662,1109,404,46,9332
309011228,9,0,0,87,0,0,15,33,22,21,8,0,91,0,0,13,15,11,15,3,0,64,4,3,6,7,4,8,7,0,43,189,199,468,463,469,327,140,12,2270
309011229,8,4,0,74,0,3,18,26,25,13,4,0,88,0,3,3,11,12,15,8,0,48,3,3,7,10,12,3,0,3,47,146,211,507,527,460,318,116,11,2294
309021230,11,0,0,84,0,0,18,47,33,18,3,3,125,0,0,9,22,27,20,9,3,82,4,11,13,11,12,15,4,0,71,308,422,753,670,668,525,141,10,3502
309021231,46,12,0,280,0,3,39,94,84,73,8,0,297,0,0,19,76,94,70,13,0,272,4,13,10,15,18,19,6,0,87,300,482,1119,1326,1434,1116,260,29,6062
309021232,16,0,0,107,0,0,10,32,36,24,7,0,116,0,0,5,18,13,12,9,0,55,3,3,9,8,5,9,4,0,51,133,183,497,698,753,539,158,16,2975
309021233,22,5,0,76,0,0,3,25,26,15,4,0,75,0,0,6,8,19,9,4,0,44,3,4,3,7,8,6,3,0,38,347,226,339,443,527,392,116,12,2399
309021234,25,3,3,133,0,0,16,27,47,25,5,0,118,0,0,8,14,18,16,3,0,61,13,6,4,12,10,4,3,0,49,260,304,616,624,647,502,138,13,3107
309031235,28,7,0,188,0,0,37,66,83,50,17,0,246,0,0,11,30,27,24,9,0,104,3,4,17,19,17,12,3,0,78,171,393,983,1068,1195,767,219,26,4820
309031236,23,4,0,94,0,0,25,24,24,16,4,0,90,0,0,3,22,23,11,3,0,61,10,3,18,9,13,3,0,0,54,496,657,872,685,644,423,123,6,3904
309031237,10,3,0,51,0,0,10,14,14,6,0,0,42,0,0,0,6,8,0,0,0,15,0,3,0,0,9,3,0,0,22,28,74,228,259,242,228,77,9,1145
309031238,17,4,0,82,0,0,14,35,47,19,13,0,121,0,0,10,25,17,11,7,3,71,5,7,4,10,17,7,0,0,55,254,340,703,707,859,582,213,31,3685
309031239,18,7,0,60,0,0,16,31,32,29,20,0,121,0,0,4,35,25,23,16,4,111,3,7,0,6,3,4,5,0,34,112,114,252,360,338,299,161,20,1658
309031240,19,7,0,89,0,0,13,30,39,11,12,3,107,0,0,13,17,30,17,6,4,84,7,5,6,0,14,8,3,0,43,296,336,544,538,693,593,214,29,3240
309041241,7,0,0,31,0,0,3,12,13,11,3,0,44,0,0,0,3,10,7,0,0,25,0,0,0,0,3,7,3,0,12,27,38,102,150,194,168,57,17,761
309041242,35,9,0,178,0,0,29,64,64,29,12,0,200,0,0,3,11,21,11,10,3,63,3,0,12,10,19,18,3,0,70,306,254,530,741,907,707,237,54,3735
309051243,12,0,0,62,0,0,7,17,26,13,3,0,65,0,0,4,14,13,13,0,0,41,0,3,7,5,0,7,0,0,26,54,85,221,341,389,303,65,12,1464
309051244,39,3,0,170,0,0,13,48,44,16,5,0,130,0,0,3,29,29,16,5,0,89,0,3,16,20,16,10,0,0,73,246,259,609,868,932,642,205,29,3784
309051245,11,0,0,73,0,0,6,25,20,12,0,0,65,0,0,3,7,12,6,0,0,36,3,0,0,0,4,0,0,0,13,54,86,246,328,332,193,55,3,1303
309061246,31,8,0,182,0,8,38,83,71,30,3,0,228,4,17,14,34,43,23,9,3,149,5,7,6,11,20,9,4,0,66,247,401,798,783,939,657,150,24,3998
309061247,7,0,0,30,0,0,7,9,10,3,0,0,37,0,0,0,14,6,0,0,0,20,3,0,3,3,4,3,4,0,18,240,138,235,263,250,187,55,11,1377
309061248,78,16,0,402,0,3,71,162,168,93,28,3,520,0,3,24,62,67,47,9,0,218,9,10,43,31,41,25,9,0,166,428,805,1975,2169,2148,1548,420,43,9533
309061249,24,7,0,117,0,0,21,33,26,8,0,0,93,0,0,9,19,10,9,0,0,42,6,4,3,6,11,3,0,0,34,216,193,474,644,528,329,79,8,2472
309061250,10,3,0,45,0,0,5,16,22,10,0,0,62,0,0,4,5,16,7,6,0,32,0,0,5,5,7,5,3,0,24,90,87,176,250,309,225,92,6,1243
309071251,24,4,0,177,0,3,35,76,77,37,7,0,232,0,0,8,28,45,19,4,3,113,8,7,17,26,16,6,0,0,83,323,478,1008,1177,947,461,117,9,4522
309071252,36,3,0,256,0,4,63,103,81,49,7,0,311,0,0,13,58,62,38,10,0,181,14,22,15,26,25,31,3,0,138,764,911,1620,1636,1531,950,205,19,7642
309071253,22,10,0,113,0,0,30,66,40,29,18,0,180,0,0,18,47,55,37,29,4,181,3,8,9,18,17,4,4,0,64,249,425,723,808,742,552,226,28,3756
309071254,7,4,4,60,0,0,8,14,11,9,5,0,54,0,0,4,8,14,6,3,6,35,0,3,0,8,3,3,0,0,19,66,91,221,247,287,206,79,18,1201
309071255,149,28,0,1073,0,19,280,406,402,179,25,0,1305,0,3,55,151,172,99,32,4,515,24,43,71,74,68,25,10,0,317,839,1720,4493,4574,4025,2285,461,39,18438
309071256,17,3,0,142,0,3,29,57,60,24,9,0,174,0,0,8,25,50,10,3,0,91,9,7,16,14,28,8,4,0,89,514,595,933,1020,931,512,139,6,4652
309071257,10,3,0,78,0,0,9,21,27,8,0,0,70,0,0,5,12,10,3,3,0,35,4,5,3,4,4,0,4,0,24,112,161,411,361,333,186,56,6,1627
309071258,35,4,0,261,0,0,36,78,76,33,5,0,234,0,0,16,36,38,19,12,0,124,9,12,19,19,22,8,0,0,90,438,456,1145,1424,1147,616,159,14,5392
309081259,8,3,0,21,0,0,3,4,13,9,0,0,38,0,0,0,3,9,3,0,0,23,0,0,3,0,4,0,0,0,11,12,44,81,146,148,134,47,3,611
309081260,28,3,0,105,0,0,4,17,16,15,4,0,57,0,0,0,3,4,3,0,0,11,0,5,4,6,7,3,0,0,31,44,111,256,356,379,286,71,11,1506
309081261,123,29,0,739,0,12,175,311,286,146,31,0,960,3,5,50,173,163,81,27,3,507,31,25,36,51,53,48,14,3,257,1028,1693,3360,3236,3183,2199,555,46,15302
309081262,38,3,0,277,0,4,69,150,130,48,5,0,411,0,4,31,87,75,36,5,0,234,8,3,25,14,9,18,0,0,73,207,619,1525,1582,1341,809,176,16,6264
309091263,36,3,0,201,0,0,60,106,85,39,11,0,295,0,0,17,46,52,34,12,0,166,3,10,11,17,18,18,9,5,84,279,481,1061,1103,1090,910,239,25,5190
309091264,38,16,0,251,0,0,57,88,86,54,15,0,295,0,4,8,37,44,32,12,0,133,4,10,18,16,28,22,6,0,103,335,540,1346,1457,1588,1013,339,20,6641
309091265,8,5,0,50,0,0,9,20,15,13,4,4,60,0,0,8,8,11,8,4,0,40,0,0,0,10,4,8,0,0,26,88,120,229,255,299,230,70,7,1307
309091540,242,31,3,1656,0,8,486,642,582,363,56,3,2141,0,4,112,343,329,235,53,14,1094,5,44,65,72,73,52,19,5,334,681,2096,5910,5530,5277,3718,856,82,24156
309091541,56,17,0,250,0,3,36,92,74,48,17,0,275,0,5,13,42,65,31,19,3,183,7,3,20,20,19,9,4,0,83,341,557,1208,1200,1277,889,278,40,5784
309101267,39,5,0,185,0,0,34,66,62,33,13,3,204,0,0,12,67,66,51,15,3,208,3,7,15,14,13,10,5,0,69,216,340,790,899,959,744,190,26,4172
309101268,56,14,0,338,0,3,67,161,136,88,24,3,483,0,3,36,110,114,57,17,4,336,3,13,16,17,13,19,5,0,89,165,556,1486,1611,1547,1084,338,37,6822
309101269,7,13,0,76,0,0,5,22,31,31,4,0,98,0,0,9,11,8,28,14,6,72,3,0,0,12,7,4,0,0,35,239,403,656,586,485,378,147,22,2914
309101270,50,24,3,372,0,5,90,175,132,84,31,4,521,0,10,42,110,135,81,31,12,410,15,26,39,38,38,18,7,0,179,819,1656,3284,2306,2046,1353,440,58,11965
310011271,52,18,0,433,0,6,103,178,179,100,26,0,592,0,0,31,75,99,63,29,0,295,4,12,29,28,21,19,8,3,130,309,800,2092,1998,2010,1231,277,25,8746
310011272,7,3,0,53,0,0,11,16,12,13,0,0,46,0,0,3,0,6,4,0,0,17,0,0,8,0,4,0,0,0,16,21,73,235,188,232,185,44,0,973
310011273,28,0,0,139,0,0,25,36,49,23,3,0,136,0,0,5,22,17,12,0,0,60,11,4,8,10,3,4,0,0,52,338,377,788,762,780,483,125,19,3670
310011274,41,7,0,328,0,3,60,158,132,79,9,0,452,0,0,14,59,68,37,12,3,182,6,10,17,29,29,12,0,0,99,337,575,1402,1646,1519,875,153,10,6516
310011275,25,3,0,181,0,0,31,74,63,29,6,0,204,0,0,9,18,18,6,0,0,50,3,4,10,15,3,3,4,0,53,196,368,750,716,689,397,88,3,3214
310011276,116,22,0,648,0,9,127,263,274,152,10,0,836,3,0,23,78,118,59,15,0,291,0,11,30,31,43,18,3,0,137,182,781,2289,2487,2590,1574,260,7,10173
310021277,20,7,0,82,0,0,11,42,26,23,14,0,104,0,0,3,17,19,14,8,3,66,3,8,12,18,24,10,12,3,83,259,288,499,624,754,693,300,72,3478
310021278,12,0,0,38,0,0,5,6,20,9,3,0,43,0,0,0,3,10,7,4,0,34,0,3,3,3,6,8,0,0,23,74,82,173,217,311,330,106,19,1309
310021279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
310021280,24,3,0,127,0,3,17,44,47,14,6,0,126,0,0,5,24,14,9,9,0,57,6,12,8,15,15,15,8,0,87,325,348,728,777,876,663,223,48,4003
310021281,17,5,0,95,0,0,19,36,24,11,0,0,95,0,0,8,17,13,13,3,0,53,6,9,11,13,19,5,5,3,68,207,237,496,524,641,477,147,26,2758
310021282,77,4,0,584,0,7,148,236,235,107,5,0,739,0,0,14,66,75,29,6,3,190,3,8,19,10,11,15,0,0,70,224,625,1845,1558,1614,870,194,41,6967
310031283,3,3,0,58,0,0,3,11,14,8,0,0,40,0,0,3,7,9,8,0,0,19,3,3,4,8,4,0,3,0,25,189,151,285,289,291,209,40,3,1469
310031284,17,0,0,113,0,0,19,39,51,11,0,0,125,0,0,9,21,15,3,3,0,44,3,3,11,11,9,7,0,0,50,144,287,697,719,753,532,99,11,3249
310031285,19,0,0,94,0,0,6,17,31,24,0,0,88,0,0,3,4,5,0,0,0,18,9,10,6,9,7,4,0,0,43,321,317,579,480,480,310,49,4,2531
310031286,135,17,0,816,0,3,151,280,250,166,23,0,877,0,0,29,116,124,88,22,0,388,13,18,37,35,39,24,10,0,177,533,979,2645,2726,2809,1874,351,29,11947
310031287,19,3,0,102,0,0,9,33,29,23,3,0,110,3,0,7,11,20,15,8,0,56,13,8,14,6,15,14,0,0,67,425,438,741,738,738,616,131,16,3848
310031288,5,0,0,29,0,0,0,10,7,3,0,0,27,0,0,3,0,9,0,0,0,15,0,3,3,0,0,0,0,0,11,61,69,111,127,150,80,25,4,620
310031289,6,0,0,28,0,3,3,5,7,6,0,0,26,0,0,3,0,3,0,0,0,11,0,0,0,0,3,0,0,0,11,67,76,115,149,168,101,21,0,700
310031290,8,0,0,28,0,0,8,21,19,14,0,0,58,0,0,0,7,8,4,0,0,20,0,3,0,7,5,3,0,0,12,31,46,108,188,182,137,42,10,736
310031291,17,0,0,104,0,0,18,30,30,15,3,0,93,0,0,3,3,13,8,3,0,31,0,3,6,3,10,0,0,0,26,48,170,417,450,410,271,36,3,1807
310031292,17,0,0,72,0,0,12,20,26,3,3,0,67,4,0,4,10,12,3,3,0,39,15,5,13,12,4,3,0,0,57,425,450,604,500,499,311,61,9,2856
310031293,8,3,0,79,0,0,15,35,32,9,0,0,92,0,0,0,6,7,6,4,0,20,0,4,10,4,5,8,3,0,34,139,199,429,485,488,341,75,10,2156
310031294,5,0,0,49,0,0,14,15,17,3,0,0,50,0,0,5,4,12,6,0,0,23,0,4,0,7,4,0,0,0,12,22,57,186,166,169,89,13,3,704
310031295,11,5,0,93,0,3,12,23,35,17,5,0,95,0,0,0,6,17,10,3,0,37,0,7,9,7,3,8,0,0,31,60,194,575,696,607,308,64,0,2502
310041296,11,3,0,108,0,0,27,41,30,17,4,0,122,0,0,8,26,28,10,4,0,77,3,0,10,8,3,3,0,0,32,201,210,462,507,376,201,41,5,2008
310041297,3,3,0,33,0,0,3,8,3,4,0,0,25,0,0,3,0,4,4,0,0,10,0,0,0,0,7,0,0,0,7,33,66,160,161,198,120,29,3,764
310041298,53,6,0,306,0,0,40,117,106,60,13,0,331,0,0,14,35,47,35,12,0,133,5,9,9,13,32,3,4,0,73,101,359,1045,1250,1338,844,138,12,5075
310041299,19,3,0,118,0,0,15,39,52,25,3,0,136,0,0,5,18,18,4,0,0,44,3,3,10,14,12,3,0,3,46,272,314,564,566,601,401,84,6,2819
310041300,16,3,0,81,0,0,13,30,24,19,0,3,81,0,5,5,14,6,9,8,0,43,4,4,12,8,0,5,0,0,33,196,251,562,484,405,289,68,14,2275
310041301,0,0,0,3,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,12,26,25,32,19,8,0,131
310041302,12,0,0,71,0,7,7,29,27,7,0,0,70,0,0,7,8,0,3,3,0,24,3,5,5,3,0,3,0,0,28,137,206,430,406,316,219,51,0,1774
310041303,8,0,0,61,0,0,13,20,22,15,0,0,73,0,0,0,8,9,3,0,0,21,3,3,7,4,11,4,0,0,28,204,196,417,397,340,177,39,0,1763
310041304,17,4,0,153,0,3,59,78,68,31,5,0,244,0,0,18,40,35,20,0,0,115,13,11,12,10,8,9,5,3,66,632,599,1147,927,639,350,63,8,4364
311011305,39,12,0,170,0,0,34,39,53,32,7,3,167,0,0,9,26,25,25,9,0,95,10,3,14,24,29,23,8,0,106,360,410,831,1057,1231,929,284,57,5154
311021306,55,4,0,289,0,3,46,116,106,53,4,0,319,0,0,13,40,36,37,10,0,133,6,14,13,17,27,20,4,3,104,474,659,1389,1506,1359,875,195,10,6461
311021307,6,0,0,54,0,0,9,16,18,5,0,0,58,0,0,0,4,0,5,0,0,12,3,3,7,3,5,0,0,0,17,62,117,274,272,250,205,41,10,1225
311021308,8,0,0,35,0,0,0,7,8,8,0,0,22,0,0,0,3,5,3,0,0,10,5,0,8,6,10,4,0,0,32,114,112,187,226,188,131,26,6,985
311021309,7,3,0,42,0,0,13,15,5,7,0,0,32,0,0,0,3,4,0,0,0,8,4,0,4,3,4,3,0,0,12,55,77,182,219,224,159,35,0,944
311021310,6,4,0,32,0,0,10,9,21,9,0,0,48,0,0,0,3,4,4,0,0,15,0,0,3,3,0,0,0,0,8,32,59,128,124,160,128,40,4,679
311031311,11,3,0,61,0,0,6,22,18,17,0,0,60,0,0,3,14,9,10,4,0,30,4,6,5,9,8,12,3,0,57,221,210,468,469,512,386,86,7,2368
311031312,22,8,0,131,0,4,26,53,62,16,3,0,165,0,0,8,24,31,20,6,0,89,15,15,20,18,20,10,4,0,99,866,817,1254,1035,898,565,123,13,5570
311031313,6,0,0,19,0,0,5,3,12,9,0,0,25,0,0,0,0,0,0,0,0,4,0,3,8,3,0,0,3,0,21,18,51,125,102,142,114,27,0,567
311031314,24,5,0,198,0,4,32,91,105,44,8,0,283,0,0,6,31,36,26,3,0,107,3,8,14,32,10,10,4,0,87,146,442,1134,1192,1053,661,115,4,4753
