SA3_NAME16	Occupation	OccupationSubtype	workers
Campaspe	Clerical and administrative workers	Clerical and office support workers	80
Campaspe	Clerical and administrative workers	General clerical workers	327
Campaspe	Clerical and administrative workers	Inquiry clerks and receptionists	269
Campaspe	Clerical and administrative workers	Numerical clerks	358
Campaspe	Clerical and administrative workers	Office managers and program administrators	239
Campaspe	Clerical and administrative workers	Other clerical and administrative workers	175
Campaspe	Clerical and administrative workers	Personal assistants and secretaries	84
Campaspe	Community and personal service workers	Carers and aides	808
Campaspe	Community and personal service workers	Health and welfare support workers	263
Campaspe	Community and personal service workers	Hospitality workers	279
Campaspe	Community and personal service workers	Protective service workers	98
Campaspe	Community and personal service workers	Sports and personal service workers	167
Campaspe	Labourers	Cleaners and laundry workers	386
Campaspe	Labourers	Construction and mining labourers	151
Campaspe	Labourers	Factory process workers	727
Campaspe	Labourers	Farm forestry and garden workers	455
Campaspe	Labourers	Food preparation assistants	256
Campaspe	Labourers	Labourers nfd	40
Campaspe	Labourers	Other labourers	218
Campaspe	Machinery operators and drivers	Machine and stationary plant operators	140
Campaspe	Machinery operators and drivers	Machinery operators and drivers nfd	11
Campaspe	Machinery operators and drivers	Mobile plant operators	259
Campaspe	Machinery operators and drivers	Road and rail drivers	537
Campaspe	Machinery operators and drivers	Storepersons	52
Campaspe	Managers	Chief executives general managers and legislators	73
Campaspe	Managers	Farmers and farm managers	1449
Campaspe	Managers	Hospitality retail and service managers	679
Campaspe	Managers	Managers nfd	36
Campaspe	Managers	Specialist managers	610
Campaspe	Professionals	Arts and media professionals	40
Campaspe	Professionals	Business human resource and marketing professionals	342
Campaspe	Professionals	Design engineering science and transport professionals	179
Campaspe	Professionals	Education professionals	692
Campaspe	Professionals	Health professionals	785
Campaspe	Professionals	Information and Communication Technology ICT professionals	35
Campaspe	Professionals	Legal social and welfare professionals	140
Campaspe	Professionals	Professionals nfd	5
Campaspe	Sales workers	Sales assistants and salespersons	1324
Campaspe	Sales workers	Sales representatives and agents	158
Campaspe	Sales workers	Sales support workers	183
Campaspe	Sales workers	Sales workers nfd	3
Campaspe	Technicians and trades workers	Automotive and engineering trades workers	643
Campaspe	Technicians and trades workers	Construction trades workers	283
Campaspe	Technicians and trades workers	Electrotechnology and telecommunications trades workers	236
Campaspe	Technicians and trades workers	Engineering ICT and science technicians	203
Campaspe	Technicians and trades workers	Food trades workers	257
Campaspe	Technicians and trades workers	Other technicians and trades workers	195
Campaspe	Technicians and trades workers	Skilled animal and horticultural workers	175
Campaspe	Technicians and trades workers	Technicians and trades workers nfd	15
Moira			197
Moira	Clerical and administrative workers	Clerical and office support workers	49
Moira	Clerical and administrative workers	General clerical workers	218
Moira	Clerical and administrative workers	Inquiry clerks and receptionists	155
Moira	Clerical and administrative workers	Numerical clerks	288
Moira	Clerical and administrative workers	Office managers and program administrators	165
Moira	Clerical and administrative workers	Other clerical and administrative workers	101
Moira	Clerical and administrative workers	Personal assistants and secretaries	57
Moira	Community and personal service workers	Carers and aides	484
Moira	Community and personal service workers	Health and welfare support workers	151
Moira	Community and personal service workers	Hospitality workers	194
Moira	Community and personal service workers	Protective service workers	48
Moira	Community and personal service workers	Sports and personal service workers	107
Moira	Labourers	Cleaners and laundry workers	238
Moira	Labourers	Construction and mining labourers	111
Moira	Labourers	Factory process workers	681
Moira	Labourers	Farm forestry and garden workers	496
Moira	Labourers	Food preparation assistants	149
Moira	Labourers	Labourers nfd	30
Moira	Labourers	Other labourers	200
Moira	Machinery operators and drivers	Machine and stationary plant operators	103
Moira	Machinery operators and drivers	Machinery operators and drivers nfd	13
Moira	Machinery operators and drivers	Mobile plant operators	275
Moira	Machinery operators and drivers	Road and rail drivers	315
Moira	Machinery operators and drivers	Storepersons	31
Moira	Managers	Chief executives general managers and legislators	64
Moira	Managers	Farmers and farm managers	1245
Moira	Managers	Hospitality retail and service managers	394
Moira	Managers	Managers nfd	14
Moira	Managers	Specialist managers	390
Moira	Professionals	Arts and media professionals	18
Moira	Professionals	Business human resource and marketing professionals	183
Moira	Professionals	Design engineering science and transport professionals	107
Moira	Professionals	Education professionals	453
Moira	Professionals	Health professionals	422
Moira	Professionals	Information and Communication Technology ICT professionals	5
Moira	Professionals	Legal social and welfare professionals	67
Moira	Professionals	Professionals nfd	3
Moira	Sales workers	Sales assistants and salespersons	715
Moira	Sales workers	Sales representatives and agents	98
Moira	Sales workers	Sales support workers	161
Moira	Technicians and trades workers	Automotive and engineering trades workers	414
Moira	Technicians and trades workers	Construction trades workers	195
Moira	Technicians and trades workers	Electrotechnology and telecommunications trades workers	153
Moira	Technicians and trades workers	Engineering ICT and science technicians	112
Moira	Technicians and trades workers	Food trades workers	168
Moira	Technicians and trades workers	Other technicians and trades workers	154
Moira	Technicians and trades workers	Skilled animal and horticultural workers	124
Moira	Technicians and trades workers	Technicians and trades workers nfd	7
Shepparton			457
Shepparton	Clerical and administrative workers	Clerical and administrative workers nfd	4
Shepparton	Clerical and administrative workers	Clerical and office support workers	188
Shepparton	Clerical and administrative workers	General clerical workers	742
Shepparton	Clerical and administrative workers	Inquiry clerks and receptionists	669
Shepparton	Clerical and administrative workers	Numerical clerks	682
Shepparton	Clerical and administrative workers	Office managers and program administrators	582
Shepparton	Clerical and administrative workers	Other clerical and administrative workers	379
Shepparton	Clerical and administrative workers	Personal assistants and secretaries	166
Shepparton	Community and personal service workers	Carers and aides	1428
Shepparton	Community and personal service workers	Health and welfare support workers	600
Shepparton	Community and personal service workers	Hospitality workers	422
Shepparton	Community and personal service workers	Protective service workers	320
Shepparton	Community and personal service workers	Sports and personal service workers	290
Shepparton	Labourers	Cleaners and laundry workers	599
Shepparton	Labourers	Construction and mining labourers	262
Shepparton	Labourers	Factory process workers	1184
Shepparton	Labourers	Farm forestry and garden workers	566
Shepparton	Labourers	Food preparation assistants	365
Shepparton	Labourers	Labourers nfd	68
Shepparton	Labourers	Other labourers	488
Shepparton	Machinery operators and drivers	Machine and stationary plant operators	300
Shepparton	Machinery operators and drivers	Machinery operators and drivers nfd	18
Shepparton	Machinery operators and drivers	Mobile plant operators	423
Shepparton	Machinery operators and drivers	Road and rail drivers	932
Shepparton	Machinery operators and drivers	Storepersons	174
Shepparton	Managers	Chief executives general managers and legislators	191
Shepparton	Managers	Farmers and farm managers	1229
Shepparton	Managers	Hospitality retail and service managers	1080
Shepparton	Managers	Managers nfd	105
Shepparton	Managers	Specialist managers	1311
Shepparton	Professionals	Arts and media professionals	80
Shepparton	Professionals	Business human resource and marketing professionals	919
Shepparton	Professionals	Design engineering science and transport professionals	537
Shepparton	Professionals	Education professionals	1319
Shepparton	Professionals	Health professionals	1693
Shepparton	Professionals	Information and Communication Technology ICT professionals	92
Shepparton	Professionals	Legal social and welfare professionals	496
