SA3_NAME16	IndustryOfEmployment	workers_born_overseas
Bayswater - Bassendean	Agriculture forestry and fishing	24
Bayswater - Bassendean	Arts and recreation services	130
Bayswater - Bassendean	Construction	918
Bayswater - Bassendean	Education and training	656
Bayswater - Bassendean	Electricity gas water and waste services	80
Bayswater - Bassendean	Financial and insurance services	134
Bayswater - Bassendean	Health care and social assistance	1366
Bayswater - Bassendean	Information media and telecommunications	70
Bayswater - Bassendean	Manufacturing	1396
Bayswater - Bassendean	Mining	117
Bayswater - Bassendean	Other services	679
Bayswater - Bassendean	Professional scientific and technical services	478
Bayswater - Bassendean	Public administration and safety	377
Bayswater - Bassendean	Rental hiring and real estate services	212
Bayswater - Bassendean	Retail trade	1361
Bayswater - Bassendean	Transport postal and warehousing	513
Bayswater - Bassendean	Wholesale trade	360
Mundaring		159
Mundaring	Accommodation and food services	167
Mundaring	Administrative and support services	59
Mundaring	Agriculture forestry and fishing	30
Mundaring	Arts and recreation services	34
Mundaring	Construction	239
Mundaring	Education and training	327
Mundaring	Electricity gas water and waste services	22
Mundaring	Financial and insurance services	13
Mundaring	Health care and social assistance	406
Mundaring	Information media and telecommunications	25
Mundaring	Manufacturing	341
Mundaring	Mining	46
Mundaring	Other services	110
Mundaring	Professional scientific and technical services	198
Mundaring	Public administration and safety	378
Mundaring	Rental hiring and real estate services	44
Mundaring	Retail trade	247
Mundaring	Transport postal and warehousing	127
Mundaring	Wholesale trade	80
Swan		1351
Swan	Accommodation and food services	1418
Swan	Administrative and support services	671
Swan	Agriculture forestry and fishing	286
Swan	Arts and recreation services	131
Swan	Construction	2015
Swan	Education and training	1245
Swan	Electricity gas water and waste services	182
Swan	Financial and insurance services	224
Swan	Health care and social assistance	2588
Swan	Information media and telecommunications	214
Swan	Manufacturing	2559
Swan	Mining	479
Swan	Other services	1245
Swan	Professional scientific and technical services	829
Swan	Public administration and safety	1332
Swan	Rental hiring and real estate services	262
Swan	Retail trade	1970
Swan	Transport postal and warehousing	1425
Swan	Wholesale trade	1152
Joondalup		773
Joondalup	Accommodation and food services	2156
Joondalup	Administrative and support services	715
Joondalup	Agriculture forestry and fishing	34
Joondalup	Arts and recreation services	278
Joondalup	Construction	1384
Joondalup	Education and training	2937
Joondalup	Electricity gas water and waste services	50
Joondalup	Financial and insurance services	471
Joondalup	Health care and social assistance	4675
Joondalup	Information media and telecommunications	138
Joondalup	Manufacturing	342
Joondalup	Mining	54
Joondalup	Other services	1031
Joondalup	Professional scientific and technical services	1005
Joondalup	Public administration and safety	1014
Joondalup	Rental hiring and real estate services	371
Joondalup	Retail trade	2996
Joondalup	Transport postal and warehousing	431
Joondalup	Wholesale trade	161
Stirling		1655
Stirling	Accommodation and food services	2017
Stirling	Administrative and support services	1430
Stirling	Agriculture forestry and fishing	277
Stirling	Arts and recreation services	375
Stirling	Construction	3465
Stirling	Education and training	2071
Stirling	Electricity gas water and waste services	315
Stirling	Financial and insurance services	597
Stirling	Health care and social assistance	4509
Stirling	Information media and telecommunications	537
Stirling	Manufacturing	1914
Stirling	Mining	246
Stirling	Other services	1367
Stirling	Professional scientific and technical services	2154
Stirling	Public administration and safety	1558
Stirling	Rental hiring and real estate services	471
Stirling	Retail trade	3761
Stirling	Transport postal and warehousing	785
Stirling	Wholesale trade	1031
Wanneroo		1296
Wanneroo	Accommodation and food services	1610
Wanneroo	Administrative and support services	624
Wanneroo	Agriculture forestry and fishing	516
Wanneroo	Arts and recreation services	212
Wanneroo	Construction	2986
Wanneroo	Education and training	2087
Wanneroo	Electricity gas water and waste services	158
Wanneroo	Financial and insurance services	263
Wanneroo	Health care and social assistance	2175
Wanneroo	Information media and telecommunications	97
Wanneroo	Manufacturing	2108
Wanneroo	Mining	216
Wanneroo	Other services	1126
Wanneroo	Professional scientific and technical services	836
Wanneroo	Public administration and safety	629
Wanneroo	Rental hiring and real estate services	295
Wanneroo	Retail trade	2385
Wanneroo	Transport postal and warehousing	732
Wanneroo	Wholesale trade	645
Armadale		303
Armadale	Accommodation and food services	505
Armadale	Administrative and support services	239
Armadale	Agriculture forestry and fishing	91
Armadale	Arts and recreation services	40
Armadale	Construction	496
Armadale	Education and training	764
Armadale	Electricity gas water and waste services	51
Armadale	Financial and insurance services	67
Armadale	Health care and social assistance	1542
Armadale	Information media and telecommunications	45
Armadale	Manufacturing	328
Armadale	Mining	36
Armadale	Other services	259
Armadale	Professional scientific and technical services	207
Armadale	Public administration and safety	384
Armadale	Rental hiring and real estate services	99
Armadale	Retail trade	775
Armadale	Transport postal and warehousing	298
Armadale	Wholesale trade	156
Belmont - Victoria Park		1261
Belmont - Victoria Park	Accommodation and food services	2691
Belmont - Victoria Park	Administrative and support services	1242
Belmont - Victoria Park	Agriculture forestry and fishing	33
Belmont - Victoria Park	Arts and recreation services	1781
Belmont - Victoria Park	Construction	2400
Belmont - Victoria Park	Education and training	715
Belmont - Victoria Park	Electricity gas water and waste services	127
Belmont - Victoria Park	Financial and insurance services	293
Belmont - Victoria Park	Health care and social assistance	2103
Belmont - Victoria Park	Information media and telecommunications	307
Belmont - Victoria Park	Manufacturing	1446
Belmont - Victoria Park	Mining	977
Belmont - Victoria Park	Other services	1010
Belmont - Victoria Park	Professional scientific and technical services	1397
Belmont - Victoria Park	Public administration and safety	1092
Belmont - Victoria Park	Rental hiring and real estate services	445
Belmont - Victoria Park	Retail trade	2070
Belmont - Victoria Park	Transport postal and warehousing	4389
Belmont - Victoria Park	Wholesale trade	1040
Canning		1865
Canning	Accommodation and food services	1506
Canning	Administrative and support services	774
Canning	Agriculture forestry and fishing	121
Canning	Arts and recreation services	175
Canning	Construction	2051
Canning	Education and training	3537
Canning	Electricity gas water and waste services	529
Canning	Financial and insurance services	257
Canning	Health care and social assistance	2683
Canning	Information media and telecommunications	174
Canning	Manufacturing	3538
Canning	Mining	609
Canning	Other services	1363
Canning	Professional scientific and technical services	1390
Canning	Public administration and safety	1071
Canning	Rental hiring and real estate services	469
Canning	Retail trade	2751
Canning	Transport postal and warehousing	2245
Canning	Wholesale trade	2337
Gosnells		577
Gosnells	Accommodation and food services	728
Gosnells	Administrative and support services	386
Gosnells	Agriculture forestry and fishing	41
Gosnells	Arts and recreation services	71
Gosnells	Construction	990
Gosnells	Education and training	1198
Gosnells	Electricity gas water and waste services	56
Gosnells	Financial and insurance services	106
Gosnells	Health care and social assistance	1470
Gosnells	Information media and telecommunications	55
Gosnells	Manufacturing	630
Gosnells	Mining	145
Gosnells	Other services	555
Gosnells	Professional scientific and technical services	548
Gosnells	Public administration and safety	736
Gosnells	Rental hiring and real estate services	167
Gosnells	Retail trade	1189
Gosnells	Transport postal and warehousing	582
Gosnells	Wholesale trade	186
Kalamunda		273
Kalamunda	Accommodation and food services	380
Kalamunda	Administrative and support services	156
Kalamunda	Agriculture forestry and fishing	78
Kalamunda	Arts and recreation services	43
Kalamunda	Construction	380
Kalamunda	Education and training	475
Kalamunda	Electricity gas water and waste services	61
Kalamunda	Financial and insurance services	139
Kalamunda	Health care and social assistance	528
Kalamunda	Information media and telecommunications	32
Kalamunda	Manufacturing	504
Kalamunda	Mining	119
Kalamunda	Other services	209
Kalamunda	Professional scientific and technical services	190
Kalamunda	Public administration and safety	148
Kalamunda	Rental hiring and real estate services	91
Kalamunda	Retail trade	433
Kalamunda	Transport postal and warehousing	769
Kalamunda	Wholesale trade	165
Serpentine - Jarrahdale		76
Serpentine - Jarrahdale	Accommodation and food services	63
Serpentine - Jarrahdale	Administrative and support services	38
Serpentine - Jarrahdale	Agriculture forestry and fishing	145
Serpentine - Jarrahdale	Arts and recreation services	31
Serpentine - Jarrahdale	Construction	214
Serpentine - Jarrahdale	Education and training	161
Serpentine - Jarrahdale	Electricity gas water and waste services	13
Serpentine - Jarrahdale	Financial and insurance services	6
Serpentine - Jarrahdale	Health care and social assistance	115
Serpentine - Jarrahdale	Information media and telecommunications	8
Serpentine - Jarrahdale	Manufacturing	89
Serpentine - Jarrahdale	Mining	28
Serpentine - Jarrahdale	Other services	50
Serpentine - Jarrahdale	Professional scientific and technical services	39
Serpentine - Jarrahdale	Public administration and safety	109
Serpentine - Jarrahdale	Rental hiring and real estate services	13
Serpentine - Jarrahdale	Retail trade	55
Serpentine - Jarrahdale	Transport postal and warehousing	72
Serpentine - Jarrahdale	Wholesale trade	31
South Perth		217
South Perth	Accommodation and food services	698
South Perth	Administrative and support services	184
South Perth	Agriculture forestry and fishing	33
South Perth	Arts and recreation services	169
South Perth	Construction	335
South Perth	Education and training	609
South Perth	Electricity gas water and waste services	8
South Perth	Financial and insurance services	156
South Perth	Health care and social assistance	1070
South Perth	Information media and telecommunications	29
South Perth	Manufacturing	47
South Perth	Mining	137
South Perth	Other services	159
South Perth	Professional scientific and technical services	586
South Perth	Public administration and safety	325
South Perth	Rental hiring and real estate services	182
South Perth	Retail trade	317
South Perth	Transport postal and warehousing	86
South Perth	Wholesale trade	32
Cockburn		1318
Cockburn	Accommodation and food services	919
Cockburn	Administrative and support services	517
Cockburn	Agriculture forestry and fishing	98
Cockburn	Arts and recreation services	139
Cockburn	Construction	2349
Cockburn	Education and training	926
Cockburn	Electricity gas water and waste services	557
Cockburn	Financial and insurance services	179
Cockburn	Health care and social assistance	1422
Cockburn	Information media and telecommunications	70
Cockburn	Manufacturing	2867
Cockburn	Mining	414
Cockburn	Other services	624
Cockburn	Professional scientific and technical services	881
Cockburn	Public administration and safety	589
Cockburn	Rental hiring and real estate services	234
Cockburn	Retail trade	1557
Cockburn	Transport postal and warehousing	972
Cockburn	Wholesale trade	773
Fremantle		570
Fremantle	Accommodation and food services	1490
Fremantle	Administrative and support services	248
Fremantle	Agriculture forestry and fishing	86
Fremantle	Arts and recreation services	178
Fremantle	Construction	632
Fremantle	Education and training	811
Fremantle	Electricity gas water and waste services	45
Fremantle	Financial and insurance services	108
Fremantle	Health care and social assistance	1658
Fremantle	Information media and telecommunications	78
Fremantle	Manufacturing	823
Fremantle	Mining	94
Fremantle	Other services	335
Fremantle	Professional scientific and technical services	587
Fremantle	Public administration and safety	633
Fremantle	Rental hiring and real estate services	142
Fremantle	Retail trade	830
Fremantle	Transport postal and warehousing	948
Fremantle	Wholesale trade	287
Kwinana		269
Kwinana	Accommodation and food services	167
Kwinana	Administrative and support services	152
Kwinana	Agriculture forestry and fishing	206
Kwinana	Arts and recreation services	41
Kwinana	Construction	555
Kwinana	Education and training	275
Kwinana	Electricity gas water and waste services	116
Kwinana	Financial and insurance services	117
Kwinana	Health care and social assistance	334
Kwinana	Information media and telecommunications	9
Kwinana	Manufacturing	1216
Kwinana	Mining	193
Kwinana	Other services	125
Kwinana	Professional scientific and technical services	147
Kwinana	Public administration and safety	307
Kwinana	Rental hiring and real estate services	75
Kwinana	Retail trade	253
Kwinana	Transport postal and warehousing	225
Kwinana	Wholesale trade	150
Melville		632
Melville	Accommodation and food services	1270
Melville	Administrative and support services	431
Melville	Agriculture forestry and fishing	39
Melville	Arts and recreation services	96
Melville	Construction	741
Melville	Education and training	1985
Melville	Electricity gas water and waste services	40
Melville	Financial and insurance services	255
Melville	Health care and social assistance	5440
Melville	Information media and telecommunications	92
Melville	Manufacturing	609
Melville	Mining	235
Melville	Other services	796
Melville	Professional scientific and technical services	995
Melville	Public administration and safety	803
Melville	Rental hiring and real estate services	243
Melville	Retail trade	1807
Melville	Transport postal and warehousing	272
Melville	Wholesale trade	254
Rockingham		460
Rockingham	Accommodation and food services	1076
Rockingham	Administrative and support services	328
Rockingham	Agriculture forestry and fishing	93
Rockingham	Arts and recreation services	150
Rockingham	Construction	781
Rockingham	Education and training	1345
Rockingham	Electricity gas water and waste services	31
Rockingham	Financial and insurance services	132
Rockingham	Health care and social assistance	2093
Rockingham	Information media and telecommunications	69
Rockingham	Manufacturing	362
Rockingham	Mining	54
Rockingham	Other services	546
Rockingham	Professional scientific and technical services	363
Rockingham	Public administration and safety	929
Rockingham	Rental hiring and real estate services	221
Rockingham	Retail trade	1506
Rockingham	Transport postal and warehousing	339
Rockingham	Wholesale trade	130
Albany		214
Albany	Accommodation and food services	418
Albany	Administrative and support services	119
Albany	Agriculture forestry and fishing	525
Albany	Arts and recreation services	59
Albany	Construction	232
Albany	Education and training	519
Albany	Electricity gas water and waste services	42
Albany	Financial and insurance services	67
Albany	Health care and social assistance	878
Albany	Information media and telecommunications	35
Albany	Manufacturing	442
Albany	Mining	18
Albany	Other services	183
Albany	Professional scientific and technical services	215
Albany	Public administration and safety	368
Albany	Rental hiring and real estate services	63
Albany	Retail trade	429
Albany	Transport postal and warehousing	127
Albany	Wholesale trade	245
Wheat Belt - North		203
Wheat Belt - North	Accommodation and food services	289
Wheat Belt - North	Administrative and support services	105
Wheat Belt - North	Agriculture forestry and fishing	941
Wheat Belt - North	Arts and recreation services	34
Wheat Belt - North	Construction	335
Wheat Belt - North	Education and training	333
Wheat Belt - North	Electricity gas water and waste services	44
Wheat Belt - North	Financial and insurance services	89
Wheat Belt - North	Health care and social assistance	472
Wheat Belt - North	Information media and telecommunications	15
Wheat Belt - North	Manufacturing	279
Wheat Belt - North	Mining	323
Wheat Belt - North	Other services	114
Wheat Belt - North	Professional scientific and technical services	127
Wheat Belt - North	Public administration and safety	328
Wheat Belt - North	Rental hiring and real estate services	35
Wheat Belt - North	Retail trade	282
Wheat Belt - North	Transport postal and warehousing	173
Wheat Belt - North	Wholesale trade	139
Wheat Belt - South		73
Wheat Belt - South	Accommodation and food services	109
Wheat Belt - South	Administrative and support services	41
Wheat Belt - South	Agriculture forestry and fishing	280
Wheat Belt - South	Arts and recreation services	15
Wheat Belt - South	Construction	64
Wheat Belt - South	Education and training	107
Wheat Belt - South	Electricity gas water and waste services	9
Wheat Belt - South	Financial and insurance services	8
Wheat Belt - South	Health care and social assistance	229
Wheat Belt - South	Information media and telecommunications	10
Wheat Belt - South	Manufacturing	69
Wheat Belt - South	Mining	438
Wheat Belt - South	Other services	56
Wheat Belt - South	Professional scientific and technical services	32
Wheat Belt - South	Public administration and safety	100
Wheat Belt - South	Rental hiring and real estate services	9
Wheat Belt - South	Retail trade	82
Wheat Belt - South	Transport postal and warehousing	35
Wheat Belt - South	Wholesale trade	52
Kimberley		144
Kimberley	Accommodation and food services	565
Kimberley	Administrative and support services	148
Kimberley	Agriculture forestry and fishing	149
Kimberley	Arts and recreation services	48
Kimberley	Construction	134
Kimberley	Education and training	312
Kimberley	Electricity gas water and waste services	27
Kimberley	Financial and insurance services	20
Kimberley	Health care and social assistance	623
Kimberley	Information media and telecommunications	30
Kimberley	Manufacturing	72
Kimberley	Mining	142
Kimberley	Other services	89
Kimberley	Professional scientific and technical services	70
Kimberley	Public administration and safety	279
Kimberley	Rental hiring and real estate services	44
Kimberley	Retail trade	267
Kimberley	Transport postal and warehousing	214
Kimberley	Wholesale trade	22
East Pilbara		202
East Pilbara	Accommodation and food services	478
East Pilbara	Administrative and support services	286
East Pilbara	Agriculture forestry and fishing	22
East Pilbara	Arts and recreation services	19
East Pilbara	Construction	405
East Pilbara	Education and training	172
East Pilbara	Electricity gas water and waste services	71
East Pilbara	Financial and insurance services	19
East Pilbara	Health care and social assistance	318
East Pilbara	Information media and telecommunications	6
East Pilbara	Manufacturing	109
East Pilbara	Mining	3788
East Pilbara	Other services	148
East Pilbara	Professional scientific and technical services	134
East Pilbara	Public administration and safety	172
East Pilbara	Rental hiring and real estate services	89
East Pilbara	Retail trade	227
East Pilbara	Transport postal and warehousing	389
East Pilbara	Wholesale trade	81
West Pilbara		746
West Pilbara	Accommodation and food services	829
West Pilbara	Administrative and support services	429
West Pilbara	Agriculture forestry and fishing	26
West Pilbara	Arts and recreation services	14
West Pilbara	Construction	3323
West Pilbara	Education and training	223
West Pilbara	Electricity gas water and waste services	215
West Pilbara	Financial and insurance services	23
West Pilbara	Health care and social assistance	325
West Pilbara	Information media and telecommunications	28
West Pilbara	Manufacturing	246
West Pilbara	Mining	3788
West Pilbara	Other services	165
West Pilbara	Professional scientific and technical services	918
West Pilbara	Public administration and safety	264
West Pilbara	Rental hiring and real estate services	129
West Pilbara	Retail trade	267
West Pilbara	Transport postal and warehousing	501
West Pilbara	Wholesale trade	122
Esperance		42
Esperance	Accommodation and food services	104
Esperance	Administrative and support services	35
Esperance	Agriculture forestry and fishing	178
Esperance	Arts and recreation services	10
Esperance	Construction	66
Esperance	Education and training	117
Esperance	Electricity gas water and waste services	14
Esperance	Financial and insurance services	10
Esperance	Health care and social assistance	154
Esperance	Information media and telecommunications	5
Esperance	Manufacturing	41
Esperance	Mining	114
Esperance	Other services	43
Esperance	Professional scientific and technical services	38
Esperance	Public administration and safety	57
Esperance	Rental hiring and real estate services	10
Esperance	Retail trade	91
Esperance	Transport postal and warehousing	93
Esperance	Wholesale trade	40
Gascoyne		49
Gascoyne	Accommodation and food services	173
Gascoyne	Administrative and support services	37
Gascoyne	Agriculture forestry and fishing	201
Gascoyne	Arts and recreation services	22
Gascoyne	Construction	52
Gascoyne	Education and training	68
Gascoyne	Electricity gas water and waste services	4
Gascoyne	Financial and insurance services	3
Gascoyne	Health care and social assistance	95
Gascoyne	Information media and telecommunications	7
Gascoyne	Manufacturing	33
Gascoyne	Mining	105
Gascoyne	Other services	21
Gascoyne	Professional scientific and technical services	34
Gascoyne	Public administration and safety	89
Gascoyne	Rental hiring and real estate services	9
Gascoyne	Retail trade	106
Gascoyne	Transport postal and warehousing	63
Gascoyne	Wholesale trade	8
Goldfields		205
Goldfields	Accommodation and food services	576
Goldfields	Administrative and support services	213
Goldfields	Agriculture forestry and fishing	21
Goldfields	Arts and recreation services	43
Goldfields	Construction	343
Goldfields	Education and training	345
Goldfields	Electricity gas water and waste services	44
Goldfields	Financial and insurance services	53
Goldfields	Health care and social assistance	623
Goldfields	Information media and telecommunications	24
Goldfields	Manufacturing	321
Goldfields	Mining	2805
Goldfields	Other services	231
Goldfields	Professional scientific and technical services	177
Goldfields	Public administration and safety	307
Goldfields	Rental hiring and real estate services	66
Goldfields	Retail trade	381
Goldfields	Transport postal and warehousing	292
Goldfields	Wholesale trade	86
Mid West		161
Mid West	Accommodation and food services	461
Mid West	Administrative and support services	141
Mid West	Agriculture forestry and fishing	199
Mid West	Arts and recreation services	41
Mid West	Construction	260
Mid West	Education and training	398
Mid West	Electricity gas water and waste services	58
Mid West	Financial and insurance services	47
Mid West	Health care and social assistance	780
Mid West	Information media and telecommunications	25
Mid West	Manufacturing	225
Mid West	Mining	894
Mid West	Other services	155
Mid West	Professional scientific and technical services	170
Mid West	Public administration and safety	368
Mid West	Rental hiring and real estate services	49
Mid West	Retail trade	343
Mid West	Transport postal and warehousing	238
Mid West	Wholesale trade	76
Migratory - Offshore - Shipping (WA)		66
Migratory - Offshore - Shipping (WA)	Accommodation and food services	32
Migratory - Offshore - Shipping (WA)	Administrative and support services	19
Migratory - Offshore - Shipping (WA)	Agriculture forestry and fishing	17
Migratory - Offshore - Shipping (WA)	Construction	79
Migratory - Offshore - Shipping (WA)	Education and training	3
Migratory - Offshore - Shipping (WA)	Electricity gas water and waste services	15
Migratory - Offshore - Shipping (WA)	Manufacturing	4
Migratory - Offshore - Shipping (WA)	Mining	192
Migratory - Offshore - Shipping (WA)	Other services	4
Migratory - Offshore - Shipping (WA)	Professional scientific and technical services	17
Migratory - Offshore - Shipping (WA)	Rental hiring and real estate services	3
Migratory - Offshore - Shipping (WA)	Retail trade	3
Migratory - Offshore - Shipping (WA)	Transport postal and warehousing	53
Migratory - Offshore - Shipping (WA)	Wholesale trade	11
No usual address (WA)		1114
No usual address (WA)	Accommodation and food services	310
No usual address (WA)	Administrative and support services	2172
No usual address (WA)	Agriculture forestry and fishing	316
No usual address (WA)	Arts and recreation services	129
No usual address (WA)	Construction	6824
No usual address (WA)	Education and training	622
No usual address (WA)	Electricity gas water and waste services	129
No usual address (WA)	Financial and insurance services	98
No usual address (WA)	Health care and social assistance	1497
No usual address (WA)	Information media and telecommunications	195
No usual address (WA)	Manufacturing	387
No usual address (WA)	Mining	1175
No usual address (WA)	Other services	862
No usual address (WA)	Professional scientific and technical services	719
No usual address (WA)	Public administration and safety	367
No usual address (WA)	Rental hiring and real estate services	105
No usual address (WA)	Retail trade	515
No usual address (WA)	Transport postal and warehousing	1594
No usual address (WA)	Wholesale trade	262
Brighton		5
Brighton	Accommodation and food services	18
Brighton	Administrative and support services	10
Brighton	Agriculture forestry and fishing	6
Brighton	Arts and recreation services	5
Brighton	Construction	16
Brighton	Education and training	19
Brighton	Health care and social assistance	33
Brighton	Information media and telecommunications	4
Brighton	Manufacturing	6
Brighton	Other services	7
Brighton	Professional scientific and technical services	6
Brighton	Public administration and safety	19
Brighton	Retail trade	18
Brighton	Transport postal and warehousing	16
Brighton	Wholesale trade	11
Hobart - North East		61
Hobart - North East	Accommodation and food services	162
Hobart - North East	Administrative and support services	68
Hobart - North East	Agriculture forestry and fishing	48
Hobart - North East	Arts and recreation services	18
Hobart - North East	Construction	89
Hobart - North East	Education and training	170
Hobart - North East	Electricity gas water and waste services	53
Hobart - North East	Financial and insurance services	6
Hobart - North East	Health care and social assistance	290
Hobart - North East	Information media and telecommunications	8
Hobart - North East	Manufacturing	69
Hobart - North East	Other services	60
Hobart - North East	Professional scientific and technical services	99
Hobart - North East	Public administration and safety	177
Hobart - North East	Rental hiring and real estate services	27
Hobart - North East	Retail trade	165
Hobart - North East	Transport postal and warehousing	78
Hobart - North East	Wholesale trade	30
Hobart - North West		82
Hobart - North West	Accommodation and food services	188
Hobart - North West	Administrative and support services	75
Hobart - North West	Agriculture forestry and fishing	13
Hobart - North West	Arts and recreation services	87
Hobart - North West	Construction	106
Hobart - North West	Education and training	124
Hobart - North West	Electricity gas water and waste services	68
Hobart - North West	Financial and insurance services	14
Hobart - North West	Health care and social assistance	412
Hobart - North West	Information media and telecommunications	35
Hobart - North West	Manufacturing	248
Hobart - North West	Mining	6
Hobart - North West	Other services	87
Hobart - North West	Professional scientific and technical services	68
Hobart - North West	Public administration and safety	102
Hobart - North West	Rental hiring and real estate services	18
Hobart - North West	Retail trade	187
Hobart - North West	Transport postal and warehousing	222
Hobart - North West	Wholesale trade	50
Hobart - South and West		54
Hobart - South and West	Accommodation and food services	99
Hobart - South and West	Administrative and support services	30
Hobart - South and West	Agriculture forestry and fishing	48
Hobart - South and West	Arts and recreation services	15
Hobart - South and West	Construction	83
Hobart - South and West	Education and training	131
Hobart - South and West	Electricity gas water and waste services	6
Hobart - South and West	Financial and insurance services	10
Hobart - South and West	Health care and social assistance	209
Hobart - South and West	Information media and telecommunications	10
Hobart - South and West	Manufacturing	74
Hobart - South and West	Mining	5
Hobart - South and West	Other services	46
Hobart - South and West	Professional scientific and technical services	139
Hobart - South and West	Public administration and safety	59
Hobart - South and West	Rental hiring and real estate services	16
Hobart - South and West	Retail trade	123
Hobart - South and West	Transport postal and warehousing	18
Hobart - South and West	Wholesale trade	18
Hobart Inner		215
Hobart Inner	Accommodation and food services	1172
Hobart Inner	Administrative and support services	224
Hobart Inner	Agriculture forestry and fishing	80
Hobart Inner	Arts and recreation services	187
Hobart Inner	Construction	165
Hobart Inner	Education and training	1148
Hobart Inner	Electricity gas water and waste services	171
Hobart Inner	Financial and insurance services	226
Hobart Inner	Health care and social assistance	1750
Hobart Inner	Information media and telecommunications	168
Hobart Inner	Manufacturing	117
Hobart Inner	Mining	4
Hobart Inner	Other services	250
Hobart Inner	Professional scientific and technical services	758
Hobart Inner	Public administration and safety	974
Hobart Inner	Rental hiring and real estate services	91
Hobart Inner	Retail trade	542
Hobart Inner	Transport postal and warehousing	88
Hobart Inner	Wholesale trade	71
Sorell - Dodges Ferry		16
Sorell - Dodges Ferry	Accommodation and food services	35
Sorell - Dodges Ferry	Administrative and support services	10
Sorell - Dodges Ferry	Agriculture forestry and fishing	40
Sorell - Dodges Ferry	Arts and recreation services	10
Sorell - Dodges Ferry	Construction	15
Sorell - Dodges Ferry	Education and training	18
Sorell - Dodges Ferry	Financial and insurance services	3
Sorell - Dodges Ferry	Health care and social assistance	40
Sorell - Dodges Ferry	Manufacturing	35
Sorell - Dodges Ferry	Other services	3
Sorell - Dodges Ferry	Professional scientific and technical services	12
Sorell - Dodges Ferry	Public administration and safety	9
Sorell - Dodges Ferry	Rental hiring and real estate services	3
Sorell - Dodges Ferry	Retail trade	51
Sorell - Dodges Ferry	Transport postal and warehousing	7
Sorell - Dodges Ferry	Wholesale trade	4
Launceston		138
Launceston	Accommodation and food services	449
Launceston	Administrative and support services	102
Launceston	Agriculture forestry and fishing	53
Launceston	Arts and recreation services	72
Launceston	Construction	130
Launceston	Education and training	554
Launceston	Electricity gas water and waste services	63
Launceston	Financial and insurance services	83
Launceston	Health care and social assistance	1127
Launceston	Information media and telecommunications	45
Launceston	Manufacturing	184
Launceston	Mining	4
Launceston	Other services	164
Launceston	Professional scientific and technical services	215
Launceston	Public administration and safety	231
Launceston	Rental hiring and real estate services	37
Launceston	Retail trade	352
Launceston	Transport postal and warehousing	156
Launceston	Wholesale trade	76
Meander Valley - West Tamar		23
Meander Valley - West Tamar	Accommodation and food services	68
Meander Valley - West Tamar	Administrative and support services	23
Meander Valley - West Tamar	Agriculture forestry and fishing	131
Meander Valley - West Tamar	Arts and recreation services	15
Meander Valley - West Tamar	Construction	32
Meander Valley - West Tamar	Education and training	50
Meander Valley - West Tamar	Electricity gas water and waste services	3
Meander Valley - West Tamar	Financial and insurance services	3
Meander Valley - West Tamar	Health care and social assistance	58
Meander Valley - West Tamar	Information media and telecommunications	4
Meander Valley - West Tamar	Manufacturing	59
Meander Valley - West Tamar	Mining	7
Meander Valley - West Tamar	Other services	5
Meander Valley - West Tamar	Professional scientific and technical services	34
Meander Valley - West Tamar	Public administration and safety	28
Meander Valley - West Tamar	Retail trade	31
Meander Valley - West Tamar	Transport postal and warehousing	13
Meander Valley - West Tamar	Wholesale trade	9
North East		43
North East	Accommodation and food services	99
North East	Administrative and support services	45
North East	Agriculture forestry and fishing	195
North East	Arts and recreation services	10
North East	Construction	42
North East	Education and training	49
North East	Electricity gas water and waste services	6
North East	Financial and insurance services	5
North East	Health care and social assistance	123
North East	Information media and telecommunications	3
North East	Manufacturing	225
North East	Mining	3
North East	Other services	30
North East	Professional scientific and technical services	40
North East	Public administration and safety	41
North East	Rental hiring and real estate services	21
North East	Retail trade	89
North East	Transport postal and warehousing	47
North East	Wholesale trade	40
Central Highlands (Tas.)		6
Central Highlands (Tas.)	Accommodation and food services	19
Central Highlands (Tas.)	Agriculture forestry and fishing	63
Central Highlands (Tas.)	Arts and recreation services	8
Central Highlands (Tas.)	Construction	4
Central Highlands (Tas.)	Education and training	18
Central Highlands (Tas.)	Electricity gas water and waste services	3
Central Highlands (Tas.)	Health care and social assistance	7
Central Highlands (Tas.)	Information media and telecommunications	4
Central Highlands (Tas.)	Manufacturing	9
Central Highlands (Tas.)	Professional scientific and technical services	9
Central Highlands (Tas.)	Public administration and safety	8
Central Highlands (Tas.)	Retail trade	13
Central Highlands (Tas.)	Transport postal and warehousing	10
Central Highlands (Tas.)	Wholesale trade	3
Huon - Bruny Island		25
Huon - Bruny Island	Accommodation and food services	64
Huon - Bruny Island	Administrative and support services	25
Huon - Bruny Island	Agriculture forestry and fishing	214
Huon - Bruny Island	Arts and recreation services	17
Huon - Bruny Island	Construction	33
Huon - Bruny Island	Education and training	52
Huon - Bruny Island	Financial and insurance services	7
Huon - Bruny Island	Health care and social assistance	68
Huon - Bruny Island	Information media and telecommunications	11
Huon - Bruny Island	Manufacturing	76
Huon - Bruny Island	Other services	6
Huon - Bruny Island	Professional scientific and technical services	54
Huon - Bruny Island	Public administration and safety	28
Huon - Bruny Island	Rental hiring and real estate services	11
Huon - Bruny Island	Retail trade	43
Huon - Bruny Island	Transport postal and warehousing	22
