SA4_NAME16	Occupation	OccupationSubtype	workers
New England and North West	Managers	Specialist managers	2775
New England and North West	Professionals	Arts and media professionals	275
New England and North West	Professionals	Business human resource and marketing professionals	2041
New England and North West	Professionals	Design engineering science and transport professionals	1373
New England and North West	Professionals	Education professionals	4094
New England and North West	Professionals	Health professionals	3239
New England and North West	Professionals	Information and Communication Technology ICT professionals	240
New England and North West	Professionals	Legal social and welfare professionals	1042
New England and North West	Professionals	Professionals nfd	105
New England and North West	Sales workers	Sales assistants and salespersons	5111
New England and North West	Sales workers	Sales representatives and agents	843
New England and North West	Sales workers	Sales support workers	782
New England and North West	Sales workers	Sales workers nfd	8
New England and North West	Technicians and trades workers	Automotive and engineering trades workers	2790
New England and North West	Technicians and trades workers	Construction trades workers	1228
New England and North West	Technicians and trades workers	Electrotechnology and telecommunications trades workers	1079
New England and North West	Technicians and trades workers	Engineering ICT and science technicians	1089
New England and North West	Technicians and trades workers	Food trades workers	1075
New England and North West	Technicians and trades workers	Other technicians and trades workers	883
New England and North West	Technicians and trades workers	Skilled animal and horticultural workers	769
New England and North West	Technicians and trades workers	Technicians and trades workers nfd	82
Newcastle and Lake Macquarie			2197
Newcastle and Lake Macquarie	Clerical and administrative workers	Clerical and administrative workers nfd	41
Newcastle and Lake Macquarie	Clerical and administrative workers	Clerical and office support workers	1275
Newcastle and Lake Macquarie	Clerical and administrative workers	General clerical workers	4672
Newcastle and Lake Macquarie	Clerical and administrative workers	Inquiry clerks and receptionists	4410
Newcastle and Lake Macquarie	Clerical and administrative workers	Numerical clerks	5009
Newcastle and Lake Macquarie	Clerical and administrative workers	Office managers and program administrators	3761
Newcastle and Lake Macquarie	Clerical and administrative workers	Other clerical and administrative workers	3027
Newcastle and Lake Macquarie	Clerical and administrative workers	Personal assistants and secretaries	1526
Newcastle and Lake Macquarie	Community and personal service workers	Carers and aides	7985
Newcastle and Lake Macquarie	Community and personal service workers	Community and personal service workers nfd	9
Newcastle and Lake Macquarie	Community and personal service workers	Health and welfare support workers	2648
Newcastle and Lake Macquarie	Community and personal service workers	Hospitality workers	4368
Newcastle and Lake Macquarie	Community and personal service workers	Protective service workers	1496
Newcastle and Lake Macquarie	Community and personal service workers	Sports and personal service workers	2204
Newcastle and Lake Macquarie	Labourers	Cleaners and laundry workers	3724
Newcastle and Lake Macquarie	Labourers	Construction and mining labourers	1958
Newcastle and Lake Macquarie	Labourers	Factory process workers	2346
Newcastle and Lake Macquarie	Labourers	Farm forestry and garden workers	634
Newcastle and Lake Macquarie	Labourers	Food preparation assistants	2587
Newcastle and Lake Macquarie	Labourers	Labourers nfd	358
Newcastle and Lake Macquarie	Labourers	Other labourers	2830
Newcastle and Lake Macquarie	Machinery operators and drivers	Machine and stationary plant operators	2419
Newcastle and Lake Macquarie	Machinery operators and drivers	Machinery operators and drivers nfd	248
Newcastle and Lake Macquarie	Machinery operators and drivers	Mobile plant operators	951
Newcastle and Lake Macquarie	Machinery operators and drivers	Road and rail drivers	4604
Newcastle and Lake Macquarie	Machinery operators and drivers	Storepersons	1219
Newcastle and Lake Macquarie	Managers	Chief executives general managers and legislators	1284
Newcastle and Lake Macquarie	Managers	Farmers and farm managers	95
Newcastle and Lake Macquarie	Managers	Hospitality retail and service managers	5673
Newcastle and Lake Macquarie	Managers	Managers nfd	369
Newcastle and Lake Macquarie	Managers	Specialist managers	7801
Newcastle and Lake Macquarie	Professionals	Arts and media professionals	906
Newcastle and Lake Macquarie	Professionals	Business human resource and marketing professionals	6271
Newcastle and Lake Macquarie	Professionals	Design engineering science and transport professionals	4674
Newcastle and Lake Macquarie	Professionals	Education professionals	7636
Newcastle and Lake Macquarie	Professionals	Health professionals	10762
Newcastle and Lake Macquarie	Professionals	Information and Communication Technology ICT professionals	1492
Newcastle and Lake Macquarie	Professionals	Legal social and welfare professionals	3079
Newcastle and Lake Macquarie	Professionals	Professionals nfd	592
Newcastle and Lake Macquarie	Sales workers	Sales assistants and salespersons	11346
Newcastle and Lake Macquarie	Sales workers	Sales representatives and agents	2322
Newcastle and Lake Macquarie	Sales workers	Sales support workers	2015
Newcastle and Lake Macquarie	Sales workers	Sales workers nfd	39
Newcastle and Lake Macquarie	Technicians and trades workers	Automotive and engineering trades workers	4824
Newcastle and Lake Macquarie	Technicians and trades workers	Construction trades workers	3484
Newcastle and Lake Macquarie	Technicians and trades workers	Electrotechnology and telecommunications trades workers	2844
Newcastle and Lake Macquarie	Technicians and trades workers	Engineering ICT and science technicians	3610
Newcastle and Lake Macquarie	Technicians and trades workers	Food trades workers	2386
Newcastle and Lake Macquarie	Technicians and trades workers	Other technicians and trades workers	2233
Newcastle and Lake Macquarie	Technicians and trades workers	Skilled animal and horticultural workers	1107
Newcastle and Lake Macquarie	Technicians and trades workers	Technicians and trades workers nfd	247
Richmond - Tweed			1417
Richmond - Tweed	Clerical and administrative workers	Clerical and administrative workers nfd	13
Richmond - Tweed	Clerical and administrative workers	Clerical and office support workers	553
Richmond - Tweed	Clerical and administrative workers	General clerical workers	2271
Richmond - Tweed	Clerical and administrative workers	Inquiry clerks and receptionists	1926
Richmond - Tweed	Clerical and administrative workers	Numerical clerks	2112
Richmond - Tweed	Clerical and administrative workers	Office managers and program administrators	1745
Richmond - Tweed	Clerical and administrative workers	Other clerical and administrative workers	1200
Richmond - Tweed	Clerical and administrative workers	Personal assistants and secretaries	720
Richmond - Tweed	Community and personal service workers	Carers and aides	4975
Richmond - Tweed	Community and personal service workers	Community and personal service workers nfd	5
Richmond - Tweed	Community and personal service workers	Health and welfare support workers	1405
