SA4_NAME16	IncomeTotPersonal.max	Occupation	PublicSector	LevelOfGovt	workers
Shepparton	78750	Machinery operators and drivers	1	State territory	36
Shepparton	78750	Managers	0		685
Shepparton	78750	Managers	1	Local	18
Shepparton	78750	Managers	1	National	7
Shepparton	78750	Managers	1	State territory	34
Shepparton	78750	Professionals	0		730
Shepparton	78750	Professionals	1	Local	35
Shepparton	78750	Professionals	1	National	20
Shepparton	78750	Professionals	1	State territory	569
Shepparton	78750	Sales workers	0		187
Shepparton	78750	Sales workers	1	National	3
Shepparton	78750	Technicians and trades workers			3
Shepparton	78750	Technicians and trades workers	0		529
Shepparton	78750	Technicians and trades workers	1	Local	18
Shepparton	78750	Technicians and trades workers	1	National	3
Shepparton	78750	Technicians and trades workers	1	State territory	38
Shepparton	91875				5
Shepparton	91875		0		24
Shepparton	91875		1	State territory	4
Shepparton	91875	Clerical and administrative workers	0		200
Shepparton	91875	Clerical and administrative workers	1	Local	14
Shepparton	91875	Clerical and administrative workers	1	National	11
Shepparton	91875	Clerical and administrative workers	1	State territory	69
Shepparton	91875	Community and personal service workers	0		40
Shepparton	91875	Community and personal service workers	1	Local	11
Shepparton	91875	Community and personal service workers	1	State territory	142
Shepparton	91875	Labourers			3
Shepparton	91875	Labourers	0		287
Shepparton	91875	Labourers	1	Local	3
Shepparton	91875	Labourers	1	State territory	9
Shepparton	91875	Machinery operators and drivers	0		234
Shepparton	91875	Machinery operators and drivers	1	Local	6
Shepparton	91875	Machinery operators and drivers	1	State territory	16
Shepparton	91875	Managers	0		587
Shepparton	91875	Managers	1	Local	21
Shepparton	91875	Managers	1	National	12
Shepparton	91875	Managers	1	State territory	61
Shepparton	91875	Professionals			3
Shepparton	91875	Professionals	0		603
Shepparton	91875	Professionals	1	Local	39
Shepparton	91875	Professionals	1	National	14
Shepparton	91875	Professionals	1	State territory	434
Shepparton	91875	Sales workers	0		106
Shepparton	91875	Sales workers	1	State territory	3
Shepparton	91875	Technicians and trades workers	0		372
Shepparton	91875	Technicians and trades workers	1	Local	13
Shepparton	91875	Technicians and trades workers	1	State territory	22
Shepparton	105000		0		15
Shepparton	105000	Clerical and administrative workers	0		83
Shepparton	105000	Clerical and administrative workers	1	Local	6
Shepparton	105000	Clerical and administrative workers	1	National	3
Shepparton	105000	Clerical and administrative workers	1	State territory	11
Shepparton	105000	Community and personal service workers	0		13
Shepparton	105000	Community and personal service workers	1	Local	6
Shepparton	105000	Community and personal service workers	1	State territory	106
Shepparton	105000	Labourers	0		185
Shepparton	105000	Labourers	1	Local	3
Shepparton	105000	Labourers	1	National	3
Shepparton	105000	Labourers	1	State territory	4
Shepparton	105000	Machinery operators and drivers	0		111
Shepparton	105000	Machinery operators and drivers	1	State territory	6
Shepparton	105000	Managers	0		386
Shepparton	105000	Managers	1	Local	18
Shepparton	105000	Managers	1	National	10
Shepparton	105000	Managers	1	State territory	63
Shepparton	105000	Professionals	0		442
Shepparton	105000	Professionals	1	Local	20
Shepparton	105000	Professionals	1	National	14
Shepparton	105000	Professionals	1	State territory	316
Shepparton	105000	Sales workers	0		59
Shepparton	105000	Technicians and trades workers	0		202
Shepparton	105000	Technicians and trades workers	1	Local	8
Shepparton	105000	Technicians and trades workers	1	State territory	20
Shepparton	157500				3
Shepparton	157500		0		7
Shepparton	157500		1	State territory	3
Shepparton	157500	Clerical and administrative workers	0		103
Shepparton	157500	Clerical and administrative workers	1	Local	13
Shepparton	157500	Clerical and administrative workers	1	National	3
Shepparton	157500	Clerical and administrative workers	1	State territory	28
Shepparton	157500	Community and personal service workers	0		15
Shepparton	157500	Community and personal service workers	1	State territory	91
Shepparton	157500	Labourers	0		85
Shepparton	157500	Labourers	1	State territory	3
Shepparton	157500	Machinery operators and drivers	0		57
Shepparton	157500	Machinery operators and drivers	1	State territory	3
Shepparton	157500	Managers	0		586
Shepparton	157500	Managers	1	Local	32
Shepparton	157500	Managers	1	National	7
Shepparton	157500	Managers	1	State territory	164
Shepparton	157500	Professionals	0		441
Shepparton	157500	Professionals	1	Local	10
Shepparton	157500	Professionals	1	National	7
Shepparton	157500	Professionals	1	State territory	163
Shepparton	157500	Sales workers	0		75
Shepparton	157500	Technicians and trades workers	0		263
Shepparton	157500	Technicians and trades workers	1	Local	4
Shepparton	157500	Technicians and trades workers	1	State territory	9
Shepparton	Inf				9
Shepparton	Inf		0		3
Shepparton	Inf	Clerical and administrative workers	0		64
Shepparton	Inf	Clerical and administrative workers	1	State territory	5
Shepparton	Inf	Community and personal service workers	0		23
Shepparton	Inf	Community and personal service workers	1	State territory	7
Shepparton	Inf	Labourers			3
Shepparton	Inf	Labourers	0		37
Shepparton	Inf	Machinery operators and drivers	0		27
Shepparton	Inf	Managers	0		354
Shepparton	Inf	Managers	1	Local	8
Shepparton	Inf	Managers	1	National	6
Shepparton	Inf	Managers	1	State territory	44
Shepparton	Inf	Professionals	0		308
Shepparton	Inf	Professionals	1	National	8
Shepparton	Inf	Professionals	1	State territory	66
Shepparton	Inf	Sales workers	0		48
Shepparton	Inf	Technicians and trades workers	0		52
Warrnambool and South West					103
Warrnambool and South West			0		47
Warrnambool and South West			1	State territory	3
Warrnambool and South West		Clerical and administrative workers			3
Warrnambool and South West		Clerical and administrative workers	0		53
Warrnambool and South West		Clerical and administrative workers	1	National	3
Warrnambool and South West		Clerical and administrative workers	1	State territory	5
Warrnambool and South West		Community and personal service workers			4
Warrnambool and South West		Community and personal service workers	0		51
Warrnambool and South West		Community and personal service workers	1	Local	4
Warrnambool and South West		Community and personal service workers	1	State territory	9
Warrnambool and South West		Labourers			11
Warrnambool and South West		Labourers	0		181
Warrnambool and South West		Labourers	1	Local	5
Warrnambool and South West		Labourers	1	State territory	3
Warrnambool and South West		Machinery operators and drivers			3
Warrnambool and South West		Machinery operators and drivers	0		70
Warrnambool and South West		Managers			15
Warrnambool and South West		Managers	0		198
Warrnambool and South West		Managers	1	State territory	5
Warrnambool and South West		Professionals			3
Warrnambool and South West		Professionals	0		54
Warrnambool and South West		Professionals	1	Local	3
Warrnambool and South West		Professionals	1	State territory	25
Warrnambool and South West		Sales workers			7
Warrnambool and South West		Sales workers	0		78
Warrnambool and South West		Technicians and trades workers			10
Warrnambool and South West		Technicians and trades workers	0		133
Warrnambool and South West		Technicians and trades workers	1	State territory	3
Warrnambool and South West	0				17
Warrnambool and South West	0		0		16
Warrnambool and South West	0	Clerical and administrative workers	0		33
Warrnambool and South West	0	Clerical and administrative workers	1	National	4
Warrnambool and South West	0	Community and personal service workers	0		28
Warrnambool and South West	0	Labourers			3
Warrnambool and South West	0	Labourers	0		72
Warrnambool and South West	0	Machinery operators and drivers	0		23
Warrnambool and South West	0	Managers			3
Warrnambool and South West	0	Managers	0		391
Warrnambool and South West	0	Managers	1	Local	3
Warrnambool and South West	0	Professionals	0		19
Warrnambool and South West	0	Professionals	1	State territory	3
Warrnambool and South West	0	Sales workers	0		58
Warrnambool and South West	0	Technicians and trades workers	0		45
Warrnambool and South West	7875				22
Warrnambool and South West	7875		0		23
Warrnambool and South West	7875	Clerical and administrative workers	0		80
Warrnambool and South West	7875	Clerical and administrative workers	1	Local	3
Warrnambool and South West	7875	Clerical and administrative workers	1	National	9
Warrnambool and South West	7875	Clerical and administrative workers	1	State territory	3
Warrnambool and South West	7875	Community and personal service workers	0		317
Warrnambool and South West	7875	Community and personal service workers	1	Local	8
Warrnambool and South West	7875	Community and personal service workers	1	State territory	11
Warrnambool and South West	7875	Labourers			9
Warrnambool and South West	7875	Labourers	0		626
Warrnambool and South West	7875	Labourers	1	Local	10
Warrnambool and South West	7875	Labourers	1	State territory	12
Warrnambool and South West	7875	Machinery operators and drivers	0		26
Warrnambool and South West	7875	Managers			3
Warrnambool and South West	7875	Managers	0		234
Warrnambool and South West	7875	Managers	1	State territory	3
Warrnambool and South West	7875	Professionals	0		57
Warrnambool and South West	7875	Professionals	1	National	3
Warrnambool and South West	7875	Professionals	1	State territory	13
Warrnambool and South West	7875	Sales workers			5
Warrnambool and South West	7875	Sales workers	0		978
Warrnambool and South West	7875	Technicians and trades workers	0		114
Warrnambool and South West	7875	Technicians and trades workers	1	State territory	3
Warrnambool and South West	15750				28
Warrnambool and South West	15750		0		23
Warrnambool and South West	15750	Clerical and administrative workers	0		173
Warrnambool and South West	15750	Clerical and administrative workers	1	Local	5
Warrnambool and South West	15750	Clerical and administrative workers	1	National	21
Warrnambool and South West	15750	Clerical and administrative workers	1	State territory	13
Warrnambool and South West	15750	Community and personal service workers			3
Warrnambool and South West	15750	Community and personal service workers	0		345
Warrnambool and South West	15750	Community and personal service workers	1	Local	23
Warrnambool and South West	15750	Community and personal service workers	1	State territory	37
Warrnambool and South West	15750	Labourers			4
Warrnambool and South West	15750	Labourers	0		528
Warrnambool and South West	15750	Labourers	1	Local	14
Warrnambool and South West	15750	Labourers	1	State territory	10
Warrnambool and South West	15750	Machinery operators and drivers	0		50
Warrnambool and South West	15750	Managers			3
Warrnambool and South West	15750	Managers	0		362
Warrnambool and South West	15750	Managers	1	National	3
Warrnambool and South West	15750	Professionals	0		105
Warrnambool and South West	15750	Professionals	1	State territory	40
Warrnambool and South West	15750	Sales workers			3
Warrnambool and South West	15750	Sales workers	0		507
Warrnambool and South West	15750	Technicians and trades workers			4
Warrnambool and South West	15750	Technicians and trades workers	0		196
Warrnambool and South West	15750	Technicians and trades workers	1	State territory	4
Warrnambool and South West	21000				13
Warrnambool and South West	21000		0		26
Warrnambool and South West	21000	Clerical and administrative workers	0		278
Warrnambool and South West	21000	Clerical and administrative workers	1	Local	12
Warrnambool and South West	21000	Clerical and administrative workers	1	National	16
Warrnambool and South West	21000	Clerical and administrative workers	1	State territory	30
Warrnambool and South West	21000	Community and personal service workers	0		401
Warrnambool and South West	21000	Community and personal service workers	1	Local	27
Warrnambool and South West	21000	Community and personal service workers	1	National	3
Warrnambool and South West	21000	Community and personal service workers	1	State territory	49
Warrnambool and South West	21000	Labourers			12
Warrnambool and South West	21000	Labourers	0		556
Warrnambool and South West	21000	Labourers	1	Local	14
Warrnambool and South West	21000	Labourers	1	State territory	14
Warrnambool and South West	21000	Machinery operators and drivers			3
Warrnambool and South West	21000	Machinery operators and drivers	0		77
Warrnambool and South West	21000	Managers			3
Warrnambool and South West	21000	Managers	0		468
Warrnambool and South West	21000	Managers	1	State territory	3
Warrnambool and South West	21000	Professionals			3
Warrnambool and South West	21000	Professionals	0		125
Warrnambool and South West	21000	Professionals	1	Local	3
Warrnambool and South West	21000	Professionals	1	National	3
Warrnambool and South West	21000	Professionals	1	State territory	40
Warrnambool and South West	21000	Sales workers	0		480
Warrnambool and South West	21000	Technicians and trades workers	0		313
Warrnambool and South West	21000	Technicians and trades workers	1	State territory	4
Warrnambool and South West	26250				30
Warrnambool and South West	26250		0		33
Warrnambool and South West	26250	Clerical and administrative workers			3
Warrnambool and South West	26250	Clerical and administrative workers	0		339
Warrnambool and South West	26250	Clerical and administrative workers	1	Local	28
Warrnambool and South West	26250	Clerical and administrative workers	1	National	20
Warrnambool and South West	26250	Clerical and administrative workers	1	State territory	36
Warrnambool and South West	26250	Community and personal service workers			10
Warrnambool and South West	26250	Community and personal service workers	0		462
Warrnambool and South West	26250	Community and personal service workers	1	Local	32
Warrnambool and South West	26250	Community and personal service workers	1	National	3
Warrnambool and South West	26250	Community and personal service workers	1	State territory	78
Warrnambool and South West	26250	Labourers			7
Warrnambool and South West	26250	Labourers	0		586
Warrnambool and South West	26250	Labourers	1	Local	18
Warrnambool and South West	26250	Labourers	1	State territory	26
Warrnambool and South West	26250	Machinery operators and drivers			3
Warrnambool and South West	26250	Machinery operators and drivers	0		119
Warrnambool and South West	26250	Machinery operators and drivers	1	Local	3
Warrnambool and South West	26250	Machinery operators and drivers	1	State territory	3
Warrnambool and South West	26250	Managers	0		612
Warrnambool and South West	26250	Managers	1	State territory	3
Warrnambool and South West	26250	Professionals			3
Warrnambool and South West	26250	Professionals	0		189
Warrnambool and South West	26250	Professionals	1	Local	7
Warrnambool and South West	26250	Professionals	1	National	7
Warrnambool and South West	26250	Professionals	1	State territory	37
Warrnambool and South West	26250	Sales workers	0		498
Warrnambool and South West	26250	Sales workers	1	National	3
Warrnambool and South West	26250	Sales workers	1	State territory	3
Warrnambool and South West	26250	Technicians and trades workers			5
Warrnambool and South West	26250	Technicians and trades workers	0		459
Warrnambool and South West	26250	Technicians and trades workers	1	State territory	11
Warrnambool and South West	34125				31
Warrnambool and South West	34125		0		29
Warrnambool and South West	34125		1	State territory	4
Warrnambool and South West	34125	Clerical and administrative workers			10
Warrnambool and South West	34125	Clerical and administrative workers	0		571
Warrnambool and South West	34125	Clerical and administrative workers	1	Local	29
Warrnambool and South West	34125	Clerical and administrative workers	1	National	26
Warrnambool and South West	34125	Clerical and administrative workers	1	State territory	74
Warrnambool and South West	34125	Community and personal service workers			4
Warrnambool and South West	34125	Community and personal service workers	0		720
Warrnambool and South West	34125	Community and personal service workers	1	Local	53
Warrnambool and South West	34125	Community and personal service workers	1	National	8
Warrnambool and South West	34125	Community and personal service workers	1	State territory	158
Warrnambool and South West	34125	Labourers			13
Warrnambool and South West	34125	Labourers	0		894
Warrnambool and South West	34125	Labourers	1	Local	15
Warrnambool and South West	34125	Labourers	1	State territory	65
Warrnambool and South West	34125	Machinery operators and drivers	0		224
Warrnambool and South West	34125	Machinery operators and drivers	1	State territory	5
Warrnambool and South West	34125	Managers			11
Warrnambool and South West	34125	Managers	0		829
Warrnambool and South West	34125	Managers	1	Local	4
Warrnambool and South West	34125	Managers	1	National	4
Warrnambool and South West	34125	Managers	1	State territory	8
Warrnambool and South West	34125	Professionals	0		332
Warrnambool and South West	34125	Professionals	1	Local	15
Warrnambool and South West	34125	Professionals	1	National	9
Warrnambool and South West	34125	Professionals	1	State territory	130
Warrnambool and South West	34125	Sales workers			5
Warrnambool and South West	34125	Sales workers	0		632
Warrnambool and South West	34125	Sales workers	1	National	5
Warrnambool and South West	34125	Sales workers	1	State territory	4
Warrnambool and South West	34125	Technicians and trades workers			6
Warrnambool and South West	34125	Technicians and trades workers	0		638
Warrnambool and South West	34125	Technicians and trades workers	1	Local	3
Warrnambool and South West	34125	Technicians and trades workers	1	State territory	28
Warrnambool and South West	42000				43
Warrnambool and South West	42000		0		40
Warrnambool and South West	42000	Clerical and administrative workers			3
Warrnambool and South West	42000	Clerical and administrative workers	0		667
Warrnambool and South West	42000	Clerical and administrative workers	1	Local	31
Warrnambool and South West	42000	Clerical and administrative workers	1	National	30
Warrnambool and South West	42000	Clerical and administrative workers	1	State territory	103
Warrnambool and South West	42000	Community and personal service workers			10
Warrnambool and South West	42000	Community and personal service workers	0		704
Warrnambool and South West	42000	Community and personal service workers	1	Local	46
Warrnambool and South West	42000	Community and personal service workers	1	National	6
Warrnambool and South West	42000	Community and personal service workers	1	State territory	119
Warrnambool and South West	42000	Labourers			3
Warrnambool and South West	42000	Labourers	0		1104
Warrnambool and South West	42000	Labourers	1	Local	10
Warrnambool and South West	42000	Labourers	1	State territory	66
Warrnambool and South West	42000	Machinery operators and drivers			4
Warrnambool and South West	42000	Machinery operators and drivers	0		370
Warrnambool and South West	42000	Machinery operators and drivers	1	Local	12
Warrnambool and South West	42000	Machinery operators and drivers	1	National	3
Warrnambool and South West	42000	Machinery operators and drivers	1	State territory	11
Warrnambool and South West	42000	Managers			11
Warrnambool and South West	42000	Managers	0		925
Warrnambool and South West	42000	Managers	1	Local	6
Warrnambool and South West	42000	Managers	1	State territory	13
Warrnambool and South West	42000	Professionals			3
Warrnambool and South West	42000	Professionals	0		401
Warrnambool and South West	42000	Professionals	1	Local	17
Warrnambool and South West	42000	Professionals	1	National	10
Warrnambool and South West	42000	Professionals	1	State territory	172
Warrnambool and South West	42000	Sales workers			3
Warrnambool and South West	42000	Sales workers	0		663
Warrnambool and South West	42000	Sales workers	1	National	3
Warrnambool and South West	42000	Sales workers	1	State territory	6
Warrnambool and South West	42000	Technicians and trades workers			6
Warrnambool and South West	42000	Technicians and trades workers	0		858
Warrnambool and South West	42000	Technicians and trades workers	1	Local	8
Warrnambool and South West	42000	Technicians and trades workers	1	National	3
Warrnambool and South West	42000	Technicians and trades workers	1	State territory	23
Warrnambool and South West	52500				33
Warrnambool and South West	52500		0		46
Warrnambool and South West	52500		1	Local	3
Warrnambool and South West	52500		1	State territory	3
Warrnambool and South West	52500	Clerical and administrative workers	0		795
Warrnambool and South West	52500	Clerical and administrative workers	1	Local	44
Warrnambool and South West	52500	Clerical and administrative workers	1	National	34
Warrnambool and South West	52500	Clerical and administrative workers	1	State territory	100
Warrnambool and South West	52500	Community and personal service workers			3
Warrnambool and South West	52500	Community and personal service workers	0		554
Warrnambool and South West	52500	Community and personal service workers	1	Local	39
Warrnambool and South West	52500	Community and personal service workers	1	National	9
Warrnambool and South West	52500	Community and personal service workers	1	State territory	142
Warrnambool and South West	52500	Labourers			11
Warrnambool and South West	52500	Labourers	0		1125
Warrnambool and South West	52500	Labourers	1	Local	43
Warrnambool and South West	52500	Labourers	1	National	3
Warrnambool and South West	52500	Labourers	1	State territory	36
Warrnambool and South West	52500	Machinery operators and drivers	0		607
Warrnambool and South West	52500	Machinery operators and drivers	1	Local	46
Warrnambool and South West	52500	Machinery operators and drivers	1	State territory	9
Warrnambool and South West	52500	Managers			4
Warrnambool and South West	52500	Managers	0		1182
Warrnambool and South West	52500	Managers	1	Local	13
Warrnambool and South West	52500	Managers	1	National	3
Warrnambool and South West	52500	Managers	1	State territory	15
Warrnambool and South West	52500	Professionals			3
Warrnambool and South West	52500	Professionals	0		609
Warrnambool and South West	52500	Professionals	1	Local	27
Warrnambool and South West	52500	Professionals	1	National	11
Warrnambool and South West	52500	Professionals	1	State territory	345
Warrnambool and South West	52500	Sales workers	0		472
Warrnambool and South West	52500	Sales workers	1	State territory	5
Warrnambool and South West	52500	Technicians and trades workers			8
Warrnambool and South West	52500	Technicians and trades workers	0		1039
Warrnambool and South West	52500	Technicians and trades workers	1	Local	18
Warrnambool and South West	52500	Technicians and trades workers	1	National	5
Warrnambool and South West	52500	Technicians and trades workers	1	State territory	48
Warrnambool and South West	65625				14
Warrnambool and South West	65625		0		47
Warrnambool and South West	65625		1	Local	9
Warrnambool and South West	65625		1	National	3
Warrnambool and South West	65625		1	State territory	4
Warrnambool and South West	65625	Clerical and administrative workers	0		516
Warrnambool and South West	65625	Clerical and administrative workers	1	Local	74
Warrnambool and South West	65625	Clerical and administrative workers	1	National	39
Warrnambool and South West	65625	Clerical and administrative workers	1	State territory	99
Warrnambool and South West	65625	Community and personal service workers	0		348
Warrnambool and South West	65625	Community and personal service workers	1	Local	34
Warrnambool and South West	65625	Community and personal service workers	1	National	12
Warrnambool and South West	65625	Community and personal service workers	1	State territory	143
Warrnambool and South West	65625	Labourers			3
Warrnambool and South West	65625	Labourers	0		714
Warrnambool and South West	65625	Labourers	1	Local	46
Warrnambool and South West	65625	Labourers	1	State territory	12
Warrnambool and South West	65625	Machinery operators and drivers	0		708
Warrnambool and South West	65625	Machinery operators and drivers	1	Local	60
Warrnambool and South West	65625	Machinery operators and drivers	1	State territory	15
Warrnambool and South West	65625	Managers			3
Warrnambool and South West	65625	Managers	0		1275
Warrnambool and South West	65625	Managers	1	Local	16
Warrnambool and South West	65625	Managers	1	National	3
Warrnambool and South West	65625	Managers	1	State territory	42
Warrnambool and South West	65625	Professionals	0		832
Warrnambool and South West	65625	Professionals	1	Local	41
Warrnambool and South West	65625	Professionals	1	National	20
Warrnambool and South West	65625	Professionals	1	State territory	516
Warrnambool and South West	65625	Sales workers	0		306
Warrnambool and South West	65625	Technicians and trades workers			6
Warrnambool and South West	65625	Technicians and trades workers	0		937
Warrnambool and South West	65625	Technicians and trades workers	1	Local	39
Warrnambool and South West	65625	Technicians and trades workers	1	National	9
Warrnambool and South West	65625	Technicians and trades workers	1	State territory	35
Warrnambool and South West	78750				13
Warrnambool and South West	78750		0		22
Warrnambool and South West	78750		1	Local	5
Warrnambool and South West	78750		1	National	5
Warrnambool and South West	78750		1	State territory	4
Warrnambool and South West	78750	Clerical and administrative workers	0		279
Warrnambool and South West	78750	Clerical and administrative workers	1	Local	33
Warrnambool and South West	78750	Clerical and administrative workers	1	National	47
Warrnambool and South West	78750	Clerical and administrative workers	1	State territory	45
Warrnambool and South West	78750	Community and personal service workers			3
Warrnambool and South West	78750	Community and personal service workers	0		118
Warrnambool and South West	78750	Community and personal service workers	1	Local	14
Warrnambool and South West	78750	Community and personal service workers	1	National	3
Warrnambool and South West	78750	Community and personal service workers	1	State territory	141
Warrnambool and South West	78750	Labourers	0		297
Warrnambool and South West	78750	Labourers	1	Local	3
Warrnambool and South West	78750	Labourers	1	State territory	7
Warrnambool and South West	78750	Machinery operators and drivers			3
Warrnambool and South West	78750	Machinery operators and drivers	0		416
Warrnambool and South West	78750	Machinery operators and drivers	1	Local	11
Warrnambool and South West	78750	Machinery operators and drivers	1	State territory	4
Warrnambool and South West	78750	Managers			5
Warrnambool and South West	78750	Managers	0		814
Warrnambool and South West	78750	Managers	1	Local	29
Warrnambool and South West	78750	Managers	1	National	3
Warrnambool and South West	78750	Managers	1	State territory	40
Warrnambool and South West	78750	Professionals	0		674
Warrnambool and South West	78750	Professionals	1	Local	67
Warrnambool and South West	78750	Professionals	1	National	21
Warrnambool and South West	78750	Professionals	1	State territory	464
Warrnambool and South West	78750	Sales workers	0		120
Warrnambool and South West	78750	Sales workers	1	Local	3
Warrnambool and South West	78750	Sales workers	1	National	3
Warrnambool and South West	78750	Sales workers	1	State territory	3
Warrnambool and South West	78750	Technicians and trades workers			3
Warrnambool and South West	78750	Technicians and trades workers	0		473
Warrnambool and South West	78750	Technicians and trades workers	1	Local	12
Warrnambool and South West	78750	Technicians and trades workers	1	State territory	15
Warrnambool and South West	91875				8
Warrnambool and South West	91875		0		23
Warrnambool and South West	91875		1	Local	3
Warrnambool and South West	91875		1	State territory	5
Warrnambool and South West	91875	Clerical and administrative workers	0		167
Warrnambool and South West	91875	Clerical and administrative workers	1	Local	15
Warrnambool and South West	91875	Clerical and administrative workers	1	National	11
Warrnambool and South West	91875	Clerical and administrative workers	1	State territory	22
Warrnambool and South West	91875	Community and personal service workers	0		51
Warrnambool and South West	91875	Community and personal service workers	1	Local	12
Warrnambool and South West	91875	Community and personal service workers	1	National	3
Warrnambool and South West	91875	Community and personal service workers	1	State territory	100
Warrnambool and South West	91875	Labourers	0		178
Warrnambool and South West	91875	Labourers	1	Local	3
Warrnambool and South West	91875	Labourers	1	State territory	3
Warrnambool and South West	91875	Machinery operators and drivers	0		320
Warrnambool and South West	91875	Machinery operators and drivers	1	Local	3
Warrnambool and South West	91875	Machinery operators and drivers	1	State territory	3
Warrnambool and South West	91875	Managers	0		653
Warrnambool and South West	91875	Managers	1	Local	18
Warrnambool and South West	91875	Managers	1	National	13
Warrnambool and South West	91875	Managers	1	State territory	58
Warrnambool and South West	91875	Professionals	0		558
Warrnambool and South West	91875	Professionals	1	Local	53
Warrnambool and South West	91875	Professionals	1	National	27
Warrnambool and South West	91875	Professionals	1	State territory	415
Warrnambool and South West	91875	Sales workers	0		89
Warrnambool and South West	91875	Sales workers	1	State territory	3
Warrnambool and South West	91875	Technicians and trades workers			3
Warrnambool and South West	91875	Technicians and trades workers	0		365
Warrnambool and South West	91875	Technicians and trades workers	1	Local	10
Warrnambool and South West	91875	Technicians and trades workers	1	National	6
Warrnambool and South West	91875	Technicians and trades workers	1	State territory	4
Warrnambool and South West	105000				3
Warrnambool and South West	105000		0		22
Warrnambool and South West	105000	Clerical and administrative workers	0		80
Warrnambool and South West	105000	Clerical and administrative workers	1	Local	7
Warrnambool and South West	105000	Clerical and administrative workers	1	National	3
Warrnambool and South West	105000	Clerical and administrative workers	1	State territory	9
Warrnambool and South West	105000	Community and personal service workers	0		12
Warrnambool and South West	105000	Community and personal service workers	1	Local	4
Warrnambool and South West	105000	Community and personal service workers	1	State territory	113
Warrnambool and South West	105000	Labourers	0		121
Warrnambool and South West	105000	Machinery operators and drivers	0		219
Warrnambool and South West	105000	Managers			5
Warrnambool and South West	105000	Managers	0		432
Warrnambool and South West	105000	Managers	1	Local	23
Warrnambool and South West	105000	Managers	1	National	6
Warrnambool and South West	105000	Managers	1	State territory	49
Warrnambool and South West	105000	Professionals	0		409
Warrnambool and South West	105000	Professionals	1	Local	17
Warrnambool and South West	105000	Professionals	1	National	20
Warrnambool and South West	105000	Professionals	1	State territory	270
Warrnambool and South West	105000	Sales workers	0		39
Warrnambool and South West	105000	Technicians and trades workers	0		259
Warrnambool and South West	105000	Technicians and trades workers	1	Local	7
Warrnambool and South West	105000	Technicians and trades workers	1	National	4
Warrnambool and South West	105000	Technicians and trades workers	1	State territory	12
Warrnambool and South West	157500				4
Warrnambool and South West	157500		0		18
Warrnambool and South West	157500		1	State territory	5
Warrnambool and South West	157500	Clerical and administrative workers	0		82
Warrnambool and South West	157500	Clerical and administrative workers	1	Local	5
Warrnambool and South West	157500	Clerical and administrative workers	1	National	3
Warrnambool and South West	157500	Clerical and administrative workers	1	State territory	11
Warrnambool and South West	157500	Community and personal service workers	0		21
Warrnambool and South West	157500	Community and personal service workers	1	Local	3
Warrnambool and South West	157500	Community and personal service workers	1	State territory	101
Warrnambool and South West	157500	Labourers	0		85
Warrnambool and South West	157500	Machinery operators and drivers	0		243
Warrnambool and South West	157500	Managers			4
Warrnambool and South West	157500	Managers	0		620
Warrnambool and South West	157500	Managers	1	Local	54
Warrnambool and South West	157500	Managers	1	National	12
Warrnambool and South West	157500	Managers	1	State territory	105
Warrnambool and South West	157500	Professionals	0		435
Warrnambool and South West	157500	Professionals	1	Local	10
Warrnambool and South West	157500	Professionals	1	National	33
Warrnambool and South West	157500	Professionals	1	State territory	110
Warrnambool and South West	157500	Sales workers	0		57
Warrnambool and South West	157500	Technicians and trades workers			3
Warrnambool and South West	157500	Technicians and trades workers	0		281
Warrnambool and South West	157500	Technicians and trades workers	1	State territory	3
Warrnambool and South West	Inf				9
Warrnambool and South West	Inf		0		13
Warrnambool and South West	Inf	Clerical and administrative workers	0		34
Warrnambool and South West	Inf	Clerical and administrative workers	1	State territory	3
Warrnambool and South West	Inf	Community and personal service workers	0		18
Warrnambool and South West	Inf	Community and personal service workers	1	State territory	9
Warrnambool and South West	Inf	Labourers	0		45
Warrnambool and South West	Inf	Machinery operators and drivers	0		38
Warrnambool and South West	Inf	Managers	0		502
Warrnambool and South West	Inf	Managers	1	Local	19
Warrnambool and South West	Inf	Managers	1	State territory	24
Warrnambool and South West	Inf	Professionals	0		318
Warrnambool and South West	Inf	Professionals	1	Local	3
Warrnambool and South West	Inf	Professionals	1	National	9
Warrnambool and South West	Inf	Professionals	1	State territory	40
Warrnambool and South West	Inf	Sales workers	0		45
Warrnambool and South West	Inf	Technicians and trades workers	0		122
Warrnambool and South West	Inf	Technicians and trades workers	1	State territory	3
Migratory - Offshore - Shipping (Vic.)	26250	Labourers	0		3
Migratory - Offshore - Shipping (Vic.)	42000	Labourers	0		3
Migratory - Offshore - Shipping (Vic.)	42000	Technicians and trades workers	0		3
Migratory - Offshore - Shipping (Vic.)	52500	Machinery operators and drivers	0		3
Migratory - Offshore - Shipping (Vic.)	65625	Labourers	0		3
Migratory - Offshore - Shipping (Vic.)	65625	Machinery operators and drivers	0		3
Migratory - Offshore - Shipping (Vic.)	65625	Technicians and trades workers	0		4
Migratory - Offshore - Shipping (Vic.)	78750	Technicians and trades workers	0		3
Migratory - Offshore - Shipping (Vic.)	105000	Labourers	0		3
Migratory - Offshore - Shipping (Vic.)	105000	Professionals	0		3
Migratory - Offshore - Shipping (Vic.)	105000	Technicians and trades workers	0		4
Migratory - Offshore - Shipping (Vic.)	157500	Labourers	0		11
