SA4_NAME16	IndustryOfEmployment	Occupation	workers
Sydney - Northern Beaches	Health care and social assistance	Labourers	494
Sydney - Northern Beaches	Health care and social assistance	Machinery operators and drivers	79
Sydney - Northern Beaches	Health care and social assistance	Managers	736
Sydney - Northern Beaches	Health care and social assistance	Professionals	4299
Sydney - Northern Beaches	Health care and social assistance	Sales workers	92
Sydney - Northern Beaches	Health care and social assistance	Technicians and trades workers	327
Sydney - Northern Beaches	Information media and telecommunications		22
Sydney - Northern Beaches	Information media and telecommunications	Clerical and administrative workers	228
Sydney - Northern Beaches	Information media and telecommunications	Community and personal service workers	12
Sydney - Northern Beaches	Information media and telecommunications	Labourers	86
Sydney - Northern Beaches	Information media and telecommunications	Machinery operators and drivers	28
Sydney - Northern Beaches	Information media and telecommunications	Managers	246
Sydney - Northern Beaches	Information media and telecommunications	Professionals	679
Sydney - Northern Beaches	Information media and telecommunications	Sales workers	143
Sydney - Northern Beaches	Information media and telecommunications	Technicians and trades workers	223
Sydney - Northern Beaches	Manufacturing		45
Sydney - Northern Beaches	Manufacturing	Clerical and administrative workers	589
Sydney - Northern Beaches	Manufacturing	Community and personal service workers	64
Sydney - Northern Beaches	Manufacturing	Labourers	517
Sydney - Northern Beaches	Manufacturing	Machinery operators and drivers	508
Sydney - Northern Beaches	Manufacturing	Managers	1173
Sydney - Northern Beaches	Manufacturing	Professionals	747
Sydney - Northern Beaches	Manufacturing	Sales workers	347
Sydney - Northern Beaches	Manufacturing	Technicians and trades workers	1218
Sydney - Northern Beaches	Mining	Clerical and administrative workers	16
Sydney - Northern Beaches	Mining	Labourers	3
Sydney - Northern Beaches	Mining	Machinery operators and drivers	3
Sydney - Northern Beaches	Mining	Managers	20
Sydney - Northern Beaches	Mining	Professionals	27
Sydney - Northern Beaches	Mining	Sales workers	3
Sydney - Northern Beaches	Mining	Technicians and trades workers	11
Sydney - Northern Beaches	Other services		15
Sydney - Northern Beaches	Other services	Clerical and administrative workers	443
Sydney - Northern Beaches	Other services	Community and personal service workers	820
Sydney - Northern Beaches	Other services	Labourers	249
Sydney - Northern Beaches	Other services	Machinery operators and drivers	33
Sydney - Northern Beaches	Other services	Managers	345
Sydney - Northern Beaches	Other services	Professionals	285
Sydney - Northern Beaches	Other services	Sales workers	81
Sydney - Northern Beaches	Other services	Technicians and trades workers	1701
Sydney - Northern Beaches	Professional scientific and technical services		90
Sydney - Northern Beaches	Professional scientific and technical services	Clerical and administrative workers	1531
