SA4_NAME16	EmploymentStatus	IncomeTotPersonal.max	workers
Sydney - Sutherland	Status in employment not stated	34125	47
Sydney - Sutherland	Status in employment not stated	42000	64
Sydney - Sutherland	Status in employment not stated	52500	60
Sydney - Sutherland	Status in employment not stated	65625	69
Sydney - Sutherland	Status in employment not stated	78750	30
Sydney - Sutherland	Status in employment not stated	91875	38
Sydney - Sutherland	Status in employment not stated	105000	20
Sydney - Sutherland	Status in employment not stated	157500	24
Sydney - Sutherland	Status in employment not stated	Inf	14
Migratory - Offshore - Shipping (NSW)	Employee	15750	3
Migratory - Offshore - Shipping (NSW)	Employee	42000	9
Migratory - Offshore - Shipping (NSW)	Employee	52500	8
Migratory - Offshore - Shipping (NSW)	Employee	65625	6
Migratory - Offshore - Shipping (NSW)	Employee	78750	4
Migratory - Offshore - Shipping (NSW)	Employee	91875	8
Migratory - Offshore - Shipping (NSW)	Employee	105000	4
Migratory - Offshore - Shipping (NSW)	Employee	157500	12
Migratory - Offshore - Shipping (NSW)	Employee	Inf	11
Migratory - Offshore - Shipping (NSW)	Owner managers of incorporated enterprises	65625	3
Migratory - Offshore - Shipping (NSW)	Owner managers of unincorporated enterprises	42000	3
Migratory - Offshore - Shipping (NSW)	Owner managers of unincorporated enterprises	65625	3
Migratory - Offshore - Shipping (NSW)	Status in employment not stated	26250	3
No usual address (NSW)	Contributing family workers	0	392
No usual address (NSW)	Contributing family workers	7875	174
No usual address (NSW)	Contributing family workers	15750	179
No usual address (NSW)	Contributing family workers	21000	203
No usual address (NSW)	Contributing family workers	26250	165
No usual address (NSW)	Contributing family workers	34125	200
No usual address (NSW)	Contributing family workers	42000	143
No usual address (NSW)	Contributing family workers	52500	137
No usual address (NSW)	Contributing family workers	65625	99
No usual address (NSW)	Contributing family workers	78750	51
No usual address (NSW)	Contributing family workers	91875	65
No usual address (NSW)	Contributing family workers	105000	20
No usual address (NSW)	Contributing family workers	157500	44
No usual address (NSW)	Contributing family workers	Inf	44
No usual address (NSW)	Employee	0	517
No usual address (NSW)	Employee	7875	2570
No usual address (NSW)	Employee	15750	3826
No usual address (NSW)	Employee	21000	4681
No usual address (NSW)	Employee	26250	6261
No usual address (NSW)	Employee	34125	8915
No usual address (NSW)	Employee	42000	9330
No usual address (NSW)	Employee	52500	10725
No usual address (NSW)	Employee	65625	10879
No usual address (NSW)	Employee	78750	6948
No usual address (NSW)	Employee	91875	5261
No usual address (NSW)	Employee	105000	3117
No usual address (NSW)	Employee	157500	3772
No usual address (NSW)	Employee	Inf	1314
No usual address (NSW)	Owner managers of incorporated enterprises	0	115
No usual address (NSW)	Owner managers of incorporated enterprises	7875	82
No usual address (NSW)	Owner managers of incorporated enterprises	15750	260
No usual address (NSW)	Owner managers of incorporated enterprises	21000	498
No usual address (NSW)	Owner managers of incorporated enterprises	26250	639
No usual address (NSW)	Owner managers of incorporated enterprises	34125	1278
No usual address (NSW)	Owner managers of incorporated enterprises	42000	1717
No usual address (NSW)	Owner managers of incorporated enterprises	52500	2314
No usual address (NSW)	Owner managers of incorporated enterprises	65625	2898
No usual address (NSW)	Owner managers of incorporated enterprises	78750	2053
No usual address (NSW)	Owner managers of incorporated enterprises	91875	1907
No usual address (NSW)	Owner managers of incorporated enterprises	105000	1043
No usual address (NSW)	Owner managers of incorporated enterprises	157500	1212
No usual address (NSW)	Owner managers of incorporated enterprises	Inf	814
No usual address (NSW)	Owner managers of unincorporated enterprises	0	253
No usual address (NSW)	Owner managers of unincorporated enterprises	7875	939
No usual address (NSW)	Owner managers of unincorporated enterprises	15750	2162
No usual address (NSW)	Owner managers of unincorporated enterprises	21000	2945
No usual address (NSW)	Owner managers of unincorporated enterprises	26250	3501
No usual address (NSW)	Owner managers of unincorporated enterprises	34125	4793
No usual address (NSW)	Owner managers of unincorporated enterprises	42000	4905
No usual address (NSW)	Owner managers of unincorporated enterprises	52500	5589
No usual address (NSW)	Owner managers of unincorporated enterprises	65625	5773
No usual address (NSW)	Owner managers of unincorporated enterprises	78750	3893
No usual address (NSW)	Owner managers of unincorporated enterprises	91875	2729
No usual address (NSW)	Owner managers of unincorporated enterprises	105000	1488
No usual address (NSW)	Owner managers of unincorporated enterprises	157500	1563
No usual address (NSW)	Owner managers of unincorporated enterprises	Inf	718
No usual address (NSW)	Status in employment not stated	0	40
No usual address (NSW)	Status in employment not stated	7875	77
No usual address (NSW)	Status in employment not stated	15750	154
No usual address (NSW)	Status in employment not stated	21000	187
No usual address (NSW)	Status in employment not stated	26250	235
No usual address (NSW)	Status in employment not stated	34125	288
No usual address (NSW)	Status in employment not stated	42000	291
No usual address (NSW)	Status in employment not stated	52500	315
No usual address (NSW)	Status in employment not stated	65625	312
No usual address (NSW)	Status in employment not stated	78750	143
No usual address (NSW)	Status in employment not stated	91875	108
No usual address (NSW)	Status in employment not stated	105000	64
No usual address (NSW)	Status in employment not stated	157500	74
No usual address (NSW)	Status in employment not stated	Inf	48
Ballarat	Contributing family workers	0	278
Ballarat	Contributing family workers	7875	140
Ballarat	Contributing family workers	15750	179
Ballarat	Contributing family workers	21000	161
Ballarat	Contributing family workers	26250	118
Ballarat	Contributing family workers	34125	133
Ballarat	Contributing family workers	42000	112
Ballarat	Contributing family workers	52500	84
Ballarat	Contributing family workers	65625	69
Ballarat	Contributing family workers	78750	36
Ballarat	Contributing family workers	91875	19
Ballarat	Contributing family workers	105000	26
Ballarat	Contributing family workers	157500	25
Ballarat	Contributing family workers	Inf	44
Ballarat	Employee	0	186
Ballarat	Employee	7875	2343
Ballarat	Employee	15750	2389
Ballarat	Employee	21000	2490
Ballarat	Employee	26250	3193
Ballarat	Employee	34125	5012
Ballarat	Employee	42000	6310
Ballarat	Employee	52500	7166
Ballarat	Employee	65625	6707
Ballarat	Employee	78750	4281
Ballarat	Employee	91875	3309
Ballarat	Employee	105000	2138
Ballarat	Employee	157500	2207
Ballarat	Employee	Inf	694
Ballarat	Owner managers of incorporated enterprises	0	31
Ballarat	Owner managers of incorporated enterprises	7875	44
Ballarat	Owner managers of incorporated enterprises	15750	110
Ballarat	Owner managers of incorporated enterprises	21000	163
Ballarat	Owner managers of incorporated enterprises	26250	201
Ballarat	Owner managers of incorporated enterprises	34125	341
Ballarat	Owner managers of incorporated enterprises	42000	425
Ballarat	Owner managers of incorporated enterprises	52500	442
Ballarat	Owner managers of incorporated enterprises	65625	478
Ballarat	Owner managers of incorporated enterprises	78750	381
Ballarat	Owner managers of incorporated enterprises	91875	334
Ballarat	Owner managers of incorporated enterprises	105000	184
Ballarat	Owner managers of incorporated enterprises	157500	326
Ballarat	Owner managers of incorporated enterprises	Inf	378
Ballarat	Owner managers of unincorporated enterprises	0	68
Ballarat	Owner managers of unincorporated enterprises	7875	157
Ballarat	Owner managers of unincorporated enterprises	15750	335
Ballarat	Owner managers of unincorporated enterprises	21000	408
Ballarat	Owner managers of unincorporated enterprises	26250	450
Ballarat	Owner managers of unincorporated enterprises	34125	574
Ballarat	Owner managers of unincorporated enterprises	42000	564
Ballarat	Owner managers of unincorporated enterprises	52500	546
Ballarat	Owner managers of unincorporated enterprises	65625	468
Ballarat	Owner managers of unincorporated enterprises	78750	238
Ballarat	Owner managers of unincorporated enterprises	91875	183
Ballarat	Owner managers of unincorporated enterprises	105000	128
Ballarat	Owner managers of unincorporated enterprises	157500	172
Ballarat	Owner managers of unincorporated enterprises	Inf	190
Ballarat	Status in employment not stated	0	18
Ballarat	Status in employment not stated	7875	57
Ballarat	Status in employment not stated	15750	53
Ballarat	Status in employment not stated	21000	65
Ballarat	Status in employment not stated	26250	71
Ballarat	Status in employment not stated	34125	88
Ballarat	Status in employment not stated	42000	99
Ballarat	Status in employment not stated	52500	77
Ballarat	Status in employment not stated	65625	81
Ballarat	Status in employment not stated	78750	44
Ballarat	Status in employment not stated	91875	31
Ballarat	Status in employment not stated	105000	20
Ballarat	Status in employment not stated	157500	15
Ballarat	Status in employment not stated	Inf	17
Bendigo	Contributing family workers	0	253
Bendigo	Contributing family workers	7875	121
Bendigo	Contributing family workers	15750	167
Bendigo	Contributing family workers	21000	147
Bendigo	Contributing family workers	26250	121
Bendigo	Contributing family workers	34125	127
Bendigo	Contributing family workers	42000	120
Bendigo	Contributing family workers	52500	82
Bendigo	Contributing family workers	65625	45
Bendigo	Contributing family workers	78750	30
Bendigo	Contributing family workers	91875	25
Bendigo	Contributing family workers	105000	18
Bendigo	Contributing family workers	157500	22
Bendigo	Contributing family workers	Inf	17
Bendigo	Employee	0	162
Bendigo	Employee	7875	2382
Bendigo	Employee	15750	2090
Bendigo	Employee	21000	2351
Bendigo	Employee	26250	3032
Bendigo	Employee	34125	5082
Bendigo	Employee	42000	6777
Bendigo	Employee	52500	7348
Bendigo	Employee	65625	6575
Bendigo	Employee	78750	4523
Bendigo	Employee	91875	3343
Bendigo	Employee	105000	2093
Bendigo	Employee	157500	2359
Bendigo	Employee	Inf	711
Bendigo	Owner managers of incorporated enterprises	0	21
Bendigo	Owner managers of incorporated enterprises	7875	32
Bendigo	Owner managers of incorporated enterprises	15750	99
Bendigo	Owner managers of incorporated enterprises	21000	146
Bendigo	Owner managers of incorporated enterprises	26250	154
Bendigo	Owner managers of incorporated enterprises	34125	313
Bendigo	Owner managers of incorporated enterprises	42000	359
Bendigo	Owner managers of incorporated enterprises	52500	472
Bendigo	Owner managers of incorporated enterprises	65625	470
Bendigo	Owner managers of incorporated enterprises	78750	394
Bendigo	Owner managers of incorporated enterprises	91875	374
Bendigo	Owner managers of incorporated enterprises	105000	186
Bendigo	Owner managers of incorporated enterprises	157500	328
Bendigo	Owner managers of incorporated enterprises	Inf	385
Bendigo	Owner managers of unincorporated enterprises	0	66
Bendigo	Owner managers of unincorporated enterprises	7875	163
Bendigo	Owner managers of unincorporated enterprises	15750	353
Bendigo	Owner managers of unincorporated enterprises	21000	436
Bendigo	Owner managers of unincorporated enterprises	26250	456
Bendigo	Owner managers of unincorporated enterprises	34125	603
Bendigo	Owner managers of unincorporated enterprises	42000	588
Bendigo	Owner managers of unincorporated enterprises	52500	571
Bendigo	Owner managers of unincorporated enterprises	65625	542
Bendigo	Owner managers of unincorporated enterprises	78750	308
Bendigo	Owner managers of unincorporated enterprises	91875	261
Bendigo	Owner managers of unincorporated enterprises	105000	140
Bendigo	Owner managers of unincorporated enterprises	157500	158
