SA4_NAME16	Occupation	OccupationSubtype	Sex	workers
Mackay - Isaac - Whitsunday	Clerical and administrative workers	Office managers and program administrators	F	1337
Mackay - Isaac - Whitsunday	Clerical and administrative workers	Office managers and program administrators	M	264
Mackay - Isaac - Whitsunday	Clerical and administrative workers	Other clerical and administrative workers	F	675
Mackay - Isaac - Whitsunday	Clerical and administrative workers	Other clerical and administrative workers	M	497
Mackay - Isaac - Whitsunday	Clerical and administrative workers	Personal assistants and secretaries	F	418
Mackay - Isaac - Whitsunday	Clerical and administrative workers	Personal assistants and secretaries	M	11
Mackay - Isaac - Whitsunday	Community and personal service workers	Carers and aides	F	2775
Mackay - Isaac - Whitsunday	Community and personal service workers	Carers and aides	M	171
Mackay - Isaac - Whitsunday	Community and personal service workers	Health and welfare support workers	F	593
Mackay - Isaac - Whitsunday	Community and personal service workers	Health and welfare support workers	M	198
Mackay - Isaac - Whitsunday	Community and personal service workers	Hospitality workers	F	1300
Mackay - Isaac - Whitsunday	Community and personal service workers	Hospitality workers	M	344
Mackay - Isaac - Whitsunday	Community and personal service workers	Protective service workers	F	175
Mackay - Isaac - Whitsunday	Community and personal service workers	Protective service workers	M	594
Mackay - Isaac - Whitsunday	Community and personal service workers	Sports and personal service workers	F	637
Mackay - Isaac - Whitsunday	Community and personal service workers	Sports and personal service workers	M	221
Mackay - Isaac - Whitsunday	Labourers	Cleaners and laundry workers	F	1838
Mackay - Isaac - Whitsunday	Labourers	Cleaners and laundry workers	M	589
Mackay - Isaac - Whitsunday	Labourers	Construction and mining labourers	F	41
Mackay - Isaac - Whitsunday	Labourers	Construction and mining labourers	M	965
Mackay - Isaac - Whitsunday	Labourers	Factory process workers	F	312
Mackay - Isaac - Whitsunday	Labourers	Factory process workers	M	638
Mackay - Isaac - Whitsunday	Labourers	Farm forestry and garden workers	F	359
Mackay - Isaac - Whitsunday	Labourers	Farm forestry and garden workers	M	940
Mackay - Isaac - Whitsunday	Labourers	Food preparation assistants	F	679
Mackay - Isaac - Whitsunday	Labourers	Food preparation assistants	M	445
Mackay - Isaac - Whitsunday	Labourers	Labourers nfd	F	46
Mackay - Isaac - Whitsunday	Labourers	Labourers nfd	M	215
Mackay - Isaac - Whitsunday	Labourers	Other labourers	F	517
Mackay - Isaac - Whitsunday	Labourers	Other labourers	M	1227
Mackay - Isaac - Whitsunday	Machinery operators and drivers	Machine and stationary plant operators	F	642
Mackay - Isaac - Whitsunday	Machinery operators and drivers	Machine and stationary plant operators	M	6167
Mackay - Isaac - Whitsunday	Machinery operators and drivers	Machinery operators and drivers nfd	F	23
Mackay - Isaac - Whitsunday	Machinery operators and drivers	Machinery operators and drivers nfd	M	282
Mackay - Isaac - Whitsunday	Machinery operators and drivers	Mobile plant operators	F	88
Mackay - Isaac - Whitsunday	Machinery operators and drivers	Mobile plant operators	M	1277
Mackay - Isaac - Whitsunday	Machinery operators and drivers	Road and rail drivers	F	623
Mackay - Isaac - Whitsunday	Machinery operators and drivers	Road and rail drivers	M	3133
Mackay - Isaac - Whitsunday	Machinery operators and drivers	Storepersons	F	143
Mackay - Isaac - Whitsunday	Machinery operators and drivers	Storepersons	M	555
Mackay - Isaac - Whitsunday	Managers	Chief executives general managers and legislators	F	98
Mackay - Isaac - Whitsunday	Managers	Chief executives general managers and legislators	M	380
Mackay - Isaac - Whitsunday	Managers	Farmers and farm managers	F	649
Mackay - Isaac - Whitsunday	Managers	Farmers and farm managers	M	1621
Mackay - Isaac - Whitsunday	Managers	Hospitality retail and service managers	F	1698
Mackay - Isaac - Whitsunday	Managers	Hospitality retail and service managers	M	1380
Mackay - Isaac - Whitsunday	Managers	Managers nfd	F	58
Mackay - Isaac - Whitsunday	Managers	Managers nfd	M	136
Mackay - Isaac - Whitsunday	Managers	Specialist managers	F	916
Mackay - Isaac - Whitsunday	Managers	Specialist managers	M	2065
Mackay - Isaac - Whitsunday	Professionals	Arts and media professionals	F	126
Mackay - Isaac - Whitsunday	Professionals	Arts and media professionals	M	95
Mackay - Isaac - Whitsunday	Professionals	Business human resource and marketing professionals	F	1124
Mackay - Isaac - Whitsunday	Professionals	Business human resource and marketing professionals	M	767
Mackay - Isaac - Whitsunday	Professionals	Design engineering science and transport professionals	F	485
Mackay - Isaac - Whitsunday	Professionals	Design engineering science and transport professionals	M	1583
Mackay - Isaac - Whitsunday	Professionals	Education professionals	F	2257
Mackay - Isaac - Whitsunday	Professionals	Education professionals	M	612
Mackay - Isaac - Whitsunday	Professionals	Health professionals	F	2025
Mackay - Isaac - Whitsunday	Professionals	Health professionals	M	615
Mackay - Isaac - Whitsunday	Professionals	Information and Communication Technology ICT professionals	F	36
Mackay - Isaac - Whitsunday	Professionals	Information and Communication Technology ICT professionals	M	161
Mackay - Isaac - Whitsunday	Professionals	Legal social and welfare professionals	F	484
Mackay - Isaac - Whitsunday	Professionals	Legal social and welfare professionals	M	192
Mackay - Isaac - Whitsunday	Professionals	Professionals nfd	F	31
Mackay - Isaac - Whitsunday	Professionals	Professionals nfd	M	22
Mackay - Isaac - Whitsunday	Sales workers	Sales assistants and salespersons	F	3430
Mackay - Isaac - Whitsunday	Sales workers	Sales assistants and salespersons	M	1381
Mackay - Isaac - Whitsunday	Sales workers	Sales representatives and agents	F	475
Mackay - Isaac - Whitsunday	Sales workers	Sales representatives and agents	M	314
Mackay - Isaac - Whitsunday	Sales workers	Sales support workers	F	854
Mackay - Isaac - Whitsunday	Sales workers	Sales support workers	M	186
Mackay - Isaac - Whitsunday	Sales workers	Sales workers nfd	F	6
Mackay - Isaac - Whitsunday	Sales workers	Sales workers nfd	M	3
Mackay - Isaac - Whitsunday	Technicians and trades workers	Automotive and engineering trades workers	F	125
Mackay - Isaac - Whitsunday	Technicians and trades workers	Automotive and engineering trades workers	M	6599
Mackay - Isaac - Whitsunday	Technicians and trades workers	Construction trades workers	F	21
Mackay - Isaac - Whitsunday	Technicians and trades workers	Construction trades workers	M	1219
Mackay - Isaac - Whitsunday	Technicians and trades workers	Electrotechnology and telecommunications trades workers	F	83
Mackay - Isaac - Whitsunday	Technicians and trades workers	Electrotechnology and telecommunications trades workers	M	2343
Mackay - Isaac - Whitsunday	Technicians and trades workers	Engineering ICT and science technicians	F	426
Mackay - Isaac - Whitsunday	Technicians and trades workers	Engineering ICT and science technicians	M	1985
Mackay - Isaac - Whitsunday	Technicians and trades workers	Food trades workers	F	499
Mackay - Isaac - Whitsunday	Technicians and trades workers	Food trades workers	M	761
Mackay - Isaac - Whitsunday	Technicians and trades workers	Other technicians and trades workers	F	539
Mackay - Isaac - Whitsunday	Technicians and trades workers	Other technicians and trades workers	M	443
Mackay - Isaac - Whitsunday	Technicians and trades workers	Skilled animal and horticultural workers	F	207
Mackay - Isaac - Whitsunday	Technicians and trades workers	Skilled animal and horticultural workers	M	385
Mackay - Isaac - Whitsunday	Technicians and trades workers	Technicians and trades workers nfd	F	6
Mackay - Isaac - Whitsunday	Technicians and trades workers	Technicians and trades workers nfd	M	136
Moreton Bay - North			F	424
Moreton Bay - North			M	565
Moreton Bay - North	Clerical and administrative workers	Clerical and administrative workers nfd	F	10
Moreton Bay - North	Clerical and administrative workers	Clerical and administrative workers nfd	M	3
Moreton Bay - North	Clerical and administrative workers	Clerical and office support workers	F	219
Moreton Bay - North	Clerical and administrative workers	Clerical and office support workers	M	219
Moreton Bay - North	Clerical and administrative workers	General clerical workers	F	1472
Moreton Bay - North	Clerical and administrative workers	General clerical workers	M	162
Moreton Bay - North	Clerical and administrative workers	Inquiry clerks and receptionists	F	1340
Moreton Bay - North	Clerical and administrative workers	Inquiry clerks and receptionists	M	110
Moreton Bay - North	Clerical and administrative workers	Numerical clerks	F	1436
Moreton Bay - North	Clerical and administrative workers	Numerical clerks	M	203
Moreton Bay - North	Clerical and administrative workers	Office managers and program administrators	F	1126
Moreton Bay - North	Clerical and administrative workers	Office managers and program administrators	M	202
Moreton Bay - North	Clerical and administrative workers	Other clerical and administrative workers	F	556
Moreton Bay - North	Clerical and administrative workers	Other clerical and administrative workers	M	411
Moreton Bay - North	Clerical and administrative workers	Personal assistants and secretaries	F	463
Moreton Bay - North	Clerical and administrative workers	Personal assistants and secretaries	M	10
Moreton Bay - North	Community and personal service workers	Carers and aides	F	4395
Moreton Bay - North	Community and personal service workers	Carers and aides	M	542
Moreton Bay - North	Community and personal service workers	Community and personal service workers nfd	F	5
Moreton Bay - North	Community and personal service workers	Community and personal service workers nfd	M	4
Moreton Bay - North	Community and personal service workers	Health and welfare support workers	F	886
Moreton Bay - North	Community and personal service workers	Health and welfare support workers	M	271
Moreton Bay - North	Community and personal service workers	Hospitality workers	F	1140
Moreton Bay - North	Community and personal service workers	Hospitality workers	M	309
Moreton Bay - North	Community and personal service workers	Protective service workers	F	198
