SA4_NAME16	CountryOfBirth	EmploymentStatus	workers
Perth - South East	MKD	Owner managers of unincorporated enterprises	12
Perth - South East	DEU	Contributing family workers	14
Perth - South East	DEU	Employee	697
Perth - South East	DEU	Owner managers of incorporated enterprises	53
Perth - South East	DEU	Owner managers of unincorporated enterprises	60
Perth - South East	DEU	Status in employment not stated	3
Perth - South East	GRC	Employee	60
Perth - South East	GRC	Owner managers of incorporated enterprises	7
Perth - South East	GRC	Owner managers of unincorporated enterprises	3
Perth - South East	HKG	Contributing family workers	12
Perth - South East	HKG	Employee	693
Perth - South East	HKG	Owner managers of incorporated enterprises	50
Perth - South East	HKG	Owner managers of unincorporated enterprises	57
Perth - South East	HKG	Status in employment not stated	5
Perth - South East	IND	Contributing family workers	78
Perth - South East	IND	Employee	6658
Perth - South East	IND	Owner managers of incorporated enterprises	438
Perth - South East	IND	Owner managers of unincorporated enterprises	522
Perth - South East	IND	Status in employment not stated	67
Perth - South East	IDN	Contributing family workers	28
Perth - South East	IDN	Employee	1432
Perth - South East	IDN	Owner managers of incorporated enterprises	133
Perth - South East	IDN	Owner managers of unincorporated enterprises	103
Perth - South East	IDN	Status in employment not stated	15
Perth - South East	IRN	Contributing family workers	8
Perth - South East	IRN	Employee	542
Perth - South East	IRN	Owner managers of incorporated enterprises	34
Perth - South East	IRN	Owner managers of unincorporated enterprises	42
Perth - South East	IRN	Status in employment not stated	3
Perth - South East	IRQ	Contributing family workers	8
Perth - South East	IRQ	Employee	191
Perth - South East	IRQ	Owner managers of incorporated enterprises	31
Perth - South East	IRQ	Owner managers of unincorporated enterprises	35
Perth - South East	IRL	Contributing family workers	12
Perth - South East	IRL	Employee	1616
Perth - South East	IRL	Owner managers of incorporated enterprises	105
Perth - South East	IRL	Owner managers of unincorporated enterprises	117
Perth - South East	IRL	Status in employment not stated	14
Perth - South East	ITA	Contributing family workers	37
Perth - South East	ITA	Employee	739
Perth - South East	ITA	Owner managers of incorporated enterprises	126
Perth - South East	ITA	Owner managers of unincorporated enterprises	108
Perth - South East	ITA	Status in employment not stated	17
Perth - South East	JPN	Contributing family workers	9
Perth - South East	JPN	Employee	325
Perth - South East	JPN	Owner managers of incorporated enterprises	16
Perth - South East	JPN	Owner managers of unincorporated enterprises	32
Perth - South East	JPN	Status in employment not stated	4
Perth - South East	LBN	Contributing family workers	5
Perth - South East	LBN	Employee	81
Perth - South East	LBN	Owner managers of incorporated enterprises	18
Perth - South East	LBN	Owner managers of unincorporated enterprises	23
Perth - South East	MYS	Contributing family workers	80
Perth - South East	MYS	Employee	3879
Perth - South East	MYS	Owner managers of incorporated enterprises	328
Perth - South East	MYS	Owner managers of unincorporated enterprises	348
Perth - South East	MYS	Status in employment not stated	23
Perth - South East	MLT	Employee	62
Perth - South East	MLT	Owner managers of incorporated enterprises	3
Perth - South East	MLT	Owner managers of unincorporated enterprises	7
Perth - South East	NLD	Contributing family workers	6
Perth - South East	NLD	Employee	473
Perth - South East	NLD	Owner managers of incorporated enterprises	57
Perth - South East	NLD	Owner managers of unincorporated enterprises	72
Perth - South East	NLD	Status in employment not stated	5
Perth - South East	NZL	Contributing family workers	77
Perth - South East	NZL	Employee	7853
Perth - South East	NZL	Owner managers of incorporated enterprises	332
Perth - South East	NZL	Owner managers of unincorporated enterprises	413
Perth - South East	NZL	Status in employment not stated	69
Perth - South East	PAK	Contributing family workers	9
Perth - South East	PAK	Employee	608
Perth - South East	PAK	Owner managers of incorporated enterprises	45
Perth - South East	PAK	Owner managers of unincorporated enterprises	92
Perth - South East	PAK	Status in employment not stated	5
Perth - South East	PHL	Contributing family workers	15
Perth - South East	PHL	Employee	3510
Perth - South East	PHL	Owner managers of incorporated enterprises	45
Perth - South East	PHL	Owner managers of unincorporated enterprises	69
Perth - South East	PHL	Status in employment not stated	24
Perth - South East	POL	Contributing family workers	3
Perth - South East	POL	Employee	368
Perth - South East	POL	Owner managers of incorporated enterprises	24
Perth - South East	POL	Owner managers of unincorporated enterprises	58
Perth - South East	POL	Status in employment not stated	3
Perth - South East	SGP	Contributing family workers	31
Perth - South East	SGP	Employee	1686
Perth - South East	SGP	Owner managers of incorporated enterprises	144
Perth - South East	SGP	Owner managers of unincorporated enterprises	142
Perth - South East	SGP	Status in employment not stated	16
Perth - South East	ZAF	Contributing family workers	37
Perth - South East	ZAF	Employee	3466
Perth - South East	ZAF	Owner managers of incorporated enterprises	216
Perth - South East	ZAF	Owner managers of unincorporated enterprises	214
Perth - South East	ZAF	Status in employment not stated	23
Perth - South East	KOR	Contributing family workers	20
Perth - South East	KOR	Employee	675
Perth - South East	KOR	Owner managers of incorporated enterprises	138
Perth - South East	KOR	Owner managers of unincorporated enterprises	94
Perth - South East	KOR	Status in employment not stated	7
Perth - South East	LKA	Contributing family workers	10
Perth - South East	LKA	Employee	1132
Perth - South East	LKA	Owner managers of incorporated enterprises	73
Perth - South East	LKA	Owner managers of unincorporated enterprises	98
Perth - South East	LKA	Status in employment not stated	12
Perth - South East	THA	Contributing family workers	8
Perth - South East	THA	Employee	726
Perth - South East	THA	Owner managers of incorporated enterprises	21
Perth - South East	THA	Owner managers of unincorporated enterprises	51
Perth - South East	THA	Status in employment not stated	5
Perth - South East	TUR	Contributing family workers	5
Perth - South East	TUR	Employee	88
Perth - South East	TUR	Owner managers of incorporated enterprises	38
Perth - South East	TUR	Owner managers of unincorporated enterprises	32
Perth - South East	GBR	Contributing family workers	196
Perth - South East	GBR	Employee	17285
Perth - South East	GBR	Owner managers of incorporated enterprises	1291
Perth - South East	GBR	Owner managers of unincorporated enterprises	1524
Perth - South East	GBR	Status in employment not stated	113
Perth - South East	USA	Contributing family workers	8
Perth - South East	USA	Employee	654
Perth - South East	USA	Owner managers of incorporated enterprises	32
Perth - South East	USA	Owner managers of unincorporated enterprises	46
Perth - South East	VNM	Contributing family workers	45
Perth - South East	VNM	Employee	1221
Perth - South East	VNM	Owner managers of incorporated enterprises	105
Perth - South East	VNM	Owner managers of unincorporated enterprises	249
Perth - South East	VNM	Status in employment not stated	24
Perth - South East	ZWE	Contributing family workers	11
Perth - South East	ZWE	Employee	1164
Perth - South East	ZWE	Owner managers of incorporated enterprises	70
Perth - South East	ZWE	Owner managers of unincorporated enterprises	52
Perth - South East	ZWE	Status in employment not stated	12
Perth - South West		Contributing family workers	119
Perth - South West		Employee	7700
Perth - South West		Owner managers of incorporated enterprises	551
Perth - South West		Owner managers of unincorporated enterprises	683
Perth - South West		Status in employment not stated	141
Perth - South West	AUS	Contributing family workers	1118
Perth - South West	AUS	Employee	75536
Perth - South West	AUS	Owner managers of incorporated enterprises	5393
Perth - South West	AUS	Owner managers of unincorporated enterprises	5990
Perth - South West	AUS	Status in employment not stated	614
Perth - South West	CAN	Contributing family workers	9
Perth - South West	CAN	Employee	405
Perth - South West	CAN	Owner managers of incorporated enterprises	33
Perth - South West	CAN	Owner managers of unincorporated enterprises	41
Perth - South West	CAN	Status in employment not stated	3
Perth - South West	CHN	Contributing family workers	82
Perth - South West	CHN	Employee	1734
Perth - South West	CHN	Owner managers of incorporated enterprises	187
Perth - South West	CHN	Owner managers of unincorporated enterprises	125
Perth - South West	CHN	Status in employment not stated	15
Perth - South West	HRV	Contributing family workers	10
Perth - South West	HRV	Employee	346
Perth - South West	HRV	Owner managers of incorporated enterprises	44
Perth - South West	HRV	Owner managers of unincorporated enterprises	65
Perth - South West	HRV	Status in employment not stated	5
Perth - South West	EGY	Employee	62
Perth - South West	EGY	Owner managers of incorporated enterprises	5
Perth - South West	EGY	Owner managers of unincorporated enterprises	8
Perth - South West	FJI	Employee	95
Perth - South West	FJI	Owner managers of incorporated enterprises	3
Perth - South West	MKD	Employee	64
Perth - South West	MKD	Owner managers of unincorporated enterprises	4
Perth - South West	DEU	Contributing family workers	18
Perth - South West	DEU	Employee	554
Perth - South West	DEU	Owner managers of incorporated enterprises	55
Perth - South West	DEU	Owner managers of unincorporated enterprises	84
Perth - South West	GRC	Employee	39
Perth - South West	GRC	Owner managers of incorporated enterprises	5
Perth - South West	GRC	Owner managers of unincorporated enterprises	3
Perth - South West	HKG	Contributing family workers	7
Perth - South West	HKG	Employee	392
Perth - South West	HKG	Owner managers of incorporated enterprises	28
Perth - South West	HKG	Owner managers of unincorporated enterprises	38
Perth - South West	IND	Contributing family workers	48
Perth - South West	IND	Employee	3449
Perth - South West	IND	Owner managers of incorporated enterprises	187
Perth - South West	IND	Owner managers of unincorporated enterprises	166
Perth - South West	IND	Status in employment not stated	23
Perth - South West	IDN	Contributing family workers	21
Perth - South West	IDN	Employee	783
Perth - South West	IDN	Owner managers of incorporated enterprises	74
Perth - South West	IDN	Owner managers of unincorporated enterprises	69
Perth - South West	IDN	Status in employment not stated	9
Perth - South West	IRN	Contributing family workers	7
Perth - South West	IRN	Employee	356
Perth - South West	IRN	Owner managers of incorporated enterprises	41
Perth - South West	IRN	Owner managers of unincorporated enterprises	33
Perth - South West	IRN	Status in employment not stated	4
Perth - South West	IRQ	Employee	66
Perth - South West	IRQ	Owner managers of incorporated enterprises	12
Perth - South West	IRQ	Owner managers of unincorporated enterprises	5
Perth - South West	IRQ	Status in employment not stated	3
Perth - South West	IRL	Contributing family workers	13
Perth - South West	IRL	Employee	1160
Perth - South West	IRL	Owner managers of incorporated enterprises	79
Perth - South West	IRL	Owner managers of unincorporated enterprises	82
Perth - South West	IRL	Status in employment not stated	12
Perth - South West	ITA	Contributing family workers	31
Perth - South West	ITA	Employee	710
Perth - South West	ITA	Owner managers of incorporated enterprises	135
Perth - South West	ITA	Owner managers of unincorporated enterprises	116
Perth - South West	ITA	Status in employment not stated	13
Perth - South West	JPN	Contributing family workers	3
Perth - South West	JPN	Employee	233
Perth - South West	JPN	Owner managers of incorporated enterprises	17
Perth - South West	JPN	Owner managers of unincorporated enterprises	31
Perth - South West	LBN	Employee	52
Perth - South West	LBN	Owner managers of incorporated enterprises	19
Perth - South West	LBN	Owner managers of unincorporated enterprises	10
Perth - South West	MYS	Contributing family workers	50
Perth - South West	MYS	Employee	1947
Perth - South West	MYS	Owner managers of incorporated enterprises	174
Perth - South West	MYS	Owner managers of unincorporated enterprises	192
Perth - South West	MYS	Status in employment not stated	8
Perth - South West	MLT	Employee	29
Perth - South West	MLT	Owner managers of incorporated enterprises	3
Perth - South West	NLD	Contributing family workers	10
Perth - South West	NLD	Employee	311
Perth - South West	NLD	Owner managers of incorporated enterprises	30
Perth - South West	NLD	Owner managers of unincorporated enterprises	63
Perth - South West	NLD	Status in employment not stated	3
Perth - South West	NZL	Contributing family workers	54
Perth - South West	NZL	Employee	5729
Perth - South West	NZL	Owner managers of incorporated enterprises	292
Perth - South West	NZL	Owner managers of unincorporated enterprises	403
Perth - South West	NZL	Status in employment not stated	67
Perth - South West	PAK	Contributing family workers	3
Perth - South West	PAK	Employee	253
Perth - South West	PAK	Owner managers of incorporated enterprises	8
Perth - South West	PAK	Owner managers of unincorporated enterprises	9
Perth - South West	PHL	Contributing family workers	16
Perth - South West	PHL	Employee	3032
Perth - South West	PHL	Owner managers of incorporated enterprises	27
Perth - South West	PHL	Owner managers of unincorporated enterprises	41
Perth - South West	PHL	Status in employment not stated	23
Perth - South West	POL	Contributing family workers	3
Perth - South West	POL	Employee	251
Perth - South West	POL	Owner managers of incorporated enterprises	26
Perth - South West	POL	Owner managers of unincorporated enterprises	43
Perth - South West	POL	Status in employment not stated	3
Perth - South West	SGP	Contributing family workers	15
Perth - South West	SGP	Employee	1055
Perth - South West	SGP	Owner managers of incorporated enterprises	87
Perth - South West	SGP	Owner managers of unincorporated enterprises	79
Perth - South West	SGP	Status in employment not stated	9
Perth - South West	ZAF	Contributing family workers	49
Perth - South West	ZAF	Employee	2715
Perth - South West	ZAF	Owner managers of incorporated enterprises	190
Perth - South West	ZAF	Owner managers of unincorporated enterprises	212
Perth - South West	ZAF	Status in employment not stated	21
Perth - South West	KOR	Contributing family workers	18
Perth - South West	KOR	Employee	458
Perth - South West	KOR	Owner managers of incorporated enterprises	83
Perth - South West	KOR	Owner managers of unincorporated enterprises	60
Perth - South West	KOR	Status in employment not stated	9
Perth - South West	LKA	Contributing family workers	7
Perth - South West	LKA	Employee	539
Perth - South West	LKA	Owner managers of incorporated enterprises	24
Perth - South West	LKA	Owner managers of unincorporated enterprises	35
Perth - South West	LKA	Status in employment not stated	5
Perth - South West	THA	Contributing family workers	7
Perth - South West	THA	Employee	451
Perth - South West	THA	Owner managers of incorporated enterprises	17
Perth - South West	THA	Owner managers of unincorporated enterprises	38
Perth - South West	TUR	Contributing family workers	3
Perth - South West	TUR	Employee	36
Perth - South West	TUR	Owner managers of incorporated enterprises	10
Perth - South West	TUR	Owner managers of unincorporated enterprises	12
Perth - South West	GBR	Contributing family workers	213
Perth - South West	GBR	Employee	16028
Perth - South West	GBR	Owner managers of incorporated enterprises	1069
Perth - South West	GBR	Owner managers of unincorporated enterprises	1579
Perth - South West	GBR	Status in employment not stated	131
Perth - South West	USA	Contributing family workers	3
Perth - South West	USA	Employee	564
Perth - South West	USA	Owner managers of incorporated enterprises	38
Perth - South West	USA	Owner managers of unincorporated enterprises	56
Perth - South West	USA	Status in employment not stated	3
Perth - South West	VNM	Contributing family workers	36
Perth - South West	VNM	Employee	434
Perth - South West	VNM	Owner managers of incorporated enterprises	61
Perth - South West	VNM	Owner managers of unincorporated enterprises	135
Perth - South West	VNM	Status in employment not stated	16
Perth - South West	ZWE	Contributing family workers	14
Perth - South West	ZWE	Employee	813
Perth - South West	ZWE	Owner managers of incorporated enterprises	57
Perth - South West	ZWE	Owner managers of unincorporated enterprises	55
Perth - South West	ZWE	Status in employment not stated	7
Western Australia - Wheat Belt		Contributing family workers	155
Western Australia - Wheat Belt		Employee	1898
Western Australia - Wheat Belt		Owner managers of incorporated enterprises	150
Western Australia - Wheat Belt		Owner managers of unincorporated enterprises	285
Western Australia - Wheat Belt		Status in employment not stated	94
Western Australia - Wheat Belt	AUS	Contributing family workers	2932
Western Australia - Wheat Belt	AUS	Employee	29881
Western Australia - Wheat Belt	AUS	Owner managers of incorporated enterprises	3633
Western Australia - Wheat Belt	AUS	Owner managers of unincorporated enterprises	6228
Western Australia - Wheat Belt	AUS	Status in employment not stated	620
Western Australia - Wheat Belt	CAN	Contributing family workers	8
Western Australia - Wheat Belt	CAN	Employee	79
Western Australia - Wheat Belt	CAN	Owner managers of incorporated enterprises	12
Western Australia - Wheat Belt	CAN	Owner managers of unincorporated enterprises	6
Western Australia - Wheat Belt	CAN	Status in employment not stated	3
Western Australia - Wheat Belt	CHN	Contributing family workers	5
Western Australia - Wheat Belt	CHN	Employee	102
Western Australia - Wheat Belt	CHN	Owner managers of incorporated enterprises	12
Western Australia - Wheat Belt	CHN	Owner managers of unincorporated enterprises	15
Western Australia - Wheat Belt	HRV	Employee	12
Western Australia - Wheat Belt	HRV	Owner managers of incorporated enterprises	6
Western Australia - Wheat Belt	EGY	Employee	13
Western Australia - Wheat Belt	EGY	Owner managers of unincorporated enterprises	3
Western Australia - Wheat Belt	FJI	Employee	7
Western Australia - Wheat Belt	FJI	Owner managers of incorporated enterprises	4
Western Australia - Wheat Belt	MKD	Contributing family workers	3
Western Australia - Wheat Belt	MKD	Employee	3
Western Australia - Wheat Belt	DEU	Contributing family workers	14
Western Australia - Wheat Belt	DEU	Employee	189
Western Australia - Wheat Belt	DEU	Owner managers of incorporated enterprises	14
Western Australia - Wheat Belt	DEU	Owner managers of unincorporated enterprises	45
Western Australia - Wheat Belt	DEU	Status in employment not stated	3
Western Australia - Wheat Belt	GRC	Employee	3
Western Australia - Wheat Belt	GRC	Owner managers of incorporated enterprises	3
Western Australia - Wheat Belt	GRC	Owner managers of unincorporated enterprises	4
Western Australia - Wheat Belt	HKG	Employee	47
Western Australia - Wheat Belt	IND	Contributing family workers	3
Western Australia - Wheat Belt	IND	Employee	293
Western Australia - Wheat Belt	IND	Owner managers of incorporated enterprises	13
Western Australia - Wheat Belt	IND	Owner managers of unincorporated enterprises	11
Western Australia - Wheat Belt	IND	Status in employment not stated	4
Western Australia - Wheat Belt	IDN	Contributing family workers	5
Western Australia - Wheat Belt	IDN	Employee	76
Western Australia - Wheat Belt	IDN	Owner managers of incorporated enterprises	7
Western Australia - Wheat Belt	IDN	Owner managers of unincorporated enterprises	10
Western Australia - Wheat Belt	IRN	Employee	20
Western Australia - Wheat Belt	IRQ	Employee	3
Western Australia - Wheat Belt	IRL	Contributing family workers	10
Western Australia - Wheat Belt	IRL	Employee	197
Western Australia - Wheat Belt	IRL	Owner managers of incorporated enterprises	15
Western Australia - Wheat Belt	IRL	Owner managers of unincorporated enterprises	20
Western Australia - Wheat Belt	ITA	Contributing family workers	9
Western Australia - Wheat Belt	ITA	Employee	89
Western Australia - Wheat Belt	ITA	Owner managers of incorporated enterprises	25
Western Australia - Wheat Belt	ITA	Owner managers of unincorporated enterprises	17
Western Australia - Wheat Belt	JPN	Employee	20
Western Australia - Wheat Belt	LBN	Owner managers of incorporated enterprises	3
Western Australia - Wheat Belt	MYS	Contributing family workers	6
Western Australia - Wheat Belt	MYS	Employee	132
Western Australia - Wheat Belt	MYS	Owner managers of incorporated enterprises	9
Western Australia - Wheat Belt	MYS	Owner managers of unincorporated enterprises	10
Western Australia - Wheat Belt	MLT	Employee	6
Western Australia - Wheat Belt	NLD	Contributing family workers	18
Western Australia - Wheat Belt	NLD	Employee	117
Western Australia - Wheat Belt	NLD	Owner managers of incorporated enterprises	18
Western Australia - Wheat Belt	NLD	Owner managers of unincorporated enterprises	43
Western Australia - Wheat Belt	NLD	Status in employment not stated	7
Western Australia - Wheat Belt	NZL	Contributing family workers	67
Western Australia - Wheat Belt	NZL	Employee	1643
Western Australia - Wheat Belt	NZL	Owner managers of incorporated enterprises	112
Western Australia - Wheat Belt	NZL	Owner managers of unincorporated enterprises	170
Western Australia - Wheat Belt	NZL	Status in employment not stated	24
Western Australia - Wheat Belt	PAK	Employee	25
Western Australia - Wheat Belt	PAK	Owner managers of unincorporated enterprises	7
Western Australia - Wheat Belt	PHL	Contributing family workers	7
Western Australia - Wheat Belt	PHL	Employee	884
Western Australia - Wheat Belt	PHL	Owner managers of incorporated enterprises	3
Western Australia - Wheat Belt	PHL	Owner managers of unincorporated enterprises	8
Western Australia - Wheat Belt	PHL	Status in employment not stated	16
Western Australia - Wheat Belt	POL	Employee	31
Western Australia - Wheat Belt	POL	Owner managers of incorporated enterprises	3
Western Australia - Wheat Belt	SGP	Contributing family workers	6
Western Australia - Wheat Belt	SGP	Employee	57
Western Australia - Wheat Belt	SGP	Owner managers of incorporated enterprises	3
Western Australia - Wheat Belt	SGP	Owner managers of unincorporated enterprises	3
Western Australia - Wheat Belt	ZAF	Contributing family workers	19
Western Australia - Wheat Belt	ZAF	Employee	573
Western Australia - Wheat Belt	ZAF	Owner managers of incorporated enterprises	52
Western Australia - Wheat Belt	ZAF	Owner managers of unincorporated enterprises	75
Western Australia - Wheat Belt	ZAF	Status in employment not stated	3
Western Australia - Wheat Belt	KOR	Employee	33
Western Australia - Wheat Belt	KOR	Owner managers of unincorporated enterprises	4
Western Australia - Wheat Belt	LKA	Employee	42
Western Australia - Wheat Belt	LKA	Owner managers of incorporated enterprises	3
Western Australia - Wheat Belt	THA	Contributing family workers	6
Western Australia - Wheat Belt	THA	Employee	94
Western Australia - Wheat Belt	THA	Owner managers of unincorporated enterprises	4
Western Australia - Wheat Belt	THA	Status in employment not stated	4
Western Australia - Wheat Belt	TUR	Employee	3
Western Australia - Wheat Belt	GBR	Contributing family workers	203
Western Australia - Wheat Belt	GBR	Employee	2967
Western Australia - Wheat Belt	GBR	Owner managers of incorporated enterprises	223
Western Australia - Wheat Belt	GBR	Owner managers of unincorporated enterprises	556
Western Australia - Wheat Belt	GBR	Status in employment not stated	54
Western Australia - Wheat Belt	USA	Contributing family workers	11
Western Australia - Wheat Belt	USA	Employee	132
Western Australia - Wheat Belt	USA	Owner managers of incorporated enterprises	8
Western Australia - Wheat Belt	USA	Owner managers of unincorporated enterprises	28
Western Australia - Wheat Belt	USA	Status in employment not stated	4
Western Australia - Wheat Belt	VNM	Contributing family workers	12
Western Australia - Wheat Belt	VNM	Employee	49
Western Australia - Wheat Belt	VNM	Owner managers of incorporated enterprises	14
Western Australia - Wheat Belt	VNM	Owner managers of unincorporated enterprises	24
Western Australia - Wheat Belt	ZWE	Contributing family workers	12
Western Australia - Wheat Belt	ZWE	Employee	206
Western Australia - Wheat Belt	ZWE	Owner managers of incorporated enterprises	6
Western Australia - Wheat Belt	ZWE	Owner managers of unincorporated enterprises	11
Western Australia - Outback (North)		Contributing family workers	23
Western Australia - Outback (North)		Employee	3493
Western Australia - Outback (North)		Owner managers of incorporated enterprises	90
Western Australia - Outback (North)		Owner managers of unincorporated enterprises	83
Western Australia - Outback (North)		Status in employment not stated	71
Western Australia - Outback (North)	AUS	Contributing family workers	275
Western Australia - Outback (North)	AUS	Employee	47311
Western Australia - Outback (North)	AUS	Owner managers of incorporated enterprises	1332
Western Australia - Outback (North)	AUS	Owner managers of unincorporated enterprises	998
Western Australia - Outback (North)	AUS	Status in employment not stated	440
Western Australia - Outback (North)	CAN	Employee	178
Western Australia - Outback (North)	CAN	Owner managers of incorporated enterprises	3
Western Australia - Outback (North)	CAN	Owner managers of unincorporated enterprises	9
Western Australia - Outback (North)	CHN	Contributing family workers	5
Western Australia - Outback (North)	CHN	Employee	383
Western Australia - Outback (North)	CHN	Owner managers of incorporated enterprises	6
Western Australia - Outback (North)	CHN	Owner managers of unincorporated enterprises	7
Western Australia - Outback (North)	HRV	Employee	70
Western Australia - Outback (North)	EGY	Employee	34
Western Australia - Outback (North)	FJI	Employee	106
Western Australia - Outback (North)	MKD	Employee	46
Western Australia - Outback (North)	MKD	Owner managers of unincorporated enterprises	3
Western Australia - Outback (North)	DEU	Employee	272
Western Australia - Outback (North)	DEU	Owner managers of incorporated enterprises	11
Western Australia - Outback (North)	DEU	Owner managers of unincorporated enterprises	14
Western Australia - Outback (North)	GRC	Employee	21
Western Australia - Outback (North)	HKG	Contributing family workers	3
Western Australia - Outback (North)	HKG	Employee	76
Western Australia - Outback (North)	HKG	Status in employment not stated	3
Western Australia - Outback (North)	IND	Contributing family workers	3
Western Australia - Outback (North)	IND	Employee	798
Western Australia - Outback (North)	IND	Owner managers of incorporated enterprises	12
Western Australia - Outback (North)	IND	Owner managers of unincorporated enterprises	12
Western Australia - Outback (North)	IND	Status in employment not stated	6
Western Australia - Outback (North)	IDN	Contributing family workers	6
Western Australia - Outback (North)	IDN	Employee	203
Western Australia - Outback (North)	IDN	Owner managers of incorporated enterprises	3
Western Australia - Outback (North)	IDN	Owner managers of unincorporated enterprises	5
Western Australia - Outback (North)	IDN	Status in employment not stated	3
Western Australia - Outback (North)	IRN	Employee	72
Western Australia - Outback (North)	IRQ	Employee	14
Western Australia - Outback (North)	IRL	Employee	900
Western Australia - Outback (North)	IRL	Owner managers of incorporated enterprises	11
Western Australia - Outback (North)	IRL	Owner managers of unincorporated enterprises	6
Western Australia - Outback (North)	IRL	Status in employment not stated	5
Western Australia - Outback (North)	ITA	Contributing family workers	3
Western Australia - Outback (North)	ITA	Employee	143
Western Australia - Outback (North)	ITA	Status in employment not stated	3
Western Australia - Outback (North)	JPN	Employee	68
Western Australia - Outback (North)	JPN	Owner managers of unincorporated enterprises	4
Western Australia - Outback (North)	JPN	Status in employment not stated	3
Western Australia - Outback (North)	LBN	Employee	19
Western Australia - Outback (North)	LBN	Owner managers of unincorporated enterprises	3
Western Australia - Outback (North)	MYS	Employee	314
Western Australia - Outback (North)	MYS	Owner managers of incorporated enterprises	3
Western Australia - Outback (North)	MYS	Status in employment not stated	3
Western Australia - Outback (North)	MLT	Employee	17
Western Australia - Outback (North)	NLD	Employee	151
Western Australia - Outback (North)	NLD	Status in employment not stated	3
Western Australia - Outback (North)	NZL	Contributing family workers	13
Western Australia - Outback (North)	NZL	Employee	6230
Western Australia - Outback (North)	NZL	Owner managers of incorporated enterprises	100
Western Australia - Outback (North)	NZL	Owner managers of unincorporated enterprises	78
Western Australia - Outback (North)	NZL	Status in employment not stated	56
Western Australia - Outback (North)	PAK	Employee	73
Western Australia - Outback (North)	PAK	Owner managers of incorporated enterprises	3
Western Australia - Outback (North)	PAK	Owner managers of unincorporated enterprises	3
Western Australia - Outback (North)	PHL	Contributing family workers	3
Western Australia - Outback (North)	PHL	Employee	1535
Western Australia - Outback (North)	PHL	Owner managers of incorporated enterprises	6
Western Australia - Outback (North)	PHL	Owner managers of unincorporated enterprises	10
Western Australia - Outback (North)	PHL	Status in employment not stated	17
Western Australia - Outback (North)	POL	Employee	77
Western Australia - Outback (North)	SGP	Employee	160
Western Australia - Outback (North)	SGP	Owner managers of unincorporated enterprises	6
Western Australia - Outback (North)	ZAF	Contributing family workers	3
Western Australia - Outback (North)	ZAF	Employee	1142
Western Australia - Outback (North)	ZAF	Owner managers of incorporated enterprises	22
Western Australia - Outback (North)	ZAF	Owner managers of unincorporated enterprises	18
Western Australia - Outback (North)	ZAF	Status in employment not stated	9
Western Australia - Outback (North)	KOR	Employee	205
Western Australia - Outback (North)	KOR	Owner managers of incorporated enterprises	7
Western Australia - Outback (North)	LKA	Employee	152
Western Australia - Outback (North)	LKA	Owner managers of incorporated enterprises	3
Western Australia - Outback (North)	LKA	Owner managers of unincorporated enterprises	7
Western Australia - Outback (North)	LKA	Status in employment not stated	5
Western Australia - Outback (North)	THA	Contributing family workers	3
Western Australia - Outback (North)	THA	Employee	236
Western Australia - Outback (North)	THA	Owner managers of incorporated enterprises	6
Western Australia - Outback (North)	THA	Owner managers of unincorporated enterprises	9
Western Australia - Outback (North)	TUR	Employee	23
Western Australia - Outback (North)	TUR	Owner managers of unincorporated enterprises	4
Western Australia - Outback (North)	GBR	Contributing family workers	19
Western Australia - Outback (North)	GBR	Employee	4962
Western Australia - Outback (North)	GBR	Owner managers of incorporated enterprises	101
Western Australia - Outback (North)	GBR	Owner managers of unincorporated enterprises	102
Western Australia - Outback (North)	GBR	Status in employment not stated	31
Western Australia - Outback (North)	USA	Contributing family workers	4
Western Australia - Outback (North)	USA	Employee	234
Western Australia - Outback (North)	USA	Owner managers of incorporated enterprises	4
Western Australia - Outback (North)	USA	Owner managers of unincorporated enterprises	3
Western Australia - Outback (North)	VNM	Employee	105
Western Australia - Outback (North)	VNM	Owner managers of incorporated enterprises	7
Western Australia - Outback (North)	VNM	Owner managers of unincorporated enterprises	7
Western Australia - Outback (North)	VNM	Status in employment not stated	3
Western Australia - Outback (North)	ZWE	Contributing family workers	3
Western Australia - Outback (North)	ZWE	Employee	575
Western Australia - Outback (North)	ZWE	Owner managers of incorporated enterprises	4
Western Australia - Outback (North)	ZWE	Owner managers of unincorporated enterprises	3
Western Australia - Outback (South)		Contributing family workers	70
Western Australia - Outback (South)		Employee	1988
Western Australia - Outback (South)		Owner managers of incorporated enterprises	119
Western Australia - Outback (South)		Owner managers of unincorporated enterprises	194
Western Australia - Outback (South)		Status in employment not stated	76
Western Australia - Outback (South)	AUS	Contributing family workers	1078
Western Australia - Outback (South)	AUS	Employee	36096
Western Australia - Outback (South)	AUS	Owner managers of incorporated enterprises	2483
Western Australia - Outback (South)	AUS	Owner managers of unincorporated enterprises	3059
Western Australia - Outback (South)	AUS	Status in employment not stated	435
Western Australia - Outback (South)	CAN	Contributing family workers	3
Western Australia - Outback (South)	CAN	Employee	123
Western Australia - Outback (South)	CAN	Owner managers of incorporated enterprises	5
Western Australia - Outback (South)	CAN	Owner managers of unincorporated enterprises	8
Western Australia - Outback (South)	CHN	Contributing family workers	4
Western Australia - Outback (South)	CHN	Employee	158
Western Australia - Outback (South)	CHN	Owner managers of incorporated enterprises	5
